Gene = l(3)mbn
Position 2793: 9.797536653702572e-07
Position 2629: 8.530832342819568e-07
Position 1402: 4.5591893529422713e-07
Position 3141: 3.716896587614153e-07
Position 2712: 2.8992816783880616e-07
Position 325: 2.1060036102791255e-07
Position 2369: 1.573670426253856e-07
Position 2972: 1.2121260014993367e-07
Position 2341: 9.238826427567606e-08
Position 3063: 8.40326246701509e-08
Position 3266: 5.248523837894473e-08
Position 3263: 3.212250241172065e-08
Position 1085: 1.013260533852309e-08
Position 2825: 3.936423057440204e-09
Position 2817: 3.4096263345730394e-09
Position 669: 3.0046580845304976e-09
Position 370: 3.988242680923875e-10
Position 390: 6.891224213297204e-11
Position 349: 3.574425462443084e-11
Position 365: 1.707809649823127e-11
Position 679: 5.666212060847783e-12
Position 566: 3.871401823261097e-12
Position 509: 1.1541761959355865e-12
Position 914: 1.688244777800772e-13
Position 554: 1.1604569644181225e-13
Position 569: 6.31048847654798e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2813: 0.9921512338937967
Position 2309: 0.9916221441154268
Position 4068: 0.8732708213149147
Position 337: 0.7049411783970781
Position 3937: 0.4746778683368814
Position 3049: 0.3408522410930848
Position 3780: 0.2602427960572695
Position 3485: 0.10780721424443591
Position 1697: 0.06542286785618595
Position 3548: 0.04877902093746635
Position 3899: 0.04513731281291149
Position 3611: 0.041576704528379964
Position 3152: 0.02859172205665878
Position 546: 0.02273054167091845
Position 3413: 0.016134022988433052
Position 2959: 0.014659311689672322
Position 1909: 0.013988956208055299
Position 3178: 0.012197446594940292
Position 3648: 0.00802951171999411
Position 1455: 0.007767192899192102
Position 3080: 0.0076908557158148335
Position 3440: 0.006289042689370252
Position 1772: 0.006270197229964427
Position 3828: 0.0036145950971406644
Position 3244: 0.003336658582236337
Position 3517: 0.0032267188532733985
Position 3385: 0.0029712531067555706
Position 1567: 0.002960025511116348
Position 3943: 0.0029135425519953746
Position 2592: 0.002576298303433901
Position 1434: 0.002391855698468397
Position 1625: 0.0021652588954462777
Position 2752: 0.0021574175241001374
Position 4664: 0.0021357647220922875
Position 2522: 0.0021171544690890367
Position 179: 0.0017974474335472103
Position 3231: 0.0017869829794780628
Position 3208: 0.001783972727105423
Position 1108: 0.0017736019038450347
Position 3580: 0.001413600801216331
Position 1160: 0.0013214309337202838
Position 3836: 0.0012326972033754574
Position 3856: 0.0011520879458879099
Position 2043: 0.0010889239397347012
Position 2764: 0.0010122800678192862
Position 2604: 0.001004187259827019
Position 1009: 0.0009561208745107049
Position 937: 0.0009387077732686307
Position 1952: 0.0008283496645725714
Position 1759: 0.0006415343947231209
Position 386: 0.000607742537599746
Position 2060: 0.0006067590295626126
Position 2817: 0.0005027921565543196
Position 189: 0.0004609570069925281
Position 1742: 0.0004596718918963193
Position 4392: 0.00044912480641398736
Position 2842: 0.00044707088361571666
Position 1683: 0.0004340349296021179
Position 2620: 0.0003796978980411965
Position 2858: 0.0003521671182988135
Position 3531: 0.00032520959939630133
Position 4532: 0.0002934835841568797
Position 3468: 0.00028889024918929965
Position 4048: 0.00028708776910220315
Position 1846: 0.00027681455602758173
Position 4116: 0.00025133547921125
Position 3594: 0.00022927040550493573
Position 1887: 0.00022704405163383052
Position 2972: 0.00017888734651624568
Position 1643: 0.0001652364249464933
Position 1335: 0.0001605978730319377
Position 2162: 0.00015742654766721698
Position 1061: 0.00015627211095194232
Position 4369: 0.00014764850843061627
Position 1163: 0.00014597099596578994
Position 1035: 0.0001375205263573228
Position 1998: 0.0001373463673620838
Position 1243: 0.00013403754636688093
Position 3973: 0.00013121021567139644
Position 829: 0.0001267008820456216
Position 2981: 0.0001252542058390591
Position 1675: 0.0001231700167706218
Position 2087: 0.0001196694367148596
Position 1702: 0.00011543993682914722
Position 3002: 7.935263643380039e-05
Position 2170: 7.883043217016096e-05
Position 660: 7.585423611647213e-05
Position 4098: 7.460610917948805e-05
Position 4455: 5.571717153153483e-05
Position 4035: 5.2338307860177475e-05
Position 4380: 5.184837528731798e-05
Position 4146: 5.1165278333297384e-05
Position 1503: 5.098904602060685e-05
Position 2009: 4.807117433813964e-05
Position 291: 4.697712470383683e-05
Position 4338: 4.282268942531849e-05
Position 3967: 4.0761659258131564e-05
Position 1278: 3.095307425442782e-05
Position 3274: 2.835776184537988e-05
Position 606: 2.2762760417829114e-05
Position 489: 2.2198454177105802e-05
Position 1852: 1.8077609573462314e-05
Position 1313: 1.799679190087085e-05
Position 2935: 1.754201172639525e-05
Position 67: 1.6735122265086854e-05
Position 1653: 1.5220040350774744e-05
Position 1014: 1.5182732930302085e-05
Position 283: 1.5164675804930865e-05
Position 1917: 1.2104829504683378e-05
Position 732: 1.2027624977345226e-05
Position 1253: 1.192218168530968e-05
Position 3022: 1.0099805190593487e-05
Position 400: 9.272789606147579e-06
Position 2019: 7.309685884850486e-06
Position 424: 6.127640580309617e-06
Position 2923: 5.780585561764111e-06
Position 2123: 5.619489305794837e-06
Position 3454: 4.629317387312827e-06
Position 2422: 3.1262413463540145e-06
Position 576: 1.4974377297165634e-06
Position 896: 1.4237264018703443e-06
Position 564: 1.1562784654500654e-06
Position 1967: 1.0360625595922805e-06
Position 1258: 9.80502025333087e-07
Position 755: 9.57739865982692e-07
Position 2773: 8.139127587025402e-07
Position 2678: 7.588880139916442e-07
Position 2064: 7.553796959957693e-07
Position 817: 7.384777277701063e-07
Position 593: 5.641274675937209e-07
Position 2444: 4.994225771813432e-07
Position 579: 4.972913616229671e-07
Position 2878: 4.5032521386178507e-07
Position 1480: 3.127712957473735e-07
Position 772: 1.4902574379427555e-07
Position 573: 1.388032232119424e-07
Position 889: 1.1564177647335521e-07
Position 2896: 7.921771234852003e-08
Position 325: 6.05278821914119e-08
Position 3060: 4.694919940048283e-08
Position 2754: 1.4510407581292554e-08
Position 603: 6.374788128873626e-09
Position 1063: 6.358273575836356e-09
Position 427: 3.4402482237515585e-09
Position 669: 2.7045498465019637e-09
Position 633: 2.1657818582674453e-09
Position 74: 1.9478767217512327e-09
Position 740: 1.645177300206607e-09
Position 421: 3.268334634474684e-11
Position 442: 3.001886288280702e-11
Position 170: 2.0469358374624854e-11
Position 437: 9.749746630519024e-12
Position 250: 7.481651065425167e-12
Position 439: 1.8802637775826002e-13
Position 566: 1.27340650420215e-13
Position 613: 8.744097376427761e-14
Position 444: 1.2923805102733567e-14
Position 446: 7.10545739473565e-16
Position 654: 4.1302020116894076e-16
Position 464: 2.1676814240243534e-17
