Gene = Tg
Position 3: 1.2423227428548918e-06
Position 855: 1.0021104190889932e-06
Position 566: 9.699813242733668e-07
Position 15187: 6.415418557989339e-07
Position 389: 5.435396155614986e-07
Position 344: 1.8828544052953845e-07
Position 384: 4.5247870865202864e-08
Position 1803: 4.451979408306266e-08
Position 411: 3.816072913715967e-08
Position 387: 3.362397227198908e-08
Position 357: 4.4956094169598205e-10
Position 735: 4.1482627502528035e-11
Position 814: 4.619182876222221e-13
Position 806: 1.7574594406081437e-13
Position 359: 4.736125396223747e-14
Position 2089: 1.4157643141968446e-14
Position 2265: 1.343931198319918e-14
Position 2977: 6.012455650840536e-16
Position 889: 4.722426743368694e-17
Position 1316: 1.3256658451149684e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 15142: 0.9940801910190852
Position 13111: 0.9383188333980883
Position 7656: 0.1625204087400696
Position 15460: 0.08723369956773955
Position 9637: 0.0709247286755042
Position 1548: 0.07046120419097998
Position 773: 0.06203815799120167
Position 2681: 0.052701067870347805
Position 846: 0.04477774341978231
Position 14055: 0.03997000755293103
Position 708: 0.030171232877655014
Position 369: 0.02203201200597246
Position 1615: 0.02164957917197593
Position 814: 0.02143635050082489
Position 7814: 0.02005382815791125
Position 8749: 0.019261668474698897
Position 326: 0.01607519807209492
Position 7687: 0.014169168438358628
Position 555: 0.012828190127397733
Position 14018: 0.011181074714568424
Position 4418: 0.010451648896820275
Position 6818: 0.008503461825893262
Position 1476: 0.00824574366786098
Position 1443: 0.008071640867998968
Position 7022: 0.007451683395415634
Position 3086: 0.00686822983736168
Position 12295: 0.0060456411191614
Position 15158: 0.00537567346072726
Position 7113: 0.004170162011203897
Position 9505: 0.003937803112873188
Position 13146: 0.0039215932183883345
Position 1984: 0.0038729155099936513
Position 9253: 0.0030754681513187137
Position 13068: 0.003064260417799827
Position 8027: 0.0030568620039932806
Position 1569: 0.002737193357556216
Position 1355: 0.0025061483671058623
Position 7457: 0.002487893860057752
Position 2145: 0.002392755474372496
Position 1150: 0.0021083418239461983
Position 4324: 0.0020097775715877198
Position 12199: 0.0018991724111291407
Position 1427: 0.001897464182684924
Position 1532: 0.0018663443593162539
Position 8122: 0.0018478826613997344
Position 2540: 0.001825902649269056
Position 9129: 0.0016954235940142245
Position 8000: 0.0015861742431620392
Position 13092: 0.0014394600919886396
Position 5501: 0.0013943810693855332
Position 9739: 0.001361284271939503
Position 8234: 0.0013394438876464792
Position 5394: 0.0013357816564985774
Position 9535: 0.0013260529367959157
Position 605: 0.001287401946543927
Position 6215: 0.001272584503147756
Position 988: 0.0012440989306662263
Position 12781: 0.0010610327530379269
Position 3167: 0.0010024427425741526
Position 7912: 0.0009634895902955019
Position 4275: 0.0009148750585522469
Position 1625: 0.0009048678227060471
Position 616: 0.0008229268357714615
Position 4295: 0.0007771981431910236
Position 656: 0.0007425526721727356
Position 1226: 0.0007068565964351238
Position 3621: 0.0007018120935891415
Position 566: 0.0006670831478016435
Position 1494: 0.0006664823987368337
Position 4145: 0.0006117938961776283
Position 3781: 0.0006023243560928923
Position 5711: 0.0005534507253025116
Position 300: 0.0005402815421853885
Position 959: 0.0005335844285550119
Position 8045: 0.0004792348174984947
Position 859: 0.0004780436666930628
Position 5666: 0.00046120429986339106
Position 1579: 0.0004524892092213347
Position 5553: 0.0003988681756755368
Position 1054: 0.00038670430606941816
Position 4563: 0.0003752041773638109
Position 9879: 0.0003653858884755181
Position 3467: 0.00036259422823149815
Position 10070: 0.00034936049258880086
Position 3653: 0.0003447891396839
Position 280: 0.00034035782433537736
Position 3542: 0.000326400151350663
Position 635: 0.00031071342957628357
Position 992: 0.00029852698779732654
Position 3646: 0.00029228255303658597
Position 665: 0.00026631721520432367
Position 8081: 0.000253652965789602
Position 9813: 0.0002249423102377719
Position 8452: 0.00021185513431452938
Position 2641: 0.00020800070007072916
Position 1175: 0.00020291993440122035
Position 1646: 0.00019188238495189923
Position 290: 0.00018702826151923538
Position 8101: 0.00018649418925244867
Position 3219: 0.00017132787611806775
Position 3482: 0.00017110808222975998
Position 1761: 0.00016626016592037463
Position 1191: 0.0001597995777713833
Position 5687: 0.00015609491217211455
Position 5762: 0.0001550382324953035
Position 5630: 0.00011003419651454252
Position 969: 0.00010884440264805891
Position 4286: 0.00010309491728574682
Position 5603: 0.0001006178953123594
Position 176: 9.953956531532101e-05
Position 286: 9.943337664776627e-05
Position 3751: 9.734807729719247e-05
Position 3444: 9.626064263981031e-05
Position 399: 8.051234468763559e-05
Position 3688: 7.330704282252905e-05
Position 889: 7.32796715452386e-05
Position 1370: 5.873120816754138e-05
Position 1450: 5.719311583936324e-05
Position 3527: 3.1786705122970575e-05
Position 15241: 3.1111778702890195e-05
Position 3364: 2.4313631658911905e-05
Position 2913: 2.1878221321019857e-05
Position 2002: 2.1259619147073923e-05
Position 384: 1.7749454008934288e-05
Position 1309: 1.697529724419806e-05
Position 2760: 1.444665384597961e-05
Position 337: 1.4102234948150265e-05
Position 1198: 1.2694220053673236e-05
Position 2047: 1.2303376037892687e-05
Position 7467: 1.1953852693936277e-05
Position 2766: 1.0830422206206806e-05
Position 1689: 1.0663614291327864e-05
Position 1405: 9.535259765157587e-06
Position 5420: 8.714052084249958e-06
Position 5960: 7.752072657889379e-06
Position 5803: 7.421520462138193e-06
Position 2510: 6.282316864176724e-06
Position 4905: 5.815843003875642e-06
Position 3352: 4.3170860830677e-06
Position 119: 4.255132798033284e-06
Position 3925: 4.147897337052018e-06
Position 2422: 4.1421529362414835e-06
Position 2876: 3.2094923968552626e-06
Position 1112: 3.133894638664308e-06
Position 8880: 3.087289064730491e-06
Position 3016: 2.9638840066885754e-06
Position 1747: 2.8944408734229592e-06
Position 3524: 2.7498676619982716e-06
Position 1460: 2.68367532775736e-06
Position 1281: 2.6533857292146734e-06
Position 1806: 2.604449005164365e-06
Position 197: 2.3405299086106315e-06
Position 1375: 2.079358177163158e-06
Position 1004: 2.0511653649051132e-06
Position 1267: 1.981083731877234e-06
Position 1001: 1.7097589666267304e-06
Position 869: 1.6702867476351214e-06
Position 4084: 1.547658798408031e-06
Position 4397: 1.376495319000728e-06
Position 1915: 1.3597507588708295e-06
Position 12459: 1.3571217954236097e-06
Position 4830: 1.2561044367113668e-06
Position 259: 1.2440565549559337e-06
Position 4353: 1.1447019916676008e-06
Position 466: 1.12262096520403e-06
Position 667: 1.0928611787788226e-06
Position 181: 1.0815240788812914e-06
Position 11554: 1.0736126680569286e-06
Position 11025: 9.674820458342098e-07
Position 1885: 8.734831360839494e-07
Position 4393: 8.587105006004506e-07
Position 5915: 7.417291050206669e-07
Position 11690: 7.147839724967243e-07
Position 10615: 4.98424651516693e-07
Position 143: 4.067355335008685e-07
Position 10183: 3.7810918420323115e-07
Position 408: 2.641760522321413e-07
Position 3188: 2.4144697694989273e-07
Position 10618: 1.9214934590803927e-07
Position 243: 1.3469662255739417e-07
Position 11204: 9.332825237990451e-08
Position 11000: 8.057815258211019e-08
Position 3376: 7.051948749345411e-08
Position 10917: 5.015891374257296e-08
Position 1237: 4.495309063273108e-08
Position 178: 3.8741298875137446e-08
Position 10752: 2.9074236682824895e-08
Position 478: 2.798803837211417e-08
Position 1012: 1.9996622153827512e-08
Position 239: 1.647149448442858e-08
Position 184: 1.181415130178765e-08
Position 116: 1.1437733193751448e-08
Position 228: 1.0826479452526663e-08
Position 74: 8.186463577138392e-09
Position 157: 5.8550741377512855e-09
Position 6771: 8.049005390819417e-10
Position 6287: 6.432322973704979e-10
Position 6352: 1.3567673958366187e-10
Position 411: 3.304896503252643e-11
Position 4753: 2.5509405035344755e-11
Position 3405: 2.5999327365796582e-14
