Gene = trbl
Position 3903: 5.1885392781646104e-05
Position 2088: 5.0760811280362946e-05
Position 2669: 4.9961918420386276e-05
Position 1451: 4.639082396622604e-05
Position 1003: 4.62304651500082e-05
Position 149: 3.79135054968759e-05
Position 3671: 3.527398250432033e-05
Position 3424: 3.3185765565085455e-05
Position 3133: 3.196451098639788e-05
Position 2940: 3.1636138723675715e-05
Position 1656: 3.0210912820978338e-05
Position 3734: 2.9639019531485745e-05
Position 1852: 2.8052872942542696e-05
Position 2183: 2.7797637819789028e-05
Position 30: 2.3380901733494203e-05
Position 4257: 2.2026174190722077e-05
Position 1061: 2.18902118500457e-05
Position 206: 2.170612248396436e-05
Position 196: 2.1109504824085245e-05
Position 1961: 1.716625511836888e-05
Position 1720: 1.5560499044629768e-05
Position 370: 1.5273099547286732e-05
Position 76: 1.1928685209837575e-05
Position 2752: 1.0971792849971811e-05
Position 1575: 1.028369628039732e-05
Position 1677: 9.380769733884992e-06
Position 392: 8.615226211875534e-06
Position 1008: 8.41906235942522e-06
Position 780: 7.644543501569942e-06
Position 830: 6.100739984113864e-06
Position 1017: 5.481508245120691e-06
Position 1731: 5.242333846842367e-06
Position 924: 5.184552619892091e-06
Position 398: 4.077838341450391e-06
Position 1099: 3.1499030363536766e-06
Position 714: 2.646981592055416e-06
Position 1886: 2.646613423130989e-06
Position 542: 2.5111808693552894e-06
Position 654: 1.982878902995165e-06
Position 1344: 1.926076984104003e-06
Position 1160: 1.7585820371763592e-06
Position 1394: 1.4867658337954482e-06
Position 1825: 1.435766796326603e-06
Position 3416: 1.3781750392211071e-06
Position 4628: 1.1395482122053505e-06
Position 1348: 1.1069238536074562e-06
Position 1284: 1.065248642813103e-06
Position 1355: 9.023620698653208e-07
Position 604: 8.94370546053446e-07
Position 1835: 8.658916722421256e-07
Position 2875: 8.376223874164088e-07
Position 2439: 8.030395643000641e-07
Position 1352: 7.406146281980448e-07
Position 1815: 6.041767430387674e-07
Position 1193: 5.479381561259093e-07
Position 1288: 5.404198561518407e-07
Position 2812: 5.355828025199556e-07
Position 1107: 5.047940993056051e-07
Position 1334: 4.407727952240416e-07
Position 2342: 3.8517018959471353e-07
Position 1388: 3.6867229330822485e-07
Position 432: 3.592712457063121e-07
Position 2340: 1.5950397317420464e-07
Position 1366: 1.4935227610360157e-07
Position 1375: 1.4303224677488117e-07
Position 2232: 6.347840393251498e-08
Position 1476: 1.8973205353381794e-09
Position 44: 6.242976311747259e-10
Position 39: 4.6014006169596064e-10
Position 1397: 2.7200415322897714e-10
Position 1195: 2.71659992549579e-10
Position 444: 1.095113813427623e-10
Position 425: 3.0112812160495156e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.9440536792467425
Position 1805: 0.6039761685025461
Position 3230: 0.29983701576003907
Position 4528: 0.037988113923699
Position 1778: 0.03792424478024774
Position 860: 0.020303308847823293
Position 3849: 0.0202843927663251
Position 5008: 0.015355648349101218
Position 3287: 0.014767057724322847
Position 4386: 0.013006667254877872
Position 1499: 0.009138786699237638
Position 2817: 0.005573514278522363
Position 2209: 0.005345270322466832
Position 4469: 0.005014790118414164
Position 432: 0.004862461829828966
Position 4146: 0.004678872831840996
Position 222: 0.00416781263422844
Position 1284: 0.003724452426381102
Position 2423: 0.0037022376412414472
Position 5029: 0.003609445705270057
Position 1397: 0.0029756688090077227
Position 986: 0.0028769687094023395
Position 5139: 0.0025763281040176015
Position 839: 0.0024413792687178024
Position 539: 0.002338041521575121
Position 1476: 0.002262304311510654
Position 4407: 0.0021840582186660406
Position 3906: 0.0020147183178332007
Position 4940: 0.001575240020984125
Position 3494: 0.00145599305795765
Position 481: 0.0012723168731694212
Position 4701: 0.0012545794082298226
Position 950: 0.001250814746454632
Position 2160: 0.0010771848601373187
Position 4443: 0.0010085213887469017
Position 2547: 0.0008844645444054358
Position 478: 0.0008183043726601394
Position 3348: 0.0006989521483339332
Position 3109: 0.0006211023922213827
Position 2719: 0.0005544715077530485
Position 1734: 0.0004941705778150739
Position 4503: 0.000488909689668431
Position 2289: 0.00045505425325948357
Position 3061: 0.0004362581808602993
Position 4971: 0.000424619064219488
Position 642: 0.0003810304332582425
Position 3888: 0.00035800880542890173
Position 1094: 0.00031164564146245714
Position 1726: 0.00030591959150227753
Position 4842: 0.00028878253788872045
Position 441: 0.00028061406884457614
Position 379: 0.0002516250767178673
Position 2990: 0.00024866378003033816
Position 671: 0.0002409773162356562
Position 3293: 0.00019968064405825983
Position 803: 0.00018510612364838237
Position 2621: 0.0001757085276967107
Position 1947: 0.00016669214830873367
Position 866: 0.00016552461706414667
Position 869: 0.00016348087588032115
Position 5289: 0.00015969096225013765
Position 5181: 0.00014715624693925134
Position 5272: 0.00013938599898745876
Position 566: 0.00013819296292807314
Position 3829: 0.00013400242829483082
Position 4234: 0.00013309084649966755
Position 330: 0.00012282945433242005
Position 1141: 0.00011101741657730081
Position 382: 0.00011014469362165053
Position 1932: 0.00010859640315444672
Position 1910: 0.00010834882782219821
Position 302: 0.00010245617146575609
Position 1914: 9.659022532343802e-05
Position 1672: 9.422334442334055e-05
Position 1843: 9.063445654565396e-05
Position 396: 8.973482728655533e-05
Position 1103: 8.575720533471401e-05
Position 630: 5.6816077040797e-05
Position 406: 5.6226394324948074e-05
Position 4162: 5.3870548694271216e-05
Position 101: 5.0602656076325565e-05
Position 3128: 4.9176663845945545e-05
Position 1055: 4.583859188491027e-05
Position 4539: 4.3883305192602974e-05
Position 352: 3.996954177758663e-05
Position 348: 3.841538823980073e-05
Position 1740: 3.6521437632994274e-05
Position 2255: 3.6090564826091146e-05
Position 5144: 3.3479134787238075e-05
Position 236: 3.228565743262446e-05
Position 367: 2.988311142454275e-05
Position 692: 2.9242812480783006e-05
Position 1541: 2.836428930138368e-05
Position 3027: 2.827853384796339e-05
Position 414: 2.8179322647192355e-05
Position 1621: 2.817833423661608e-05
Position 325: 2.7288362773259353e-05
Position 232: 2.636328161725904e-05
Position 557: 2.6311830688334182e-05
Position 484: 2.344085311739891e-05
Position 1786: 2.3113786723513088e-05
Position 685: 2.2949324974092226e-05
Position 4323: 2.1565251638135162e-05
Position 2870: 2.1548192347718568e-05
Position 1112: 1.7611974061524237e-05
Position 364: 1.7597645607453445e-05
Position 227: 1.4711176859890021e-05
Position 574: 1.4328273703780928e-05
Position 444: 1.1142204224726475e-05
Position 133: 1.048959080036035e-05
Position 1557: 1.0325260305013291e-05
Position 312: 9.602793070807087e-06
Position 1595: 8.875980939531525e-06
Position 1326: 8.725749231050751e-06
Position 1562: 8.357877653135534e-06
Position 260: 7.273129935992039e-06
Position 136: 6.8918543669971745e-06
Position 335: 6.324722597271123e-06
Position 1646: 4.909757907020597e-06
Position 2036: 4.6912756457287845e-06
Position 279: 3.756861890349121e-06
Position 270: 3.532542186399391e-06
Position 183: 3.2759032985502798e-06
Position 142: 2.62002716246207e-06
Position 578: 2.189907692673056e-06
Position 450: 1.6136213734423007e-06
Position 542: 1.338502660506905e-06
Position 287: 1.1380347657982404e-06
Position 4206: 1.0903428497590138e-06
Position 1677: 8.632895603578219e-07
Position 697: 5.765349471805271e-07
Position 267: 5.224800816287334e-07
Position 650: 4.770360553977227e-07
Position 139: 3.303088076048764e-07
Position 293: 2.9385719202447247e-07
Position 161: 2.1477777842388007e-07
Position 276: 9.691692721882765e-08
Position 159: 8.997488992821121e-08
Position 1575: 1.2787254641585388e-08
Position 1183: 3.897692855597514e-10
Position 264: 4.066328829166636e-11
Position 243: 3.8880584100737286e-11
Position 281: 4.8579575534657566e-14
Position 306: 2.5495790206482095e-14
Position 149: 2.138300826328338e-15
Position 248: 5.37369056223342e-16
