Gene = nbs
Position 1906: 0.00010627449285653032
Position 77: 8.280756188060363e-05
Position 1018: 7.899300621693495e-05
Position 248: 7.535399012229194e-05
Position 45: 6.747982529058725e-05
Position 1828: 6.655166073635885e-05
Position 499: 6.265694697780152e-05
Position 125: 6.028598324897362e-05
Position 1952: 5.759382742491363e-05
Position 1360: 5.7054146985547004e-05
Position 852: 4.688340482651869e-05
Position 640: 3.904199258104928e-05
Position 226: 3.6986623282596224e-05
Position 1204: 3.333896536267088e-05
Position 1002: 2.9841676488094513e-05
Position 922: 2.211664642734191e-05
Position 832: 1.7463575549740007e-05
Position 752: 1.4481000225697757e-05
Position 2573: 1.0521095221874378e-05
Position 2455: 1.0271815354703732e-05
Position 790: 7.3482543975368004e-06
Position 936: 6.865837737617882e-06
Position 171: 5.104189271882002e-06
Position 691: 4.276516577950762e-06
Position 192: 3.939597728661231e-06
Position 169: 3.2085837265975806e-06
Position 767: 2.450208575408955e-06
Position 1801: 1.11655382255857e-06
Position 491: 8.622010713586666e-07
Position 203: 1.0301526515445482e-07
Position 174: 8.538920578137232e-08
Position 930: 6.945796259345828e-10
Position 742: 5.572433365262528e-10
Position 475: 5.902810285173292e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2628: 0.9612283097635563
Position 1033: 0.6767657363811879
Position 2368: 0.588933169731504
Position 2110: 0.5595917295596384
Position 154: 0.24029703854711806
Position 2374: 0.04869810964870618
Position 1047: 0.03368873615641638
Position 2652: 0.030326607132790142
Position 1111: 0.02403196889710635
Position 1887: 0.023594987977669565
Position 2403: 0.015284877695456986
Position 2192: 0.005443878076882812
Position 447: 0.0046913539691237115
Position 2380: 0.0042659504923542296
Position 189: 0.0038415122112497135
Position 2493: 0.00309126986069859
Position 234: 0.0028514995486045086
Position 1666: 0.0028263190146245953
Position 1068: 0.002582922596686344
Position 1000: 0.0017321528439277038
Position 2114: 0.0015162646226345405
Position 2336: 0.0013139826128856324
Position 1675: 0.001264309162156565
Position 504: 0.001241077568143393
Position 2339: 0.00100917789997678
Position 1801: 0.0009885668171339271
Position 2746: 0.0008852307035643698
Position 1320: 0.0008333091044886114
Position 2418: 0.00047288710024228053
Position 2670: 0.0003364227847437955
Position 1446: 0.0002986670047881234
Position 739: 0.00024232837183340094
Position 351: 0.00022885717565243718
Position 829: 0.00018492107626753683
Position 1641: 0.00017271818562358338
Position 1341: 0.00016898143493864536
Position 165: 0.0001534863096676036
Position 2028: 0.00011038245380205453
Position 1134: 9.362454561780958e-05
Position 1480: 9.009453235263313e-05
Position 672: 7.915474526833979e-05
Position 783: 7.643536865959033e-05
Position 1401: 6.610045039524419e-05
Position 663: 6.503645386018237e-05
Position 1890: 6.350600551995079e-05
Position 2291: 6.133854702379829e-05
Position 89: 6.075908046494434e-05
Position 699: 5.94265784297203e-05
Position 1360: 5.528726331267629e-05
Position 264: 5.1502248750694064e-05
Position 1576: 4.890693895148957e-05
Position 1969: 3.697041201187272e-05
Position 696: 2.8748685112317826e-05
Position 1980: 2.8182534936158828e-05
Position 1701: 2.7180207769032102e-05
Position 363: 2.6891538246942917e-05
Position 1477: 2.2579828604441573e-05
Position 1611: 2.05317280414425e-05
Position 589: 1.9586454504805193e-05
Position 1730: 1.6289312337440558e-05
Position 1704: 1.6200100104901613e-05
Position 1071: 1.4477559887574974e-05
Position 115: 1.1640615677736729e-05
Position 633: 7.735222327194655e-06
Position 897: 7.6206301446678605e-06
Position 910: 4.849072347273368e-06
Position 507: 4.73606582218471e-06
Position 962: 3.5255092054838292e-06
Position 726: 1.3785686792028079e-06
Position 2672: 1.2007260895845246e-06
Position 562: 1.017349880025281e-06
Position 681: 9.708273609229134e-07
Position 125: 8.638179886472259e-07
Position 711: 7.07218224994388e-07
Position 242: 5.585680477640905e-07
Position 1077: 4.045654095331396e-07
Position 498: 3.445081251099467e-07
Position 840: 3.29899027365434e-07
Position 676: 2.0391501332607481e-07
Position 326: 1.945867744530139e-07
Position 283: 6.637997145139232e-08
Position 372: 3.6776086169999463e-09
Position 312: 3.185300136497217e-09
Position 627: 1.7923898893008692e-09
Position 248: 8.37008699218211e-10
Position 117: 2.4566527067863936e-10
Position 462: 3.030616459002953e-11
Position 516: 2.0390588648599117e-11
Position 437: 1.4445980932796358e-14
