Gene = mbf1
Position 2107: 0.02891788304347849
Position 2048: 0.017372395469651733
Position 621: 0.014448101146248223
Position 2229: 0.014222337322057542
Position 289: 0.011554881302923837
Position 456: 0.010270532126490298
Position 1608: 0.010114489122235438
Position 804: 0.00821957684501369
Position 2216: 0.007946297985891844
Position 2072: 0.007268638772234422
Position 719: 0.00608012395280561
Position 167: 0.004033298340495212
Position 2254: 0.003512098423813853
Position 1154: 0.002600590156000816
Position 1690: 0.002530215565628452
Position 177: 0.0018573399327293013
Position 960: 0.0018109461975822957
Position 270: 0.0018045633076765853
Position 101: 0.0017226676868973324
Position 773: 0.0011981226632362938
Position 188: 0.0011894594238142466
Position 1223: 0.0011354574220343073
Position 479: 0.0011199276704292793
Position 1209: 0.000985716194798149
Position 1196: 0.0008711673583433377
Position 336: 0.0008378784254848008
Position 1611: 0.0007852161742559099
Position 1382: 0.000703174203366311
Position 1971: 0.0006368805484771909
Position 1097: 0.0006268422545907038
Position 1298: 0.0004133395372747299
Position 210: 0.00038749394495004344
Position 1485: 0.0003795970486941105
Position 1107: 0.00030845725118089227
Position 682: 0.0002940033841986765
Position 1942: 0.00024382473514043961
Position 303: 0.00023822444390677051
Position 1818: 0.0001906253304826742
Position 1712: 0.00017025617465150412
Position 250: 0.00014736951361728475
Position 770: 0.00011407545022572085
Position 1707: 0.00011347944930206076
Position 157: 0.00010279900896680926
Position 2148: 9.920036276381688e-05
Position 788: 9.643280748534672e-05
Position 254: 9.211943853998861e-05
Position 311: 8.720982749964766e-05
Position 1110: 7.662498929081686e-05
Position 1295: 6.337642463300374e-05
Position 1882: 5.044088358510972e-05
Position 536: 4.888571054489139e-05
Position 1413: 4.863658759483741e-05
Position 1961: 4.5606540617916045e-05
Position 1614: 4.01003682534081e-05
Position 1430: 3.988314781029394e-05
Position 500: 2.7994389203419212e-05
Position 2114: 2.4625020222386498e-05
Position 308: 1.4244812875844079e-05
Position 2354: 8.781498874447446e-06
Position 857: 3.2490863964648595e-06
Position 869: 2.8446177178060684e-06
Position 356: 2.7613512051532717e-06
Position 539: 2.606234386890548e-06
Position 866: 2.4469890582755465e-06
Position 364: 2.3992977807499948e-06
Position 1459: 2.3669744184578888e-06
Position 513: 1.788335204963365e-06
Position 821: 1.2597420601311898e-06
Position 836: 1.0952446430772604e-06
Position 818: 9.54002663321558e-07
Position 1319: 9.109683020269656e-07
Position 1397: 7.278951376466691e-07
Position 151: 6.785635996281835e-07
Position 1505: 4.0414698997911817e-07
Position 348: 3.483831181562502e-07
Position 1394: 1.7598531229953064e-07
Position 90: 1.4262329890662499e-07
Position 340: 3.6639974190113555e-08
Position 516: 1.6670384856416725e-08
Position 878: 1.4692511592093908e-08
Position 321: 1.685113101266109e-11
