Gene = TBCD
Position 1664: 2.1539678941648008e-05
Position 3975: 1.858182382283773e-05
Position 654: 1.6996910436408536e-05
Position 717: 1.414126041550737e-05
Position 3230: 1.3957397099345965e-05
Position 3045: 1.29643392409971e-05
Position 2667: 1.2286788394592673e-05
Position 3155: 1.1889980583250054e-05
Position 3384: 1.1306990588889746e-05
Position 98: 1.0598624256125773e-05
Position 2843: 9.714258820634074e-06
Position 668: 9.376923107959641e-06
Position 9: 8.93792509169893e-06
Position 489: 8.878574360646199e-06
Position 2764: 7.985914106343026e-06
Position 287: 7.642602993029273e-06
Position 118: 6.723988530520728e-06
Position 3997: 5.670099922566243e-06
Position 3722: 5.307524315785512e-06
Position 3408: 5.2876795452489625e-06
Position 1224: 4.16229558123403e-06
Position 3246: 4.110902257769144e-06
Position 781: 3.7813417024087205e-06
Position 2875: 3.7742461474225644e-06
Position 2777: 3.5985831849108735e-06
Position 649: 3.2460423677184584e-06
Position 2948: 3.030288672171298e-06
Position 149: 2.805357524676411e-06
Position 1656: 2.757410674477302e-06
Position 3607: 2.4716782552977884e-06
Position 11: 2.4669549387828453e-06
Position 2630: 2.128939533060637e-06
Position 3886: 1.953017461382486e-06
Position 2237: 1.765557156292996e-06
Position 3994: 1.728433323484281e-06
Position 2929: 9.127643670553413e-07
Position 2031: 8.385892745676687e-07
Position 2639: 7.362132631187616e-07
Position 1955: 4.864896501440788e-07
Position 2791: 4.4913308417409753e-07
Position 1971: 4.3704506433851635e-07
Position 2692: 3.7117813749487623e-07
Position 1087: 2.414308801488417e-07
Position 3504: 2.3344076710123212e-07
Position 1326: 7.872056376179897e-08
Position 848: 4.4341725164818804e-08
Position 1227: 3.1598478205156247e-08
Position 3057: 2.5524955391154717e-08
Position 141: 5.5203549275323524e-09
Position 131: 5.0230515836215505e-09
Position 2999: 4.21017822762617e-09
Position 3367: 2.822723417354098e-09
Position 3190: 2.6547013762317546e-09
Position 2857: 1.5109292120868895e-09
Position 84: 1.2884604029998706e-09
Position 1117: 5.9580403921657564e-12
Position 3641: 1.0880809135139434e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2810: 0.9898791228223175
Position 3329: 0.9895359898053452
Position 1128: 0.8771057727307469
Position 2323: 0.8712297043575281
Position 1955: 0.35363034770874274
Position 2479: 0.20097225682921127
Position 2154: 0.12417320744864982
Position 649: 0.05516003625666171
Position 1505: 0.055106517678050734
Position 1869: 0.048613421006977214
Position 1662: 0.02289387089377539
Position 2571: 0.017961973656000566
Position 2209: 0.01737253205954268
Position 3019: 0.01645149275498731
Position 1440: 0.01575369382196916
Position 1160: 0.013755814665637542
Position 4082: 0.011484031853193893
Position 2981: 0.011224900012986986
Position 781: 0.010195659319184562
Position 1173: 0.009071577521377263
Position 2334: 0.008239135239247762
Position 668: 0.00816547155392756
Position 1016: 0.006471133082754845
Position 1117: 0.006301241811491514
Position 1906: 0.005763414289048884
Position 3534: 0.0039421986726241726
Position 2862: 0.0036365352934000575
Position 3686: 0.003395257483891038
Position 2485: 0.0033341802282011363
Position 3463: 0.0027748694036102014
Position 2620: 0.002622626265017923
Position 2617: 0.0023152503238885016
Position 606: 0.00213920692384437
Position 4031: 0.0017564124882600682
Position 2585: 0.0015703114970079441
Position 2431: 0.001482771589127968
Position 2037: 0.0014775486381789135
Position 2206: 0.0014243323898450871
Position 1880: 0.001380757923703313
Position 2842: 0.0013300024857785188
Position 1816: 0.0012451526164611267
Position 1832: 0.001199609163480654
Position 601: 0.001169700641216761
Position 1594: 0.0010666390012325172
Position 3053: 0.0010526222572546698
Position 509: 0.0009736614788657988
Position 1874: 0.0009658660597133328
Position 126: 0.0009123410144570801
Position 3335: 0.0007773202222537708
Position 1712: 0.000768700962253448
Position 944: 0.0006865702761716564
Position 710: 0.0006718112324009084
Position 833: 0.0005707815174972571
Position 674: 0.0005401497835618792
Position 3547: 0.000525897754829466
Position 739: 0.0005221895504025386
Position 2073: 0.0005214588578026385
Position 123: 0.0005102173305801014
Position 3346: 0.0005045226559154373
Position 4007: 0.0004748242948584857
Position 3629: 0.0004430711683280779
Position 742: 0.0003559271482747849
Position 2438: 0.0003063367422809499
Position 3620: 0.00030385768707424606
Position 3662: 0.0002386811928578129
Position 767: 0.00023500952552541423
Position 2338: 0.00022550921824391877
Position 1619: 0.00022340738962813638
Position 3088: 0.00020942906597862354
Position 1792: 0.0001734917434974562
Position 332: 0.00016051111281141574
Position 989: 0.00015851122181120286
Position 962: 0.00015378531311637715
Position 533: 0.00013143519192518815
Position 485: 0.00013130291962928619
Position 1346: 0.00012917253498539796
Position 968: 0.00012151987137399423
Position 3498: 0.00011808011913450957
Position 3669: 0.00011561503883036741
Position 147: 0.0001154524022699554
Position 1054: 0.00010992731177864738
Position 896: 0.00010920935465920538
Position 292: 0.00010737684466469261
Position 2983: 0.00010639701143794603
Position 791: 0.00010405577093050711
Position 2094: 0.00010109100590235007
Position 2791: 0.00010053183716673255
Position 259: 9.458491416986454e-05
Position 1676: 9.154021091271604e-05
Position 1176: 9.029436323427912e-05
Position 359: 8.745452437975521e-05
Position 1349: 8.612943871787666e-05
Position 1040: 8.2351883588304e-05
Position 1923: 8.176251870427446e-05
Position 2873: 7.409989937757427e-05
Position 399: 6.943722500999498e-05
Position 1704: 5.841868563437127e-05
Position 2658: 5.744513388752253e-05
Position 3404: 4.8241756984079316e-05
Position 299: 4.510440272452283e-05
Position 429: 4.2857735176359494e-05
Position 3894: 4.0608029188191755e-05
Position 1687: 3.9261545120191e-05
Position 879: 3.801703780070336e-05
Position 305: 3.76751110795473e-05
Position 3246: 3.731126770460491e-05
Position 443: 3.5658828090753856e-05
Position 1566: 3.346117832508176e-05
Position 269: 3.064032138892593e-05
Position 521: 2.8742575608851995e-05
Position 3994: 2.858146722411186e-05
Position 3228: 2.6546316349206e-05
Position 455: 2.6160848586573203e-05
Position 3413: 2.4150200858194288e-05
Position 912: 2.177488725361116e-05
Position 3914: 2.0682019864476894e-05
Position 3519: 2.0641949526397787e-05
Position 1196: 2.0332587102883353e-05
Position 2875: 1.800177330894036e-05
Position 1242: 1.7907751824897385e-05
Position 263: 1.7512443122563136e-05
Position 281: 1.747591533592893e-05
Position 683: 1.613022942431838e-05
Position 806: 1.5745299858324903e-05
Position 1838: 1.543703744687088e-05
Position 272: 1.4411939520750669e-05
Position 3031: 1.3530985328321058e-05
Position 203: 1.2417311966803447e-05
Position 2688: 1.1359129662243445e-05
Position 372: 1.0569715540922896e-05
Position 1245: 1.007691635824987e-05
Position 1314: 8.0491286341137e-06
Position 524: 7.6682045233032e-06
Position 206: 7.11174374795478e-06
Position 1453: 6.818998356244082e-06
Position 4092: 6.298965025844091e-06
Position 3875: 5.324920237786936e-06
Position 302: 5.1612984438963205e-06
Position 3569: 4.691324454989142e-06
Position 155: 4.486296357665364e-06
Position 995: 4.2185512523670765e-06
Position 2987: 2.2438385674703407e-06
Position 1018: 2.232003368588852e-06
Position 830: 2.061344931313602e-06
Position 860: 1.5317990611857196e-06
Position 378: 1.2054057929921043e-06
Position 2864: 9.548486757781143e-07
Position 1208: 9.355085453132661e-07
Position 368: 8.517375046637929e-07
Position 1268: 5.577796559491386e-07
Position 1185: 5.513399158616617e-07
Position 161: 3.862484014127061e-07
Position 3759: 1.5985193679056502e-07
Position 3729: 1.3712786965646523e-07
Position 3818: 8.0423107034373e-08
Position 3290: 4.1312783569597616e-08
Position 3563: 3.2613565371945555e-08
Position 407: 1.0019169102783347e-08
Position 51: 4.393943311897625e-09
Position 387: 2.7262851678647986e-09
Position 185: 2.546076180972677e-10
Position 149: 3.1583499007422873e-12
Position 215: 1.2366460042043921e-13
Position 335: 3.5860567424300094e-14
