Gene = CkIIalpha
Position 3350: 0.48639278585941037
Position 931: 0.31213152450444026
Position 3147: 0.27362410195427833
Position 5468: 0.15001884661233167
Position 1045: 0.12546247041260372
Position 3172: 0.09226012373754092
Position 2313: 0.084600117977024
Position 2719: 0.08285704927007506
Position 910: 0.08190398039567875
Position 487: 0.08119340556667749
Position 1411: 0.07626532994771996
Position 4696: 0.07117757641535329
Position 1282: 0.05902819453576759
Position 897: 0.05527092768853057
Position 2482: 0.0509376792759545
Position 5696: 0.04742122366276049
Position 3945: 0.04377803710401907
Position 1964: 0.04004200234766301
Position 767: 0.0387802497156455
Position 1021: 0.03491705494289154
Position 2281: 0.03179101291523232
Position 977: 0.028042610010332824
Position 1932: 0.02671408477764388
Position 3806: 0.023707728864799084
Position 2816: 0.023378633810619467
Position 4914: 0.015193731574233923
Position 3530: 0.014618461680107208
Position 2365: 0.01140392417837549
Position 5076: 0.008621862597429657
Position 3988: 0.008164247451776723
Position 1102: 0.0071276654705799015
Position 654: 0.006921106055128322
Position 2429: 0.006278282094441833
Position 1316: 0.005582362912988824
Position 1390: 0.005361661494540774
Position 6116: 0.005016496794328333
Position 1076: 0.004849503125192707
Position 359: 0.004759975480366215
Position 1533: 0.00448962369718841
Position 1599: 0.00441942979023297
Position 6378: 0.00416311370252197
Position 854: 0.003443438985964683
Position 1142: 0.0033191736575664127
Position 3596: 0.0032599498902143842
Position 780: 0.0030920312631443313
Position 3840: 0.002912855595529897
Position 315: 0.0028300429425965217
Position 4652: 0.002785817880081149
Position 573: 0.0024970435125322623
Position 1823: 0.0022949164166124096
Position 4288: 0.0019046359235489892
Position 4073: 0.0016982438544114592
Position 459: 0.0016964580614250318
Position 2890: 0.0016789936661214028
Position 3604: 0.0016114261032407235
Position 554: 0.0015887532989409038
Position 1675: 0.0014508310685628313
Position 3614: 0.0014383815904317238
Position 493: 0.0013269502215005953
Position 1779: 0.0012665800713655769
Position 627: 0.0011165201956383414
Position 2564: 0.0007961124005063296
Position 5995: 0.0007718394224340801
Position 576: 0.0007435906745438604
Position 3313: 0.000716607087513366
Position 1233: 0.0006386295312622238
Position 4297: 0.0006055443192722346
Position 2013: 0.000536970344397806
Position 3870: 0.0005078716134852401
Position 2446: 0.00048364796646916086
Position 3122: 0.0004795868362322453
Position 1647: 0.0004651621677940674
Position 1073: 0.00045895291896726935
Position 2415: 0.0004299690287423906
Position 1502: 0.0003745154093481783
Position 4646: 0.0003609707476551077
Position 378: 0.00034970401291867226
Position 331: 0.00034607814037928983
Position 4097: 0.00033580069042732016
Position 1570: 0.0003265024338242537
Position 2016: 0.0003236273016512363
Position 4381: 0.00031648059200656297
Position 968: 0.0003159805893869142
Position 4872: 0.00028428746987810136
Position 4961: 0.00027098819688702123
Position 381: 0.000211639931980321
Position 2969: 0.0002115739428476496
Position 833: 0.00018895223305157453
Position 3968: 0.00018395386242974556
Position 1977: 0.00017788333466249706
Position 938: 0.00016585248784415136
Position 432: 0.0001586768271003434
Position 3592: 0.00013504864300006888
Position 1460: 0.00010821357587510832
Position 294: 9.54614799422006e-05
Position 197: 8.264896267580764e-05
Position 322: 7.906666746690235e-05
Position 496: 7.096357286155258e-05
Position 1632: 4.815145086033155e-05
Position 1363: 3.707656392547213e-05
Position 1917: 3.0686081890048566e-05
Position 1730: 2.9231380210743418e-05
Position 1107: 2.8015895813161692e-05
Position 1996: 2.6998903459874927e-05
Position 1651: 1.8903667513579813e-05
Position 160: 1.8388113750522203e-05
Position 111: 1.624247851935126e-05
Position 1615: 1.4977191313571317e-05
Position 612: 1.3550907478602902e-05
Position 1321: 1.3476754223689198e-05
Position 659: 1.1330174877817336e-05
Position 221: 1.1014794264148595e-05
Position 384: 9.639806690722456e-06
Position 944: 4.583909513202962e-06
Position 503: 3.4589215154250723e-06
Position 665: 1.0283533725974933e-06
Position 638: 8.6642204344691e-07
Position 1149: 3.2608392975854583e-07
Position 670: 9.852835640382993e-08
Position 402: 8.968588500299636e-08
Position 388: 3.801725678617788e-08
Position 393: 1.9624836081202613e-08
Position 390: 1.8095618935152356e-09
Position 710: 5.310992740676771e-10
