Gene = Ca-beta
Position 2900: 0.0007976797860573009
Position 38277: 0.0007914983500444375
Position 12395: 0.0007896380776812939
Position 3006: 0.0007731816319464892
Position 39227: 0.0007554828866948108
Position 40401: 0.0007554683502988802
Position 3252: 0.0007018787025518463
Position 38591: 0.0006903094682743662
Position 2803: 0.0006864605522352682
Position 2272: 0.0006469867480973541
Position 38524: 0.000629382664612593
Position 41816: 0.0006252182438467724
Position 38484: 0.0006179001783868158
Position 3644: 0.0006055682889730101
Position 42044: 0.0005627246022251305
Position 41396: 0.0005437340628847474
Position 2964: 0.0005307409556459607
Position 1946: 0.000509282553894489
Position 12617: 0.0005070754787162464
Position 41562: 0.0005031917320130769
Position 41047: 0.0004805622263288963
Position 2955: 0.0004564091234920937
Position 37614: 0.0004245624644008804
Position 37876: 0.0004231600367034568
Position 12114: 0.0004197072222177412
Position 38391: 0.0004115447988285642
Position 3508: 0.00039288666208964424
Position 41897: 0.00037500019766081497
Position 38944: 0.00034093537120249653
Position 2548: 0.00033580762669569656
Position 3553: 0.0003165122355637878
Position 2765: 0.00030098415890642753
Position 42902: 0.0002787898304502533
Position 41032: 0.00024985607240903186
Position 38846: 0.0002297398164327807
Position 40655: 0.00022746088874299122
Position 38397: 0.0002264250688937557
Position 41942: 0.00021391980507536192
Position 42799: 0.00020719654526266636
Position 3913: 0.00020166727466092792
Position 38615: 0.00020039529371760462
Position 725: 0.0001875197412081302
Position 42682: 0.00018687315118451965
Position 38788: 0.00018450743598121837
Position 37885: 0.0001790956561258803
Position 42335: 0.00017866816552253005
Position 3753: 0.00017744128773729262
Position 37652: 0.00017305863358483558
Position 3587: 0.00015568153488957191
Position 3215: 0.0001419949670037046
Position 6344: 0.00013863889719791206
Position 8418: 0.0001307600085351146
Position 11361: 0.0001258562984114367
Position 38181: 0.00012367106221667797
Position 37901: 0.00011948893882859269
Position 41420: 0.00011922520144107112
Position 977: 0.00011899113601747089
Position 41388: 0.00011835857586302192
Position 3666: 0.00011051290690366997
Position 38490: 0.0001087455585256171
Position 41441: 9.624578269594056e-05
Position 2594: 9.56540109220878e-05
Position 3529: 9.2907145910557e-05
Position 38904: 9.251118152714716e-05
Position 41507: 9.088840600683838e-05
Position 2738: 8.732531321283273e-05
Position 41568: 8.696433846448389e-05
Position 42053: 8.648044538097585e-05
Position 41586: 8.040902747259517e-05
Position 3306: 7.950824618399859e-05
Position 10926: 7.518003846140687e-05
Position 37768: 7.416874960247062e-05
Position 3273: 7.347762133309407e-05
Position 41021: 7.221182354584068e-05
Position 12182: 6.537136103115866e-05
Position 8378: 6.44933536458654e-05
Position 10424: 6.166831628773753e-05
Position 7917: 5.2467988968793934e-05
Position 6099: 4.8476196807435035e-05
Position 11336: 4.6913263097739365e-05
Position 11526: 4.36081706810806e-05
Position 37799: 4.263807761983597e-05
Position 40272: 3.900259336071861e-05
Position 41784: 3.89001267414319e-05
Position 38955: 3.7238320808940615e-05
Position 7144: 3.645438315894301e-05
Position 40457: 3.6117200179194327e-05
Position 41906: 2.5705057334257542e-05
Position 42360: 2.5491155034187477e-05
Position 40482: 2.5284778432445687e-05
Position 11523: 2.4444589266922717e-05
Position 6335: 2.4239381312383344e-05
Position 41415: 2.277938164563491e-05
Position 8323: 1.9983403083576443e-05
Position 38143: 1.919383015251372e-05
Position 38959: 1.7738470022287345e-05
Position 40511: 1.7571943526071565e-05
Position 41465: 1.5581302245082808e-05
Position 7750: 1.4071503121880852e-05
Position 37587: 1.3297703022534525e-05
Position 5042: 1.1558219928324016e-05
Position 41178: 1.149210658343912e-05
Position 1908: 1.1363423406812789e-05
Position 37836: 9.873982327445793e-06
Position 6411: 7.761181739413579e-06
Position 2082: 7.4921133665020655e-06
Position 2060: 6.094736180916998e-06
Position 37813: 6.057814382146912e-06
Position 5442: 5.806511551262931e-06
Position 1732: 5.541339439670042e-06
Position 40193: 5.487275120610311e-06
Position 2034: 5.4069053848175044e-06
Position 1158: 4.909355453692996e-06
Position 40232: 4.862974196077545e-06
Position 896: 4.851820766565606e-06
Position 562: 4.506451219642346e-06
Position 3320: 4.369409086855505e-06
Position 1869: 4.238475045152783e-06
Position 1899: 4.2214468085569965e-06
Position 3283: 3.5809340665926753e-06
Position 41445: 3.575260389518004e-06
Position 41112: 3.486771319991057e-06
Position 1300: 3.475281745758907e-06
Position 40837: 2.750016183477999e-06
Position 2030: 2.514154744109372e-06
Position 1948: 2.4945365657770993e-06
Position 1502: 2.2053267485767663e-06
Position 40834: 1.6491670170068545e-06
Position 40713: 9.798906746499838e-07
Position 41118: 5.186159007497856e-07
Position 41075: 5.086903872928448e-07
Position 41055: 4.652365827370827e-07
Position 40514: 4.049148051793562e-07
Position 40530: 3.2617959988269616e-07
Position 41206: 2.126721631365178e-07
Position 41029: 1.633934631477163e-07
Position 40560: 9.668457530159187e-08
Position 40623: 7.85108446013498e-08
Position 37778: 7.412044988356998e-08
Position 39234: 6.44451696553835e-08
Position 41044: 4.905063325908864e-08
Position 37782: 3.488670744731042e-08
Position 40479: 1.4753256153708623e-08
Position 37938: 1.1143106999331974e-08
