Gene = mbm
Position 1543: 2.2529409246607546e-06
Position 1764: 1.532694776478178e-06
Position 400: 1.5029705777727799e-06
Position 286: 4.5558019588916307e-07
Position 1121: 4.5244744670584654e-07
Position 460: 4.511767003913428e-07
Position 995: 1.9739838882019549e-07
Position 123: 5.9384228785846375e-08
Position 288: 5.007022145755378e-08
Position 281: 2.513577839896841e-08
Position 237: 1.5305627427357078e-08
Position 130: 8.232689440647202e-09
Position 360: 5.07820628095859e-09
Position 363: 4.692475735171442e-09
Position 178: 4.315791641066421e-09
Position 330: 2.910062726532331e-09
Position 175: 1.3551432191160117e-09
Position 328: 6.79377911457927e-10
Position 169: 6.24221010670157e-10
Position 348: 4.1006729659051814e-10
Position 205: 3.665806830071516e-10
Position 402: 3.6047709073664026e-10
Position 260: 2.748639838192712e-10
Position 252: 5.965554834355407e-11
Position 199: 9.553048090896765e-12
Position 183: 4.347606942634585e-13
Position 193: 3.965737004459768e-13
Position 125: 3.633830939321534e-13
Position 195: 2.464863471138693e-16
