Gene = verm
Position 332: 2.0463054960181293e-06
Position 2970: 1.4255654708302742e-06
Position 665: 1.3489300812139104e-06
Position 115: 9.924348107308042e-07
Position 3318: 8.613217579814396e-07
Position 3099: 5.537858740587637e-07
Position 100: 4.412348716832829e-07
Position 3381: 4.3637000733878015e-07
Position 520: 2.5243598695850587e-07
Position 514: 1.782941768794255e-07
Position 325: 1.408885401040589e-07
Position 527: 3.012956659878211e-08
Position 84: 1.9285967645242608e-08
Position 219: 9.434863979087462e-09
Position 105: 4.699115362382986e-09
Position 292: 2.144746158314318e-09
Position 261: 1.4908486183565141e-12
Position 221: 1.3809321533472317e-14
