Gene = mtgo
Position 12989: 9.11243075514568e-07
Position 3730: 7.701800057785657e-07
Position 3365: 5.371877673271135e-07
Position 119: 4.72373216480595e-07
Position 15080: 4.5029347100132183e-07
Position 15137: 4.2469987600598615e-07
Position 15245: 4.2130484076141197e-07
Position 15320: 3.700992448792295e-07
Position 8321: 3.5069289301075e-07
Position 3896: 2.360267818196461e-07
Position 5612: 2.2274909813296365e-07
Position 8065: 1.6883940154828905e-07
Position 7770: 1.1777614035523892e-07
Position 255: 1.1279794841741842e-07
Position 3711: 1.1140597914609452e-07
Position 3369: 1.0787183638018731e-07
Position 7325: 9.696705827155059e-08
Position 4012: 7.854844709920179e-08
Position 301: 7.2282048694097e-08
Position 12729: 5.909579451877017e-08
Position 11668: 5.1795623180985806e-08
Position 5105: 4.56000941895362e-08
Position 407: 4.392818080771379e-08
Position 10894: 4.028448259379268e-08
Position 3256: 3.886700791843363e-08
Position 2925: 3.4465306262493276e-08
Position 3629: 3.3852675010817674e-08
Position 2200: 3.205249190149046e-08
Position 327: 2.879779071905696e-08
Position 4544: 2.806182572852159e-08
Position 6570: 2.7445344497011447e-08
Position 3289: 2.620047743207158e-08
Position 2909: 2.4487220001645977e-08
Position 9341: 2.2313197390850674e-08
Position 3560: 1.8213075829919857e-08
Position 5762: 1.780265868531785e-08
Position 5689: 1.6272721347835443e-08
Position 477: 1.499008990061179e-08
Position 11605: 1.4375237397823675e-08
Position 4654: 1.2093174580763274e-08
Position 4743: 1.1461280563895306e-08
Position 374: 1.1451826670459643e-08
Position 252: 1.1361753913007468e-08
Position 2971: 1.0212714245430966e-08
Position 356: 1.007578924375889e-08
Position 7222: 9.64180852759645e-09
Position 3590: 9.53178550342787e-09
Position 5162: 9.394579856964343e-09
Position 1658: 7.930135117608418e-09
Position 7707: 7.8971214394003e-09
Position 10496: 6.236202841366882e-09
Position 5587: 5.019229743063321e-09
Position 5371: 5.001796489092729e-09
Position 5836: 4.867259094280379e-09
Position 1498: 3.7809201162874454e-09
Position 11709: 3.5767459746067815e-09
Position 838: 3.467860232569201e-09
Position 2346: 2.2873031379846556e-09
Position 9402: 2.224774760123282e-09
Position 1884: 1.854662364642038e-09
Position 4495: 1.6266121994216898e-09
Position 10854: 1.2757754194656365e-09
Position 131: 1.247350346700368e-09
Position 9492: 1.0418577321721384e-09
Position 384: 9.939624738503154e-10
Position 553: 8.423984217053507e-10
Position 1216: 7.981930438031975e-10
Position 9265: 7.970141559541838e-10
Position 1188: 7.054702539587587e-10
Position 7716: 6.670238474073378e-10
Position 9668: 6.290349535834076e-10
Position 602: 5.831201068537024e-10
Position 9118: 4.712204778444501e-10
Position 8584: 2.8605114810920534e-10
Position 9143: 2.8235485013624844e-10
Position 2250: 2.6926028962915964e-10
Position 2038: 2.474820930106036e-10
Position 6668: 2.2923223546846316e-10
Position 2822: 2.0218339191636275e-10
Position 1898: 1.9589792891894507e-10
Position 2296: 1.6270225883057915e-10
Position 1795: 1.5853161475715482e-10
Position 1033: 1.3695425867659227e-10
Position 336: 1.2148350673839112e-10
Position 6834: 1.1104151658589176e-10
Position 3689: 1.0377472475995778e-10
Position 2825: 8.669706737549346e-11
Position 8289: 7.80682049637286e-11
Position 1074: 4.9748608082111105e-11
Position 101: 3.958671047171428e-11
Position 4702: 2.305072266421483e-11
Position 4693: 2.001301743476721e-11
Position 1747: 1.2285026384945573e-11
Position 1670: 1.176440274106503e-11
Position 1729: 9.674291216516995e-12
Position 4361: 8.728544261243554e-12
Position 923: 5.8689856291658495e-12
Position 715: 5.453618675451801e-12
Position 6165: 4.9670222293402094e-12
Position 795: 4.533108711742818e-12
Position 1092: 4.2337665320978786e-12
Position 6027: 3.774575285496199e-12
Position 4184: 2.5408978154300136e-12
Position 4930: 2.4530044022985425e-12
Position 4153: 1.9086020082392404e-12
Position 1029: 1.8892751168352966e-12
Position 4807: 1.6800556757228282e-12
Position 990: 1.3679776570472517e-12
Position 1718: 1.3580110868736918e-12
Position 5300: 1.3339946245021614e-12
Position 5067: 1.1957351010990727e-12
Position 4399: 1.0347944771506307e-12
Position 682: 9.737876830017293e-13
Position 943: 8.754946410494974e-13
Position 968: 5.557646572940218e-13
Position 2059: 2.672840023914506e-13
Position 2456: 2.5167837261376267e-13
Position 4042: 2.370154134905666e-13
Position 2219: 1.6290779992219014e-13
Position 2308: 1.4197340342131433e-13
Position 2221: 1.1599203188555588e-13
Position 73: 1.1271983746579165e-13
Position 768: 1.006204650506634e-13
Position 901: 8.967418350926834e-14
Position 721: 8.555468927187718e-14
Position 331: 4.4248622513757494e-14
Position 2072: 4.348284038113762e-14
Position 2319: 3.5471414006874245e-14
Position 2272: 3.0562414186666785e-14
Position 440: 3.1144692303913283e-18
Position 773: 3.0612740757921134e-18
Position 340: 4.899051190148407e-19
Position 453: 4.59780578283121e-19
Position 572: 5.752573971672863e-20
Position 423: 4.960655017648376e-20
Position 735: 3.848417852092947e-20
Position 555: 1.697312143963335e-20
Position 427: 1.6267516387567952e-20
