Gene = mu2
Position 3522: 2.72984593603676e-07
Position 3396: 2.573364913309881e-07
Position 2906: 2.5355243199911064e-07
Position 276: 2.468771473681083e-07
Position 3211: 1.9996619087677614e-07
Position 2140: 1.8406114518806606e-07
Position 3842: 1.7118787130310875e-07
Position 2072: 1.522550252539521e-07
Position 240: 1.2561230012307103e-07
Position 324: 1.23918173969618e-07
Position 1960: 1.155198627246404e-07
Position 3313: 1.077956861469551e-07
Position 2066: 7.862568929864533e-08
Position 2098: 7.799500475444959e-08
Position 3401: 7.65450799558351e-08
Position 3151: 5.371498321496933e-08
Position 43: 3.6969829825272864e-08
Position 3825: 2.5190459038026148e-08
Position 3817: 2.2461334630509934e-08
Position 3: 1.6334587750351456e-08
Position 2300: 9.447274063096672e-09
Position 3617: 7.310790469171156e-09
Position 2137: 3.901220890418998e-09
Position 1774: 3.441921376017843e-09
Position 3808: 1.6632285477668258e-09
Position 2419: 1.2985011447967423e-09
Position 194: 3.6095097772907153e-10
Position 450: 9.220386633613002e-11
Position 4278: 7.895098773181513e-11
Position 1952: 7.442974437328726e-12
Position 2437: 6.998359340115371e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.9975148069862925
Position 3752: 0.9895830034836043
Position 2093: 0.9841477179083733
Position 455: 0.9825356716293256
Position 2269: 0.971561214440991
Position 2422: 0.9641048009549998
Position 194: 0.9604779424430976
Position 990: 0.9493875671849878
Position 1883: 0.7502918470184893
Position 3919: 0.7480027028125282
Position 4278: 0.2941342164903106
Position 1946: 0.1506153050389482
Position 1901: 0.07951138819810322
Position 1617: 0.03842412313972008
Position 2873: 0.029584252469903885
Position 2470: 0.021773572486625398
Position 3951: 0.019956361474049205
Position 3424: 0.019716996602739446
Position 815: 0.016200531163117177
Position 4546: 0.01569140981422062
Position 4291: 0.013540640585035308
Position 2102: 0.012015571151550537
Position 3472: 0.011480107106048692
Position 3437: 0.010469335057460453
Position 1596: 0.009095421667499621
Position 2433: 0.008671732052307597
Position 1566: 0.007156975690295724
Position 1671: 0.007153542457771598
Position 1724: 0.007067695580521655
Position 857: 0.006899546573195973
Position 1140: 0.005943021927242325
Position 4254: 0.004951458029275681
Position 3377: 0.004239132944329534
Position 4024: 0.004227806223334975
Position 741: 0.003598771430152566
Position 3485: 0.0035498506058151474
Position 3326: 0.003475079962217589
Position 1587: 0.0033277143040424855
Position 2280: 0.002729778944025394
Position 2473: 0.002414320261583306
Position 423: 0.002398391070797402
Position 1629: 0.0017929611886712857
Position 1680: 0.0016965296705833096
Position 1458: 0.0016005989300440125
Position 3039: 0.0015723465987288465
Position 4406: 0.0014485904409410062
Position 3396: 0.0012278271460309145
Position 1711: 0.0012259615139359266
Position 4003: 0.001171897072372746
Position 520: 0.0011286268182280688
Position 3359: 0.001112735745698156
Position 2672: 0.0009429195229514036
Position 219: 0.00093907111280727
Position 1703: 0.0009338476270227752
Position 1647: 0.0008999251655188288
Position 680: 0.000895849303924798
Position 1192: 0.0008223694947246448
Position 2134: 0.0007959695372559253
Position 3379: 0.0007228543558800707
Position 788: 0.0005576407844001721
Position 1919: 0.0005344554029748154
Position 2017: 0.0005084273034713583
Position 4651: 0.0004924052873644951
Position 2996: 0.00048376293539490617
Position 2587: 0.00047195399537743775
Position 3442: 0.00045244353735469136
Position 287: 0.00038020218686868513
Position 3002: 0.0003277865618010314
Position 1469: 0.00030453456594526013
Position 203: 0.0002934385261698333
Position 4472: 0.00027172037571784104
Position 237: 0.0002709956242463863
Position 3236: 0.00026689858139835394
Position 2779: 0.00025399553825169617
Position 1781: 0.00024934792561970195
Position 3332: 0.00024202817493352804
Position 2285: 0.0002315471880001148
Position 3286: 0.00022365590631922086
Position 3164: 0.0002227946106471093
Position 3802: 0.00022105890982721603
Position 2119: 0.00021697935833075288
Position 3775: 0.00021257579352132165
Position 4059: 0.000203090872172861
Position 1144: 0.00019422058126834478
Position 714: 0.0001853546498374859
Position 1810: 0.0001440982683414462
Position 4336: 0.00014239887226998415
Position 3022: 0.0001422112831953272
Position 1763: 0.0001415764177696757
Position 3043: 0.00014010321105656208
Position 491: 0.00013994985973509637
Position 542: 0.00013801015320629754
Position 2721: 0.00013645504161466406
Position 2205: 0.00013347915989621935
Position 2845: 0.0001328162329293886
Position 579: 0.0001287365069563458
Position 466: 0.00012156860416201657
Position 1069: 0.00011984966700185134
Position 897: 0.00011622036848999612
Position 1827: 0.00011597929879091437
Position 765: 0.00011434154322594202
Position 4502: 0.00011415012778108309
Position 3514: 0.00010944479547847407
Position 2985: 0.00010737132162649884
Position 1604: 0.0001038165397113466
Position 1445: 0.00010365484490095098
Position 2920: 0.00010325707016447051
Position 2066: 9.81779834429791e-05
Position 1195: 9.605424321792408e-05
Position 564: 9.475490249141471e-05
Position 4056: 9.293606490189588e-05
Position 3230: 8.819829829328616e-05
Position 4236: 8.439138242203955e-05
Position 2973: 8.179386513401316e-05
Position 753: 7.912599512699688e-05
Position 2558: 7.424374245446793e-05
Position 469: 7.000276825702936e-05
Position 3063: 6.796470656056662e-05
Position 1333: 6.572467083458731e-05
Position 2570: 6.554301416182604e-05
Position 290: 5.8565611737316706e-05
Position 1265: 5.582230552577299e-05
Position 1359: 5.3163749499380954e-05
Position 2620: 5.0281652781918176e-05
Position 622: 4.595018245170492e-05
Position 793: 4.525852730337988e-05
Position 2889: 4.268702455576135e-05
Position 4084: 4.211326679989577e-05
Position 3337: 3.9791986921284326e-05
Position 3199: 3.7091411454181565e-05
Position 2038: 3.675546460972325e-05
Position 4439: 3.591429462887921e-05
Position 2035: 3.377973478350425e-05
Position 2599: 3.37312034080556e-05
Position 923: 3.271008534825703e-05
Position 3090: 3.243712109246391e-05
Position 3830: 2.980962381390838e-05
Position 4304: 2.974393715369691e-05
Position 2215: 2.7549137789003938e-05
Position 4222: 2.4652551780612738e-05
Position 2676: 2.4262839188450784e-05
Position 1734: 2.265739362632041e-05
Position 3771: 2.2345295086462305e-05
Position 3263: 2.2118935761178875e-05
Position 3256: 1.9792339783452164e-05
Position 1042: 1.9748168644858926e-05
Position 2061: 1.936354909314882e-05
Position 106: 1.9110839897267432e-05
Position 3975: 1.8854306276625724e-05
Position 4580: 1.8837157654886304e-05
Position 1428: 1.8789945537982244e-05
Position 2738: 1.8383334255020065e-05
Position 2137: 1.8086810615631303e-05
Position 4227: 1.7299132509052354e-05
Position 2291: 1.6845560803076424e-05
Position 3107: 1.6687622944585016e-05
Position 1396: 1.5608175405570985e-05
Position 3049: 1.5412374569497497e-05
Position 1689: 1.5356075112772166e-05
Position 2949: 1.497635023765551e-05
Position 2023: 1.4814168358966919e-05
Position 749: 1.466291010658218e-05
Position 2109: 1.4639764525386781e-05
Position 3673: 1.3916804505378243e-05
Position 4097: 1.3683905026331237e-05
Position 1213: 1.3675025583038394e-05
Position 3148: 1.3609451522988003e-05
Position 3142: 1.3488783096322863e-05
Position 4080: 1.3403160820321177e-05
Position 1283: 1.2666527562261714e-05
Position 2916: 1.2522982072834233e-05
Position 3781: 1.2017327741131936e-05
Position 2906: 1.0737270167591517e-05
Position 3940: 1.0457578384335097e-05
Position 606: 1.0275542012379322e-05
Position 1818: 8.920754840019735e-06
Position 3806: 8.445032924542138e-06
Position 3669: 7.287888916221692e-06
Position 3219: 7.034199154216634e-06
Position 3693: 6.845441320366301e-06
Position 909: 6.706066923528428e-06
Position 1337: 6.170374121698808e-06
Position 3175: 6.036374091232393e-06
Position 2821: 5.934290906511412e-06
Position 4586: 5.839171062483905e-06
Position 4363: 5.439677552220816e-06
Position 1343: 5.264355114177691e-06
Position 1842: 5.1113699715609394e-06
Position 4192: 4.760206755951198e-06
Position 2732: 4.572725917329956e-06
Position 2644: 4.256213817259652e-06
Position 1542: 4.182843579866056e-06
Position 269: 4.1431289162423595e-06
Position 3094: 4.035194403211158e-06
Position 2709: 3.812146756110929e-06
Position 1832: 3.523526216350107e-06
Position 4198: 3.465191382189647e-06
Position 77: 3.2496347458866545e-06
Position 583: 3.149641750445023e-06
Position 640: 3.1460280084047144e-06
Position 1514: 2.9498528397080705e-06
Position 3902: 2.91348850419918e-06
Position 4064: 2.6223910765788673e-06
Position 769: 2.3846911583981674e-06
Position 1506: 2.347140537367405e-06
Position 2244: 2.2568206638696545e-06
Position 599: 2.150112875588557e-06
Position 2128: 2.0966589088549953e-06
Position 1497: 1.7355479544420968e-06
Position 3850: 1.5506685998206684e-06
Position 3993: 1.2106733618678292e-06
Position 2347: 8.00070237786696e-07
Position 317: 5.707084555130709e-07
Position 1984: 5.394346603351263e-07
Position 1971: 5.205860040306163e-07
Position 932: 3.776607954354052e-07
Position 384: 2.947881264070841e-07
Position 2591: 2.7608207131509034e-07
Position 335: 2.61030716744102e-07
Position 2611: 2.4807760264675864e-07
Position 2682: 2.1610281979753824e-07
Position 2698: 1.9353058228399935e-07
Position 109: 1.7238584274620111e-07
Position 293: 1.376030495081964e-07
Position 3859: 1.2101391003993085e-07
Position 2497: 1.2077035006516655e-07
Position 2685: 1.2063469104395253e-07
Position 102: 1.0443552264326614e-07
Position 2603: 8.735188584956234e-08
Position 2750: 7.870062637417212e-08
Position 2488: 7.430149906906993e-08
Position 2512: 5.690201659556881e-08
Position 2232: 5.4237764246890004e-08
Position 367: 5.125597826453153e-08
Position 2394: 4.423994594564159e-08
Position 123: 3.093332127761821e-08
Position 2694: 2.8688667609038953e-08
Position 2298: 2.0347138245578907e-08
Position 642: 1.5559018272498896e-08
Position 2506: 1.5403574391157013e-08
Position 2503: 1.4162908783774902e-08
Position 2484: 7.816230361217813e-09
Position 362: 4.310344071945775e-09
Position 2318: 4.074177377998497e-09
Position 2327: 3.684577933585847e-09
Position 136: 3.5121347883193667e-09
Position 374: 1.8071853096613217e-09
Position 381: 1.032052227339533e-09
Position 372: 4.79056521253315e-11
Position 395: 2.9396298114999985e-13
