Gene = Aps
Position 4077: 0.0002398754605592684
Position 2884: 0.00020383148630331738
Position 615: 0.00019420216538316442
Position 3634: 0.00018785422285269942
Position 3227: 0.0001822005378251672
Position 1531: 0.00017259281309954012
Position 3097: 0.0001623996309264432
Position 2438: 0.00015039144664539275
Position 1312: 0.0001411143119133339
Position 2160: 0.0001337510082937658
Position 3156: 0.00012699475449715536
Position 3664: 0.00012230372646920091
Position 1577: 0.00011570128196289849
Position 1284: 0.00011188752392864107
Position 2185: 9.333447332124554e-05
Position 2188: 9.318345711698672e-05
Position 1320: 8.033724943297467e-05
Position 2890: 7.464656394534057e-05
Position 2947: 6.659118752867202e-05
Position 3742: 6.347258126647806e-05
Position 527: 5.8150249911890455e-05
Position 2287: 5.3874641490078145e-05
Position 2254: 5.149651225767226e-05
Position 1299: 4.631926266379854e-05
Position 2388: 4.3290012361973005e-05
Position 4340: 4.2770853420266515e-05
Position 3295: 4.04635380818692e-05
Position 3256: 3.499945381706346e-05
Position 2969: 3.394467122884139e-05
Position 331: 3.210999682631347e-05
Position 779: 3.083846499947619e-05
Position 1226: 3.071295226340759e-05
Position 795: 2.737745238622065e-05
Position 2123: 2.6933925843724364e-05
Position 2531: 2.509311422348289e-05
Position 3760: 2.3784964959358937e-05
Position 3148: 2.1604946631115202e-05
Position 2994: 1.928910993651442e-05
Position 978: 1.8618831526492038e-05
Position 3364: 1.803173014252726e-05
Position 2257: 1.435903943358953e-05
Position 110: 1.1278898834935337e-05
Position 2740: 1.0891791425427122e-05
Position 369: 1.0612872627021436e-05
Position 2586: 1.0405054642179585e-05
Position 524: 1.0240465225268394e-05
Position 3501: 1.0085123094945704e-05
Position 3008: 9.377048278925313e-06
Position 3291: 9.348714984460905e-06
Position 1473: 9.164455168886208e-06
Position 3171: 8.931883951705156e-06
Position 1042: 8.540717008689316e-06
Position 3807: 7.894407080334566e-06
Position 884: 6.086981756709835e-06
Position 2568: 5.8241728884335275e-06
Position 898: 5.642190610710469e-06
Position 1503: 5.362922615152942e-06
Position 1552: 5.329727496760364e-06
Position 1966: 4.210488053252109e-06
Position 1441: 4.137347481276319e-06
Position 1450: 4.018738339133804e-06
Position 1466: 3.3102312933314825e-06
Position 1615: 2.2048447978586447e-06
Position 845: 1.4076062034322564e-06
Position 1053: 1.3909873779889325e-06
Position 1332: 1.0181590896938098e-06
Position 2866: 1.0095085651216687e-06
Position 2565: 6.748532715286869e-07
Position 841: 6.317350032293836e-07
Position 1068: 6.110548025012632e-07
Position 1128: 5.939249181302157e-07
Position 915: 4.492441131934346e-07
Position 1039: 1.5173425325737405e-07
Position 344: 1.1155386884872689e-07
Position 1104: 1.0077804612530513e-07
Position 861: 1.0042976570836877e-07
Position 375: 9.729452957888018e-08
Position 299: 4.346693933219691e-08
Position 382: 3.11638938037419e-08
Position 388: 2.124951022775541e-08
Position 254: 1.3945237370622407e-08
Position 1084: 1.3807862641714605e-08
Position 937: 9.805604641179235e-09
Position 857: 9.703209127609393e-09
Position 1060: 8.774441779685984e-09
Position 907: 7.602826431155135e-09
Position 2812: 7.405853085528548e-09
Position 2857: 7.185706950694571e-09
Position 260: 6.5731352896568266e-09
Position 1075: 6.1571739988377585e-09
Position 1065: 6.137513781444831e-09
Position 1150: 4.919361056948298e-09
Position 1178: 2.6442369035761162e-09
Position 2899: 6.395380466854475e-10
Position 783: 4.4984074395510605e-10
Position 3022: 3.004609781243232e-10
Position 2806: 2.2124172981377216e-10
Position 308: 2.3382795566339642e-11
Position 1078: 1.7362902942824408e-11
Position 426: 1.1379592458682171e-11
Position 404: 7.722283992327926e-12
Position 55: 2.6198228937995653e-12
Position 302: 2.4029143057222767e-12
Position 64: 2.3540502664683487e-12
Position 132: 1.3580172528405099e-12
Position 60: 1.0708888072360197e-12
Position 311: 8.567570298012163e-13
Position 412: 4.908064399704711e-13
Position 410: 3.3265954761872474e-13
Position 51: 2.897020334277827e-13
Position 408: 1.857832379677175e-13
Position 414: 1.3942055235698864e-13
Position 392: 1.1107407185928584e-13
Position 243: 7.237678630778376e-14
Position 306: 6.356184027100813e-14
Position 77: 4.9529379675457666e-14
Position 419: 4.299295400145411e-17
