Gene = cass
Position 1552: 1.4101229826867493e-06
Position 2230: 1.3645137275874715e-06
Position 2060: 1.2749723116182708e-06
Position 1423: 1.2460931848933825e-06
Position 1559: 1.21346508734393e-06
Position 1165: 1.1800599558188818e-06
Position 451: 1.149522208284995e-06
Position 952: 8.848646245761364e-07
Position 218: 8.125123950874203e-07
Position 1686: 8.06993026206379e-07
Position 1813: 7.075928846047417e-07
Position 1210: 5.797656564127857e-07
Position 2206: 5.500857093361674e-07
Position 2946: 5.305751723146608e-07
Position 2452: 4.948157320872282e-07
Position 1870: 4.6951252320074577e-07
Position 883: 4.2873680527409755e-07
Position 2323: 3.979245516816483e-07
Position 384: 3.8016556310523224e-07
Position 967: 3.47349449195027e-07
Position 1093: 3.2997463838959e-07
Position 2281: 2.998068031144936e-07
Position 1402: 2.5519037298601414e-07
Position 1130: 2.318026664967026e-07
Position 2416: 2.076079922637169e-07
Position 2294: 1.7500190655542732e-07
Position 1835: 1.6535831829850291e-07
Position 528: 1.5908000000030127e-07
Position 2326: 1.3935332549623423e-07
Position 445: 1.3914030756916677e-07
Position 1727: 1.3388679277914109e-07
Position 489: 1.2451205219285866e-07
Position 1437: 1.0723934561124475e-07
Position 1476: 1.0518016456433658e-07
Position 1667: 9.749437134985377e-08
Position 1717: 9.017548323402905e-08
Position 1144: 6.460852714358816e-08
Position 1200: 5.4082177432709204e-08
Position 240: 5.368816505871043e-08
Position 474: 4.59788331603902e-08
Position 2306: 3.95716352421367e-08
Position 1676: 3.802365664169453e-08
Position 381: 2.9802762582594677e-08
Position 2331: 2.1132093037550963e-08
Position 1837: 1.3189445738314703e-08
Position 516: 1.1670617342209952e-08
Position 1852: 9.409719473520446e-09
Position 1840: 9.047103870758866e-09
Position 1867: 8.320429722226048e-09
Position 1882: 7.436122827094153e-09
Position 1501: 5.731437753576681e-09
Position 2132: 5.303375035832172e-09
Position 494: 4.10814313114566e-09
Position 71: 4.0683050015365244e-09
Position 185: 1.4560564800736595e-09
Position 1695: 9.835979950068561e-10
Position 1855: 8.684577374771744e-10
Position 508: 3.2680728658607735e-10
Position 2123: 1.9946005941022683e-10
Position 1983: 1.5110740211068715e-10
Position 1733: 5.702876055844862e-11
