Gene = Strip
Position 4579: 8.40184749238059e-05
Position 3966: 7.510814009758856e-05
Position 4556: 7.147600173762108e-05
Position 2104: 5.736510201696757e-05
Position 944: 5.604250651914824e-05
Position 6246: 5.4285364026926054e-05
Position 6614: 5.381200624803737e-05
Position 4668: 5.372621998387662e-05
Position 863: 5.1632307047251383e-05
Position 283: 2.9083546364657546e-05
Position 850: 2.8834473901277533e-05
Position 4532: 2.8251113479485335e-05
Position 5186: 2.5790439951113824e-05
Position 793: 2.1381037269874996e-05
Position 1701: 1.534370704060185e-05
Position 994: 1.5214812929523214e-05
Position 956: 1.4096493872188939e-05
Position 2144: 1.2265896975123715e-05
Position 985: 1.1664430430870219e-05
Position 3510: 1.0084931296875658e-05
Position 1964: 9.623208168538457e-06
Position 1281: 8.788208212050587e-06
Position 2484: 7.787462561497857e-06
Position 1735: 7.468245808014881e-06
Position 2610: 7.2895587301097344e-06
Position 5141: 6.916801965819489e-06
Position 839: 6.6748660548163756e-06
Position 629: 5.729814804630729e-06
Position 526: 5.349338497107422e-06
Position 1454: 4.8203147766061195e-06
Position 1727: 3.8505826980154505e-06
Position 489: 3.353348010993276e-06
Position 1720: 3.1765838562230137e-06
Position 1706: 3.1683802262176897e-06
Position 248: 2.9943518042348815e-06
Position 853: 2.896439760538821e-06
Position 3362: 2.8320198379892972e-06
Position 638: 2.787523187132055e-06
Position 3762: 2.725762483407607e-06
Position 368: 2.652449362049479e-06
Position 1950: 2.542461492744916e-06
Position 177: 2.0871978334933092e-06
Position 730: 1.7707897433300134e-06
Position 820: 1.682104712907892e-06
Position 2679: 1.6294836597946718e-06
Position 1580: 1.2602279857068801e-06
Position 531: 9.95837203632508e-07
Position 1867: 9.38301363502684e-07
Position 42: 7.574016605398501e-07
Position 4397: 7.487778596531119e-07
Position 856: 7.47286315314048e-07
Position 246: 6.299441301115694e-07
Position 562: 5.652565106516499e-07
Position 913: 4.695449270419421e-07
Position 472: 4.645386700628266e-07
Position 556: 4.056430296031976e-07
Position 224: 3.9523471813518147e-07
Position 5015: 3.845782406414122e-07
Position 1732: 3.530309979250762e-07
Position 585: 2.6338481138286747e-07
Position 1244: 2.2889081109276018e-07
Position 4591: 2.2791808491912962e-07
Position 964: 2.2264915547140976e-07
Position 416: 1.9912550535955861e-07
Position 192: 1.8145935986701863e-07
Position 116: 1.7636483238153824e-07
Position 275: 1.495740425692174e-07
Position 68: 1.3688785845881002e-07
Position 475: 1.0005395582602828e-07
Position 329: 9.479896132440616e-08
Position 52: 8.551254531672978e-08
Position 643: 7.396159225365601e-08
Position 934: 6.993232052542259e-08
Position 1061: 6.382643191887293e-08
Position 306: 5.726726445693827e-08
Position 164: 5.637560810211447e-08
Position 1073: 5.219584015116586e-08
Position 1079: 3.793199235171e-08
Position 266: 2.324299710149243e-08
Position 709: 2.384776929245414e-09
Position 510: 5.971806497949856e-10
Position 215: 7.532445518038277e-11
Position 651: 6.494118543118407e-11
Position 397: 6.39486730862918e-11
Position 459: 5.366767380928814e-11
Position 681: 4.893524451028956e-11
Position 94: 3.601933861395808e-11
Position 447: 2.4714166766528818e-11
Position 60: 1.1360817048389311e-11
Position 103: 8.455316438027412e-12
Position 335: 1.4208212947881011e-12
Position 357: 6.446755029656081e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4234: 0.9680637985199544
Position 6118: 0.2635918328671685
Position 3269: 0.24713861697346726
Position 6028: 0.23805896773919905
Position 4805: 0.23045515571081934
Position 3934: 0.1455904327062044
Position 3882: 0.12859737652275532
Position 2834: 0.11986279570660563
Position 2820: 0.09400088711960845
Position 3536: 0.08830238959522674
Position 2859: 0.07694081589651516
Position 6451: 0.06374205138397954
Position 2856: 0.04632481434449206
Position 3792: 0.0344289872602207
Position 3043: 0.03156505595997916
Position 5531: 0.026618757510447233
Position 924: 0.02660461714845352
Position 4784: 0.025961929903863947
Position 2609: 0.021415246635172913
Position 6780: 0.0185104729705293
Position 6534: 0.015591807557449686
Position 6634: 0.01211366812700994
Position 5084: 0.01149003818497715
Position 1984: 0.011354724214753071
Position 5462: 0.01107749625533257
Position 5015: 0.010234911231107889
Position 1921: 0.0043470777596775105
Position 4988: 0.004158535497722528
Position 1885: 0.003650498170466015
Position 5072: 0.0036321993907423885
Position 1867: 0.003389221212151354
Position 2021: 0.00324890805671494
Position 5033: 0.0029053069280017448
Position 3057: 0.002841821195708159
Position 3019: 0.0026973708473796154
Position 3812: 0.002444646969237244
Position 3962: 0.0023867179034138784
Position 3942: 0.00208078094827429
Position 834: 0.0019662406580921695
Position 2479: 0.001734419275992556
Position 4128: 0.0015583010397644949
Position 1162: 0.001480939035696397
Position 3818: 0.0013323174704534927
Position 4111: 0.0013264041399958446
Position 998: 0.001264834897729319
Position 3033: 0.0011643341649627712
Position 4997: 0.001163914275703075
Position 4818: 0.0011300705666512155
Position 5879: 0.0010797047871967246
Position 2209: 0.0010515217313312715
Position 1001: 0.0009920494431016787
Position 1770: 0.0009546832725350355
Position 3567: 0.0008990373387570074
Position 4253: 0.0008183942040674931
Position 1181: 0.0008026061826157238
Position 3223: 0.0007385781069367254
Position 2907: 0.0005436216611810743
Position 2950: 0.0005172788240354101
Position 3452: 0.000508450897043527
Position 1188: 0.0004802820723005882
Position 6815: 0.00044038431830390905
Position 5855: 0.00042247651902257505
Position 3083: 0.000400454114112137
Position 518: 0.00037965263804951444
Position 6096: 0.00037259837932388754
Position 5336: 0.0003593580825084573
Position 3148: 0.00034467206069411366
Position 3077: 0.00034271343196040063
Position 1322: 0.000300837727351194
Position 4879: 0.00028822943983648465
Position 4631: 0.000270024211672746
Position 2188: 0.00024432313417642183
Position 1798: 0.00017922217283391627
Position 867: 0.00016957607057378553
Position 2438: 0.00016838165737952356
Position 5315: 0.00016751316805017853
Position 2032: 0.00016548054258518324
Position 6769: 0.00016415854407226112
Position 578: 0.0001604838472069132
Position 4441: 0.00015614646858330914
Position 6818: 0.00015129454139813014
Position 713: 0.00014568467418824918
Position 5510: 0.0001379120618918106
Position 729: 0.0001205551376295283
Position 5267: 0.00011377867938875524
Position 967: 0.00011250335933316464
Position 4436: 9.502986781709535e-05
Position 554: 8.279924211829063e-05
Position 2556: 7.899280529921644e-05
Position 1907: 7.725876568758568e-05
Position 4748: 7.612081263884202e-05
Position 1620: 7.431653515119754e-05
Position 1108: 7.207615788550983e-05
Position 4478: 7.140866024073385e-05
Position 2008: 6.636055922517106e-05
Position 364: 6.0148351786756166e-05
Position 5021: 5.3785387973313274e-05
Position 4277: 5.1415743192077454e-05
Position 4721: 4.46693024128961e-05
Position 4250: 4.13302014747565e-05
Position 672: 3.701529694709629e-05
Position 658: 3.407196977293751e-05
Position 1549: 3.3130067459728304e-05
Position 397: 2.5255119116835842e-05
Position 590: 2.513328983882189e-05
Position 239: 2.4640600922765197e-05
Position 1378: 2.458515507399654e-05
Position 4330: 2.3989908006183348e-05
Position 1564: 2.1252307623244338e-05
Position 4556: 1.9531758942067676e-05
Position 1774: 1.760764776771589e-05
Position 4274: 1.663555928675054e-05
Position 4532: 1.5925617285849925e-05
Position 843: 1.3786671670116418e-05
Position 410: 1.3700911115093866e-05
Position 349: 1.2187714011283457e-05
Position 897: 1.1740891930332583e-05
Position 1575: 1.1148475701663588e-05
Position 437: 9.90254287458938e-06
Position 853: 8.264030311382596e-06
Position 1285: 3.993505793764208e-06
Position 421: 3.794395951082242e-06
Position 434: 9.370870193495898e-07
Position 1055: 6.124460755350275e-07
Position 1434: 5.50628105895423e-07
Position 1307: 3.2568013353483566e-07
Position 299: 1.2283830548267037e-07
Position 141: 9.24986778911967e-08
Position 309: 8.59005833034382e-08
Position 681: 8.356944375501483e-08
Position 103: 6.004971728235288e-08
Position 108: 5.895590367214592e-08
Position 94: 5.228321346087758e-08
Position 303: 3.772670768660667e-08
Position 1244: 1.0921255350817026e-08
Position 880: 2.4248292785414886e-09
Position 405: 1.977159640341572e-09
Position 669: 1.1630072374232038e-09
Position 375: 9.153077824648908e-10
Position 381: 8.836810740479953e-10
Position 531: 7.421145639577812e-10
Position 246: 6.514942858402763e-10
Position 306: 1.7993416048358278e-10
Position 407: 1.0754061942541631e-10
Position 211: 4.3193466921375364e-11
Position 145: 3.7498643498925876e-11
Position 192: 3.367100840161008e-11
Position 162: 2.9282495417212395e-11
