Gene = Pc
Position 8533: 0.0015080772664864523
Position 7562: 0.0014331155373500841
Position 9719: 0.0013988380900876746
Position 1960: 0.0013568294619754823
Position 6044: 0.0012278413011024326
Position 8463: 0.0012092540395019643
Position 10846: 0.0011958855894673394
Position 2360: 0.0011696814806945843
Position 7201: 0.0009583777092878404
Position 1767: 0.0009333982328337261
Position 8554: 0.0009227469445626298
Position 10430: 0.0007539323238267363
Position 1981: 0.0007162311872386324
Position 968: 0.0006965396174542991
Position 3456: 0.0006205335838526454
Position 333: 0.0005146563440676471
Position 10010: 0.0004968754351425562
Position 1282: 0.0004492249643128785
Position 10085: 0.00042303765933901597
Position 11874: 0.0003928710009982525
Position 5386: 0.00037078089505286816
Position 5602: 0.00036770354890132173
Position 4655: 0.00036686178016743273
Position 2342: 0.0002896795551213591
Position 3037: 0.0002782126991675726
Position 561: 0.00018318632388831526
Position 325: 0.00014330299608458885
Position 1398: 0.00013752686269803753
Position 971: 0.00012119044455732223
Position 2679: 0.00011281383223721655
Position 253: 0.00011205898439107942
Position 1772: 0.00010370760214457356
Position 2825: 8.076592512623089e-05
Position 493: 7.679400668479029e-05
Position 363: 4.3885032391862505e-05
Position 953: 4.2080878390281474e-05
Position 675: 3.993464965724482e-05
Position 2841: 3.270515961804705e-05
Position 2548: 1.852891826219491e-05
Position 211: 1.6105699701058845e-05
Position 3086: 1.4557553136440097e-05
Position 1404: 1.2553084117262765e-05
Position 1736: 1.1493104087095959e-05
Position 2133: 1.0982889578049118e-05
Position 858: 6.9677914880221474e-06
Position 1892: 6.583229680300357e-06
Position 1007: 5.979717689926735e-06
Position 365: 5.806747373519693e-06
Position 872: 5.547358890626112e-06
Position 1019: 5.115062811494714e-06
Position 5958: 4.217903043502861e-06
Position 6157: 4.198615345592269e-06
Position 4874: 3.540741429748683e-06
Position 2492: 3.4183360352289406e-06
Position 2042: 3.0418444976781488e-06
Position 1988: 3.0079782054474484e-06
Position 1111: 2.9742625804091604e-06
Position 416: 2.884497773539906e-06
Position 5019: 2.762660496932998e-06
Position 127: 2.6748657727719375e-06
Position 2951: 2.6301873982025934e-06
Position 2425: 2.398932585166454e-06
Position 3684: 2.361372324728745e-06
Position 2452: 2.311018514394797e-06
Position 3737: 2.3047694504173504e-06
Position 173: 2.229036871559367e-06
Position 182: 2.2274490249395544e-06
Position 4466: 2.0442982130943318e-06
Position 4697: 1.996855659121647e-06
Position 3665: 1.907177823115886e-06
Position 4577: 1.8153581873340843e-06
Position 2367: 1.6648720730135978e-06
Position 3690: 1.616247440798918e-06
Position 3982: 1.5942982169057014e-06
Position 801: 1.448040927554521e-06
Position 92: 1.4273052903848308e-06
Position 1492: 1.2792812316192007e-06
Position 5260: 1.1018607663328367e-06
Position 3506: 9.701867648810611e-07
Position 4910: 9.032258936994844e-07
Position 3962: 8.974188194712157e-07
Position 1221: 8.579921704464008e-07
Position 223: 7.863936633509303e-07
Position 5038: 7.823349922045931e-07
Position 4364: 5.146550535631792e-07
Position 1134: 4.928940301382037e-07
Position 1530: 4.772585852947357e-07
Position 999: 4.7659605069282423e-07
Position 4132: 4.360885775213339e-07
Position 4439: 4.3197903111914594e-07
Position 4083: 3.9683439349504273e-07
Position 1236: 3.647593999723193e-07
Position 549: 3.463847032858368e-07
Position 3952: 3.3982534252860757e-07
Position 1146: 3.3047678577824325e-07
Position 2171: 3.299684896985042e-07
Position 4051: 3.2462732631112415e-07
Position 136: 2.8954851781280066e-07
Position 3377: 2.6067063574179847e-07
Position 2715: 1.702799282463866e-07
Position 220: 1.4601638649347957e-07
Position 687: 1.2378198310069965e-07
Position 735: 1.2165668409223065e-07
Position 1164: 4.592191757745474e-08
Position 2702: 4.41019956348148e-08
Position 2206: 4.3455142391698085e-08
Position 142: 2.3882530173286356e-08
Position 122: 6.667836212273111e-09
Position 579: 5.182972451494401e-09
Position 1185: 5.089927409249968e-09
Position 567: 4.8942644293211545e-09
Position 1143: 4.096368093582946e-09
Position 772: 3.052395555427241e-09
Position 228: 1.3530557086706527e-09
Position 603: 9.68932191389962e-10
Position 196: 1.2564577208572196e-10
Position 1205: 2.4713218517259286e-11
Position 1341: 2.2301944215280628e-11
Position 1128: 2.199171043692976e-11
Position 1258: 1.6829823461926327e-11
Position 1655: 5.700096122216368e-12
Position 1167: 4.3767383922833796e-12
Position 927: 4.2490128362582435e-12
Position 1157: 3.5283759817843925e-12
Position 693: 3.327964482858626e-12
Position 813: 3.0122597110309024e-12
Position 690: 1.9910763660127884e-12
Position 939: 1.7640802666210874e-12
Position 679: 1.7144777028782877e-12
Position 448: 1.5426794615268502e-12
Position 1101: 1.0039139300650038e-12
Position 714: 9.515635002368744e-13
Position 132: 1.7822546638631218e-14
Position 233: 6.020603917411163e-20
