Gene = Pvf3
Position 27426: 7.382389533089521e-07
Position 22516: 2.8584361928383473e-08
Position 23625: 1.5779915569198536e-08
Position 23234: 1.5078089773282725e-08
Position 23273: 6.112772082328907e-09
Position 22800: 3.560678094069211e-09
Position 21632: 2.397916127757807e-09
Position 21358: 5.016109344496235e-10
Position 20712: 3.584759073017229e-10
Position 20000: 2.6424896627797857e-10
Position 20628: 1.9890628724657122e-10
Position 20268: 1.6228275086905023e-10
Position 18599: 1.2485788030256079e-10
Position 19906: 1.2263844547370204e-10
Position 18558: 1.0951387410009178e-10
Position 19876: 6.371167830828527e-11
Position 19791: 6.018081546018793e-11
Position 18780: 3.2067906638138434e-11
Position 17962: 1.8656966878609733e-11
Position 2019: 8.458531106096825e-12
Position 16994: 6.774670173665109e-12
Position 802: 5.840762006044431e-12
Position 16900: 3.338232376354254e-12
Position 12384: 2.989462083842189e-12
Position 14509: 2.3573495680671323e-12
Position 15947: 2.2065103756814206e-12
Position 2094: 2.072893468687408e-12
Position 17107: 1.9119636334702555e-12
Position 1985: 1.7861683405565064e-12
Position 1544: 1.6413180539139654e-12
Position 1952: 1.469563662563316e-12
Position 1317: 1.2628143981765145e-12
Position 16136: 9.014609925882241e-13
Position 16099: 8.684744155031779e-13
Position 16535: 8.574185550196813e-13
Position 14539: 8.048949333183377e-13
Position 14806: 7.735188659183863e-13
Position 10990: 6.724335213557856e-13
Position 1076: 6.685401645813712e-13
Position 1758: 5.592768384214061e-13
Position 10722: 5.575471398553219e-13
Position 1731: 5.50889532002763e-13
Position 12822: 5.060503971721296e-13
Position 836: 4.776506655297774e-13
Position 1502: 4.099816059379521e-13
Position 12648: 3.898676714074687e-13
Position 1227: 3.712706735040199e-13
Position 612: 3.646654867479261e-13
Position 1170: 3.456722189305525e-13
Position 1563: 2.2940308684849866e-13
Position 13514: 2.1898916793495225e-13
Position 1392: 2.183184860989913e-13
Position 11677: 2.1245346913965104e-13
Position 15129: 2.1127613657745752e-13
Position 2126: 2.0341403844563374e-13
Position 11182: 1.9678969788437332e-13
Position 14616: 1.8889131386551047e-13
Position 1957: 1.8388568937646914e-13
Position 9993: 1.789460360397128e-13
Position 15173: 1.7728670218333006e-13
Position 1460: 1.727653213282671e-13
Position 1707: 1.6954723649041702e-13
Position 1487: 1.6725618365731573e-13
Position 1787: 1.3937156695834102e-13
Position 1042: 1.3290910214471734e-13
Position 1079: 1.1945293868049363e-13
Position 883: 1.1613670906777118e-13
Position 851: 1.1274647106225334e-13
Position 13769: 1.0897204803287636e-13
Position 1114: 1.0807707060008292e-13
Position 2059: 8.878054266428959e-14
Position 13893: 8.805640005551369e-14
Position 1320: 8.788303481658587e-14
Position 1149: 8.650030424994667e-14
Position 1395: 8.486195399649607e-14
Position 710: 8.382294452095828e-14
Position 2130: 7.615917145476111e-14
Position 14120: 7.338069421559687e-14
Position 1710: 7.337618654539454e-14
Position 11198: 6.892004047708328e-14
Position 10959: 6.593817456196184e-14
Position 380: 6.236597324637281e-14
Position 2685: 6.222674124517345e-14
Position 605: 5.835958565728983e-14
Position 1146: 5.790743144119344e-14
Position 10908: 5.682710743497438e-14
Position 11711: 5.369718774778853e-14
Position 11028: 4.984694834704007e-14
Position 1883: 4.759936252541355e-14
Position 1799: 4.6775354469460396e-14
Position 13029: 4.4996227423675535e-14
Position 13784: 4.487402343421659e-14
Position 1054: 4.334655180641142e-14
Position 12853: 4.106550440458835e-14
Position 1111: 4.094408243916241e-14
Position 914: 3.8353852477004786e-14
Position 1566: 3.2057535433556344e-14
Position 10992: 3.145343535343871e-14
Position 11052: 2.958763286524343e-14
Position 11101: 2.8927832280997254e-14
Position 1836: 2.654372285890466e-14
Position 439: 2.4505000976442605e-14
Position 1688: 2.353401405718556e-14
Position 1546: 2.342520559219687e-14
Position 11699: 1.9810353746781133e-14
Position 1260: 1.9572205713426753e-14
Position 11209: 1.8899712505041135e-14
Position 12695: 1.8785288212400247e-14
Position 2035: 1.7523806604800544e-14
Position 1200: 1.7217262820432235e-14
Position 1089: 1.654552109022905e-14
Position 7861: 1.6063986829423302e-14
Position 1891: 1.5843155837011733e-14
Position 2192: 1.5834822299297166e-14
Position 1152: 1.5610840662460103e-14
Position 549: 1.4190655845618257e-14
Position 12204: 1.2487728360993712e-14
Position 638: 1.2304851750130777e-14
Position 9003: 8.85755454664139e-15
Position 12608: 8.228088405363448e-15
Position 5147: 7.424869027914713e-15
Position 12611: 7.417190278934955e-15
Position 9504: 5.99051695798492e-15
Position 3293: 4.303822399021854e-15
Position 6990: 4.065353760658632e-15
Position 6785: 3.91480137121805e-15
Position 2663: 3.6220931061874785e-15
Position 7605: 3.1478243862164806e-15
Position 7194: 2.072407804693441e-15
Position 8472: 1.8060412726575306e-15
Position 4432: 1.6628126198381135e-15
Position 3302: 1.5562801168411093e-15
Position 6821: 1.3680739695980028e-15
Position 9398: 1.3483070179811947e-15
Position 2702: 1.1730995731417148e-15
Position 2286: 1.132864020428058e-15
Position 5240: 1.012355261615347e-15
Position 2379: 9.746401097896672e-16
Position 8906: 9.663047492082016e-16
Position 2689: 9.23399918245341e-16
Position 9800: 8.690050938246257e-16
Position 7983: 8.336081361836067e-16
Position 6182: 7.342132328669763e-16
Position 7165: 6.808517069980972e-16
Position 7309: 6.107179936940117e-16
Position 7407: 5.4324305730664e-16
Position 3340: 5.327567042671152e-16
Position 7242: 4.930611860417657e-16
Position 5169: 4.645805086428812e-16
Position 2644: 4.3384116789314417e-16
Position 3151: 4.3264317324251995e-16
Position 3282: 4.219697643017566e-16
Position 9685: 4.193343994005531e-16
Position 4403: 3.7983127337786775e-16
Position 4730: 3.655395499636936e-16
Position 4655: 3.593133509568382e-16
Position 10223: 3.540000966727799e-16
Position 3321: 3.4858062807779227e-16
Position 4799: 2.810461144812629e-16
Position 2930: 2.307567543493273e-16
Position 7013: 2.19168335585418e-16
Position 5043: 2.1320907272695845e-16
Position 3082: 2.020747198576098e-16
Position 5067: 1.9556610376928378e-16
Position 5022: 1.809989056257657e-16
Position 3201: 1.643147865656265e-16
Position 962: 1.3311898285729504e-16
Position 8607: 1.1875525831436857e-16
Position 1777: 9.914325632773423e-17
Position 9173: 9.75828691137936e-17
Position 2073: 9.682871774242456e-17
Position 955: 9.509112513366021e-17
Position 3098: 9.055237847115062e-17
Position 2433: 8.680341612703808e-17
Position 2841: 8.173241366572707e-17
Position 8652: 7.557965976991966e-17
Position 7939: 5.661680590366958e-17
Position 7692: 5.597899532815376e-17
Position 5487: 5.439447134992087e-17
Position 7559: 4.991707328698455e-17
Position 2488: 4.225372578909416e-17
Position 6073: 3.9813778057954685e-17
Position 1173: 3.5786061302775225e-17
Position 1197: 3.4249559414037553e-17
Position 4032: 2.74140382024593e-17
Position 2508: 2.3453399732237234e-17
Position 2519: 2.3079995200173536e-17
Position 3797: 2.1897793890611075e-17
Position 2383: 2.067571448382988e-17
Position 5865: 1.7180275627230362e-17
Position 7799: 1.579816474604021e-17
Position 5549: 1.4779609919715474e-17
Position 5582: 1.0400114415049172e-17
Position 7025: 1.0209976422979635e-17
Position 6019: 8.202494083805808e-18
Position 5805: 6.5680301019781716e-18
Position 3462: 6.247101717226616e-18
Position 1136: 5.947648728481764e-18
Position 1365: 5.866542517784457e-18
Position 194: 5.632807023268744e-18
Position 2603: 5.335341927004988e-18
Position 728: 5.285184114658618e-18
Position 960: 4.3523916420769155e-18
Position 1905: 4.018967442536044e-18
Position 387: 3.877801047072176e-18
Position 2133: 3.650818174449944e-18
Position 971: 3.580663606038481e-18
Position 1814: 3.4281095563558674e-18
Position 3930: 3.3287349121170553e-18
Position 4572: 3.3088963835508896e-18
Position 1595: 2.995897845361157e-18
Position 667: 2.9398979086647348e-18
Position 4137: 2.9091310464603787e-18
Position 3498: 2.4467711315777083e-18
Position 5916: 2.0640174002608062e-18
Position 5802: 1.6433115006697527e-18
Position 5590: 1.5743246187051052e-18
Position 1248: 1.4551511948267207e-18
Position 4517: 1.2657196817695686e-18
Position 3761: 1.2648703042664533e-18
Position 279: 1.2406639599376035e-18
Position 489: 1.1476728545055102e-18
Position 4367: 1.0909742998436047e-18
Position 5285: 9.590919117044981e-19
Position 979: 9.477917621450296e-19
Position 2169: 9.354596634540731e-19
Position 4520: 8.640352711488275e-19
Position 3553: 8.527958799087198e-19
Position 401: 6.455589305052408e-19
Position 4743: 5.997773322538261e-19
Position 5060: 5.558017401579299e-19
Position 3903: 4.967315141262563e-19
Position 4314: 3.0330813703594115e-19
Position 172: 2.5229540876778596e-19
Position 2781: 1.8465874541088169e-19
Position 3684: 1.5662181435722949e-19
Position 3471: 1.0341669448246342e-19
Position 1446: 7.84501121195196e-21
Position 919: 7.41341895965547e-21
Position 2251: 6.21746781859337e-21
Position 1161: 6.0955562415071224e-21
Position 447: 2.601005830331939e-23
Position 328: 1.4886621320274283e-23
Position 333: 1.2981209219236533e-23
Position 394: 8.023762086128831e-24
Position 491: 3.847314083295146e-24
Position 232: 2.0644221920118377e-24
Position 180: 1.8247833903980747e-24
Position 675: 1.5228192296307712e-24
Position 92: 7.617514592665558e-26
Position 209: 7.47374221174186e-26
Position 358: 3.5751647764409944e-26
Position 81: 1.2344880389134471e-26
Position 50: 2.4684593687548067e-35
