Gene = ringer
Position 4296: 6.514190221381905e-08
Position 1050: 2.1151479619106366e-08
Position 1659: 2.5461359882149386e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4060: 0.9989480921461886
Position 3391: 0.9758016894655571
Position 1426: 0.8771476346369944
Position 988: 0.7063094354182782
Position 4307: 0.48716776068713363
Position 3065: 0.16672057066876977
Position 767: 0.14560259582238752
Position 2614: 0.11284569345467718
Position 2665: 0.11220905711075549
Position 1647: 0.04158380336376507
Position 442: 0.03822374590341394
Position 2893: 0.03326678672283294
Position 1271: 0.030729761701146063
Position 4535: 0.02923498995735579
Position 3642: 0.027017177237021933
Position 743: 0.01934035891749524
Position 684: 0.01762691147328372
Position 2005: 0.01676557799523097
Position 1155: 0.01588287708047342
Position 3602: 0.014812205322550471
Position 830: 0.014246351028899786
Position 1778: 0.013694927715691614
Position 4365: 0.013491765351646031
Position 2635: 0.013297658469275319
Position 4458: 0.012502068005068619
Position 3656: 0.011505634808668841
Position 1071: 0.009671230954809519
Position 2915: 0.00955865305735143
Position 1727: 0.007967593960412746
Position 2810: 0.007926317284755343
Position 429: 0.0077464304897738616
Position 2749: 0.007393695113547555
Position 4652: 0.007032509290175108
Position 3581: 0.006683592344326819
Position 3623: 0.006669498893920703
Position 219: 0.006583548153665296
Position 4630: 0.006000191453705815
Position 1176: 0.00599246407295301
Position 3563: 0.005916695300267533
Position 261: 0.005782079531030327
Position 4349: 0.005439280829275525
Position 1951: 0.005266395814742391
Position 1633: 0.003936275263237785
Position 4406: 0.003644215553970843
Position 1588: 0.003081256554621208
Position 690: 0.002644886298226404
Position 284: 0.002617016998963972
Position 2967: 0.002605216606157912
Position 264: 0.002584950378374483
Position 1942: 0.002270584189595514
Position 497: 0.0022633780333677694
Position 878: 0.002260552259866583
Position 3659: 0.001368548879399328
Position 661: 0.0013505165584685851
Position 3341: 0.0013385274663794584
Position 4609: 0.000998437601316046
Position 4579: 0.0008058790389551989
Position 620: 0.0006839653817120086
Position 3069: 0.000678283936543151
Position 378: 0.000517316150611042
Position 1482: 0.0005073155034407239
Position 1089: 0.00044544219244505815
Position 216: 0.0004265657835165682
Position 279: 0.0004019398007884787
Position 2017: 0.00037746707457549496
Position 458: 0.0003767649064872651
Position 1437: 0.0003710209816058496
Position 2719: 0.0003479371397011655
Position 1487: 0.0003368692732093818
Position 4470: 0.00031993160249853476
Position 1235: 0.0003068784203149135
Position 4243: 0.0002778338818154801
Position 3962: 0.0002603345973777294
Position 4542: 0.00024756485992327406
Position 3998: 0.00023183778922422
Position 101: 0.0002251087224645065
Position 4549: 0.0002061498357033739
Position 2027: 0.00019967969178960476
Position 1288: 0.00019780940965384675
Position 1406: 0.00018059293762212326
Position 232: 0.0001800919836000747
Position 1035: 0.00017815213716982283
Position 584: 0.0001612025389170996
Position 2697: 0.00015851753564212446
Position 3685: 0.00014302072613420132
Position 2821: 0.00013954085623958998
Position 2435: 0.00010369924351168701
Position 3438: 0.00010087536871894798
Position 3863: 9.750672821657444e-05
Position 1073: 8.306225947744394e-05
Position 1279: 6.974269376153678e-05
Position 2259: 6.832277630151964e-05
Position 1132: 6.777675328477051e-05
Position 163: 5.321784877959424e-05
Position 3411: 4.8700689182426085e-05
Position 3123: 4.297633481196005e-05
Position 2335: 3.855319840109818e-05
Position 1077: 3.852579544429285e-05
Position 258: 3.664931074057825e-05
Position 281: 3.593870212330221e-05
Position 571: 3.4696597366407406e-05
Position 2007: 2.993927924325543e-05
Position 533: 2.3702730335294958e-05
Position 366: 2.1460735082040676e-05
Position 1802: 1.8936314583486864e-05
Position 1904: 1.854893548040448e-05
Position 449: 1.6485458426425048e-05
Position 504: 1.5705725536842495e-05
Position 1298: 1.0802321392421216e-05
Position 2213: 1.030729730402137e-05
Position 3965: 1.0055826966920297e-05
Position 1136: 9.285605846630605e-06
Position 2032: 9.039936706620675e-06
Position 1244: 8.543621112079592e-06
Position 4480: 7.920230967809527e-06
Position 522: 5.2208997871571285e-06
Position 4076: 3.7999160696440457e-06
Position 1659: 3.645717605564267e-06
Position 2151: 3.5692354240325166e-06
Position 3951: 3.179432686024866e-06
Position 60: 2.666352226143935e-06
Position 4070: 2.591401984744522e-06
Position 4150: 1.7769548469222446e-06
Position 1608: 1.6419633324453736e-06
Position 794: 1.6260645459934047e-06
Position 4126: 1.4026675599169262e-06
Position 3850: 1.3018649302217151e-06
Position 134: 1.2857916613900785e-06
Position 3948: 8.92993461413858e-07
Position 4108: 8.574517071630009e-07
Position 1599: 7.824563663871389e-07
Position 46: 1.675808532011968e-07
Position 1377: 1.433595943249763e-07
Position 1619: 1.1757105871122e-07
Position 843: 4.324780489071341e-08
Position 227: 4.0029958416756186e-08
Position 3870: 2.749183222274196e-08
Position 338: 4.046705986249606e-11
Position 150: 3.1371269045443945e-11
Position 65: 1.1638862227002338e-14
