Gene = Fas3
Position 937: 2.0060285519538216e-06
Position 783: 1.8691289904544327e-06
Position 20: 1.5642444767669136e-06
Position 588: 7.877341951663518e-07
Position 955: 5.732922010983265e-07
Position 1038: 5.058394487055972e-07
Position 1472: 3.350360825054072e-07
Position 1283: 2.0182892459289182e-07
Position 1090: 1.8793096567090218e-07
Position 1370: 1.7643151352475786e-07
Position 2041: 9.279411825005533e-08
Position 1678: 9.248934991799415e-08
Position 2113: 3.582789180137793e-08
Position 1395: 2.187719637773954e-08
Position 1499: 1.9881771256134388e-08
Position 2090: 1.7443595024246726e-08
Position 1255: 1.6714047992518653e-08
Position 1833: 1.5742635723876246e-08
Position 1682: 1.353830447063798e-08
Position 1201: 1.3308191707212834e-08
Position 1357: 1.1761625284222452e-08
Position 1303: 5.874768527597348e-09
Position 1247: 4.113722618070234e-09
Position 1444: 2.9666333171594903e-09
Position 1321: 2.951041865892772e-09
Position 1324: 2.720884659609977e-09
Position 1621: 2.146628919409364e-09
Position 8961: 4.946474368707838e-10
Position 8851: 2.5258254164197576e-10
Position 3163: 2.2059282575892206e-10
Position 1114: 1.7004063237103625e-10
Position 8485: 1.6216141215394165e-10
Position 8481: 1.615056334415467e-10
Position 1292: 1.4895227332254357e-10
Position 1206: 1.4669798984643145e-10
Position 1183: 1.262271648187421e-10
Position 1345: 1.05335373159491e-10
Position 1465: 6.60182301847579e-11
Position 5209: 1.372099959588247e-11
Position 7913: 1.1934220478842301e-11
Position 5717: 3.0617987441641336e-12
Position 8189: 6.452091285138489e-13
Position 3640: 5.921137829401211e-15
Position 1232: 1.2357891894577112e-15
Position 6: 8.141406772828157e-16
Position 33: 7.099954020744637e-16
Position 74: 3.933535664460156e-16
Position 120: 3.358110591869401e-16
Position 36: 8.633846142648995e-17
Position 43: 6.857374196809912e-17
Position 1012: 6.846585613795095e-17
Position 9: 8.188118921886333e-18
Position 785: 2.6520282209414884e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 27632: 0.8399063290566797
Position 976: 0.20617054697457213
Position 23040: 0.0945269407708323
Position 24530: 0.05733627573482104
Position 23988: 0.04160116997445529
Position 23830: 0.029021701015803595
Position 937: 0.014840418983836551
Position 13282: 0.00798666200783399
Position 704: 0.007258651780343165
Position 14164: 0.0040151326376591905
Position 996: 0.0035865698944390623
Position 1063: 0.003266499565043779
Position 845: 0.0029957694378337364
Position 743: 0.0018918861192930173
Position 767: 0.0016202676217266572
Position 798: 0.001469885944248283
Position 18066: 0.0014678617417051756
Position 16326: 0.001171994268918307
Position 628: 0.0008822815620508797
Position 16277: 0.0007787030924644743
Position 1089: 0.0006606137697566732
Position 21106: 0.0004669785843745458
Position 616: 0.00045920470006179863
Position 17394: 0.0004212998137943297
Position 13641: 0.00040004721041234374
Position 15571: 0.00033108578674449936
Position 1036: 0.00030480865982438735
Position 732: 0.0003020603927321355
Position 14221: 0.0002987552287256516
Position 14216: 0.00024379353496351347
Position 13681: 0.00023114192780747725
Position 283: 0.00017979386774161267
Position 370: 0.00015429883166719047
Position 13948: 0.0001106827914874748
Position 496: 0.00010866102119405616
Position 546: 0.00010023669637271461
Position 906: 8.093089946379557e-05
Position 543: 7.558259565101882e-05
Position 2209: 2.4154091201823853e-05
Position 1468: 1.3576447334481425e-05
Position 8391: 1.043970884630361e-05
Position 2285: 7.5605792913210785e-06
Position 3302: 6.8686836220330886e-06
Position 11349: 6.593631044141568e-06
Position 1755: 6.503167858846749e-06
Position 1714: 6.4280704773327364e-06
Position 11850: 4.694683204633275e-06
Position 8569: 4.023730707585133e-06
Position 1426: 3.996096282531231e-06
Position 8361: 3.994450889960772e-06
Position 1895: 3.418854157872773e-06
Position 11024: 2.9149717310700946e-06
Position 2994: 2.6193911095752566e-06
Position 2148: 2.569098709812035e-06
Position 1540: 2.428820504273248e-06
Position 4826: 2.299094889841291e-06
Position 2168: 2.252824178044966e-06
Position 11213: 2.0255352501935518e-06
Position 1915: 1.728683117139484e-06
Position 1815: 1.7203699729164405e-06
Position 4866: 1.5415191435200599e-06
Position 2318: 1.4366033394837211e-06
Position 2777: 1.3559169608588132e-06
Position 2225: 1.0751357050421108e-06
Position 3184: 9.630080635655678e-07
Position 1577: 9.54302214755553e-07
Position 3865: 7.59731655451694e-07
Position 8472: 7.031459581874465e-07
Position 16688: 6.674425073022871e-07
Position 8902: 5.683368571838375e-07
Position 1506: 5.592543073673548e-07
Position 4600: 4.875947053472208e-07
Position 1303: 4.800413212593053e-07
Position 3325: 3.8200634178237355e-07
Position 1966: 2.9112373971961207e-07
Position 1779: 2.1791876054645757e-07
Position 1412: 2.1431217689274665e-07
Position 4661: 2.0715722774291948e-07
Position 888: 2.0076995115208347e-07
Position 2621: 1.7205738666651012e-07
Position 2165: 1.5915491864207143e-07
Position 14476: 1.348293270357371e-07
Position 14731: 1.2360861925169944e-07
Position 14393: 6.61352471998784e-08
Position 15424: 5.469359193973492e-08
Position 14417: 4.410824924608478e-08
Position 13167: 1.1996330440555256e-08
Position 13015: 1.1290454654031183e-08
Position 13057: 2.6431969505275245e-09
Position 11853: 2.2520159592009006e-09
Position 10979: 9.41615343147343e-10
Position 6935: 4.722896177154028e-10
Position 9403: 2.5765151001493075e-10
Position 9203: 9.72635888432268e-11
Position 10113: 8.058600808930633e-11
Position 7440: 6.484872510313614e-11
Position 8336: 5.430411376246786e-11
Position 7912: 2.972548908153082e-11
Position 5265: 2.5004722297557187e-11
Position 1253: 2.325903266116011e-11
Position 9017: 2.2868339363263793e-11
Position 6307: 2.0285033987616917e-11
Position 6838: 1.9175946273719698e-11
Position 6817: 1.617353107831632e-11
Position 8634: 1.200640648390047e-11
Position 7456: 1.0922723672041037e-11
Position 1447: 9.533757967472518e-12
Position 5070: 9.347682051428011e-12
Position 1845: 9.196704036381473e-12
Position 1558: 7.270970794252093e-12
Position 1280: 6.938802330261076e-12
Position 1309: 6.8476010138285476e-12
Position 7128: 6.713645282084307e-12
Position 6883: 6.369879830599111e-12
Position 6984: 6.1954923256184355e-12
Position 6691: 5.165369930977495e-12
Position 1206: 4.053824963031503e-12
Position 432: 4.04615637154867e-12
Position 6338: 3.828975045087561e-12
Position 1209: 3.6589685813781434e-12
Position 1926: 3.216429699183077e-12
Position 1009: 2.936171686384426e-12
Position 1084: 2.77064716560505e-12
Position 4994: 2.7495922728152333e-12
Position 5689: 2.51169797858642e-12
Position 727: 2.268332345830934e-12
Position 1785: 2.165114219533224e-12
Position 7204: 2.1295133633208126e-12
Position 2356: 1.9600100029449147e-12
Position 1664: 1.8691464937604474e-12
Position 1826: 1.8222708690545616e-12
Position 236: 1.697860890624899e-12
Position 3532: 1.4013864773494384e-12
Position 567: 1.2581902232680781e-12
Position 1263: 1.2567561767690649e-12
Position 5075: 1.2063583731855218e-12
Position 2040: 1.1813803776945012e-12
Position 215: 9.641286274406736e-13
Position 1321: 8.680778096087571e-13
Position 5716: 7.576424526147003e-13
Position 5363: 6.039506929889004e-13
Position 1168: 4.1019142460963614e-13
Position 5655: 3.8178713351497126e-13
Position 3842: 3.252247774262309e-13
Position 2966: 2.608519371761383e-13
Position 4921: 2.590025451309248e-13
Position 287: 2.4834974485760024e-13
Position 899: 2.1916836214428853e-13
Position 5292: 1.7863480279490095e-13
Position 1098: 1.6633363777534365e-13
Position 998: 1.404689995084696e-13
Position 650: 1.233833890241281e-13
Position 470: 9.803592162029217e-14
Position 3619: 8.316956345061892e-14
Position 438: 8.052637785212777e-14
Position 1155: 5.5075225258411526e-14
Position 157: 5.2664057156101684e-14
Position 2112: 4.2924329023389535e-14
Position 389: 3.955376744983618e-14
Position 633: 3.2019719269954953e-14
Position 378: 1.3485583694583856e-14
Position 842: 1.333452438323191e-14
Position 460: 1.0082766249254244e-14
Position 561: 9.778800370824316e-15
Position 1996: 8.183305819405397e-15
Position 2011: 4.40940146006625e-15
Position 1992: 3.682628870310638e-15
Position 871: 2.6695693449733257e-15
Position 442: 5.922933276535923e-16
Position 578: 2.9024502877526745e-16
Position 681: 2.051827299716748e-16
Position 299: 4.562541091031245e-17
Position 1761: 3.697926097266527e-18
Position 571: 3.2370619290380623e-19
Position 575: 8.976191675878216e-20
Position 652: 2.982303184484258e-20
Position 290: 8.57928917501786e-23
Position 372: 9.678565972204949e-24
