Gene = scaf6
Position 5090: 1.2300845117577948e-05
Position 238: 1.1597735023814187e-05
Position 87: 1.1207378900611957e-05
Position 1326: 1.0573378432664727e-05
Position 5062: 1.0495043621125524e-05
Position 383: 1.0394803894805547e-05
Position 380: 1.002309303406124e-05
Position 1469: 8.109431753816736e-06
Position 826: 7.96608616789371e-06
Position 4392: 7.802503767435215e-06
Position 4062: 7.52329927205196e-06
Position 5337: 7.479135529732545e-06
Position 2038: 7.258159250289192e-06
Position 977: 6.764720617567097e-06
Position 841: 6.440258482061329e-06
Position 954: 5.896557405884968e-06
Position 823: 5.5369169904000785e-06
Position 4307: 5.4844215975357634e-06
Position 389: 5.025175410764703e-06
Position 3873: 4.476452452715883e-06
Position 1030: 4.287140942973602e-06
Position 4716: 4.267774937801635e-06
Position 4731: 3.892701747724548e-06
Position 3478: 3.580652548591008e-06
Position 5595: 3.3209310379756884e-06
Position 5355: 3.1928286850242573e-06
Position 5576: 2.9924029363628274e-06
Position 757: 2.6458447867115015e-06
Position 4746: 2.629873723979127e-06
Position 5230: 2.51576831737812e-06
Position 5427: 2.296499645301907e-06
Position 1033: 2.030629512140257e-06
Position 2005: 1.8630876523835464e-06
Position 4954: 1.845684027162423e-06
Position 5149: 1.8038031728811125e-06
Position 5200: 1.7475091502230091e-06
Position 4948: 1.4235007914280172e-06
Position 820: 1.3544961402010112e-06
Position 5598: 1.116122833770588e-06
Position 1328: 1.0465976674320052e-06
Position 4713: 1.0255714549400257e-06
Position 4761: 7.867913592755811e-07
Position 95: 7.173277113187111e-07
Position 459: 6.021533195804305e-07
Position 5669: 5.664455846695585e-07
Position 368: 5.519907051920063e-07
Position 404: 4.0068050717261314e-07
Position 4771: 2.8991668586121565e-07
Position 1205: 2.644980902206861e-07
Position 1284: 2.608307856384911e-07
Position 75: 2.1567660801759477e-07
Position 392: 1.996574211302466e-07
Position 972: 1.426901458264325e-07
Position 386: 1.3322184850693104e-07
Position 4782: 1.2648890362075184e-07
Position 4800: 1.2455201465152029e-07
Position 2119: 1.1662645220466238e-07
Position 4848: 1.0882212539375361e-07
Position 338: 9.243310706962432e-08
Position 3714: 4.5967803035436456e-08
Position 410: 2.932896888082787e-08
Position 857: 1.567770448989271e-08
Position 847: 8.413980309173387e-09
Position 146: 3.6053250956831054e-09
Position 428: 1.2650360549394263e-09
Position 54: 1.1818636052918212e-09
Position 157: 9.994957571674836e-10
Position 63: 7.446079927080785e-10
Position 141: 5.519384700067164e-10
Position 468: 2.6968873314325035e-10
Position 476: 8.771755458331041e-15
