Gene = scat
Position 841: 0.00238943225503548
Position 1729: 0.002291731587659607
Position 3923: 0.002020061985012096
Position 2127: 0.0013441713618883018
Position 3737: 0.0013013079217017076
Position 1672: 0.0013003024067800096
Position 254: 0.0011175699791762844
Position 3838: 0.0008915325157798689
Position 1581: 0.0008591271712550185
Position 1485: 0.000839599507415083
Position 3625: 0.0008327563458154699
Position 1898: 0.000635564085473604
Position 333: 0.0005973232592958921
Position 3853: 0.0005828353781565475
Position 2301: 0.000581737847148887
Position 1131: 0.000567750118387409
Position 3126: 0.0005562344557372386
Position 2667: 0.0005380297087102333
Position 1228: 0.0005279832634649207
Position 366: 0.0005246615269682504
Position 1479: 0.0005149962037121603
Position 1020: 0.0005141741636283221
Position 1706: 0.0005014221627195135
Position 1878: 0.0004749887143842828
Position 3184: 0.00047412944989597475
Position 1410: 0.00046641514323633276
Position 625: 0.00042846368541492823
Position 3471: 0.0004234650831800962
Position 2419: 0.0003886265599660766
Position 2583: 0.0003760945264123964
Position 2912: 0.00035833406776700135
Position 589: 0.0003532018167423278
Position 3396: 0.00031900398723804554
Position 369: 0.00027985452447602783
Position 1779: 0.00024290933395509223
Position 385: 0.00023992159956086733
Position 2350: 0.00023089280823050911
Position 3773: 0.00022280394286287812
Position 3069: 0.0002134859059932075
Position 1703: 0.00018797176789730498
Position 2974: 0.00016163805117329284
Position 629: 0.00015879875734284318
Position 2308: 0.0001580096247245158
Position 2779: 0.00015553964540965747
Position 3340: 0.00015400351372124444
Position 2238: 0.00014332622039022283
Position 1536: 0.00012825623745147177
Position 719: 0.00012506390425445158
Position 3768: 0.00012406132101137104
Position 1676: 0.00012213363035572518
Position 528: 0.00012170998236049123
Position 2643: 0.0001176221850443203
Position 2640: 0.00011755878646994202
Position 1464: 0.00010449283718146647
Position 772: 9.897183194617036e-05
Position 2287: 9.438103077108933e-05
Position 1761: 8.724821195682975e-05
Position 3049: 8.717100779635805e-05
Position 2356: 7.622265724536454e-05
Position 2948: 7.366469564248741e-05
Position 2900: 7.302410404516259e-05
Position 389: 7.080525385536853e-05
Position 2088: 6.460234409591644e-05
Position 1658: 6.189738131834319e-05
Position 1545: 5.934930872160702e-05
Position 403: 5.765894227435916e-05
Position 2003: 5.116229562924145e-05
Position 2273: 5.075401186619434e-05
Position 1608: 4.342836027116542e-05
Position 2061: 4.3059954883888406e-05
Position 1457: 4.1097152185714554e-05
Position 1005: 3.99719974727139e-05
Position 1491: 2.4352646629267228e-05
Position 1157: 1.8266381777409678e-05
Position 1810: 1.7294908337830104e-05
Position 976: 1.3231063255328338e-05
Position 69: 1.3084456878272977e-05
Position 943: 1.0774335993871144e-05
Position 1110: 7.995606273248346e-06
Position 696: 6.0682598992002e-06
Position 125: 5.318126936172292e-06
Position 484: 1.001307575476166e-06
Position 78: 7.519147364582042e-07
Position 478: 4.615023943867741e-07
Position 81: 3.3421369499034037e-07
Position 680: 3.1785086313600767e-07
Position 300: 2.9367237801127804e-07
Position 436: 1.9523796929700073e-07
Position 443: 1.213903952270727e-07
Position 1260: 1.166060849405551e-07
Position 210: 5.759864015237686e-08
Position 130: 5.7257939668712884e-08
Position 426: 4.7044742463992644e-08
Position 549: 2.4512590130233232e-08
Position 497: 2.1208714197581026e-08
Position 423: 1.9156384585454475e-08
Position 251: 1.2268468603740651e-08
Position 200: 7.694058806565418e-09
Position 87: 7.48002047322326e-09
Position 192: 3.50243451337961e-09
Position 141: 2.7075786496114495e-09
Position 467: 2.4344362432358604e-10
Position 214: 2.0690893505235867e-10
Position 132: 1.9874144450336588e-10
Position 445: 3.206819223042255e-11
Position 151: 6.79985573492956e-12
Position 501: 4.230100452859845e-12
Position 194: 8.008192052702058e-13
Position 196: 7.810195136591506e-13
Position 537: 4.6053218872007404e-14
Position 167: 5.745054384799437e-15
Position 205: 4.718948716543035e-21
