Gene = CYLD
Position 2707: 7.259380033155154e-06
Position 2721: 6.279744053642303e-06
Position 819: 6.1391702480088745e-06
Position 3393: 5.727424440574276e-06
Position 2004: 5.6673282699261914e-06
Position 3612: 5.643458467877962e-06
Position 3771: 5.4520607960927445e-06
Position 383: 4.744675768961896e-06
Position 2781: 4.717280439711498e-06
Position 2147: 4.039114207164732e-06
Position 2712: 3.97712472973749e-06
Position 1708: 3.9359962835424715e-06
Position 3201: 3.786803490893255e-06
Position 3603: 3.6119463907784292e-06
Position 1277: 3.483244646318407e-06
Position 1334: 3.480776642023714e-06
Position 2779: 3.4439744086174374e-06
Position 1451: 3.3168448712190224e-06
Position 1448: 3.091942422224633e-06
Position 2069: 3.0336178918852645e-06
Position 2766: 2.8539001764622527e-06
Position 1325: 2.6654463440963863e-06
Position 3491: 2.4726493459515797e-06
Position 2739: 2.318907610765767e-06
Position 3384: 2.1803091181284e-06
Position 2760: 1.9982944321921457e-06
Position 3044: 1.4474864913008768e-06
Position 3124: 1.034437481936353e-06
Position 2021: 9.097231165243984e-07
Position 2261: 8.304994018223706e-07
Position 2111: 6.76832847260695e-07
Position 3060: 6.609007563399494e-07
Position 1985: 6.185781730320115e-07
Position 2591: 5.697324167361157e-07
Position 633: 5.110195673089317e-07
Position 3489: 4.521566019469556e-07
Position 2452: 3.1850207133384215e-07
Position 2384: 2.9403255608093e-07
Position 2577: 2.4552781943506045e-07
Position 1979: 2.413846557288613e-07
Position 2593: 1.5440762140323278e-07
Position 2648: 1.0134297961545117e-07
Position 3292: 9.458637719749273e-08
Position 2510: 9.317454342496668e-08
Position 3145: 7.998854942679005e-08
Position 3792: 5.124119927070223e-08
Position 1071: 1.8362716729898008e-08
Position 907: 1.4862138111675749e-08
Position 1609: 1.3425213017723171e-08
Position 1583: 6.549949094561873e-09
Position 3325: 6.254678566788755e-09
Position 3303: 2.2154833079439405e-11
Position 3546: 4.189216496316265e-14
Position 2961: 7.022216980441832e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3281: 0.9958563367654711
Position 3478: 0.992410167772945
Position 2987: 0.9883348907360309
Position 2240: 0.9777183373745544
Position 2690: 0.9760824300192723
Position 1910: 0.972066121956049
Position 2476: 0.9660126317015082
Position 857: 0.960228733547436
Position 1448: 0.9128235762987497
Position 626: 0.42254654589216406
Position 1122: 0.06819057798419136
Position 1048: 0.055470061445084415
Position 1129: 0.05019626440696992
Position 3781: 0.043644330007406903
Position 3736: 0.038276717343248425
Position 1520: 0.03225947758970804
Position 1166: 0.03028674160241083
Position 878: 0.020507264223060342
Position 670: 0.018726289085881764
Position 2707: 0.01684362315840151
Position 493: 0.014003722529244757
Position 230: 0.009752321609334567
Position 1270: 0.009502288954958717
Position 1227: 0.007643033114114371
Position 633: 0.007182224145037248
Position 667: 0.005773482476990638
Position 1249: 0.005618489480818201
Position 1365: 0.00536231876386455
Position 2342: 0.004835213674256999
Position 2288: 0.004731586899992882
Position 1782: 0.003895801644606235
Position 165: 0.0036177861439488793
Position 701: 0.003600675879019008
Position 1099: 0.0029109827187651055
Position 2281: 0.0028316520027510993
Position 1488: 0.0026974927399961994
Position 3292: 0.002581162257098795
Position 1874: 0.0024170087162338426
Position 292: 0.002061561042866027
Position 2992: 0.0017526307637930828
Position 1292: 0.0014019905743058155
Position 1175: 0.001197837569996348
Position 373: 0.001190926053193098
Position 2720: 0.0011046154241868913
Position 3035: 0.000992452559763103
Position 1644: 0.0009920936970727674
Position 2504: 0.0009745270197997343
Position 1253: 0.0007174313343765415
Position 1243: 0.0006720413924296428
Position 1104: 0.0006325912085020176
Position 1985: 0.0005987422342252666
Position 1267: 0.0005638863656617086
Position 3500: 0.00048239787075337253
Position 1407: 0.0004816176592510264
Position 836: 0.00047101024981815515
Position 2615: 0.0004615456187670006
Position 676: 0.0003588045592635452
Position 510: 0.00033879389236233143
Position 194: 0.0003359949944265595
Position 533: 0.00031794859902243037
Position 3314: 0.0003019917707745368
Position 2320: 0.0002974027244603469
Position 1583: 0.00026833567167564883
Position 1133: 0.00024289924349263443
Position 1239: 0.00023810683845075517
Position 2591: 0.00023250932915465432
Position 1027: 0.00021112523504780817
Position 3930: 0.00019550199380703604
Position 3576: 0.00018464800914925342
Position 1605: 0.00017572065833104954
Position 2111: 0.0001714047536251965
Position 2327: 0.0001699032288935113
Position 3706: 0.00014923697622915529
Position 1220: 0.00014031022406658998
Position 3744: 0.00012410950931859057
Position 2193: 0.0001206146158637403
Position 2444: 0.00011409096104717888
Position 3792: 0.00011376486038976767
Position 3588: 0.00010381024062394618
Position 1458: 9.821707610545736e-05
Position 1346: 9.69266981971253e-05
Position 3345: 9.414970109885685e-05
Position 2180: 8.28756012584195e-05
Position 2364: 7.940349645296181e-05
Position 334: 7.276708423105615e-05
Position 3082: 6.966951954939821e-05
Position 3617: 6.1658672031568e-05
Position 3191: 6.165776420788387e-05
Position 1682: 6.0390633363032664e-05
Position 1964: 5.789458687927081e-05
Position 2461: 5.7879436434699665e-05
Position 919: 5.6231357102159215e-05
Position 424: 5.5696928116717646e-05
Position 323: 5.522823426723191e-05
Position 3110: 5.345255693992803e-05
Position 3497: 4.2302657386809745e-05
Position 3175: 3.95135669512465e-05
Position 1788: 3.7794925321268885e-05
Position 2524: 3.490207480956477e-05
Position 3910: 3.198091438988367e-05
Position 684: 2.546455575994219e-05
Position 3352: 2.0830432845515275e-05
Position 2517: 2.042452455738709e-05
Position 3905: 1.80819036064056e-05
Position 1071: 1.7977232499714052e-05
Position 452: 1.796638392879278e-05
Position 172: 1.7506636280880057e-05
Position 3155: 1.6770356814281562e-05
Position 1687: 1.430263664802039e-05
Position 3003: 1.3594136355087227e-05
Position 2805: 1.1457508209572216e-05
Position 2036: 9.902754282893435e-06
Position 2351: 9.61616691868529e-06
Position 785: 9.3811868889614e-06
Position 2009: 9.211054891492478e-06
Position 2449: 9.163690941204406e-06
Position 2711: 8.061516749892488e-06
Position 2421: 7.389909271302125e-06
Position 3847: 7.218551535350633e-06
Position 2533: 6.0168482856253435e-06
Position 1960: 5.418570358040563e-06
Position 3633: 4.589135318355597e-06
Position 1617: 4.506978382852958e-06
Position 2084: 4.5040607488238515e-06
Position 3808: 4.484414588130192e-06
Position 3805: 3.989405301291213e-06
Position 1050: 3.816993911483693e-06
Position 3508: 3.7769869266473464e-06
Position 774: 3.515785790190571e-06
Position 2000: 3.3052459757560385e-06
Position 2735: 3.0450676590170893e-06
Position 3032: 2.9945888933534215e-06
Position 439: 2.672612144350016e-06
Position 237: 1.9633192783469974e-06
Position 2936: 1.7660453738897377e-06
Position 3226: 1.7213325580479369e-06
Position 741: 1.7016316554653191e-06
Position 2869: 1.4697196082208696e-06
Position 2080: 1.3190830294181947e-06
Position 3691: 1.077942156328485e-06
Position 3675: 1.0761514969884773e-06
Position 3113: 1.0752311428072548e-06
Position 3164: 1.0148814927175716e-06
Position 2657: 9.39511627140897e-07
Position 468: 7.680242374233391e-07
Position 3044: 7.33599820482455e-07
Position 442: 6.68777715749305e-07
Position 3867: 6.312268463292993e-07
Position 2846: 4.64361502817972e-07
Position 3207: 4.40609608298434e-07
Position 2496: 4.35640029867803e-07
Position 983: 3.578448774615172e-07
Position 2810: 1.638411207555454e-07
Position 3411: 1.4138774248522437e-07
Position 1009: 1.3772977505159668e-07
Position 903: 7.227397637045142e-08
Position 804: 6.935190826915342e-08
Position 1056: 5.460304776958833e-08
Position 3325: 2.7791451733252496e-08
Position 3400: 2.1524046854365876e-08
Position 998: 4.713999374265416e-09
Position 3515: 1.2145569048445627e-13
