Gene = haf
Position 491: 4.297553651993555e-06
Position 114: 4.226869937592643e-06
Position 409: 4.055734172015226e-06
Position 471: 3.7266799535773375e-06
Position 41: 2.8492983084245793e-06
Position 448: 2.6816408572655433e-06
Position 822: 1.988946221114846e-06
Position 899: 1.7639395650048192e-06
Position 1861: 1.719901628792221e-06
Position 270: 1.3260763086186393e-06
Position 736: 1.1085463376456808e-06
Position 451: 9.726762822769994e-07
Position 1110: 7.132528337010823e-07
Position 454: 2.9876348268427693e-07
Position 747: 2.0448854452186882e-07
Position 457: 1.0310240388317979e-07
Position 213: 9.875019808293892e-08
Position 436: 3.5810274177888475e-08
Position 430: 1.1520487133252822e-08
Position 12769: 6.048416861014802e-09
Position 460: 3.922617696096216e-09
Position 11608: 3.561699264787498e-09
Position 7882: 2.6177180901997235e-09
Position 7094: 2.2236427081623524e-09
Position 838: 1.3850972025050365e-09
Position 12930: 5.411351930827152e-10
Position 6765: 5.161179955827776e-10
Position 13043: 1.8202329860722213e-10
Position 13041: 1.7833158271590617e-10
Position 3869: 1.2993270381717878e-10
Position 7535: 1.2912865369683418e-10
Position 6191: 8.840933745271093e-11
Position 6352: 6.418196862174527e-11
Position 6624: 3.5029148761561363e-11
Position 6719: 2.056265627119342e-11
Position 3135: 1.625368686761482e-11
Position 3097: 1.0058103358899665e-11
Position 6690: 5.9634986243564145e-12
Position 2744: 3.8947844638189405e-12
Position 5326: 2.0221077450407865e-12
Position 4440: 5.1151439345187724e-14
Position 3827: 2.971674389032921e-14
Position 4122: 1.0995980340337448e-14
Position 3824: 1.0355045731578142e-14
Position 3846: 9.680732145627063e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 27783: 0.8436265427330218
Position 25701: 0.7311050096184933
Position 1703: 0.36422758793201043
Position 1247: 0.21117962470321353
Position 26777: 0.11706523347219341
Position 3566: 0.10591676557050556
Position 213: 0.04107777230608438
Position 1194: 0.03752256425881746
Position 1410: 0.022981741758878217
Position 413: 0.012080688047984399
Position 26720: 0.010366329299658888
Position 26704: 0.00968870750103679
Position 1115: 0.00914133145003821
Position 2104: 0.005157599829189122
Position 1075: 0.004178203736528546
Position 1529: 0.003938593700294537
Position 2813: 0.0038006483359291072
Position 966: 0.0029251856036321194
Position 897: 0.0026995999950263014
Position 178: 0.002438101559927932
Position 1497: 0.002388040394145757
Position 1534: 0.0023568368251827955
Position 3646: 0.002088107404888993
Position 2586: 0.0017508708182016953
Position 1472: 0.0016129143076282222
Position 3270: 0.001591710581882712
Position 2082: 0.0014871462634507518
Position 3529: 0.0007822806769826329
Position 1454: 0.0005569984856341617
Position 711: 0.00044051344515187734
Position 2903: 0.00043275967540595996
Position 1124: 0.00039526168199576064
Position 3757: 0.00039121075881257844
Position 266: 0.000390736446900611
Position 514: 0.00036307301520225634
Position 388: 0.0003052519458654533
Position 1667: 0.00030463508927936356
Position 509: 0.0002934398578492904
Position 2061: 0.0002732228742786649
Position 681: 0.00024922260571536947
Position 184: 0.0001882034571100311
Position 1309: 0.00017055920369278647
Position 275: 0.00010898094477689625
Position 1259: 7.730186517561214e-05
Position 674: 5.8977337295740825e-05
Position 656: 4.777220035239841e-05
Position 2267: 2.901764331618018e-05
Position 478: 2.3980498623632673e-05
Position 22679: 2.263855486801506e-05
Position 2456: 2.061000970519329e-05
Position 1786: 1.9624193774029978e-05
Position 1269: 1.8957139112478015e-05
Position 22215: 1.3648963361446746e-05
Position 1153: 1.129513186955229e-05
Position 1040: 1.1045004503705458e-05
Position 1581: 7.776914880280976e-06
Position 2148: 6.8136738762108445e-06
Position 1715: 5.349342344636256e-06
Position 1507: 5.018112931693371e-06
Position 1719: 4.665437055118197e-06
Position 2427: 4.0593611526746255e-06
Position 448: 3.0165380897857377e-06
Position 721: 1.7937711303216938e-06
Position 354: 1.5417824507570398e-06
Position 351: 1.3675906775089558e-06
Position 18524: 1.3412965257073544e-06
Position 471: 1.297564635786457e-06
Position 518: 1.2597356159487903e-06
Position 368: 1.1379165141845538e-06
Position 568: 1.0534424449240415e-06
Position 582: 4.187397910745677e-07
Position 484: 8.336536869042615e-08
Position 618: 8.124197707471644e-08
Position 532: 7.810028606351167e-08
Position 12882: 6.059829681161969e-08
Position 683: 5.578040423276393e-08
Position 577: 2.80455410800528e-08
Position 524: 2.599322284681702e-08
Position 157: 2.148151684788905e-08
Position 12391: 6.600233300774951e-09
Position 15604: 4.948122641300901e-09
Position 11196: 4.07906223796495e-09
Position 14088: 3.8729030098938625e-09
Position 7757: 2.353891297454103e-09
Position 15200: 2.0625990646282305e-09
Position 61: 1.8643031610112497e-09
Position 13425: 1.8417102113873874e-09
Position 6818: 1.324344209173043e-09
Position 6475: 1.2810525460782319e-09
Position 11669: 9.591470120963996e-10
Position 7011: 5.656653446617636e-10
Position 11193: 5.116031764599676e-10
Position 11949: 4.049982186125853e-10
Position 622: 4.0463910992272755e-10
Position 13102: 3.6035488132312577e-10
Position 390: 1.0021366825804797e-10
Position 6249: 8.668301613289073e-11
Position 597: 8.418319246767937e-11
Position 8935: 8.348950253223767e-11
Position 5413: 7.443352099048643e-11
Position 9384: 2.0767531986479226e-11
Position 10240: 2.0597301712427205e-11
Position 2598: 1.890165613796902e-11
Position 7289: 1.8422955579551478e-11
Position 5460: 1.6010040113368427e-11
Position 5482: 1.5886782908153397e-11
Position 3000: 1.580801451190551e-11
Position 8773: 9.607588712216392e-12
Position 8359: 8.635485960367805e-12
Position 3370: 5.090263625860384e-12
Position 10120: 3.940133727667469e-12
Position 8794: 2.5675688048642532e-12
Position 4944: 1.427233806018389e-12
Position 5006: 1.1101720601693222e-12
Position 8104: 1.0282094824948628e-12
Position 3893: 8.580389453583323e-13
Position 2142: 8.343243337206335e-13
Position 2190: 7.919414424596594e-13
Position 7159: 7.168935734697577e-13
Position 1974: 3.571728976503753e-13
Position 6508: 3.3661947690931616e-13
Position 4185: 1.136839841005538e-13
Position 5534: 9.104944351120498e-14
Position 1844: 8.698629903503182e-14
Position 3900: 7.365455414261529e-14
Position 3928: 6.374575855023234e-14
Position 6594: 6.359627346293025e-14
Position 6556: 4.572138042761239e-14
Position 4876: 3.21798421109992e-14
Position 5863: 1.9342299064876147e-14
Position 4241: 1.699711636005836e-14
Position 5485: 1.520511636171426e-14
Position 5042: 8.03759022794455e-15
Position 4929: 6.2172380099798434e-15
Position 4642: 4.377754968568591e-15
Position 4011: 4.114484306864423e-15
Position 4340: 2.8025598271067698e-15
Position 2711: 1.651146744870209e-15
Position 2744: 4.4027959549447986e-16
Position 594: 2.995230053361504e-19
Position 63: 2.487318694948043e-19
Position 75: 3.1599626460615607e-23
Position 77: 2.8998593068094655e-23
