Gene = A16
Position 951: 2.183626087584082e-05
Position 267: 2.0376659974575376e-05
Position 793: 1.5412549113395447e-05
Position 826: 1.5335842304196428e-05
Position 598: 1.5054885765767721e-05
Position 718: 1.3519292837676863e-05
Position 1066: 1.3365549393050376e-05
Position 883: 1.3005636519854542e-05
Position 1226: 1.289086882070706e-05
Position 145: 1.172229558158444e-05
Position 487: 1.158080633439882e-05
Position 685: 1.0884812997023182e-05
Position 714: 1.0788263071612714e-05
Position 1270: 9.541015693472611e-06
Position 799: 9.020587790949606e-06
Position 251: 8.929577799032007e-06
Position 1030: 8.808424693262714e-06
Position 1409: 8.332816618311195e-06
Position 661: 6.574719502450529e-06
Position 573: 5.616827369637991e-06
Position 1416: 5.301187602367218e-06
Position 110: 4.912787503887371e-06
Position 1669: 4.585396587722376e-06
Position 245: 4.4109070060892195e-06
Position 1125: 3.1587076003994997e-06
Position 298: 2.6639015760827558e-06
Position 1439: 1.7676861188419553e-06
Position 1553: 1.7452356544523708e-06
Position 982: 1.6526538362485789e-06
Position 1063: 1.5760916286470302e-06
Position 579: 1.4317931701279107e-06
Position 658: 1.2452535877581591e-06
Position 466: 1.1458375768216423e-06
Position 1639: 9.704756671618703e-07
Position 871: 7.808816536397861e-07
Position 958: 7.508281573637191e-07
Position 817: 7.099669373294089e-07
Position 461: 6.722433540178453e-07
Position 381: 5.705462779933155e-07
Position 1299: 5.596291371401555e-07
Position 343: 4.5283132917569217e-07
Position 83: 4.3254291740889915e-07
Position 1315: 3.3513012451487007e-07
Position 420: 3.207201140709866e-07
Position 1636: 3.018741256521802e-07
Position 1264: 2.8265942669396726e-07
Position 832: 2.654545046983459e-07
Position 1618: 2.4888300408592496e-07
Position 331: 2.1414962882761572e-07
Position 865: 2.055025053581462e-07
Position 1650: 1.9504270910481248e-07
Position 610: 1.652121392295223e-07
Position 388: 1.4902144712005792e-07
Position 1275: 1.1712055182880838e-07
Position 112: 1.0316590876922448e-07
Position 1657: 9.754545156747147e-08
Position 1451: 4.231093536370635e-08
Position 1475: 2.642816471744236e-08
Position 1608: 9.060763268113627e-09
Position 393: 4.976400961910912e-09
Position 595: 3.356521489281643e-09
Position 328: 1.7860847876933247e-09
Position 454: 1.4360964355331419e-09
Position 1442: 1.3162381758330315e-09
Position 1508: 7.122868687489556e-10
Position 350: 2.569797082978991e-10
Position 606: 1.5929678239411726e-10
Position 316: 8.953096212309859e-11
Position 121: 2.6162973064146e-12
Position 99: 2.539255535073216e-12
Position 236: 5.486455620192789e-13
Position 390: 1.0637580095606831e-13
Position 101: 4.8896879254705855e-14
Position 320: 1.3439267638790818e-14
Position 214: 1.0965566344079526e-14
Position 373: 7.193048998004272e-15
