Gene = Atg18b
Position 1742: 0.007559216635460347
Position 7587: 0.007404054733264244
Position 5979: 0.005728034738424762
Position 5027: 0.005704982550352814
Position 7759: 0.005701918441586635
Position 2138: 0.004554505210993098
Position 7231: 0.00439505435885351
Position 5223: 0.004128176315730986
Position 4829: 0.003820406830799999
Position 4512: 0.003780808178720197
Position 6425: 0.003192794875204856
Position 4091: 0.003078322436358734
Position 7392: 0.0027760227708448102
Position 5294: 0.0026302135122192065
Position 740: 0.0025915382831892637
Position 4716: 0.0024990697465967445
Position 304: 0.0023783819705643808
Position 272: 0.0021631773040394903
Position 7252: 0.002058424072166424
Position 4537: 0.002058085533952896
Position 7416: 0.0020099841128654442
Position 1911: 0.0018340612257646226
Position 3800: 0.0014790537648014758
Position 5132: 0.0014171578851629655
Position 6985: 0.0013804880982036364
Position 4637: 0.001321432905665647
Position 658: 0.0012695089909644317
Position 2094: 0.001175611884682393
Position 8240: 0.0011694718573594094
Position 4572: 0.0010904455877262219
Position 1022: 0.0010420443414599285
Position 7774: 0.0009719596740022506
Position 1987: 0.0009618603930433209
Position 5773: 0.0009144213483712449
Position 7033: 0.0008858928138937528
Position 1407: 0.0008671876850118208
Position 5836: 0.0008451728081747674
Position 7455: 0.0007999447309025524
Position 7873: 0.0007743273722212974
Position 7036: 0.0006863294165775791
Position 1348: 0.0006668700461192608
Position 661: 0.0006519258480188456
Position 635: 0.0006457659463376247
Position 7425: 0.0006231693323784324
Position 603: 0.0006192996434863697
Position 543: 0.0006139799745106706
Position 5061: 0.0005841950119439708
Position 1262: 0.0005728067509004759
Position 1324: 0.0005320484155400993
Position 386: 0.0005037973843268109
Position 4800: 0.0004967511780070326
Position 4366: 0.00047563920544705166
Position 5576: 0.00046125731424891413
Position 5354: 0.0004406329236479847
Position 558: 0.00043967467830332923
Position 4444: 0.00043954900639894107
Position 1145: 0.0004032814498266961
Position 4940: 0.00037401197115301206
Position 518: 0.0003587597741166726
Position 6838: 0.0003576293048052421
Position 1938: 0.0003554979693577425
Position 4126: 0.00033758363920857607
Position 7573: 0.0003373267397126766
Position 7724: 0.00032976241115430477
Position 354: 0.00032423639166081407
Position 3874: 0.00028691164768782914
Position 7833: 0.00028606886938381234
Position 5030: 0.00023382544387900436
Position 873: 0.0002271127145673954
Position 5652: 0.00022013331929889138
Position 6742: 0.00021041788708081108
Position 269: 0.00019957850724585885
Position 7641: 0.0001944640943997781
Position 4650: 0.00018118565716066865
Position 847: 0.00017809549790383678
Position 5454: 0.00017469685852429583
Position 913: 0.0001625742022056749
Position 371: 0.0001565113352879197
Position 7739: 0.00013692829989060386
Position 6857: 0.0001343116900064164
Position 6845: 0.00013034398601261446
Position 526: 0.0001082501250931515
Position 430: 0.00010336486785093147
Position 3853: 0.0001025557272028414
Position 1427: 9.315654158794062e-05
Position 7681: 9.260285131093026e-05
Position 7876: 8.241344681270704e-05
Position 2815: 7.493032960027408e-05
Position 7930: 7.180370459109362e-05
Position 3146: 6.980543736068758e-05
Position 7483: 6.537125748105272e-05
Position 6860: 6.293175595912753e-05
Position 540: 6.180198318887148e-05
Position 1378: 5.973390984374047e-05
Position 7266: 5.971851914345008e-05
Position 1270: 5.079189346092245e-05
Position 6842: 5.0754122309049e-05
Position 1719: 4.818447182413862e-05
Position 364: 4.369683537629625e-05
Position 2542: 4.2287571352201496e-05
Position 1469: 4.044912966901761e-05
Position 1414: 3.9278850230496494e-05
Position 1055: 3.867764629658435e-05
Position 1033: 3.4912792230632076e-05
Position 1208: 3.469146707342578e-05
Position 2632: 3.438642492359949e-05
Position 1383: 3.2687401670479417e-05
Position 6863: 2.7550473000469964e-05
Position 8123: 2.7409445627746877e-05
Position 2519: 2.6044665385364947e-05
Position 6910: 2.4509236140151726e-05
Position 7949: 2.2523284197433562e-05
Position 3151: 2.0514585825971623e-05
Position 7379: 2.0023768748237676e-05
Position 1687: 1.97918192825854e-05
Position 2015: 1.8680667203499586e-05
Position 1336: 1.6426587358023182e-05
Position 3070: 1.641206899742267e-05
Position 3044: 1.391966385923406e-05
Position 3928: 1.3793135439343363e-05
Position 7592: 1.3709635790980693e-05
Position 2006: 1.3542547977017918e-05
Position 7897: 1.3259347990016558e-05
Position 320: 1.278926661027235e-05
Position 1596: 1.1951591258920011e-05
Position 908: 1.1160118067569886e-05
Position 806: 1.0427109091501605e-05
Position 6708: 9.938724731137658e-06
Position 7527: 9.632794941905398e-06
Position 7662: 9.427740645434082e-06
Position 8186: 8.774247228112187e-06
Position 1769: 1.8259942835799995e-06
Position 1278: 1.2267493639254966e-06
Position 1067: 6.442691216202051e-07
Position 1039: 6.070811013275597e-07
Position 1568: 4.720238882593439e-07
Position 2637: 4.4482854722610154e-07
Position 835: 3.0390860453149993e-07
Position 203: 2.613788511192102e-07
Position 996: 2.394531169018925e-07
Position 1166: 2.3250292641253509e-07
Position 752: 2.2812352862024008e-07
Position 109: 1.4517387749526446e-07
Position 1505: 1.4245328674502852e-07
Position 1095: 1.3422305365409237e-07
Position 212: 1.2543861222920898e-07
Position 1501: 1.0743539344743513e-07
Position 765: 6.279225558515683e-08
Position 646: 5.925940065822285e-08
Position 256: 3.274090668588029e-08
Position 478: 3.026024212044401e-08
Position 85: 2.5901460467647763e-08
Position 420: 1.8360986921803643e-08
Position 943: 1.3822820254630819e-08
Position 779: 7.190696742581514e-09
Position 407: 6.280771872052302e-09
Position 798: 4.1834068694169366e-09
Position 58: 3.4938979171689875e-09
Position 95: 2.950912672731328e-09
Position 860: 2.937079588395732e-09
Position 217: 8.992202269132283e-10
Position 444: 1.821802828170783e-11
Position 462: 1.4336714263876965e-11
Position 317: 6.897978068922909e-12
Position 71: 3.6805334998991816e-12
