Gene = capt
Position 5681: 0.0002571742656234816
Position 770: 0.0002326428072301116
Position 5642: 0.00021976792818911704
Position 4473: 0.00018790290602568622
Position 3194: 0.00017791274996313078
Position 2939: 0.00017548044737774528
Position 5105: 0.00016952198784532746
Position 5926: 0.00015767424618721884
Position 4111: 0.0001325990563330755
Position 4045: 0.00012332084101862652
Position 1981: 0.00012056562628679004
Position 6513: 0.00011876060845195643
Position 1461: 0.00011363316321112407
Position 1594: 0.0001119115035389385
Position 6007: 0.00011111186270566929
Position 5992: 0.00010861013182192041
Position 4317: 0.0001041329758200918
Position 3259: 0.00010386334468937038
Position 2110: 9.678688166329309e-05
Position 1263: 9.247778273386105e-05
Position 3013: 8.624623358465332e-05
Position 3725: 8.399558610900731e-05
Position 601: 8.32643134423647e-05
Position 2587: 8.32015234109946e-05
Position 387: 8.288993103378811e-05
Position 2953: 7.61734216122101e-05
Position 1419: 7.016156489934068e-05
Position 920: 6.88536240172484e-05
Position 5187: 6.668852667126031e-05
Position 5211: 6.372792754085339e-05
Position 5806: 6.235999984943861e-05
Position 6427: 6.118415327358155e-05
Position 5941: 6.0574133416816e-05
Position 275: 5.694641063782951e-05
Position 2917: 5.10627045843724e-05
Position 5034: 4.996843062194544e-05
Position 946: 4.900350140529863e-05
Position 541: 4.5327861946615314e-05
Position 2621: 4.4277842381883544e-05
Position 4995: 4.379137767473988e-05
Position 4986: 3.9000617661129335e-05
Position 6465: 3.428887355741376e-05
Position 704: 3.410524697988422e-05
Position 1775: 3.0190252580914253e-05
Position 1169: 2.583389728857091e-05
Position 1811: 2.3969098030990623e-05
Position 5935: 2.3422367062007624e-05
Position 824: 2.2509145896374362e-05
Position 5569: 2.1646921747306373e-05
Position 2906: 2.0027424771042955e-05
Position 5572: 1.9865220323155818e-05
Position 5421: 1.8458465357016636e-05
Position 5004: 1.5657150935951318e-05
Position 3440: 1.3832313866750404e-05
Position 2970: 1.2796587162351986e-05
Position 5647: 1.2196734398069287e-05
Position 1666: 1.2069969484567884e-05
Position 1840: 1.1731711973332871e-05
Position 2211: 1.0073150605494284e-05
Position 6220: 8.656932081669832e-06
Position 940: 7.3072630165243956e-06
Position 612: 7.261414286447578e-06
Position 6194: 6.396889656491446e-06
Position 6167: 5.583881088599934e-06
Position 6398: 5.400428397522297e-06
Position 6285: 5.243136537669843e-06
Position 6176: 5.161665622138825e-06
Position 6152: 4.58254285374352e-06
Position 304: 4.374217730791454e-06
Position 1716: 4.035262963298272e-06
Position 1648: 3.954475365433983e-06
Position 1312: 3.1021048515889617e-06
Position 6203: 2.668816994825405e-06
Position 152: 2.353786930748273e-06
Position 1242: 2.118596836618868e-06
Position 2173: 1.8220843056253397e-06
Position 5534: 1.6599115023331664e-06
Position 118: 1.0718700197861957e-06
Position 1821: 8.631552371727251e-07
Position 6116: 7.217096923103788e-07
Position 69: 6.519199796887579e-07
Position 661: 6.345320597194422e-07
Position 6282: 5.147807242303285e-07
Position 748: 4.452881445909274e-07
Position 174: 3.2337569684289544e-07
Position 1348: 2.2256586214682518e-07
Position 1044: 1.605895699385419e-07
Position 171: 1.4592555481928767e-07
Position 1576: 1.4341849788942723e-07
Position 1062: 1.4224607056211788e-07
Position 1036: 1.3528794553406491e-07
Position 740: 1.2388097606793597e-07
Position 706: 1.0998281458918946e-07
Position 129: 5.9410012238634167e-08
Position 1814: 5.399693649197182e-08
Position 6467: 4.454593178650916e-08
Position 1916: 3.867097953595005e-08
Position 392: 2.0756075543455166e-08
Position 80: 1.1795058906780237e-08
Position 415: 4.078729383784679e-09
Position 180: 1.1449430562560333e-09
Position 409: 2.9482087351097574e-11
Position 404: 2.1709420745062638e-11
Position 411: 7.601214414409232e-13
Position 332: 4.714506344919476e-13
Position 183: 1.1804254499411708e-13
Position 188: 6.9296496162212665e-18
Position 394: 2.2299994742846825e-18
