Gene = Eip78C
Position 4925: 1.483204615471909e-11
Position 5143: 5.898020811677029e-12
Position 931: 4.528901603292608e-12
Position 933: 4.12229852873552e-12
Position 4899: 3.743692875901823e-12
Position 10022: 3.724311083876682e-12
Position 5350: 2.963275639879691e-12
Position 5123: 2.9176179649645175e-12
Position 4817: 1.7964619508993977e-12
Position 4806: 6.38361123678643e-13
Position 10476: 3.345230945788958e-13
Position 4888: 8.604624589484433e-14
Position 8249: 5.523000154607527e-15
Position 6067: 5.4860922452175256e-15
Position 6081: 1.8994331732339384e-15
Position 4619: 5.671782166098599e-16
Position 5991: 3.1254331436387183e-16
Position 4626: 2.1103939401155204e-16
Position 6645: 1.7027307327044575e-16
Position 6178: 1.3673759168775158e-19
Position 5969: 1.2278723421242997e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 34805: 0.9999890290798308
Position 4270: 0.9974365908861644
Position 4559: 0.7586004867428476
Position 4765: 0.31998956089043845
Position 4576: 0.2385831108220979
Position 4839: 0.03738718746008739
Position 4878: 0.005015811692927436
Position 4857: 0.0010198470330072746
Position 3445: 0.000969847944476827
Position 4785: 0.0008870766515110721
Position 4583: 0.0006384040852519723
Position 3620: 0.0006178390968642486
Position 4586: 0.0005647550690894279
Position 546: 0.00056117745372405
Position 502: 0.00036655718045496254
Position 1229: 0.0003247803878786669
Position 648: 0.00031390671265292894
Position 3825: 0.00031263006909360995
Position 1175: 0.00023444796519494766
Position 812: 0.00015381722568612001
Position 3839: 0.00013731162071443942
Position 3496: 0.00013678445478115152
Position 3359: 0.00013650967730643746
Position 1325: 0.00013434650432265122
Position 785: 0.00010311865001610871
Position 747: 9.868821200834153e-05
Position 2812: 8.845649357105734e-05
Position 1351: 7.749377759697319e-05
Position 882: 7.502383484615204e-05
Position 4002: 5.2841481446479225e-05
Position 2036: 5.044438697813725e-05
Position 3364: 4.063944686008748e-05
Position 1380: 3.884827573216672e-05
Position 654: 3.7559343663424755e-05
Position 1201: 3.372604074776976e-05
Position 4655: 3.2889658006793106e-05
Position 3798: 3.1456258256504295e-05
Position 2048: 2.8930663579888018e-05
Position 605: 2.8007688300073863e-05
Position 3938: 2.7892040312291675e-05
Position 1213: 2.233456288118344e-05
Position 2661: 2.034496817363278e-05
Position 591: 2.0279923208735252e-05
Position 1591: 1.9742396187085754e-05
Position 1400: 1.953947561405026e-05
Position 1689: 1.883057741880704e-05
Position 2798: 1.797509224655212e-05
Position 554: 1.6819210690190395e-05
Position 3593: 1.6672126540379387e-05
Position 773: 1.638208387596687e-05
Position 394: 1.624001111806312e-05
Position 1905: 1.4116931902958377e-05
Position 2636: 1.1685943581654185e-05
Position 956: 9.982507760753201e-06
Position 809: 9.475604307238839e-06
Position 2130: 9.339463367371564e-06
Position 1573: 9.14343280398615e-06
Position 25569: 8.73516974788758e-06
Position 625: 8.41165292180437e-06
Position 4619: 8.03785194542618e-06
Position 4633: 7.87370702793464e-06
Position 103: 7.328468578111142e-06
Position 1397: 6.378420908228565e-06
Position 1403: 5.260141399221284e-06
Position 1531: 4.871035934705941e-06
Position 725: 4.726399268009947e-06
Position 2450: 4.413530473514443e-06
Position 574: 4.3861286344305915e-06
Position 1615: 4.1113995500470675e-06
Position 1528: 3.7197024721947356e-06
Position 409: 3.4793656970946827e-06
Position 959: 3.094287977861556e-06
Position 1406: 2.99497669202535e-06
Position 1576: 2.9522304848005392e-06
Position 1368: 2.8497898493905272e-06
Position 564: 2.5114231430812194e-06
Position 1427: 2.491258159206894e-06
Position 2253: 2.475824373600002e-06
Position 938: 2.202102308273679e-06
Position 454: 2.138181572509469e-06
Position 1191: 2.0376158352638966e-06
Position 3520: 2.0204667669290786e-06
Position 2256: 2.007076547350291e-06
Position 312: 1.951337707770695e-06
Position 22126: 1.8210468428155577e-06
Position 439: 1.6630106249072674e-06
Position 1436: 1.5582891675270577e-06
Position 1365: 1.5101990958681414e-06
Position 733: 1.4055953008430348e-06
Position 1226: 9.437534652537133e-07
Position 4725: 9.423953429008633e-07
Position 1143: 8.541289765347439e-07
Position 22790: 6.805895987285367e-07
Position 1442: 5.866272419640726e-07
Position 157: 5.428741649113719e-07
Position 4670: 5.272922622505606e-07
Position 1384: 4.485955761988204e-07
Position 681: 4.44163280705521e-07
Position 1570: 4.222035617198491e-07
Position 1359: 4.068325517784134e-07
Position 1472: 3.851601481381224e-07
Position 1749: 3.117444288701709e-07
Position 669: 3.0580424253474903e-07
Position 22323: 2.8212486821469725e-07
Position 1555: 2.533193076200855e-07
Position 896: 2.2262133002916363e-07
Position 2224: 1.8961036790657362e-07
Position 260: 1.2588665404082554e-07
Position 1250: 1.1963336051948343e-07
Position 1253: 1.1100124408051923e-07
Position 962: 1.0484420761040649e-07
Position 1311: 1.001382768689338e-07
Position 1019: 7.631524525686963e-08
Position 20810: 6.122031787182661e-08
Position 5094: 6.044258502230136e-08
Position 5374: 5.9375485208533655e-08
Position 5287: 2.727123960173319e-08
Position 19745: 8.399619633573743e-09
Position 5149: 5.443429146503385e-09
Position 5325: 5.231577407086535e-09
Position 5176: 5.016021985694822e-09
Position 17095: 3.438378170576854e-09
Position 15411: 2.1052255641421245e-09
Position 5398: 1.8237520086605536e-09
Position 5035: 1.6234085942737573e-09
Position 16302: 7.948894660259375e-10
Position 5222: 7.879019854315844e-10
Position 17293: 7.809784274485757e-10
Position 15162: 2.97774951812408e-10
Position 15141: 2.95710361345067e-10
Position 5101: 1.7337754494615703e-10
Position 953: 1.1982466683687263e-10
Position 15115: 1.1068529963516161e-10
Position 5338: 9.458233146120287e-11
Position 16666: 5.816531041594704e-11
Position 13604: 5.494916966821998e-11
Position 10725: 3.764032109789006e-11
Position 14837: 3.4061202080897494e-11
Position 15307: 3.221298822798008e-11
Position 13309: 2.3981941722494647e-11
Position 4993: 2.3616398421393153e-11
Position 4899: 2.3253589185100553e-11
Position 5114: 2.1756632743982103e-11
Position 15792: 1.5460536786373418e-11
Position 11678: 1.445636301726973e-11
Position 416: 1.4159510583479498e-11
Position 11942: 1.321085662900683e-11
Position 4790: 1.0440076047724433e-11
Position 1969: 9.581347528177678e-12
Position 4956: 5.4422406200340644e-12
Position 10223: 5.148486923240974e-12
Position 10077: 5.030278013627763e-12
Position 10344: 4.932894908070424e-12
Position 4919: 4.824447717747183e-12
Position 10698: 3.833969388294998e-12
Position 9884: 3.749232407124269e-12
Position 11026: 3.702577452431319e-12
Position 13558: 3.543719471613934e-12
Position 341: 3.199399693250798e-12
Position 13513: 2.7365392805547444e-12
Position 5006: 2.6002965712043547e-12
Position 9962: 2.3882089162649164e-12
Position 10261: 2.2863492692303973e-12
Position 10659: 2.243911600993487e-12
Position 12829: 1.971931182757518e-12
Position 13287: 1.889882292976282e-12
Position 11616: 1.6953188012901332e-12
Position 13741: 1.5677789828804704e-12
Position 4931: 1.1854781683683836e-12
Position 11329: 1.066458313658725e-12
Position 4888: 1.01477608925817e-12
Position 9768: 7.820059942425024e-13
Position 11439: 6.161367493710813e-13
Position 12928: 6.001889287980987e-13
Position 4923: 5.224767102190612e-13
Position 176: 4.668802953055795e-13
Position 272: 3.8876604030540476e-13
Position 324: 3.4185831695210326e-13
Position 4934: 1.404869275833085e-13
Position 11662: 1.0804252999175013e-13
Position 4869: 9.248247800519965e-14
Position 8710: 8.519495991903963e-14
Position 11401: 8.272616596266483e-14
Position 977: 5.265371816905405e-14
Position 8799: 4.90138537867093e-14
Position 235: 4.399006349905035e-14
Position 1034: 3.9495073114784423e-14
Position 980: 3.760045104638021e-14
Position 264: 3.580904305208422e-14
Position 749: 3.4835685880960006e-14
Position 224: 2.961057321020937e-14
Position 4965: 2.8921136325358015e-14
Position 8646: 2.8330473123065363e-14
Position 6123: 2.2875921897202745e-14
Position 974: 2.196415736347238e-14
Position 9136: 2.1200975047023486e-14
Position 241: 2.0045445358875993e-14
Position 7455: 1.9745272370652147e-14
Position 1010: 1.776862374540501e-14
Position 9454: 1.6689713342952764e-14
Position 992: 1.5702467080524097e-14
Position 6730: 1.4398719663884768e-14
Position 7499: 1.347846518592077e-14
Position 664: 1.250666781479181e-14
Position 6424: 1.1710872899892842e-14
Position 7937: 1.1065338749133187e-14
Position 8530: 9.39623063925468e-15
Position 8309: 9.215090129030286e-15
Position 6258: 7.984069155895355e-15
Position 7868: 6.0240286261013205e-15
Position 247: 5.976588468542869e-15
Position 338: 4.863586302690381e-15
Position 1031: 4.5746089373868e-15
Position 6334: 3.509171488621056e-15
Position 6639: 3.4490964725588603e-15
Position 5867: 3.1515338142386706e-15
Position 6966: 2.953684338987043e-15
Position 377: 2.7886093113005077e-15
Position 5688: 2.5871413173314696e-15
Position 8554: 2.2712072735309447e-15
Position 8366: 2.121547395351721e-15
Position 8715: 2.0453814910195884e-15
Position 138: 1.853384058355582e-15
Position 198: 1.6861184072626047e-15
Position 6141: 1.3244765363792387e-15
Position 7679: 8.411669196141554e-16
Position 5991: 7.468848404933122e-16
Position 6876: 7.448978346965754e-16
Position 7063: 7.297865846934889e-16
Position 7354: 5.341615005072366e-16
Position 6279: 5.314206596015478e-16
Position 7464: 5.093627664148887e-16
Position 6147: 4.707650166879806e-16
Position 7213: 4.537864896564464e-16
Position 7311: 4.2283521655107824e-16
Position 5766: 3.3768117342297523e-16
Position 6889: 3.19841340165183e-16
Position 6127: 3.1671556368417864e-16
Position 5582: 3.134936577700715e-16
Position 5547: 2.319788614842676e-16
Position 6892: 2.1736932572120994e-16
Position 6288: 1.9632262375508588e-16
Position 6543: 1.3293852895821532e-16
Position 6268: 9.737292858016162e-17
Position 6177: 8.53414885230686e-17
Position 279: 2.923390225514757e-17
Position 5245: 1.7103435121748988e-18
Position 345: 8.84449402161243e-19
Position 5236: 1.9344894478950252e-19
Position 5405: 4.988156279613028e-20
