Gene = ast
Position 1796: 0.00020412240677950572
Position 122: 0.00015220805113633188
Position 1710: 0.00012691747322167335
Position 1368: 0.00011457029015933769
Position 1764: 0.00010453921241466231
Position 2398: 9.943498539780705e-05
Position 109: 9.331676863242268e-05
Position 2102: 8.519463999677641e-05
Position 2570: 8.056845521471341e-05
Position 284: 7.805334719232225e-05
Position 117: 7.283095230998894e-05
Position 1336: 6.51561539807473e-05
Position 1209: 6.363199925001726e-05
Position 1904: 4.203172752149259e-05
Position 1033: 3.720107893251552e-05
Position 711: 3.479844861593287e-05
Position 275: 3.28584724220222e-05
Position 1632: 2.9856126257536147e-05
Position 380: 2.8640905668178487e-05
Position 1024: 2.6645133399423736e-05
Position 973: 2.4714162835250726e-05
Position 703: 1.880945446852877e-05
Position 1300: 1.8341638852725633e-05
Position 503: 1.830469416846447e-05
Position 532: 1.735645769943298e-05
Position 143: 1.713351509158237e-05
Position 1036: 1.6851983613249717e-05
Position 1004: 1.574841986912859e-05
Position 490: 1.556068910444237e-05
Position 2507: 1.52402203260165e-05
Position 1925: 1.4128468470383804e-05
Position 841: 1.3863731710188614e-05
Position 1580: 1.3650009074937338e-05
Position 754: 1.2138650916510941e-05
Position 834: 1.157318617925362e-05
Position 620: 1.05478645108338e-05
Position 1814: 9.502569399964785e-06
Position 850: 9.458497278224635e-06
Position 1725: 9.456441492996245e-06
Position 1045: 9.070232264788102e-06
Position 822: 8.796426994910699e-06
Position 590: 6.254897084275382e-06
Position 1786: 6.223660184884967e-06
Position 209: 5.191292781405535e-06
Position 1030: 5.052720023467298e-06
Position 721: 4.113420961943525e-06
Position 1365: 3.834114154056908e-06
Position 152: 3.237519279740483e-06
Position 1066: 3.1107477259596633e-06
Position 658: 2.1773705077289476e-06
Position 708: 1.1758851115104167e-06
Position 774: 9.267215862562172e-07
Position 477: 8.711587874298558e-07
Position 1001: 8.387920174441965e-07
Position 830: 7.837418498895964e-07
Position 338: 7.207685095336946e-07
Position 361: 6.269087325428268e-07
Position 766: 6.175196270767102e-07
Position 718: 3.3838800594287437e-07
Position 1409: 3.060940927208304e-07
Position 625: 2.8799645777254656e-07
Position 515: 1.922403403896582e-07
Position 1069: 1.8813724829583193e-07
Position 76: 1.8460703188359133e-07
Position 1097: 1.5251813423623852e-07
Position 131: 9.076347794010997e-08
Position 1406: 8.931286162101185e-08
Position 347: 6.997433134152448e-08
Position 1604: 6.35578200926855e-08
Position 1727: 5.897719743920413e-08
Position 763: 5.66697738145527e-08
Position 726: 2.5533893865177317e-08
Position 632: 1.6851487552439808e-08
Position 2392: 1.5465015989574187e-08
Position 784: 1.2891592531910295e-08
Position 193: 1.178493517421293e-08
Position 2273: 9.177259824039594e-09
Position 1305: 7.141826006053301e-09
Position 296: 5.477057820806329e-09
Position 1412: 3.646003106560961e-09
Position 352: 3.429259235343914e-09
Position 1449: 3.426011734075057e-09
Position 93: 3.0545498212778534e-09
Position 223: 1.0449814174422092e-10
Position 341: 6.562969830734993e-11
Position 1446: 2.258259487681872e-11
