Gene = Uvrag
Position 236: 9.18594859311283e-05
Position 1367: 8.041248902989613e-05
Position 786: 6.996964660417664e-05
Position 152: 6.81465731846728e-05
Position 459: 6.715476605751003e-05
Position 1804: 6.559393532740272e-05
Position 2704: 6.532131223441011e-05
Position 1182: 6.137927893962206e-05
Position 2089: 4.957542368527611e-05
Position 64: 4.1563707198263656e-05
Position 770: 3.890958646126115e-05
Position 2760: 3.726469226632616e-05
Position 1008: 3.592276474919645e-05
Position 2052: 3.18914138214382e-05
Position 387: 3.0406046511742655e-05
Position 2565: 3.016441251979327e-05
Position 1048: 2.9095790113150157e-05
Position 336: 2.6266716309097783e-05
Position 2530: 2.4290288174944956e-05
Position 2008: 2.4057306695339183e-05
Position 444: 2.2807615181890106e-05
Position 972: 1.9418714940270427e-05
Position 359: 1.8162929168769622e-05
Position 1338: 1.8055049929499272e-05
Position 942: 1.805314372757703e-05
Position 1566: 1.759012474283055e-05
Position 1014: 1.3920938439667987e-05
Position 1350: 1.1219986902934988e-05
Position 2593: 9.780995812120548e-06
Position 1058: 9.77812154748226e-06
Position 1607: 8.604804449202399e-06
Position 2044: 8.525197921117047e-06
Position 2670: 8.430301283944687e-06
Position 2579: 7.352248958005789e-06
Position 375: 7.2607733203606e-06
Position 777: 7.047332261957512e-06
Position 2441: 6.441160342894771e-06
Position 366: 5.92845285711586e-06
Position 1662: 5.850017422694541e-06
Position 202: 5.6057682284298516e-06
Position 1371: 5.049264077299557e-06
Position 1083: 4.286248345597305e-06
Position 393: 4.094229940366036e-06
Position 2569: 3.491150273146608e-06
Position 1794: 3.1574747376321204e-06
Position 1434: 3.1274771206842113e-06
Position 243: 3.0457266678865565e-06
Position 1847: 2.7097697375257064e-06
Position 1257: 2.670148469146843e-06
Position 930: 2.597307456489944e-06
Position 792: 2.5922664166950586e-06
Position 2236: 2.4891002443287577e-06
Position 2642: 2.4268571528428613e-06
Position 1862: 2.3186862556768375e-06
Position 2120: 2.3178057892271054e-06
Position 544: 1.9831964084351776e-06
Position 1828: 1.9580002040333918e-06
Position 2509: 1.9514822687398104e-06
Position 1302: 1.948884100132466e-06
Position 1390: 1.8628361775652768e-06
Position 2135: 1.696749048201146e-06
Position 2251: 1.4652931351537693e-06
Position 276: 1.427391251328585e-06
Position 341: 1.2561252507468404e-06
Position 2254: 9.924665570083758e-07
Position 289: 8.579026559046529e-07
Position 488: 6.161595691054535e-07
Position 1533: 4.277198108575718e-07
Position 1813: 4.014799405277141e-07
Position 210: 3.3522422182228986e-07
Position 2654: 2.275292142107108e-07
Position 1560: 2.2248120874098448e-07
Position 485: 2.160262865514423e-07
Position 1497: 1.9117360919498955e-07
Position 518: 1.787243807964766e-07
Position 468: 1.6895519444038176e-07
Position 189: 1.403841614700812e-07
Position 525: 4.570517087657461e-08
Position 507: 1.8118454748453244e-08
Position 346: 1.3408025546616981e-08
Position 420: 7.518506621921746e-09
Position 273: 7.053980191120688e-09
Position 1569: 5.591640198057251e-09
Position 285: 1.7522822473426349e-09
Position 258: 1.6475518498805468e-09
Position 402: 1.2425424714071105e-09
Position 846: 6.55028494443579e-10
Position 945: 6.188195808116287e-10
Position 513: 1.314963638703911e-10
Position 490: 1.2312142335249264e-10
Position 547: 1.8175291233691394e-12
