Gene = del
Position 12: 9.018031053620715e-05
Position 1728: 8.922964382854235e-05
Position 2440: 8.761784695926279e-05
Position 1787: 8.578430042214821e-05
Position 825: 7.843309498379649e-05
Position 2182: 7.397099219348265e-05
Position 443: 6.807852939037772e-05
Position 2689: 6.408127350852509e-05
Position 2786: 6.380576824717973e-05
Position 57: 6.378380409216317e-05
Position 2743: 5.694493864931133e-05
Position 149: 4.643268214924746e-05
Position 1281: 3.602437753482151e-05
Position 1382: 2.9947158107754648e-05
Position 2420: 2.461053623151663e-05
Position 555: 2.0717401453825114e-05
Position 487: 1.83073376972861e-05
Position 918: 1.639375966839876e-05
Position 178: 1.5630027383575053e-05
Position 2438: 1.4039225205305183e-05
Position 780: 1.216215128036633e-05
Position 1008: 1.0941443490566478e-05
Position 260: 9.399205157238628e-06
Position 502: 6.798087711912382e-06
Position 1444: 5.736309013671964e-06
Position 249: 3.21167306163272e-06
Position 131: 1.3616610824504797e-06
Position 1943: 7.040220256920841e-07
Position 222: 3.0487401894294097e-07
Position 61: 1.630953790087388e-07
Position 509: 4.616595256736252e-08
Position 381: 4.096635355087668e-08
Position 948: 3.255218744509928e-08
Position 1740: 7.338062555331271e-09
Position 392: 7.260922032051203e-09
Position 1906: 4.562243841247458e-09
Position 1808: 4.416674930826882e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 409: 0.9868869674864128
Position 1660: 0.8357327072229039
Position 722: 0.6803225430662201
Position 2957: 0.2631249634459288
Position 2605: 0.21185145429928004
Position 1463: 0.07818979954817969
Position 2146: 0.07809031741645836
Position 2511: 0.058110305439804895
Position 741: 0.05206630105184178
Position 2656: 0.0431175739901989
Position 1349: 0.027598054633698764
Position 3048: 0.025827860973402412
Position 2243: 0.014643055209025832
Position 1402: 0.011657150646935096
Position 1918: 0.01128538660985782
Position 2140: 0.010527784668313393
Position 1178: 0.009384076853527294
Position 2804: 0.00881811341506495
Position 1238: 0.007884467079548783
Position 2333: 0.0047320049137161225
Position 2989: 0.004645728280943289
Position 918: 0.004047478424798675
Position 91: 0.00389821136083933
Position 927: 0.0031549864766011984
Position 2705: 0.002932462873760317
Position 1405: 0.0027874877114805476
Position 2527: 0.0023961054208087797
Position 1093: 0.002265624695157618
Position 1751: 0.0015687725263596247
Position 234: 0.0015566290002331509
Position 1477: 0.0012386102528217386
Position 736: 0.0012312230997826312
Position 155: 0.001153023482064352
Position 992: 0.0011366697558132333
Position 2339: 0.0010319627467733805
Position 2468: 0.0008504894615792501
Position 3069: 0.0008280554004519168
Position 297: 0.0007455737269127762
Position 1777: 0.0006695989242422644
Position 206: 0.0006614785888200644
Position 2414: 0.0006205657601379005
Position 643: 0.0006044356106996448
Position 3063: 0.000586319734988068
Position 2048: 0.0005338157467483318
Position 2228: 0.0005162562208378111
Position 1078: 0.0004853382771818352
Position 1471: 0.0004797049992084794
Position 1382: 0.00047454686206152997
Position 80: 0.00040710634591950345
Position 1096: 0.00039248429058312556
Position 3383: 0.00033983851349064954
Position 1039: 0.00033920735892775574
Position 850: 0.000333827822124947
Position 1245: 0.0003338087925914202
Position 1906: 0.00028798332695138286
Position 192: 0.0002801377503000489
Position 2697: 0.000269410795154903
Position 1132: 0.00026847457636498573
Position 1665: 0.00023726408359270735
Position 1017: 0.00023684952232740065
Position 1532: 0.00022518932507685336
Position 2309: 0.000220542963788434
Position 3248: 0.00020339287598724172
Position 685: 0.00016362993543042872
Position 2926: 0.00015481645654751833
Position 2966: 0.000130231125734248
Position 1513: 0.0001084082132385167
Position 2435: 9.012786433042056e-05
Position 500: 9.01247017114887e-05
Position 2197: 8.960464791684995e-05
Position 2755: 7.655424039648917e-05
Position 1297: 6.906862161160833e-05
Position 2739: 6.281920320981095e-05
Position 3198: 5.89541693935734e-05
Position 1761: 5.118623276168567e-05
Position 3337: 5.062523336207817e-05
Position 1432: 5.021476945260449e-05
Position 167: 4.9452502180140794e-05
Position 2273: 3.779655089177357e-05
Position 2094: 3.511869676027306e-05
Position 2209: 2.931770932744752e-05
Position 341: 2.350978125817055e-05
Position 1724: 2.2472219745486253e-05
Position 2522: 2.2249439787228034e-05
Position 2589: 2.2086435971380387e-05
Position 2072: 2.0947140685471364e-05
Position 1804: 2.029572232752414e-05
Position 447: 1.706189656321076e-05
Position 766: 1.3958986096535677e-05
Position 756: 9.464139796449883e-06
Position 436: 9.325808107908633e-06
Position 1690: 7.670912450425813e-06
Position 1102: 4.435133308328031e-06
Position 1084: 3.3426192234346096e-06
Position 453: 2.8081695565842445e-06
Position 433: 2.1318220296563885e-06
Position 967: 1.5406494980380147e-06
Position 587: 1.4629914787722374e-06
Position 1146: 1.4122065935391793e-06
Position 467: 1.2569720235535873e-06
Position 578: 1.225537548189872e-06
Position 1685: 1.0724808236508609e-06
Position 311: 8.556486163614627e-07
Position 1023: 8.468897358210028e-07
Position 271: 8.315970730330193e-07
Position 372: 6.991931906181241e-07
Position 855: 5.605195308049475e-07
Position 429: 4.837251358934706e-07
Position 276: 4.6754969748202404e-07
Position 260: 4.574987611421866e-07
Position 1785: 4.080633229560348e-07
Position 267: 2.3533473193702407e-07
Position 1192: 2.2039660758311933e-07
Position 565: 1.7266055230909588e-07
Position 763: 1.1713503783167069e-07
Position 812: 1.0531096803572328e-07
Position 561: 9.348298836815257e-08
Position 458: 8.951542622825417e-08
Position 743: 7.030660507989995e-08
Position 321: 5.7716306978617336e-08
Position 57: 3.094862739013988e-08
Position 273: 2.092667451699653e-08
Position 608: 1.3383214932887357e-08
Position 621: 8.2390625642894e-09
Position 212: 3.493024603670677e-09
Position 350: 2.2431245842606127e-09
Position 317: 2.1398360135395192e-09
Position 773: 1.5473759377246127e-09
Position 502: 1.051044460234214e-09
Position 1596: 8.185859409706105e-10
Position 417: 4.661577039797945e-10
Position 690: 1.7268916087165523e-10
