Gene = Cpsf5
Position 2507: 1.0803578017260034e-09
Position 789: 1.1023281625734209e-10
Position 786: 1.5100312371802483e-11
Position 1092: 5.100685730543662e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 778: 0.9989848926853373
Position 2352: 0.9784533071706323
Position 440: 0.9569931651498732
Position 2164: 0.5632084454918883
Position 1116: 0.3935728644882883
Position 219: 0.21607213753833227
Position 1565: 0.1584402608058798
Position 1675: 0.11146519109528746
Position 1047: 0.09446233033798422
Position 1519: 0.08766104142438447
Position 123: 0.0775058452311045
Position 2084: 0.06324306574631605
Position 1607: 0.051144649873304686
Position 173: 0.027637932468032
Position 1542: 0.02239007103643194
Position 2533: 0.018608280118883876
Position 1587: 0.013040543461510174
Position 1906: 0.01242827927551028
Position 409: 0.011794104387799749
Position 2375: 0.009493075438849264
Position 1365: 0.00940324325663911
Position 2193: 0.00816769295432435
Position 519: 0.007785348920423936
Position 2661: 0.006619279366092244
Position 2268: 0.006352945929203149
Position 2571: 0.005356126856917563
Position 128: 0.0032309122764997045
Position 474: 0.0031703180936639547
Position 1155: 0.0027766697159349106
Position 183: 0.0026146857942743523
Position 477: 0.0024221454188961523
Position 2673: 0.0023812270802872665
Position 153: 0.0015267449934877834
Position 1820: 0.001498971694955388
Position 618: 0.0010559218817646349
Position 1421: 0.0010100262436781823
Position 253: 0.0009074182934492216
Position 1202: 0.0008334230527639557
Position 103: 0.0008273673419140576
Position 2729: 0.0006437177003824917
Position 1217: 0.0005222227394613869
Position 2683: 0.0004618122920572796
Position 1164: 0.0004442683645648381
Position 2782: 0.00043623527635975175
Position 2380: 0.0003845273979951313
Position 422: 0.00035189575978441406
Position 2696: 0.00024909519335851015
Position 2423: 0.0001583236210113475
Position 1747: 0.0001511676315189171
Position 2745: 0.00014845239492982754
Position 1238: 0.00014704683424252357
Position 2467: 0.0001443274220110492
Position 492: 0.00013700478100156665
Position 793: 0.00012893864251358825
Position 187: 0.00011156973403948409
Position 1135: 8.043220963583731e-05
Position 1010: 7.26373291803904e-05
Position 1267: 6.565124701966297e-05
Position 1955: 3.9528323651008966e-05
Position 2409: 3.916074645300395e-05
Position 1611: 3.591367827924992e-05
Position 2550: 3.3748560642565375e-05
Position 1243: 2.6167287983851022e-05
Position 1645: 2.5333840498860624e-05
Position 1314: 2.3128917085108025e-05
Position 1252: 1.5169873519198057e-05
Position 342: 1.3765146891049779e-05
Position 808: 1.1873879705787534e-05
Position 2426: 1.1239551681941617e-05
Position 489: 1.0800199359927465e-05
Position 2403: 1.0032396961035183e-05
Position 1231: 9.856634753549225e-06
Position 195: 6.869447300520132e-06
Position 958: 6.613702653447406e-06
Position 805: 5.6280323700756075e-06
Position 313: 5.460537992719216e-06
Position 2429: 4.754305966979654e-06
Position 293: 4.228360869345278e-06
Position 339: 3.3495580211346276e-06
Position 298: 2.45107721465094e-06
Position 931: 2.3193386415494536e-06
Position 354: 1.424642954677209e-06
Position 898: 4.547278007022136e-07
Position 320: 4.333051100460688e-07
Position 907: 1.498006037369727e-07
Position 531: 1.1783261514450049e-07
Position 304: 8.582532923330655e-08
Position 317: 8.517223451437549e-08
Position 588: 6.081927405340625e-08
Position 1277: 5.2270269310398976e-08
Position 823: 5.1001258968477954e-08
Position 1204: 4.4157936126958695e-08
Position 943: 4.404119748211923e-08
Position 675: 4.032746275588298e-08
Position 913: 2.2340919300258114e-08
Position 76: 1.3029439064884194e-08
Position 904: 9.976272196739855e-09
Position 1257: 6.700100289841876e-09
Position 811: 5.733320882724194e-09
Position 571: 5.0913184691244345e-09
Position 984: 2.056710858391864e-09
Position 1286: 1.5886340015730832e-09
Position 61: 1.401926018609951e-09
Position 994: 3.934405115066045e-10
Position 690: 2.7269385686878937e-10
Position 728: 1.9731558083924228e-10
Position 66: 5.974848439434965e-11
