Gene = stv
Position 304: 8.504181869337726e-07
Position 173: 8.494911486498068e-07
Position 5251: 8.186733108220737e-07
Position 926: 6.38567073503698e-07
Position 1181: 6.1118318562384e-07
Position 805: 4.99197511787247e-07
Position 1003: 4.3522654498510776e-07
Position 538: 4.2111952867545704e-07
Position 298: 1.041152049051107e-07
Position 941: 9.506120700422316e-08
Position 923: 9.075653050925313e-08
Position 724: 8.0413650765915e-08
Position 881: 4.2062676160073186e-08
Position 899: 4.0894502676312064e-08
Position 224: 4.07874912832552e-08
Position 5233: 3.890180481689496e-08
Position 310: 3.628669458305244e-08
Position 956: 1.1863711369575804e-08
Position 413: 1.0986954979607922e-08
Position 175: 7.165682054584966e-09
Position 216: 7.115382289110152e-09
Position 313: 5.345727110729572e-09
Position 334: 3.083495813936156e-09
Position 623: 2.7579908281222046e-09
Position 340: 2.7199632456474616e-09
Position 337: 2.70657523077826e-09
Position 987: 2.6024763282526156e-09
Position 369: 2.3081195984729406e-09
Position 386: 1.5107765322588424e-09
Position 319: 7.703278368294365e-10
Position 355: 7.509561471768637e-10
Position 884: 6.096117923637145e-10
Position 316: 5.888317267987418e-10
Position 331: 5.775465940672656e-10
Position 908: 5.551479738388875e-10
Position 887: 5.273043177748221e-10
Position 322: 3.974031023557865e-10
Position 183: 3.524820623726536e-10
Position 905: 3.402863565453822e-10
Position 254: 5.7997451431165286e-11
Position 343: 1.6883791603250147e-11
Position 79: 1.0529279058714204e-11
Position 349: 2.9609424908033045e-12
Position 896: 7.761556540638053e-14
Position 366: 2.6719461809430357e-14
Position 177: 5.06346290408924e-22
