Gene = abo
Position 821: 2.365755727564752e-07
Position 528: 1.8687979145686077e-07
Position 939: 6.662671420616369e-08
Position 798: 5.6446754723307483e-08
Position 1054: 3.5706451911226124e-08
Position 1136: 2.0539706185354962e-08
Position 547: 1.047271402070954e-08
Position 455: 5.519307197655786e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1082: 0.7868331555651334
Position 1363: 0.12194329214099979
Position 1086: 0.07898685193391743
Position 762: 0.040732537170079935
Position 935: 0.026730378482109744
Position 909: 0.011605794139794068
Position 872: 0.007884930477075273
Position 1444: 0.005554244574603757
Position 1492: 0.0048724670930608005
Position 1149: 0.004751031321367509
Position 674: 0.004416453170964734
Position 690: 0.003636544523532073
Position 1432: 0.003525909673706204
Position 1677: 0.0033274265826286897
Position 833: 0.0022145728746021808
Position 468: 0.001856592481723383
Position 1591: 0.0018185300104920418
Position 1501: 0.0017180252234764396
Position 1043: 0.0014368242985492417
Position 788: 0.0008782515090400868
Position 882: 0.0007566526788158687
Position 1478: 0.0006846342970128819
Position 946: 0.0005205738388342683
Position 694: 0.0005071650260301605
Position 678: 0.0004139032474513355
Position 1738: 0.0003723117918197872
Position 821: 0.0003649540566359289
Position 830: 0.000346163117218166
Position 470: 0.00032397257085734453
Position 618: 0.00031965393483254545
Position 311: 0.0003097964741295096
Position 131: 0.00027809094898300984
Position 1813: 0.00026774448130026244
Position 976: 0.00022534435733650627
Position 415: 0.00018925850453977496
Position 439: 0.00016387301895541429
Position 1586: 0.00015645778510147624
Position 850: 0.0001382844809097395
Position 1233: 6.928041911785643e-05
Position 489: 6.834083904936774e-05
Position 1451: 5.765191779459112e-05
Position 289: 4.9789020407419014e-05
Position 521: 4.610408837566291e-05
Position 383: 4.3446875677930453e-05
Position 1230: 4.2947371785183424e-05
Position 1684: 3.883972144305418e-05
Position 526: 3.720119465667476e-05
Position 1705: 3.01452882438016e-05
Position 836: 2.6934214132123833e-05
Position 1103: 2.451649516803733e-05
Position 212: 2.273205406830555e-05
Position 337: 1.2689465979505148e-05
Position 317: 9.662101862492228e-06
Position 272: 7.841723382423564e-06
Position 540: 6.1318389770246865e-06
Position 869: 5.741519656237951e-06
Position 1030: 5.138296008287371e-06
Position 352: 3.965766624103897e-06
Position 994: 3.235720109151364e-06
Position 434: 2.480072026101217e-06
Position 1001: 2.293660580788115e-06
Position 998: 1.6077447376593824e-06
Position 633: 1.358832391526466e-06
Position 1022: 1.1063015773331152e-06
Position 436: 6.865934207427819e-07
Position 69: 3.707880206745504e-07
Position 412: 3.6227300232753203e-07
Position 419: 1.2296976202102903e-07
Position 393: 1.1900206785784325e-07
Position 167: 7.045758878561035e-08
Position 58: 3.5225497586297044e-08
Position 79: 3.805374361605998e-09
Position 110: 3.0648218211811192e-09
Position 322: 9.553042069323003e-10
Position 404: 3.2708097345307917e-10
Position 397: 3.0363012818597723e-10
Position 47: 2.1064707788080707e-10
Position 95: 3.5669394160897415e-12
Position 175: 6.665664941111228e-13
Position 92: 9.647933972828302e-14
Position 140: 3.711371018029157e-15
Position 197: 3.290994247946795e-16
