Gene = S
Position 902: 1.2294368888136855e-09
Position 25734: 1.0720965195279885e-09
Position 865: 4.3316671248956357e-10
Position 1060: 3.6841154751281136e-10
Position 845: 1.6253554183884463e-10
Position 26264: 1.2604563914495316e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 25319: 0.9996903972567158
Position 24761: 0.9996181641136292
Position 25549: 0.992412842405564
Position 15601: 0.5542897221837996
Position 26978: 0.06757627680079148
Position 14354: 0.06085858545001399
Position 27541: 0.04505653872707656
Position 27519: 0.04291979467959415
Position 27019: 0.04041203421982193
Position 14912: 0.03299723338617895
Position 4998: 0.02665336254220451
Position 6178: 0.021272172115663956
Position 26712: 0.019097354467053188
Position 5586: 0.017998267019237013
Position 26467: 0.016536538503393476
Position 4726: 0.01098737431453007
Position 13685: 0.007937708813197534
Position 27585: 0.00748490900763541
Position 27601: 0.006337708865699759
Position 26274: 0.006304960554328966
Position 25558: 0.005806019358812446
Position 27793: 0.005115411262846141
Position 4542: 0.004850567937012204
Position 26776: 0.003301269920348449
Position 4584: 0.003297099211056141
Position 5262: 0.002664286855606579
Position 14858: 0.0025643731815345066
Position 4069: 0.0025471083349456027
Position 4762: 0.0020922719708022647
Position 5188: 0.0018552959474197046
Position 5434: 0.0018130251478594595
Position 26289: 0.00150426991773596
Position 27831: 0.001391108003186466
Position 27942: 0.0011672236157527689
Position 6184: 0.0010295340656490295
Position 27232: 0.0010272318543158563
Position 26389: 0.0008716425805873524
Position 4802: 0.0008206673560019206
Position 28002: 0.0007888267525353381
Position 27538: 0.0006967159353175422
Position 27499: 0.0006345984071873759
Position 5600: 0.0005844319713993532
Position 27703: 0.0005555712171811426
Position 4121: 0.0005463833775123583
Position 27114: 0.0005235676821737335
Position 8261: 0.0004673128483874508
Position 804: 0.0004479009087481727
Position 3668: 0.0003989481410125692
Position 28137: 0.00037228950476631554
Position 4871: 0.0003517521573453657
Position 863: 0.00033987027697498124
Position 5759: 0.0003295162991786388
Position 26724: 0.000291276962451777
Position 4219: 0.00028469591781790383
Position 26478: 0.0002711827024973603
Position 26645: 0.0002414925482061357
Position 27480: 0.00023969815009729537
Position 26755: 0.00020529491225052806
Position 4201: 0.0002009207665201653
Position 27974: 0.00018369479541102752
Position 26936: 0.00018337070950286968
Position 664: 0.00015613947299449035
Position 26483: 0.00012721114142591111
Position 5084: 0.00012151792445207835
Position 26040: 0.00010866750283884994
Position 25714: 0.00010273041238624887
Position 25768: 9.407178709266326e-05
Position 7351: 8.220647777151925e-05
Position 27353: 8.00130931548467e-05
Position 26247: 7.665673339764003e-05
Position 25911: 7.042808282801284e-05
Position 5228: 6.955974746474001e-05
Position 825: 6.768376636187405e-05
Position 27806: 5.763462684500513e-05
Position 455: 5.119623930569675e-05
Position 8241: 4.361264822112286e-05
Position 5033: 4.198562558744057e-05
Position 28006: 3.749849636244747e-05
Position 395: 3.2465780091655736e-05
Position 816: 3.159797939052712e-05
Position 2919: 3.059559457572823e-05
Position 567: 2.833938966365376e-05
Position 27178: 2.815240490036467e-05
Position 8183: 2.67411107356602e-05
Position 7906: 1.8239756631199507e-05
Position 5271: 1.717093688066523e-05
Position 26487: 1.4976874269073708e-05
Position 25805: 1.4709019894302711e-05
Position 26519: 1.4706444482226767e-05
Position 1713: 1.3032442614751335e-05
Position 26173: 1.28316158624199e-05
Position 7838: 1.2781310847692105e-05
Position 2811: 1.2737702365878095e-05
Position 26161: 1.2681225613750299e-05
Position 25777: 1.267243134847305e-05
Position 25577: 1.18876898041617e-05
Position 1407: 9.533607219311296e-06
Position 5023: 8.374535610124488e-06
Position 390: 8.327037612230543e-06
Position 3397: 7.088341713877445e-06
Position 535: 7.078807763619063e-06
Position 3164: 6.518157612839003e-06
Position 25653: 6.155620327431676e-06
Position 1173: 5.868863485365454e-06
Position 25751: 5.758146040247147e-06
Position 4974: 5.459278530893405e-06
Position 1815: 5.2219223365313426e-06
Position 980: 4.227947756105375e-06
Position 878: 4.146853918484509e-06
Position 1702: 3.7572364880253576e-06
Position 907: 3.6759070445295772e-06
Position 219: 3.1952664022588008e-06
Position 2619: 2.221761615723173e-06
Position 1871: 1.9016416848310206e-06
Position 1513: 1.4715188395642517e-06
Position 26199: 1.2744234823773063e-06
Position 1528: 1.1418285907789994e-06
Position 3234: 1.0453499630499267e-06
Position 609: 9.516421591448279e-07
Position 2096: 9.173547481776787e-07
Position 2050: 9.099120022180983e-07
Position 3749: 6.374790807002099e-07
Position 1045: 3.830299906463986e-07
Position 465: 3.086103015631723e-07
Position 890: 2.8871303726738517e-07
Position 3092: 2.231784711365254e-07
Position 181: 1.2327468095754827e-07
Position 894: 8.947909077710658e-08
Position 865: 7.475897368983272e-08
Position 25728: 3.165176094669608e-08
Position 25734: 2.8390714659332945e-08
Position 25612: 2.469813509197891e-08
