Gene = UQCR-C2
Position 347: 3.9952043635338066e-05
Position 250: 2.613991731595019e-05
Position 1579: 2.072698446583741e-05
Position 158: 2.0154095477936203e-05
Position 151: 1.566947812707996e-05
Position 719: 1.5480391916773978e-05
Position 769: 1.4582702514099563e-05
Position 1717: 1.4143986536875942e-05
Position 883: 1.166071048413546e-05
Position 243: 8.075702415910103e-06
Position 135: 6.82722893698843e-06
Position 253: 4.469956808818343e-06
Position 1193: 4.305893965518981e-06
Position 1672: 4.268699291695571e-06
Position 1720: 2.866298480530976e-06
Position 296: 2.6273192907710343e-06
Position 1621: 2.2603484355441664e-06
Position 1810: 2.239389733509884e-06
Position 887: 2.0442436446071216e-06
Position 1759: 1.7093261804487201e-06
Position 1530: 1.6815872932210352e-06
Position 1272: 1.5249529720528763e-06
Position 1255: 1.4371211136236096e-06
Position 1417: 1.1491977761345613e-06
Position 1901: 1.0810763067919194e-06
Position 533: 1.054540135933862e-06
Position 1642: 1.0486822530703399e-06
Position 895: 9.816855681382983e-07
Position 1516: 9.010559587472363e-07
Position 1183: 7.285530975191117e-07
Position 356: 6.720968616361524e-07
Position 1394: 5.479677020860934e-07
Position 733: 4.965236876983153e-07
Position 549: 4.232575927697535e-07
Position 185: 4.0936161983590326e-07
Position 1281: 3.711401566075147e-07
Position 1653: 3.416090865966003e-07
Position 1591: 3.2703788557757456e-07
Position 1435: 3.0558423201530495e-07
Position 325: 2.507169999120804e-07
Position 1147: 1.5314852656825793e-07
Position 850: 1.0396230783711899e-07
Position 1813: 9.69779654897471e-08
Position 904: 3.671082993584605e-08
Position 603: 1.2288862459079042e-08
Position 673: 9.453707133534836e-09
Position 615: 2.973432221229774e-09
Position 618: 7.006726998414295e-11
Position 1655: 4.86406728094591e-11
Position 1001: 3.141639740155708e-11
Position 1159: 1.3740599961090492e-11
Position 1285: 1.2596983959239583e-11
Position 990: 9.511240128576293e-12
