Gene = mTTF
Position 1089: 2.4234740042061597e-06
Position 359: 1.950637434635005e-06
Position 94: 1.7941407590071143e-06
Position 1497: 1.60926878119072e-06
Position 245: 1.1374232907762944e-06
Position 773: 7.39552775474406e-07
Position 91: 7.341348060364202e-07
Position 223: 5.411082680305149e-07
Position 567: 3.5873567793693293e-07
Position 208: 3.1806634420698294e-07
Position 448: 2.7905547624159493e-07
Position 211: 2.7170461594955844e-07
Position 1365: 2.7034554051736074e-07
Position 374: 2.3325490115300138e-07
Position 435: 1.0819298867965896e-07
Position 1472: 8.998917784608735e-08
Position 202: 6.15761603687664e-08
Position 445: 4.819918184754086e-08
Position 284: 3.2373605230068785e-08
Position 1481: 2.514487231645754e-08
Position 493: 1.2977786746849292e-09
Position 681: 3.804700164776157e-10
Position 464: 1.9411044905827276e-10
Position 437: 4.2909798560288316e-11
Position 497: 1.042790568925135e-11
