Gene = Iyd
Position 1255: 0.0004827003486828346
Position 2833: 0.0004444293632899666
Position 1119: 0.00043365771242805036
Position 1006: 0.0004303513163166223
Position 774: 0.000402803227241482
Position 1057: 0.000392944907181361
Position 2485: 0.0003789167554383771
Position 1635: 0.000356801170675772
Position 553: 0.00033913307925833224
Position 602: 0.00031788326289481495
Position 2259: 0.0002651427795694029
Position 212: 0.00022808484742517689
Position 1800: 0.00021374972610421018
Position 419: 0.00018555737591495244
Position 1827: 0.00017743613581605602
Position 2488: 0.00015776421022991482
Position 1563: 0.0001561971186532376
Position 1850: 0.00014746990808567285
Position 1198: 0.00012323827534088544
Position 152: 9.53856660208033e-05
Position 1060: 6.811135676381414e-05
Position 284: 6.402128109670642e-05
Position 179: 6.374174708245602e-05
Position 250: 5.5614831922964226e-05
Position 788: 5.381861191980591e-05
Position 931: 4.47611296693756e-05
Position 2678: 4.4732665842239815e-05
Position 515: 4.4356525057021875e-05
Position 228: 4.0787803743165814e-05
Position 2280: 4.054194601901463e-05
Position 1545: 3.739525614257395e-05
Position 2636: 3.1132890183577675e-05
Position 1011: 2.9997234789847166e-05
Position 2750: 2.7909708593315656e-05
Position 2404: 2.2944738065024762e-05
Position 1401: 1.473162785079393e-05
Position 2845: 1.3738495060589746e-05
Position 2185: 1.0343882108680382e-05
Position 2336: 1.0229701247112278e-05
Position 2762: 5.882028747846088e-06
Position 2362: 5.205839566536531e-06
Position 185: 4.351676025448985e-06
Position 1122: 4.234217160409847e-06
Position 1430: 4.197912632757699e-06
Position 2500: 4.046883938482334e-06
Position 918: 4.004222865275331e-06
Position 2241: 3.021886532947536e-06
Position 337: 2.0986500532349774e-06
Position 2158: 1.8861899899382762e-06
Position 957: 1.8806169643080097e-06
Position 1048: 1.1271733700357585e-06
Position 2407: 1.0733434619796916e-06
Position 940: 9.940151632006951e-07
Position 844: 5.818974759328187e-07
Position 797: 5.461665410614954e-07
Position 375: 2.935057153661684e-07
Position 468: 1.7995103445746615e-07
Position 482: 1.671099686601713e-07
Position 1020: 1.0570539841208369e-07
Position 290: 1.0148976212711474e-07
Position 296: 4.616936749645428e-08
Position 686: 2.1240275638781157e-08
Position 994: 1.9072702972449763e-08
Position 366: 1.6064877072149816e-08
Position 861: 1.4156812978354542e-08
Position 242: 1.2100437937869683e-08
Position 954: 9.048722534702255e-09
Position 415: 7.040168021944631e-09
Position 69: 2.969973265581588e-09
Position 300: 2.6772958359479614e-09
Position 307: 2.3040210371437716e-09
Position 1033: 1.7634547326710633e-09
Position 486: 1.3185462963019313e-09
Position 58: 1.0246449249663123e-09
Position 435: 1.691762228884803e-10
Position 310: 1.3949074581349668e-10
Position 304: 9.506595655526054e-11
Position 318: 1.369372501685989e-11
Position 194: 9.867416447010411e-12
