Gene = NimA
Position 734: 1.524182475157462e-08
Position 4849: 1.3278693599226685e-08
Position 3749: 1.0754356614306445e-08
Position 4338: 2.72563988148191e-09
Position 4068: 1.2182671420425396e-09
Position 3492: 1.1025181332816356e-09
Position 4236: 9.316873289846675e-10
Position 1165: 7.914793600467373e-10
Position 3505: 3.7359337119019567e-10
Position 770: 6.190781319179313e-11
Position 3706: 1.3723261655336575e-11
Position 500: 9.163276385438524e-12
Position 753: 8.067819431938614e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3709: 0.9982988650827365
Position 3524: 0.9976093633947637
Position 3291: 0.975294778372854
Position 4580: 0.9472874839163095
Position 4269: 0.2815106765849577
Position 277: 0.14387583596610895
Position 5202: 0.10605111293282865
Position 454: 0.0857639329272781
Position 945: 0.060077526332426086
Position 106: 0.044489483885370565
Position 5157: 0.03276626002704548
Position 4003: 0.030561018440870072
Position 5441: 0.030000691411273567
Position 4035: 0.019286716191082694
Position 4936: 0.017168841345497614
Position 1444: 0.014044933401798415
Position 3980: 0.013161853617721934
Position 4561: 0.010586104779872443
Position 4097: 0.010471318652555123
Position 693: 0.010428327276550388
Position 3313: 0.009298853963225925
Position 5104: 0.008548119201148443
Position 3269: 0.0072686986356803535
Position 1107: 0.007172839253099803
Position 4650: 0.007000124031122249
Position 129: 0.006664368951594516
Position 3191: 0.0066216954906681644
Position 5274: 0.0047707565835384035
Position 841: 0.0041962122365347305
Position 5228: 0.0033901076583908504
Position 4918: 0.0033297596190629297
Position 4602: 0.0028855494872788317
Position 4589: 0.002526463314488431
Position 1029: 0.0020760016445675847
Position 1418: 0.0019755349859449925
Position 1051: 0.0018198688685225881
Position 1461: 0.001717991754771618
Position 5532: 0.0015770267616235117
Position 5478: 0.0015174288342971226
Position 5688: 0.001421012984393215
Position 377: 0.0013862792546879893
Position 5494: 0.001358328349772178
Position 3731: 0.0012199720260073566
Position 2887: 0.0012180372435226972
Position 416: 0.0011819574108078578
Position 4684: 0.001150801768995545
Position 3383: 0.0011193499175164924
Position 4058: 0.0009366776861089194
Position 5225: 0.0008923561645629739
Position 135: 0.0008463792097271512
Position 5028: 0.0007505533919846867
Position 4807: 0.000750135743463515
Position 5776: 0.000732526042490046
Position 3331: 0.0006606038496629067
Position 3247: 0.000651096834615817
Position 325: 0.0006318633883185141
Position 505: 0.0005912988820421271
Position 5310: 0.000585039541442685
Position 1517: 0.0005723687631525436
Position 5753: 0.0005458254850811485
Position 5460: 0.000540596865824077
Position 4476: 0.0005368594955870087
Position 318: 0.0005190613183815119
Position 4741: 0.0005185172356416632
Position 4998: 0.0005107107113908522
Position 4000: 0.00044592832079544213
Position 5410: 0.0004054095062365352
Position 5381: 0.00037507666543631256
Position 3952: 0.00033790285366479424
Position 4189: 0.000322907421569729
Position 4608: 0.00030299357749659166
Position 2031: 0.00028073923290846764
Position 1679: 0.0002804399805720667
Position 1054: 0.0002749787541466003
Position 425: 0.00023658948076047925
Position 5811: 0.00022756254875940722
Position 1035: 0.00022659911691167705
Position 2604: 0.00021484555157257087
Position 397: 0.0002036407189346818
Position 1080: 0.0002003783077990039
Position 195: 0.00019468728740803487
Position 1281: 0.00019010012387242026
Position 3926: 0.00017412689424651723
Position 481: 0.00016874911689236335
Position 5551: 0.000141075392626907
Position 1726: 0.0001312952447061882
Position 4500: 0.00013055109508071413
Position 4317: 0.00012807862660894103
Position 228: 0.00012348798488034487
Position 543: 0.00012027383930945864
Position 5207: 8.437406233082692e-05
Position 5705: 7.296323842513621e-05
Position 5483: 7.258010519350526e-05
Position 3428: 7.222132079912107e-05
Position 5165: 7.022250257876282e-05
Position 3155: 6.978016760905179e-05
Position 176: 6.0717040010031605e-05
Position 1431: 6.056946037321138e-05
Position 676: 6.01042234500898e-05
Position 2598: 6.006452490799407e-05
Position 4693: 5.926756936965644e-05
Position 1002: 5.857876891684318e-05
Position 1240: 5.7616816223151485e-05
Position 2175: 5.7613656933590594e-05
Position 290: 5.3224753420465424e-05
Position 2616: 5.093687663979987e-05
Position 3200: 4.603633191080409e-05
Position 387: 4.417963815436287e-05
Position 2914: 4.3718173231773216e-05
Position 3587: 3.0906963421005054e-05
Position 4332: 3.0459771790128203e-05
Position 4246: 2.9815824537297826e-05
Position 4849: 2.6246190312747738e-05
Position 168: 2.5916491443307673e-05
Position 1348: 2.4494298388026828e-05
Position 4142: 2.3235517421349666e-05
Position 3465: 2.11766382652825e-05
Position 320: 1.9816300580775098e-05
Position 5791: 1.9301230336001598e-05
Position 263: 1.8816530655956633e-05
Position 749: 1.710470407091153e-05
Position 287: 1.3911379978638277e-05
Position 3111: 1.2157592201886585e-05
Position 655: 1.0642830263647051e-05
Position 4955: 1.0549948873307657e-05
Position 583: 8.332827456169009e-06
Position 3716: 7.1263086987422845e-06
Position 4152: 6.403919729812984e-06
Position 514: 6.350314974295975e-06
Position 1010: 6.11540043017767e-06
Position 3559: 5.860254948951442e-06
Position 4163: 5.8390392339977504e-06
Position 2504: 5.663224561955314e-06
Position 4016: 5.440436638862701e-06
Position 4756: 5.432054811979031e-06
Position 3779: 4.972486862954188e-06
Position 4879: 4.705325018340685e-06
Position 3668: 4.305203969774549e-06
Position 3758: 4.256618674496575e-06
Position 4654: 4.149898312514909e-06
Position 4777: 4.130535241142802e-06
Position 3933: 3.963259450163944e-06
Position 2350: 2.355966091371077e-06
Position 2630: 2.151054480767243e-06
Position 3815: 1.5479657711693082e-06
Position 3584: 9.549579958640924e-07
Position 3812: 2.7188552955222304e-07
Position 845: 2.102668115144291e-07
Position 157: 2.0841069455427734e-07
Position 4138: 1.479364352276917e-07
Position 84: 1.3680217971329592e-07
Position 3941: 9.89546575602448e-08
Position 1354: 8.912425923899351e-08
Position 1190: 7.462449984385381e-08
Position 753: 7.189316046949172e-08
Position 78: 7.105620416488682e-08
Position 1087: 6.34867224311845e-08
Position 598: 5.259806178482857e-08
Position 1458: 1.938555454088393e-08
Position 520: 1.5957859066008614e-08
Position 255: 1.3794863573271639e-08
Position 1267: 1.0914403571241983e-08
Position 1257: 1.0123926038229393e-08
Position 3776: 7.56987364176461e-09
Position 567: 4.1200021337130814e-09
Position 53: 9.80061498063743e-10
Position 556: 7.664134389489686e-10
Position 3878: 7.3303051481681e-10
Position 512: 7.201340512174188e-10
Position 606: 5.063416321859872e-10
Position 89: 3.561090804333002e-10
Position 61: 7.82047409563039e-11
