Gene = Su(H)
Position 47: 2.3225474111237785e-06
Position 3480: 2.0042397364547342e-06
Position 2571: 1.9336951063133506e-06
Position 3742: 1.916504742919868e-06
Position 616: 1.654862382996753e-06
Position 2657: 1.622664144838821e-06
Position 78: 1.5302665549301934e-06
Position 613: 1.358272389981887e-06
Position 2461: 6.712310193643737e-07
Position 2654: 3.434088760975768e-07
Position 2340: 3.260896719224422e-07
Position 2819: 2.1087870126535964e-07
Position 2332: 2.010299731182744e-07
Position 2667: 1.7723696912134206e-07
Position 2623: 1.450236439324798e-07
Position 117: 3.038758954045202e-08
Position 729: 7.345575093363338e-09
Position 2823: 4.3148696275135276e-09
Position 1063: 3.928857162359625e-09
Position 3631: 2.4655774468625913e-09
Position 1054: 2.198847657978403e-09
Position 2776: 1.5202206092614511e-09
Position 3304: 9.836189985202161e-10
Position 3258: 4.732529884078478e-11
Position 2003: 1.780661461108705e-11
Position 1586: 1.519505024318293e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.997652687950505
Position 2545: 0.976698940049637
Position 2350: 0.6284919891000068
Position 1606: 0.2052508668579712
Position 3520: 0.14461268432382343
Position 1204: 0.0828732010116397
Position 1357: 0.03375947760314366
Position 3277: 0.028494892734020904
Position 1287: 0.02451922045534152
Position 2371: 0.021122875656352205
Position 2553: 0.020903519449712166
Position 3619: 0.02024478697647569
Position 1092: 0.013657811179419261
Position 3304: 0.012210158383394967
Position 2242: 0.011117535093261525
Position 1042: 0.009637947317993277
Position 553: 0.009581940389783843
Position 3178: 0.009571469376203103
Position 2032: 0.008542665731505262
Position 2246: 0.0078100917895937635
Position 1257: 0.006344537464697806
Position 2290: 0.005653135814465929
Position 1478: 0.005239058605310756
Position 556: 0.005170181163405071
Position 3474: 0.004738596487076526
Position 2317: 0.004634441886190457
Position 2186: 0.004431157516736166
Position 1223: 0.0034850701747613185
Position 3434: 0.0034319267992125074
Position 1988: 0.0032033336152979563
Position 3463: 0.00270217373347838
Position 956: 0.0025881954495755297
Position 3168: 0.0023851549162793168
Position 1319: 0.0019967114821504805
Position 2392: 0.0018668449147089268
Position 1131: 0.0018353255553002997
Position 2651: 0.0017283711279706467
Position 3190: 0.0017175668114130674
Position 332: 0.0016965757903136286
Position 1112: 0.0016806186070100287
Position 3324: 0.0014894946610504891
Position 1178: 0.0009878259607773669
Position 2365: 0.0009727979439252896
Position 3012: 0.0009493615259877887
Position 3818: 0.0009021979304515095
Position 284: 0.0008423795110446606
Position 3677: 0.0008399790840114445
Position 3197: 0.000803438810567396
Position 889: 0.0007507929854955708
Position 1930: 0.0006933292830997137
Position 377: 0.0006766935769170273
Position 422: 0.000676605552413191
Position 712: 0.0006182556750206659
Position 691: 0.0006040657667026656
Position 2991: 0.0005800629202696694
Position 3715: 0.000543765712027509
Position 2152: 0.000538612016594503
Position 3784: 0.0005245495792513105
Position 311: 0.00044988043220598573
Position 3366: 0.00042242619930057246
Position 1677: 0.0003879323932659296
Position 694: 0.00038426668924243046
Position 3204: 0.0003838802426506157
Position 1954: 0.0003774403700759075
Position 607: 0.0003617212236000531
Position 3578: 0.00034028578642879417
Position 308: 0.0003351053821983863
Position 1960: 0.00032670153046048445
Position 1714: 0.0003090938650119493
Position 1767: 0.0003047326556881726
Position 3310: 0.0002911302389885748
Position 1618: 0.0002889712920546257
Position 3839: 0.0002821924089888431
Position 1101: 0.000265965024042688
Position 2562: 0.00023964922270368295
Position 658: 0.00020966763383017354
Position 2389: 0.00020822896199523187
Position 559: 0.00020717652027210185
Position 2836: 0.00019573106583242183
Position 2353: 0.00017481991384525638
Position 2912: 0.00016044435759957927
Position 1807: 0.00012655416832404431
Position 661: 0.00012209859250229444
Position 281: 0.00011541477117232334
Position 2997: 0.00011165380234229208
Position 2697: 0.00010999817343849374
Position 454: 0.00010306999530364957
Position 1054: 0.0001005447233877974
Position 1636: 9.22195814938025e-05
Position 3585: 8.252160386539209e-05
Position 2449: 7.235658987205159e-05
Position 3061: 6.945118390891637e-05
Position 916: 6.435206201558666e-05
Position 433: 6.062989171515353e-05
Position 3456: 5.698498228687558e-05
Position 1942: 5.2977229457285364e-05
Position 2938: 5.154327013806355e-05
Position 897: 4.703415244458968e-05
Position 1876: 4.528886229485943e-05
Position 2965: 4.311526307581881e-05
Position 3035: 4.1688252253936175e-05
Position 2254: 4.006052043988504e-05
Position 2062: 3.953138879851983e-05
Position 2616: 3.482231664825987e-05
Position 3762: 3.107705649418427e-05
Position 3631: 3.0846322253458594e-05
Position 1374: 3.0779169578217704e-05
Position 395: 2.982178500000479e-05
Position 1969: 2.842058028351755e-05
Position 2006: 2.600101718044823e-05
Position 1491: 2.490317584117508e-05
Position 436: 2.413596674633947e-05
Position 2827: 2.2661928803386404e-05
Position 2143: 2.2478315404880948e-05
Position 625: 1.960744509844323e-05
Position 1711: 1.8485916837693185e-05
Position 3064: 1.8352859278159114e-05
Position 1992: 1.604258534910496e-05
Position 400: 1.601879037576314e-05
Position 1008: 1.2365984671185632e-05
Position 664: 1.1248372860605658e-05
Position 338: 1.0546102031593456e-05
Position 622: 9.0915982078845e-06
Position 297: 8.936750846298067e-06
Position 1786: 8.932337476791631e-06
Position 3582: 8.678510762124739e-06
Position 935: 8.195227737759318e-06
Position 760: 7.636696920843942e-06
Position 1016: 7.04260384662744e-06
Position 3771: 6.504506848335739e-06
Position 1804: 6.403468423416196e-06
Position 462: 6.033357941827911e-06
Position 1849: 5.598694584867091e-06
Position 568: 3.927883885202637e-06
Position 628: 3.7411858036930556e-06
Position 2672: 2.91586135071965e-06
Position 227: 2.7617516782766327e-06
Position 3790: 2.2638237579587396e-06
Position 667: 2.2472882727073215e-06
Position 3067: 2.235965301729097e-06
Position 175: 2.0428661060906533e-06
Position 857: 1.47243740134791e-06
Position 2521: 9.483240433708689e-07
Position 2623: 5.823644029992241e-07
Position 354: 4.5868069598185037e-07
Position 117: 4.418787830002043e-07
Position 97: 4.1423677767005086e-07
Position 211: 4.0832458491790107e-07
Position 757: 3.8910680615050937e-07
Position 84: 3.6935243920536426e-07
Position 751: 3.395778354822297e-07
Position 345: 1.8607160025001668e-07
Position 644: 1.6684831868576256e-07
Position 2739: 1.588601305943422e-07
Position 94: 1.5615846467225083e-07
Position 870: 1.417493511815189e-07
Position 162: 1.0595172278019487e-07
Position 3092: 4.381797980360962e-08
Position 3095: 3.0762478028351835e-08
Position 574: 2.936771489075979e-08
Position 179: 2.0294387327520956e-08
Position 832: 1.9377901279161027e-08
Position 670: 1.5696138945017713e-08
Position 2944: 1.3390398181115987e-08
Position 124: 4.451703096590812e-09
Position 233: 4.037763802950216e-09
Position 754: 3.519986917098721e-09
Position 191: 7.685276101302307e-10
Position 256: 6.760318418872642e-10
Position 78: 5.091145702673702e-10
Position 229: 4.5485223584435926e-10
Position 784: 9.677479291972895e-11
Position 781: 7.189707921235942e-11
Position 129: 8.842656118487836e-12
