Gene = Mcr
Position 994: 0.000512011687387448
Position 321: 0.0004951775552281784
Position 7493: 0.0004650030076113613
Position 8405: 0.00043586903925896985
Position 2515: 0.00043506140348617827
Position 4795: 0.0004146173975584888
Position 3985: 0.0003999052393386792
Position 7961: 0.0003912889733885494
Position 1369: 0.00038405401828899016
Position 1094: 0.00036408933878541254
Position 8642: 0.00034702651220539654
Position 1345: 0.0003406981269841623
Position 4075: 0.0003373428277010281
Position 1122: 0.0003321321813067633
Position 54: 0.0003208898278330355
Position 4078: 0.00031527921257505344
Position 678: 0.0002871816125213231
Position 3607: 0.00027926210644553816
Position 1612: 0.0002580835360735154
Position 3480: 0.00025718147116759755
Position 643: 0.00022455501509710914
Position 7345: 0.00020481529352076903
Position 4827: 0.00019471846944740646
Position 1328: 0.00017483324027330437
Position 7537: 0.00016927543883216148
Position 261: 0.00016458624512899546
Position 3718: 0.00016332789372921946
Position 2084: 0.00015728036345206517
Position 1550: 0.00015174130708988685
Position 52: 0.00015035002464690295
Position 691: 0.00014065594073212336
Position 598: 0.0001404983944223436
Position 7997: 0.00013956945350165597
Position 2405: 0.00013542348642059176
Position 3635: 0.00013539265309419146
Position 632: 0.00012922663130530236
Position 2097: 0.00010947713430688557
Position 8087: 0.00010361072114389028
Position 8625: 9.578043355878379e-05
Position 360: 9.318690605696365e-05
Position 5372: 9.123191453473205e-05
Position 230: 8.4752412127033e-05
Position 8479: 8.468584133770487e-05
Position 429: 8.28749620543443e-05
Position 8199: 7.929583334020826e-05
Position 7983: 7.769232939695179e-05
Position 4034: 7.689832640078901e-05
Position 7897: 6.85849370455753e-05
Position 7701: 6.447391742376829e-05
Position 354: 6.40840522059607e-05
Position 4141: 6.286853411165494e-05
Position 5427: 5.615229524010792e-05
Position 3768: 5.460046524789035e-05
Position 267: 5.1846942707148344e-05
Position 1806: 4.8050941682894764e-05
Position 8254: 4.586745048722647e-05
Position 5875: 4.485317044157679e-05
Position 238: 4.082520533556462e-05
Position 33: 3.8131519232560415e-05
Position 4471: 3.738881518939164e-05
Position 18: 3.622833783045347e-05
Position 4014: 3.607447341358792e-05
Position 7869: 3.582806145991772e-05
Position 7313: 3.264696225095575e-05
Position 7324: 3.248281001730296e-05
Position 7517: 3.2127345638456305e-05
Position 269: 3.1015284839772056e-05
Position 4495: 3.0364851591412018e-05
Position 4056: 2.9031651696978995e-05
Position 7480: 2.8263801477114572e-05
Position 259: 2.6622538291462972e-05
Position 5577: 2.4693563374601367e-05
Position 92: 2.3873411119063174e-05
Position 3430: 2.0414224723698944e-05
Position 284: 1.9353023815502795e-05
Position 484: 1.862764514567133e-05
Position 8139: 1.8005615938326104e-05
Position 8350: 1.778200920290673e-05
Position 80: 1.735358334516221e-05
Position 3867: 1.5799783092647936e-05
Position 4944: 1.5090330797412169e-05
Position 8242: 1.5022966384597909e-05
Position 388: 1.4695468257020705e-05
Position 281: 1.4232392250890228e-05
Position 8119: 1.40197607872078e-05
Position 176: 1.3863476709142847e-05
Position 57: 1.3426131788558471e-05
Position 8493: 1.3079736017003581e-05
Position 5613: 1.2901025327656096e-05
Position 474: 1.2685589662580053e-05
Position 1260: 1.2201828984999109e-05
Position 1299: 1.1676206074477964e-05
Position 8093: 1.12005980398993e-05
Position 5965: 1.086314421231996e-05
Position 278: 1.044076472721368e-05
Position 1075: 1.0327103583577824e-05
Position 3501: 9.870283583173832e-06
Position 8569: 9.705034108913005e-06
Position 7306: 9.695225927885791e-06
Position 8108: 9.233957695502432e-06
Position 5213: 8.80443102582554e-06
Position 5040: 8.41923738207086e-06
Position 8323: 7.907333394083226e-06
Position 557: 5.884744578667976e-06
Position 8529: 5.7479172912434625e-06
Position 8633: 5.610143810799117e-06
Position 164: 5.422709585539181e-06
Position 3466: 5.181330890015139e-06
Position 3419: 4.729779449148907e-06
Position 7290: 4.606761635906136e-06
Position 4403: 4.3590185449937454e-06
Position 7891: 3.6882385481190875e-06
Position 4959: 3.5382835038367598e-06
Position 4726: 3.517326242184969e-06
Position 5680: 3.448114478705558e-06
Position 124: 3.3992079206721756e-06
Position 301: 3.0716507292469377e-06
Position 3872: 2.9463587106955307e-06
Position 4146: 2.9010434164037406e-06
Position 630: 2.804970363662366e-06
Position 228: 2.791062921030834e-06
Position 8374: 2.784763212717763e-06
Position 1643: 2.713485094441182e-06
Position 545: 2.533123021396778e-06
Position 8337: 2.3797292805152546e-06
Position 4: 2.079437535856001e-06
Position 1021: 2.024096824712457e-06
Position 7221: 2.004052912183042e-06
Position 7356: 1.8154653401223885e-06
Position 109: 1.7240124204207472e-06
Position 8136: 1.6608403159742559e-06
Position 272: 1.5813028085010166e-06
Position 395: 1.4834595395733472e-06
Position 1221: 1.4113356096850246e-06
Position 287: 1.2995838228658377e-06
Position 1085: 7.993716986685102e-07
Position 1666: 7.88732038854474e-07
Position 1073: 6.984955984431044e-07
Position 1091: 6.609689659551987e-07
Position 7343: 6.543446525370008e-07
Position 2438: 5.851707644638497e-07
Position 112: 4.551454905910951e-07
Position 8364: 3.481151889934406e-07
Position 7200: 2.757962522563786e-07
Position 8267: 2.756846978738441e-07
Position 3345: 2.3982565320049466e-07
Position 8211: 2.1482449374954941e-07
Position 8187: 1.894692246797975e-07
Position 7876: 1.793930368111001e-07
Position 7195: 1.3288200362687518e-07
Position 7420: 8.084740201043448e-08
Position 7240: 5.495258302106193e-08
Position 8142: 3.1263667429678543e-08
Position 1566: 2.2762343273910843e-08
Position 945: 2.06081467470769e-08
Position 1601: 2.037453643342426e-08
Position 8150: 2.0291724290943726e-08
Position 1606: 1.9846061561388904e-08
Position 7942: 1.9025429951026856e-08
Position 8122: 1.3956652420922958e-08
Position 1354: 1.3874618784961813e-08
Position 7936: 1.1310080460183232e-08
Position 7608: 7.918638505120033e-09
Position 3329: 5.356822415233343e-09
Position 8129: 4.503957211392989e-09
Position 7667: 3.820498446072965e-09
Position 1215: 3.4187332380612315e-09
Position 7663: 3.0372353244823234e-09
Position 7398: 2.9488385628783835e-09
Position 7207: 2.038182299539104e-09
Position 440: 5.96491522358846e-10
Position 8110: 1.4790555568718842e-10
Position 921: 1.445085042071114e-10
Position 7644: 6.71139102419002e-11
Position 7685: 5.391151451794457e-11
Position 8221: 3.6006431303214674e-11
Position 7674: 2.711112470306029e-12
Position 4067: 1.1612728566248168e-12
Position 7598: 2.628854088695083e-13
Position 7642: 2.6049625554630675e-13
Position 7153: 5.740101034830158e-18
Position 4190: 1.0565449473074884e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 7814: 0.9985075193966622
Position 7622: 0.9957878814300666
Position 7379: 0.9870668228339232
Position 3314: 0.9833861286967847
Position 7125: 0.9777347442457403
Position 2369: 0.29560010172665707
Position 2258: 0.29150988980942255
Position 896: 0.2805383113564589
Position 5890: 0.13655287437477834
Position 2834: 0.09674206722047453
Position 2583: 0.0912037331117835
Position 2862: 0.07669853793980397
Position 2601: 0.058164071776663814
Position 2839: 0.0505442747213289
Position 5564: 0.04959566192414016
Position 3076: 0.03293505236631683
Position 4609: 0.03273461417843987
Position 2812: 0.030195438973651855
Position 8703: 0.029804505831448672
Position 5857: 0.022171855221158703
Position 6592: 0.02215272977796791
Position 7132: 0.020843257992749074
Position 4726: 0.017667978810422497
Position 6002: 0.01552056068895079
Position 3120: 0.013022571735477054
Position 2533: 0.011601861593797252
Position 854: 0.010939089476920693
Position 2117: 0.0106851149241832
Position 4853: 0.010354981827742823
Position 7404: 0.010057459622020233
Position 1858: 0.007728532829546819
Position 4383: 0.006972467379965187
Position 3696: 0.0069315533869731515
Position 6153: 0.00689706016919344
Position 399: 0.006765045526291543
Position 4572: 0.006362768843476999
Position 1142: 0.005946269606781741
Position 5758: 0.005883468592720742
Position 3101: 0.005748332653934379
Position 2754: 0.005063725216272571
Position 1208: 0.004423282476456332
Position 419: 0.004356878353382667
Position 2889: 0.004242817415519918
Position 5541: 0.004234095744036797
Position 1721: 0.0038187981329240953
Position 2306: 0.0035789365808693986
Position 8672: 0.003354894118506882
Position 521: 0.0032405122603353757
Position 4188: 0.0032277887780812788
Position 1816: 0.0030909259677864903
Position 4101: 0.0030831102468851118
Position 1893: 0.002972499782318075
Position 5785: 0.0027462545525912606
Position 8456: 0.002704333412617182
Position 7959: 0.0024793974398835583
Position 3773: 0.002337668880015888
Position 1724: 0.002027970706154866
Position 1122: 0.002013438050089292
Position 8122: 0.0018398360854916015
Position 2473: 0.0017354103395324802
Position 3052: 0.0016072736104368736
Position 8142: 0.0014160656619792763
Position 1699: 0.0013665563327307777
Position 2066: 0.0013378717168343664
Position 1643: 0.0012379570944465246
Position 7188: 0.001101526900597521
Position 2955: 0.0010936685229441998
Position 500: 0.000985508576533592
Position 1601: 0.0009735246694154277
Position 8329: 0.0008816196845456247
Position 164: 0.0008065943556656432
Position 5240: 0.0008004667423485494
Position 8264: 0.0007587111783025529
Position 8211: 0.0007558783191896109
Position 1211: 0.0007434294173152966
Position 835: 0.0006410667743689507
Position 1746: 0.0005087458781503989
Position 143: 0.00047532422806738806
Position 8326: 0.00044262634028741863
Position 8625: 0.000434095100927033
Position 873: 0.00039457469561419615
Position 5224: 0.00038064834748196977
Position 1482: 0.0003767890490884883
Position 2122: 0.0003355114355696157
Position 3192: 0.00032503001073706453
Position 7152: 0.00030312318374672886
Position 7411: 0.00030224673316791304
Position 2093: 0.00029562627649555633
Position 8717: 0.00029414427380231267
Position 2793: 0.0002921834428443842
Position 1655: 0.00022244702196631673
Position 2272: 0.00022220175885866096
Position 2515: 0.0002121720912663796
Position 8221: 0.00020117175796007292
Position 2639: 0.00019063839354803333
Position 908: 0.00019030145188851712
Position 8392: 0.00018955726447635217
Position 2408: 0.0001863528800419062
Position 384: 0.00018266925943378768
Position 1085: 0.0001820208712456996
Position 1846: 0.00018026708309699447
Position 8759: 0.00016327431188239842
Position 4972: 0.00015209944738691657
Position 1012: 0.00013243270557135317
Position 1553: 0.0001313630824464155
Position 8307: 0.00011664621634205261
Position 2182: 0.00011066963179914316
Position 7873: 0.00011047554027304393
Position 8463: 0.00011016673430810072
Position 4454: 0.00010704491122473922
Position 4368: 0.00010134217945778692
Position 1606: 0.00010001906001339251
Position 373: 9.5996487607203e-05
Position 699: 8.975947825710981e-05
Position 7884: 8.110691266448043e-05
Position 2084: 8.093845683542462e-05
Position 8026: 7.813485615501328e-05
Position 2290: 7.422212001069207e-05
Position 8267: 7.239740437590447e-05
Position 8493: 6.92273325793113e-05
Position 1271: 6.857800300267518e-05
Position 8569: 6.320422307486835e-05
Position 8340: 6.105877332704592e-05
Position 7458: 5.959641665557102e-05
Position 1434: 4.348739078522497e-05
Position 7461: 3.595512056059652e-05
Position 7559: 3.423528440287875e-05
Position 3397: 3.4170594420017304e-05
Position 4067: 3.401782841324942e-05
Position 8584: 3.210534199591253e-05
Position 7363: 2.8565661248935966e-05
Position 255: 2.4974946956657763e-05
Position 1091: 1.9412269728550692e-05
Position 7398: 1.9124290735127632e-05
Position 8857: 1.6333499494816383e-05
Position 92: 1.5085793985659453e-05
Position 1146: 1.4028673217775953e-05
Position 3536: 1.3936314843800077e-05
Position 7674: 1.3765028371627157e-05
Position 975: 1.2624374622532687e-05
Position 7200: 1.2148001869268384e-05
Position 8785: 9.949827184980183e-06
Position 8808: 9.927162153328135e-06
Position 8473: 9.473031811490786e-06
Position 3599: 8.535960163338217e-06
Position 259: 7.6146208038395664e-06
Position 8361: 4.327144488951455e-06
Position 945: 3.677364959898545e-06
Position 8136: 3.148361934977453e-06
Position 3759: 2.7488108410827306e-06
Position 3363: 2.52237820324521e-06
Position 3515: 2.301850415384703e-06
Position 8501: 2.1515171415307304e-06
Position 152: 1.7981734942730908e-06
Position 3833: 1.791234640045406e-06
Position 7634: 1.6820279594881314e-06
Position 388: 1.2997355349202303e-06
Position 7487: 7.481161367806304e-07
Position 7283: 7.341787056570809e-07
Position 321: 6.631081460957848e-07
Position 80: 5.41349795528531e-07
Position 977: 4.453367903367039e-07
Position 429: 3.438018599392726e-07
Position 179: 2.3019124196875727e-07
Position 3738: 1.8908779438776824e-07
Position 147: 1.6052347075525023e-07
Position 1019: 1.4195006985685414e-07
Position 3447: 1.0169295521481329e-07
Position 7349: 9.268752613987314e-08
Position 970: 9.249233597991188e-08
Position 318: 6.67042258943612e-08
Position 989: 4.059478994185551e-08
Position 88: 2.130662662929603e-08
Position 140: 1.4936818480831416e-08
Position 195: 1.1321054573892201e-08
Position 7661: 1.1065635644570918e-08
Position 734: 5.711270219618275e-09
Position 7983: 5.242909148952643e-09
Position 7525: 3.0764624578513133e-09
Position 7511: 1.7020292484949866e-09
Position 7891: 1.6776564530166872e-09
Position 8053: 7.600789428777221e-10
Position 3345: 5.73539477339555e-10
Position 171: 1.6311923722835602e-10
Position 7765: 5.5280210166710466e-11
Position 7760: 1.4668508042264607e-11
Position 176: 2.6043751805538517e-12
Position 433: 1.5119297084101445e-13
