Gene = CycY
Position 1118: 2.923590600963809e-05
Position 2798: 2.199718282978987e-05
Position 1429: 2.0481336869408998e-05
Position 590: 1.5043575983375581e-05
Position 549: 1.1727912960600944e-05
Position 704: 9.058743916227963e-06
Position 155: 7.024206924736454e-06
Position 859: 6.160512232139172e-06
Position 316: 4.982298109875998e-06
Position 231: 4.730967783617282e-06
Position 617: 3.976067285514772e-06
Position 646: 3.170722995867194e-06
Position 637: 3.0782479947065918e-06
Position 463: 1.6089238794049295e-06
Position 1041: 1.9547346863956527e-07
Position 234: 1.6933599989120587e-07
Position 151: 6.998284837898547e-08
Position 521: 4.9389895567239565e-08
Position 466: 4.774842237777558e-08
Position 337: 4.7387093614089774e-08
Position 526: 4.266125550771239e-08
Position 345: 3.801640981651086e-08
Position 334: 3.24316742964278e-08
Position 424: 3.107944179489294e-08
Position 1183: 1.8311174224284438e-08
Position 460: 1.7535368395121785e-08
Position 252: 6.969336537687142e-09
Position 225: 6.8894454614049175e-09
Position 469: 4.770450032065582e-09
Position 325: 1.7041246015524697e-09
Position 472: 1.0929188818739665e-09
Position 503: 1.0634552651006913e-09
Position 330: 1.4471093708998663e-10
Position 261: 6.75450856757795e-12
