Gene = PHGPx
Position 328: 6.377507358862779e-05
Position 681: 5.474680867025998e-05
Position 1907: 5.428428657302679e-05
Position 1448: 5.3354103827270835e-05
Position 543: 5.223654546740068e-05
Position 1309: 4.6791777298067206e-05
Position 979: 4.50214051522523e-05
Position 2084: 4.454947732310675e-05
Position 1368: 4.2547992799613805e-05
Position 1712: 4.248453238845579e-05
Position 32: 4.067510266987336e-05
Position 1132: 3.757872433443666e-05
Position 1472: 3.588449748359195e-05
Position 82: 2.8690571495640082e-05
Position 796: 2.5028850023333864e-05
Position 962: 2.48104914594731e-05
Position 2069: 2.361994258013246e-05
Position 1868: 2.002181640866817e-05
Position 1296: 1.8544138834254213e-05
Position 25: 1.569353177549152e-05
Position 2106: 1.4933993805624892e-05
Position 385: 1.2429001100513358e-05
Position 1230: 1.0098530758297203e-05
Position 928: 9.532503635330073e-06
Position 515: 8.943472246451422e-06
Position 1554: 4.577160077584192e-06
Position 1341: 3.965216223981285e-06
Position 1909: 2.307842538537412e-06
Position 1802: 2.094011889711627e-06
Position 73: 1.6610151224744973e-06
Position 1176: 1.4841673330472398e-06
Position 38: 1.3639910511857971e-06
Position 1192: 1.2104217828679357e-06
Position 1992: 6.601381261644885e-07
Position 2018: 3.682483734167838e-07
Position 129: 2.898715023259501e-07
Position 1834: 1.659996923087147e-07
Position 2211: 1.0285983856168945e-07
Position 1828: 7.780101637743982e-08
Position 406: 2.0578190619693065e-08
Position 1652: 5.205307035914631e-10
Position 1706: 2.432562919566023e-10
Position 1950: 2.3891494158617134e-10
Position 1986: 1.4453564181150852e-10
Position 1870: 3.6341477239114334e-11
Position 486: 2.7286044963557443e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1985: 0.9959266687926576
Position 1594: 0.9939152846172957
Position 1077: 0.7366524301028876
Position 167: 0.1409857738303174
Position 648: 0.09420325850042219
Position 1123: 0.052138584122441205
Position 257: 0.029237901053154883
Position 524: 0.017078805423698214
Position 2251: 0.01300888454479514
Position 1131: 0.010676365560396696
Position 745: 0.004418714309120399
Position 1108: 0.004029151697683836
Position 1086: 0.003701560272770401
Position 923: 0.0034506189861495677
Position 1341: 0.002807530574438308
Position 1102: 0.002695981738487583
Position 348: 0.0026858661310769616
Position 359: 0.002365421509035875
Position 1840: 0.0023232690557452064
Position 126: 0.002302172525279111
Position 1098: 0.002114373491474033
Position 1828: 0.0019860937970570466
Position 679: 0.0019229778014496375
Position 199: 0.0018564200624462401
Position 1035: 0.0016210586551823774
Position 920: 0.0015730294561358434
Position 270: 0.0015000688452712666
Position 1374: 0.0013842036978279342
Position 321: 0.001307495398909725
Position 324: 0.0012573941075686337
Position 851: 0.0012417982760800233
Position 2033: 0.0010451622029349255
Position 1547: 0.0008240981382930732
Position 154: 0.0005769630775317488
Position 2224: 0.0005088421941972408
Position 1014: 0.000471121805115679
Position 2230: 0.00046307248280499913
Position 617: 0.00018516961056411408
Position 1762: 0.0001743607833604543
Position 1463: 0.00012416896727312953
Position 204: 0.00010208297550873109
Position 2042: 0.0001006793202556064
Position 1657: 9.259153809337617e-05
Position 697: 8.9555006811474e-05
Position 1690: 8.535280350035197e-05
Position 1491: 7.708886029940212e-05
Position 601: 7.278807912760362e-05
Position 1747: 6.319702566390771e-05
Position 364: 5.617206664614089e-05
Position 213: 4.479206321426034e-05
Position 2039: 4.004759888574289e-05
Position 1538: 3.429569952562312e-05
Position 1783: 3.405950513685512e-05
Position 2255: 3.2803555313227995e-05
Position 103: 3.27410389299696e-05
Position 1624: 3.252255556273038e-05
Position 855: 3.192562667357437e-05
Position 1777: 2.8334964644913082e-05
Position 594: 2.51548615123611e-05
Position 580: 2.446084881945798e-05
Position 448: 2.3971901920748706e-05
Position 1442: 2.1085777053184014e-05
Position 2084: 1.9146214521319537e-05
Position 1696: 1.860607182909584e-05
Position 1262: 1.5735356072238793e-05
Position 2059: 1.3808610017682698e-05
Position 1732: 1.269525719993542e-05
Position 573: 1.2228428401366443e-05
Position 107: 9.388583256670587e-06
Position 2099: 9.129428676999681e-06
Position 1554: 8.072665932672035e-06
Position 541: 7.478647669808117e-06
Position 2001: 5.998010195594707e-06
Position 145: 4.7263485397478665e-06
Position 1702: 4.475741717363769e-06
Position 705: 4.232993882644156e-06
Position 140: 4.230357830313787e-06
Position 1496: 3.141296635295289e-06
Position 1470: 3.130327744367886e-06
Position 82: 2.3150330864762576e-06
Position 2177: 1.4746026654223034e-06
Position 1645: 1.3259944594527391e-06
Position 2156: 1.1654110186901921e-06
Position 2188: 1.1502047223952419e-06
Position 2102: 8.415568729872157e-07
Position 537: 3.160489450156606e-07
Position 2069: 2.6897598875465487e-07
Position 2168: 2.0366441206193283e-07
Position 134: 6.319014049710956e-08
Position 184: 3.9982049865894405e-08
Position 58: 3.02074048133552e-08
Position 2195: 3.004684677101292e-08
Position 201: 1.653248038590907e-08
Position 694: 7.627983698695965e-09
Position 62: 6.354738273668093e-10
Position 73: 5.91589461677669e-10
Position 176: 3.2871975596510504e-10
Position 66: 1.695408284111344e-10
Position 263: 2.2571346391547166e-12
