Gene = DNApol-alpha50
Position 2901: 1.5486867511216092e-05
Position 263: 1.4919987664235169e-05
Position 562: 1.113190277732384e-05
Position 109: 1.0776971699990626e-05
Position 728: 1.0261834742615572e-05
Position 4027: 9.041924898262487e-06
Position 778: 8.688579976952634e-06
Position 596: 7.268837740936844e-06
Position 10: 6.253717425500152e-06
Position 502: 3.0121435160914565e-06
Position 190: 2.8438084143294632e-06
Position 49: 2.6867268948411566e-06
Position 496: 1.4306989169699391e-06
Position 40: 9.393098570704791e-07
Position 7: 7.719633004402367e-07
Position 388: 6.055811589689105e-07
Position 1342: 4.645065375611068e-07
Position 857: 4.501970605190217e-07
Position 998: 3.475839572780699e-07
Position 1333: 2.95318727130011e-07
Position 446: 2.3087441549688377e-07
Position 410: 1.0006407117495712e-07
Position 3309: 8.774915920464502e-08
Position 3648: 4.77241722475749e-08
Position 1331: 2.75891279002758e-08
Position 1304: 1.736971384829601e-08
Position 245: 1.6436646737723157e-08
Position 937: 7.453354527559479e-09
Position 2760: 6.129364417735749e-09
Position 3074: 4.219818775708707e-09
Position 896: 1.2719353605659446e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2876: 0.8820511329689575
Position 2651: 0.8785042027519999
Position 832: 0.554199252562669
Position 3251: 0.10749370238165243
Position 2923: 0.0788048763455414
Position 2673: 0.07296565617623237
Position 3101: 0.028450825752553213
Position 431: 0.019465133590651152
Position 3839: 0.018916661804851503
Position 769: 0.018084902582181945
Position 3776: 0.015804187339607582
Position 2484: 0.015306897265177111
Position 261: 0.009945329667341858
Position 2679: 0.008162351570151495
Position 3804: 0.007093062717803436
Position 3357: 0.006756781949310846
Position 519: 0.006755342999156643
Position 3255: 0.0051542603526031116
Position 2770: 0.004799156910249081
Position 1024: 0.004444025951125262
Position 624: 0.004225907219649439
Position 242: 0.0036003613023991
Position 813: 0.003322241171580584
Position 2325: 0.0029617617701060534
Position 2319: 0.00271159838995143
Position 919: 0.0020768375010417534
Position 2963: 0.0019704767468798306
Position 2632: 0.0019237697945679267
Position 396: 0.001816266921070777
Position 341: 0.001713975628404103
Position 3565: 0.0015800410287944804
Position 548: 0.001374423274558409
Position 3189: 0.0012213838535283844
Position 1414: 0.0010941962201520678
Position 3856: 0.0010765022001179968
Position 4085: 0.0010457505972279357
Position 3889: 0.0009486841704710702
Position 671: 0.0009064853736166957
Position 792: 0.0007373526669679095
Position 3754: 0.0007025358264489949
Position 1056: 0.0005840425470608833
Position 334: 0.0004440151598226911
Position 3648: 0.00043549023690113084
Position 845: 0.00037362711094199086
Position 634: 0.00035869905083846736
Position 2747: 0.00034909320551329646
Position 2522: 0.0003436581349547105
Position 2339: 0.0003166145363341184
Position 2094: 0.0003105462876835525
Position 2693: 0.00030694789871046186
Position 2493: 0.00024209072470188195
Position 2739: 0.00023730929125476342
Position 346: 0.0002320635280703731
Position 3381: 0.00020386437700973625
Position 1822: 0.00018594518155059085
Position 596: 0.00014673471250536095
Position 3823: 0.0001373944188318302
Position 1263: 0.00012860942679614743
Position 1355: 0.00011082351263130137
Position 1810: 0.00011052187974190127
Position 2568: 0.00010060830546604146
Position 289: 9.993278210756753e-05
Position 3604: 9.739714942479684e-05
Position 2372: 8.768254257770047e-05
Position 3004: 8.571221913816375e-05
Position 2600: 8.387815595579267e-05
Position 3146: 8.244192625220713e-05
Position 3493: 7.530644445427986e-05
Position 3633: 7.246880664992124e-05
Position 2554: 6.953271546315692e-05
Position 317: 6.566917223197514e-05
Position 2705: 6.521333058677876e-05
Position 144: 5.793599165900654e-05
Position 3014: 5.23312521789771e-05
Position 1926: 4.999623176364652e-05
Position 172: 4.9418632288046926e-05
Position 221: 4.215273749699705e-05
Position 114: 4.1727606563449244e-05
Position 3411: 4.0326527162003076e-05
Position 164: 3.7017667104698706e-05
Position 3169: 3.4272990799303536e-05
Position 1732: 3.34690314266792e-05
Position 1138: 3.238262004292269e-05
Position 3616: 3.1981622789682656e-05
Position 1205: 3.1553348848663966e-05
Position 2298: 3.0467447279450184e-05
Position 3691: 3.0254157565608312e-05
Position 2147: 2.7492587299379485e-05
Position 1609: 2.5139807228862927e-05
Position 675: 2.265655691101999e-05
Position 2344: 2.1060725799328263e-05
Position 562: 2.00622068199455e-05
Position 3430: 1.9069581589593677e-05
Position 2052: 1.5066454034082005e-05
Position 1499: 1.497659484825045e-05
Position 3290: 1.4244280367297224e-05
Position 2977: 1.3954307981891802e-05
Position 2288: 1.3659588873789213e-05
Position 1359: 1.349024513796838e-05
Position 1943: 1.3411198646146669e-05
Position 774: 1.2375092287774512e-05
Position 75: 1.2313387595615265e-05
Position 1339: 1.1796823531013249e-05
Position 4068: 1.1134347996903341e-05
Position 1465: 1.0991308311591721e-05
Position 644: 9.434823380027752e-06
Position 943: 8.335511794989488e-06
Position 350: 7.755400533071986e-06
Position 2098: 7.5956254450142535e-06
Position 853: 6.941906734618968e-06
Position 2853: 6.932593126771567e-06
Position 1923: 6.8137663398539785e-06
Position 354: 5.6517531934912865e-06
Position 314: 4.7001672737005925e-06
Position 937: 4.3680943469281586e-06
Position 1060: 3.914916422701057e-06
Position 559: 3.7252892841193916e-06
Position 360: 1.8321110880442742e-06
Position 100: 1.7147646779420766e-06
Position 177: 9.946052199963925e-07
Position 2980: 7.534282182235281e-07
Position 2881: 5.682274822342489e-07
Position 121: 2.0106292313662987e-07
Position 190: 1.6033919461357154e-07
Position 186: 1.1248956741837052e-07
Position 46: 9.479593337063386e-09
Position 128: 7.155702866105824e-09
Position 865: 7.1007326184749005e-09
Position 49: 4.962785367104151e-09
Position 778: 3.228151560406072e-09
Position 967: 5.650609121334242e-11
