Gene = Ir31a
Position 1232: 0.00020256834775272053
Position 2090: 0.0001837735399857421
Position 697: 0.00017592088123617204
Position 1072: 0.00016970591005931453
Position 265: 0.00014752052799670947
Position 1715: 0.00014675462507257296
Position 2386: 0.0001255543454769764
Position 651: 0.00011975675487491084
Position 1424: 9.534266584655889e-05
Position 704: 9.403240811009616e-05
Position 868: 9.31283934795942e-05
Position 2062: 8.965991770464428e-05
Position 2006: 8.40000033268836e-05
Position 1594: 7.213566656867305e-05
Position 529: 6.992463820218629e-05
Position 313: 6.824152054299087e-05
Position 1803: 6.597899515965615e-05
Position 1375: 6.351590930803661e-05
Position 606: 5.925738269575474e-05
Position 1409: 5.6469270764414244e-05
Position 280: 5.544041109948446e-05
Position 1599: 5.5322818738556434e-05
Position 2369: 4.856772711604105e-05
Position 1212: 4.7724494077803416e-05
Position 344: 3.257452543153218e-05
Position 2169: 2.9942446496048304e-05
Position 457: 2.9148333097583664e-05
Position 438: 2.782814520129299e-05
Position 1762: 2.7081015995824565e-05
Position 507: 2.6720485147339618e-05
Position 321: 2.156793822543523e-05
Position 2001: 2.0313157064185517e-05
Position 678: 1.8328034412838056e-05
Position 888: 1.5606136813717615e-05
Position 1992: 1.3739864672256252e-05
Position 2109: 1.0401949404394258e-05
Position 351: 7.65794717766322e-06
Position 1006: 6.982239599652706e-06
Position 323: 6.688619664071282e-06
Position 2153: 6.072399381408905e-06
Position 1543: 6.044768642229537e-06
Position 1746: 4.138762122600898e-06
Position 315: 2.7374386414648438e-06
Position 2097: 2.7044214497833726e-06
Position 1940: 2.1496131707247437e-06
Position 1555: 1.4257347438376242e-06
Position 2242: 1.297400354166713e-06
Position 121: 1.2796137186838952e-06
Position 2125: 1.222701606006713e-06
Position 1943: 1.0438699806817247e-06
Position 207: 9.261302282963701e-07
Position 2304: 8.669457112985854e-07
Position 2352: 8.653092155470417e-07
Position 1849: 8.345300229167447e-07
Position 2253: 3.6492121679736016e-07
Position 441: 2.3481644582227827e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2280: 0.9860930784934012
Position 1798: 0.8710134827510126
Position 933: 0.801789183932386
Position 2480: 0.7533367875657773
Position 387: 0.2613542061499704
Position 1364: 0.23778819136748158
Position 693: 0.18975042037107873
Position 441: 0.10332187673926567
Position 1500: 0.08550206672245993
Position 457: 0.0851572042174844
Position 1881: 0.08424104090576781
Position 668: 0.053466771549355294
Position 1967: 0.036585212545593083
Position 1091: 0.030886465397378847
Position 1546: 0.026640570568468577
Position 555: 0.025182814537692902
Position 396: 0.023564162785664488
Position 2446: 0.02307552584440473
Position 568: 0.018645932733865687
Position 1648: 0.017860168885543044
Position 2148: 0.01647514966472449
Position 904: 0.012654034942502173
Position 590: 0.011047247961829475
Position 726: 0.010717899821143611
Position 2084: 0.00938122736116935
Position 103: 0.0048564787717028015
Position 1640: 0.004462153087866074
Position 2296: 0.0039574117998558925
Position 765: 0.0038745603754865112
Position 911: 0.003615615389495505
Position 820: 0.003408679388768443
Position 1824: 0.003188264278431575
Position 795: 0.003087164941043249
Position 287: 0.002947073762415899
Position 1473: 0.0026081934816406882
Position 334: 0.00246226153569103
Position 523: 0.0023398704837193666
Position 1319: 0.002023481507485831
Position 1424: 0.0019610347671828354
Position 996: 0.0018796610947963935
Position 617: 0.0016798622625404372
Position 223: 0.0014461319706033397
Position 2185: 0.0013224859437333343
Position 1401: 0.001182983312009416
Position 529: 0.001164678677580007
Position 133: 0.0010580857861672865
Position 2242: 0.0009384203887945292
Position 1666: 0.0008173891886725526
Position 1832: 0.000817208454910644
Position 1232: 0.0007248950576912719
Position 2312: 0.0006412206954993523
Position 945: 0.0005811079929201974
Position 1940: 0.0004687816402763536
Position 1249: 0.000394524297565899
Position 1555: 0.00038617337677196255
Position 1913: 0.00038174149091195177
Position 1449: 0.00037481456223441333
Position 203: 0.00032888562676031217
Position 1854: 0.00025540739576192386
Position 170: 0.00024964823679917455
Position 2006: 0.00022766624652234544
Position 292: 0.00021521546226873159
Position 229: 0.00020744887425898888
Position 1801: 0.0001689939639481746
Position 167: 0.00014436658033307353
Position 1454: 0.00014018793044232521
Position 859: 0.0001188702070624655
Position 136: 0.00011115848254573732
Position 1147: 0.00010604834390604195
Position 2303: 6.349005198735672e-05
Position 2425: 5.174503965582612e-05
Position 1093: 4.520054783966329e-05
Position 1857: 3.58909101850069e-05
Position 942: 3.301279372105823e-05
Position 259: 3.0547240857110715e-05
Position 740: 2.5546850537458757e-05
Position 362: 2.365488932364784e-05
Position 2058: 1.8182565548815817e-05
Position 2427: 1.7150499336670882e-05
Position 1708: 1.4382765450989489e-05
Position 303: 9.886318601461816e-06
Position 1023: 9.3355838941979e-06
Position 339: 8.22865079111584e-06
Position 2522: 7.513997446567736e-06
Position 2216: 6.862950959649001e-06
Position 861: 3.897783085298079e-06
Position 1840: 2.0673311146002182e-06
Position 182: 1.3749225162756771e-06
Position 1834: 9.309642104772382e-07
Position 307: 8.489685790079656e-07
Position 2382: 3.427158258206208e-07
Position 251: 3.2767762521957846e-07
Position 313: 1.4204213777046388e-07
Position 234: 6.457780255425816e-08
Position 351: 5.659682913908404e-08
Position 436: 4.053913412411152e-09
