Gene = RapGAP1
Position 10058: 2.5823134400637308e-28
Position 402: 2.324791342044071e-28
Position 13575: 2.1520126896263134e-28
Position 13114: 1.8907376695980308e-28
Position 13345: 1.667894461679323e-28
Position 12931: 1.6608250340513678e-28
Position 23941: 1.5965575668213262e-28
Position 10142: 1.1293647058828827e-28
Position 14011: 1.125872240732677e-28
Position 9060: 1.1188220485445922e-28
Position 17619: 1.0820623018124644e-28
Position 368: 1.0323839585803183e-28
Position 17707: 8.469103770622511e-29
Position 12911: 8.433093446513105e-29
Position 411: 6.975393547974285e-29
Position 847: 5.990882524307853e-29
Position 10188: 5.346018753835451e-29
Position 13687: 4.3694266747214863e-29
Position 13977: 3.6297588139570145e-29
Position 13174: 3.3313343136873487e-29
Position 12216: 3.2910482267791875e-29
Position 9160: 3.2906050098724157e-29
Position 8572: 2.9548776395207974e-29
Position 12113: 2.7236313694054545e-29
Position 344: 2.4730045411351677e-29
Position 9038: 2.2820404073274137e-29
Position 23884: 1.9922696758633348e-29
Position 23691: 1.9566555373811618e-29
Position 1192: 1.5508760905536515e-29
Position 382: 1.4363661231356876e-29
Position 11578: 1.3582717574606025e-29
Position 1049: 1.261805197684269e-29
Position 5153: 1.2573798405204819e-29
Position 214: 1.1246938035005626e-29
Position 4368: 1.112261577448623e-29
Position 11452: 1.0901504012807444e-29
Position 4648: 1.0875743703277374e-29
Position 13878: 1.017602543631576e-29
Position 4154: 7.575179055332224e-30
Position 1167: 7.249073334266004e-30
Position 3860: 7.189486594437194e-30
Position 1522: 7.035773740157975e-30
Position 4286: 6.961398869561693e-30
Position 816: 5.756794024342333e-30
Position 8938: 5.492362385044527e-30
Position 476: 5.4855864811006764e-30
Position 9201: 4.6611852868895956e-30
Position 9099: 4.613119345433284e-30
Position 9467: 4.3663495090347565e-30
Position 384: 4.030114460797049e-30
Position 12353: 3.859666788757815e-30
Position 12378: 3.840218685785741e-30
Position 3630: 3.677005022872617e-30
Position 5146: 3.637759085322977e-30
Position 5106: 3.472007050172677e-30
Position 4563: 3.399630477485665e-30
Position 5039: 2.4807669177840945e-30
Position 554: 2.1701581707967694e-30
Position 4390: 2.170060336751861e-30
Position 4636: 2.0770134041883105e-30
Position 4957: 2.072110671568749e-30
Position 4545: 1.9123821689957824e-30
Position 8367: 1.7888271487527883e-30
Position 4724: 1.7753315534932767e-30
Position 7055: 1.695227963525247e-30
Position 346: 1.6212947016690446e-30
Position 1617: 1.5519594487069618e-30
Position 646: 1.2838802383581464e-30
Position 7980: 1.213103630664926e-30
Position 173: 1.1850749442132968e-30
Position 1389: 9.705279151935889e-31
Position 505: 8.813328780879998e-31
Position 22106: 8.085903596110043e-31
Position 2577: 7.98408332428938e-31
Position 584: 7.711652657313471e-31
Position 588: 6.464686314628141e-31
Position 1206: 6.285363896457307e-31
Position 8146: 5.891887466677197e-31
Position 853: 5.306219370898232e-31
Position 2226: 5.29814645022207e-31
Position 991: 5.293103470889395e-31
Position 7781: 4.584881898828262e-31
Position 19722: 4.042032815098852e-31
Position 8626: 3.1849832095871737e-31
Position 2255: 2.8556446776829295e-31
Position 5122: 2.16499516758638e-31
Position 8977: 1.673618327292645e-31
Position 9352: 1.3404111691758358e-31
Position 4462: 1.1286714086314142e-31
Position 4209: 1.1260321681835915e-31
Position 4693: 1.1027909291300113e-31
Position 18592: 1.094986130351854e-31
Position 18244: 9.658581661671631e-32
Position 14231: 8.15363483837796e-32
Position 1127: 6.119970410849496e-32
Position 2377: 5.975001653947035e-32
Position 2598: 5.760396458880622e-32
Position 4645: 5.690525506532773e-32
Position 3775: 5.437694018276109e-32
Position 2276: 5.417453526639431e-32
Position 3795: 4.8448405510310873e-32
Position 823: 4.8199784344321173e-32
Position 894: 3.7920827936130455e-32
Position 179: 2.5439796492665036e-32
Position 2176: 2.512094276434163e-32
Position 19517: 2.47548232923178e-32
Position 509: 2.3324274085101397e-32
Position 19059: 2.029207578604702e-32
Position 18911: 1.5415639010254468e-32
Position 1944: 1.517004292732104e-32
Position 1229: 9.801629345766342e-33
Position 353: 8.331161956339738e-33
Position 15985: 7.640891484886382e-33
Position 14732: 7.204844554295828e-33
Position 17842: 6.0460928069133324e-33
Position 14773: 3.199783553514138e-33
Position 14475: 2.6898391914001807e-33
Position 17494: 2.6402343184809243e-33
Position 17267: 2.224061227817864e-33
Position 15087: 1.6780149784469317e-33
Position 16021: 1.2898482822026262e-33
Position 14760: 7.725061815009852e-34
Position 16084: 3.2831200641413593e-34
Position 15768: 2.3984629567681805e-34
Position 14690: 1.4988313331444334e-34
Position 14316: 1.410167897072461e-34
Position 15151: 9.129778066389462e-35
Position 14207: 8.706090206185255e-35
Position 13198: 4.1287621454550954e-35
Position 14262: 3.4799845609479574e-35
Position 13120: 2.3320930489166119e-35
Position 13138: 1.087677506414016e-35
Position 13217: 8.610486594100334e-36
Position 10595: 6.87507377756331e-36
Position 10623: 6.149978343601816e-36
Position 11111: 5.047410932319786e-36
Position 10720: 3.5191055969380274e-37
Position 6229: 1.50739592013201e-37
Position 7105: 1.360760037838165e-37
Position 7647: 1.0419096767576958e-37
Position 7246: 9.416614538677727e-38
Position 6879: 7.159721320852961e-38
Position 8873: 6.965892311458118e-38
Position 5556: 6.794782438660126e-38
Position 8024: 5.227639285671489e-38
Position 5770: 4.904212525481196e-38
Position 7207: 4.6174036549682357e-38
Position 8836: 4.4429114908609796e-38
Position 6527: 4.283834756075184e-38
Position 8262: 3.943416230341037e-38
Position 8185: 3.115575839892222e-38
Position 5839: 2.359510962897011e-38
Position 6573: 1.9767628384428138e-38
Position 5761: 1.7555997218331868e-38
Position 5587: 1.752936510589248e-38
Position 7032: 1.7512452159119844e-38
Position 7674: 1.607175149903269e-38
Position 6533: 1.5993015443377172e-38
Position 7721: 1.4849831443207322e-38
Position 8053: 1.3442261001830893e-38
Position 7785: 1.086580982934915e-38
Position 9402: 9.778907819880301e-39
Position 6414: 8.786266461164259e-39
Position 7005: 6.931244597515086e-39
Position 6550: 5.707218121993751e-39
Position 6850: 5.2687779870634004e-39
Position 6970: 5.115484326605912e-39
Position 6714: 5.0495001852191296e-39
Position 6204: 4.064024805700196e-39
Position 6817: 3.971322704379127e-39
Position 6186: 2.932234270816434e-39
Position 5690: 2.0326673466642252e-39
Position 6455: 1.8511845205763515e-39
Position 5713: 1.7962365693807192e-39
Position 5592: 1.611777065052308e-39
Position 6181: 1.3850239543914508e-39
Position 3725: 7.417592219260316e-40
Position 5735: 6.707318757799053e-40
Position 2778: 5.6527683653107016e-40
Position 3297: 1.845662335979336e-40
Position 2815: 1.4714336086150383e-40
Position 3569: 8.688616519121369e-41
Position 3326: 7.56803219571693e-41
Position 4712: 5.859974260105508e-41
Position 4679: 5.812966138984055e-41
Position 5488: 5.800639923213011e-41
Position 3331: 5.337196139445805e-41
Position 1364: 5.330956555480903e-41
Position 4374: 4.394454055700143e-41
Position 2906: 4.1255578520478616e-41
Position 1064: 3.9698991179013026e-41
Position 3118: 3.5333370989392e-41
Position 2553: 3.325779748293418e-41
Position 3199: 3.321691287442925e-41
Position 2839: 1.9992093567276086e-41
Position 1957: 1.76227281859396e-41
Position 2020: 1.7063116023042334e-41
Position 997: 1.557660024574891e-41
Position 1530: 9.337572435859733e-42
Position 1061: 8.80446157244102e-42
Position 2624: 8.234764196370353e-42
Position 1845: 8.223657745743503e-42
Position 904: 6.967239895839728e-42
Position 1421: 3.194849189932706e-42
Position 189: 3.469929481202864e-43
Position 540: 3.4453243803031813e-43
Position 1258: 2.959180755254603e-43
Position 473: 2.55700923461988e-43
Position 1297: 1.6813634906443302e-43
Position 264: 1.424626225177861e-43
Position 2630: 1.1919834911170592e-43
Position 497: 9.94024744065848e-44
Position 137: 7.162388050155239e-44
Position 690: 6.522864483764169e-44
Position 674: 6.361130799967292e-44
Position 640: 4.76651650363118e-44
Position 519: 6.584370189083962e-45
Position 861: 3.603704093323291e-45
Position 425: 2.914093540413848e-45
Position 600: 2.4945392666710485e-45
Position 870: 1.3143315320686965e-45
Position 733: 9.908249439823428e-46
Position 668: 9.81891971876371e-46
Position 201: 8.316273886432289e-46
Position 590: 4.202652591123295e-46
Position 653: 3.3136855945701994e-46
Position 112: 1.6966716810829306e-46
Position 186: 1.5375416235097795e-46
Position 154: 1.3464647019751643e-46
Position 199: 8.28085520776686e-47
Position 659: 5.301532820090273e-47
Position 97: 2.0578110646077324e-47
Position 770: 8.027179674015302e-48
Position 721: 4.460301970623673e-48
Position 1337: 5.513614303436285e-49
Position 855: 3.3423037188079806e-49
