Gene = mtRNApol
Position 386: 4.381944921047938e-08
Position 1266: 3.3425285921813137e-08
Position 1131: 3.337686909910044e-08
Position 1166: 3.177410938921837e-08
Position 1778: 2.7393201629959318e-08
Position 2758: 1.7975587044307952e-08
Position 1305: 1.561707810477913e-08
Position 2521: 9.817200882720762e-09
Position 407: 9.341180785028417e-09
Position 2401: 8.89312580548248e-09
Position 2154: 8.470241832250257e-09
Position 2737: 6.444866839942624e-09
Position 2305: 6.097438731674437e-09
Position 495: 4.685130364719242e-09
Position 4352: 4.641750523873427e-09
Position 4570: 4.033302618448038e-09
Position 3860: 2.648103168919475e-09
Position 4066: 2.626047775034229e-09
Position 4142: 2.2599665257077565e-09
Position 4075: 7.397295212944515e-10
Position 3794: 6.101592238716574e-10
Position 4405: 5.857215619889013e-10
Position 3726: 5.515796702733105e-10
Position 2805: 1.212292032257155e-11
Position 576: 1.533774101654916e-12
Position 1043: 1.4356053798516863e-12
Position 615: 1.2524147071250466e-12
Position 1390: 2.4975985832901755e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.9969481843541814
Position 4552: 0.994765920612703
Position 1056: 0.9935178052858317
Position 423: 0.9919799673947527
Position 3271: 0.9884377692859114
Position 2074: 0.9526989168876996
Position 1266: 0.6886657665999273
Position 1698: 0.10409647155521864
Position 1417: 0.09640068929911814
Position 1273: 0.046857380965999014
Position 155: 0.030294502047668617
Position 834: 0.023392716389254584
Position 3074: 0.02162948442376541
Position 3004: 0.01628283097452449
Position 1279: 0.014355331657201504
Position 2749: 0.013288330024901204
Position 1658: 0.013283571674188572
Position 3766: 0.013233168603390076
Position 2908: 0.01206551063846344
Position 3694: 0.010209529560024088
Position 2927: 0.007120518045708602
Position 3283: 0.006655324188415688
Position 1768: 0.0065721419230298376
Position 4104: 0.004901332737423242
Position 5021: 0.004827599243054405
Position 5037: 0.003583296242117887
Position 435: 0.003429877858511385
Position 2353: 0.003388295876048456
Position 1451: 0.0033150166926495645
Position 2774: 0.002807089734156261
Position 1720: 0.0026122771387763533
Position 258: 0.0023314642437730045
Position 1746: 0.0021209667148905076
Position 4903: 0.002086187223966102
Position 4726: 0.0020092346329971976
Position 323: 0.0017672046849073716
Position 4732: 0.0017436260193552046
Position 1924: 0.0016116143540556211
Position 1525: 0.0015892009461171855
Position 2126: 0.0015390188253471963
Position 2995: 0.001387904154962312
Position 2537: 0.0013652993183121626
Position 3037: 0.0011940958701815016
Position 1910: 0.0011881736631956829
Position 161: 0.001155943701717334
Position 2678: 0.0011338854645454137
Position 495: 0.0011125774302358038
Position 347: 0.0008758090675851003
Position 426: 0.0008357754158654384
Position 3973: 0.000791774305884146
Position 4188: 0.0007893933225637955
Position 2090: 0.0007365419971602421
Position 4916: 0.0007137214554701601
Position 4887: 0.0006763992489330149
Position 878: 0.0006756471504372042
Position 2356: 0.0006646029634674713
Position 3671: 0.0006586204825975472
Position 1852: 0.0006359558394410266
Position 1073: 0.00048814263438645277
Position 320: 0.0004810438969270931
Position 2476: 0.00044781141045234475
Position 1085: 0.00039831574017967075
Position 4790: 0.00036084350416686517
Position 2941: 0.00035766086853881974
Position 1666: 0.00030833773350086616
Position 4736: 0.00028514130506531983
Position 1894: 0.0002820420657036805
Position 2421: 0.0002732450162786495
Position 3079: 0.0002705379612811714
Position 1928: 0.00024289653325099318
Position 2098: 0.0002380113556951643
Position 4438: 0.00023673836618237954
Position 5099: 0.0002205784593197356
Position 1583: 0.00021165723862970838
Position 4619: 0.0002006554067985904
Position 4719: 0.00019540662723905547
Position 3394: 0.00015932859146052978
Position 273: 0.0001543156778783317
Position 1962: 0.0001365952918250531
Position 1253: 0.0001275792312894468
Position 4165: 0.00012742254933416513
Position 2209: 0.00012579444533938463
Position 937: 0.00011113794901089193
Position 3105: 0.00010576054813602533
Position 3927: 0.00010511337749739591
Position 896: 8.470604287521737e-05
Position 3714: 8.272481466401882e-05
Position 4482: 8.125004213595011e-05
Position 2693: 7.454866255191502e-05
Position 627: 6.822152508068265e-05
Position 3651: 6.176929940471387e-05
Position 634: 5.997847637607882e-05
Position 2974: 5.8240631843846895e-05
Position 3802: 5.56691563891656e-05
Position 4252: 5.527529077879844e-05
Position 3871: 5.3786360513960715e-05
Position 2294: 5.286732050914118e-05
Position 4150: 4.891944467310572e-05
Position 4108: 4.436185101116978e-05
Position 2397: 4.226209941593316e-05
Position 704: 4.120670323442775e-05
Position 917: 3.990263527463463e-05
Position 1705: 3.9111365253990924e-05
Position 3777: 3.8056397026276496e-05
Position 1504: 3.70747928856856e-05
Position 884: 3.689264704346472e-05
Position 3934: 3.361197995850514e-05
Position 4060: 3.154295868905387e-05
Position 4744: 3.152954664066431e-05
Position 1670: 3.105549503490708e-05
Position 4012: 2.7768080276488164e-05
Position 2286: 2.6703521696917564e-05
Position 3466: 2.2469007093821405e-05
Position 187: 2.1263239215927567e-05
Position 2458: 1.9119562029813888e-05
Position 695: 1.7890412305203427e-05
Position 1868: 1.771013500773428e-05
Position 1062: 1.7427520542841742e-05
Position 1594: 1.6893814089005903e-05
Position 2695: 1.6791995388625226e-05
Position 384: 1.6462798814518848e-05
Position 1975: 1.634368134225204e-05
Position 965: 1.6076952456594537e-05
Position 4198: 1.583031674995233e-05
Position 503: 1.4458037709471264e-05
Position 1315: 1.2936963293624002e-05
Position 4794: 1.2113481605838452e-05
Position 2026: 1.1934830881962157e-05
Position 3503: 1.1621906808870726e-05
Position 4876: 1.136194258420489e-05
Position 701: 1.071505164223634e-05
Position 4678: 1.032714076485153e-05
Position 2326: 9.983243058899294e-06
Position 225: 9.60647487490505e-06
Position 3463: 8.421542924286696e-06
Position 1131: 7.646331982869485e-06
Position 674: 7.451116154240115e-06
Position 983: 6.858333164981264e-06
Position 812: 6.254555585397025e-06
Position 4616: 5.553243811770855e-06
Position 3400: 5.496922071539135e-06
Position 3735: 4.6257850635694174e-06
Position 836: 4.579913924097722e-06
Position 643: 3.880823879011604e-06
Position 776: 2.499858584356563e-06
Position 843: 1.735588089229978e-06
Position 515: 1.636157373342134e-06
Position 216: 1.4239272753120217e-06
Position 4700: 1.3851399375424105e-06
Position 671: 1.3788353281099212e-06
Position 4598: 1.3258401791569355e-06
Position 4631: 1.2725857034534752e-06
Position 4925: 1.2511267672187524e-06
Position 4798: 1.1764388201170717e-06
Position 4580: 1.1261188535580867e-06
Position 4592: 6.517096885954103e-07
Position 1027: 6.414634739060334e-07
Position 4682: 5.358232996017938e-07
Position 527: 5.08320138475589e-07
Position 638: 4.959761642717443e-07
Position 4520: 4.700719821308047e-07
Position 512: 3.9721548414822736e-07
Position 357: 2.927004788696537e-07
Position 782: 2.734243556577793e-07
Position 1294: 2.6285016588966403e-07
Position 1157: 2.2249797725944435e-07
Position 1111: 2.1933724410269587e-07
Position 903: 2.1649493497962712e-07
Position 1021: 2.047669231609998e-07
Position 1011: 1.9372577502530021e-07
Position 1144: 1.7836561201495322e-07
Position 1005: 1.6194765781510337e-07
Position 1528: 1.5982168071450876e-07
Position 560: 1.4983203711312534e-07
Position 732: 1.2933386100756918e-07
Position 656: 1.0493149501116584e-07
Position 1185: 8.889967638346444e-08
Position 1426: 8.854087688339037e-08
Position 1547: 8.438265479782128e-08
Position 1537: 7.92746635365552e-08
Position 797: 6.191883965241687e-08
Position 914: 6.041070008805963e-08
Position 740: 5.388607805324236e-08
Position 789: 4.584153799213805e-08
Position 1301: 3.9900378566824305e-08
Position 585: 2.0842188559129214e-08
Position 576: 1.884232116811629e-08
Position 1016: 1.8656363172854492e-08
Position 1190: 1.295400361660598e-08
Position 746: 9.91580397445839e-09
Position 1570: 6.724808839644573e-09
Position 990: 4.697678741762637e-09
Position 1146: 2.739299916617424e-09
Position 1120: 6.732434364520814e-10
Position 1201: 4.685458521422638e-10
Position 1220: 3.0077073402632384e-11
Position 551: 2.036125933791881e-11
Position 362: 9.563778979588628e-13
Position 566: 4.3579585754489405e-15
