Gene = Sh3beta
Position 520: 1.7990514444025378e-07
Position 408: 1.7792628898811503e-07
Position 176: 1.6543005035382524e-07
Position 533: 7.627930248427126e-08
Position 111: 3.804369845022932e-08
Position 120: 2.3920901599162974e-08
Position 355: 2.381990131405376e-08
Position 1565: 6.4493046063975686e-09
Position 632: 5.21126074829527e-09
Position 525: 2.3857848964069697e-09
Position 410: 1.9995610460124696e-09
Position 1857: 6.692610008825256e-10
Position 169: 3.029941790335522e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1275: 0.9848942171029482
Position 3151: 0.24116907754194955
Position 2743: 0.23306806888394127
Position 1011: 0.2286665644623351
Position 2869: 0.10477615355314703
Position 129: 0.1017603037323836
Position 601: 0.06557147920857338
Position 1869: 0.061868292228995155
Position 3049: 0.05788543507555823
Position 976: 0.03505151602371708
Position 2911: 0.02633184743112601
Position 1943: 0.02237128419092515
Position 2697: 0.021199401033004127
Position 453: 0.0209055717838914
Position 1761: 0.016771945702381205
Position 2861: 0.01637909061091404
Position 2730: 0.015568271289273801
Position 443: 0.014617318758463374
Position 2571: 0.014318355736410517
Position 4204: 0.01138403130674738
Position 759: 0.011226469363330166
Position 3883: 0.008798278365211718
Position 700: 0.008598343732639433
Position 1804: 0.008493829142032413
Position 4326: 0.007792666473767308
Position 2050: 0.007788486139415183
Position 2914: 0.007734027929242716
Position 2061: 0.00702370125381437
Position 874: 0.007003879495586319
Position 93: 0.00681393691897389
Position 3928: 0.005471356516795209
Position 3849: 0.004550424906388224
Position 2447: 0.004517387173659635
Position 2075: 0.003939027237285578
Position 1839: 0.003454290880381963
Position 1073: 0.003453745684308495
Position 2678: 0.003023162997335268
Position 84: 0.003021647040885942
Position 1126: 0.0027247793285887067
Position 3312: 0.0026827754742332417
Position 648: 0.002662585818164874
Position 2597: 0.0026436255684108333
Position 2545: 0.0023265206380088744
Position 2878: 0.002239046119256877
Position 4323: 0.0021702193595646404
Position 947: 0.0020416709619932145
Position 3062: 0.001980125201413423
Position 1874: 0.0019044628922961272
Position 1590: 0.0018701514721965323
Position 4155: 0.0015466826144931532
Position 4124: 0.001516477747597929
Position 3421: 0.0013759006424125656
Position 3844: 0.0013725606876012029
Position 155: 0.0013525700004613631
Position 4634: 0.0012876152367404434
Position 2586: 0.0011196993521117565
Position 2626: 0.000999567620595437
Position 3997: 0.0009546303201233989
Position 1452: 0.0009453903033998797
Position 3160: 0.0009385323308892231
Position 1842: 0.0008034477621430343
Position 2507: 0.0007606561600877239
Position 654: 0.0007167648778021317
Position 1974: 0.0007004667195093887
Position 1536: 0.0006685547971239531
Position 4298: 0.0006192228023497716
Position 4209: 0.0005487970698138631
Position 1823: 0.00047288567425664394
Position 1316: 0.00046062724504124166
Position 569: 0.00045778785188194484
Position 607: 0.00043887852979675906
Position 1781: 0.00042143395326456237
Position 4640: 0.00040779877971324337
Position 3808: 0.0003907638411635706
Position 1152: 0.0003906392016754261
Position 3875: 0.00039014460059146397
Position 1281: 0.00036842858763378675
Position 3122: 0.00036011134808582935
Position 3321: 0.00026791227759997467
Position 2277: 0.00025292614843053235
Position 2631: 0.00024520330650217286
Position 632: 0.0002158943548754243
Position 2137: 0.00019749698003483098
Position 584: 0.00017898676528593573
Position 467: 0.0001600777609659071
Position 736: 0.00011273567672013087
Position 616: 0.00010503244295542162
Position 1778: 0.00010294537783741021
Position 1587: 0.00010017284110532454
Position 1561: 9.903916413180602e-05
Position 2750: 9.549423608465983e-05
Position 261: 8.92842862501623e-05
Position 470: 6.679276250902518e-05
Position 1284: 5.409812410830789e-05
Position 1546: 5.1448475983604385e-05
Position 1593: 5.065135258209591e-05
Position 176: 3.8894818323319545e-05
Position 804: 3.738262076937397e-05
Position 670: 3.677204447835086e-05
Position 194: 2.4972271884531803e-05
Position 2399: 2.1854867589438115e-05
Position 1293: 2.0404959617711906e-05
Position 202: 1.9259505322134593e-05
Position 2299: 1.648393205695169e-05
Position 2142: 1.3858258196144693e-05
Position 2040: 1.353796082185431e-05
Position 1524: 1.2336702920148312e-05
Position 1964: 1.1928267398047215e-05
Position 480: 1.0718378780059408e-05
Position 461: 9.933421817015512e-06
Position 1765: 9.072676602441524e-06
Position 313: 8.382800599214004e-06
Position 2307: 7.824191570089187e-06
Position 547: 7.638235305841473e-06
Position 338: 5.28611229061985e-06
Position 1470: 3.4759911909927364e-06
Position 348: 2.499449485704058e-06
Position 408: 2.491455798625611e-06
Position 268: 2.3226576694339272e-06
Position 258: 2.1427316261954914e-06
Position 1320: 2.1189065479583562e-06
Position 1400: 1.587077981449385e-06
Position 275: 1.435210650007727e-06
Position 1565: 1.2031199406039454e-06
Position 306: 6.79051927229319e-07
Position 1611: 3.1497437305557214e-07
Position 1614: 3.1129038934228317e-07
Position 367: 9.004162897393617e-08
Position 370: 7.084926882078356e-08
Position 1197: 4.763718028827708e-08
Position 375: 6.181352650653394e-09
Position 664: 3.804642753801313e-09
Position 223: 2.542886637902747e-09
Position 214: 6.802467090525668e-10
Position 228: 3.343518283592106e-10
Position 217: 3.153161149975815e-10
Position 265: 1.4471760479805554e-10
Position 210: 1.6484682951960985e-11
