Gene = ISCA1
Position 1777: 2.4744330956387296e-06
Position 5398: 6.608972569495282e-07
Position 1361: 4.5299417232617616e-07
Position 1334: 4.0820491557826813e-07
Position 1502: 3.0733173586979466e-07
Position 537: 2.342687436468543e-07
Position 1368: 2.2957605085969068e-07
Position 511: 2.285211388411075e-07
Position 1195: 2.2425641638517536e-07
Position 193: 1.8166217396078992e-07
Position 1297: 1.4122732109460537e-07
Position 547: 2.6739929659820442e-08
Position 232: 2.6262124635261592e-08
Position 181: 1.6298612726457835e-08
Position 3024: 5.486830488079261e-09
Position 3: 4.409284729255182e-09
Position 204: 3.352522115983116e-09
Position 269: 1.193976531395179e-09
Position 487: 1.1927980540715673e-09
Position 565: 9.815392125575646e-10
Position 376: 6.902640628332202e-10
Position 5: 3.6775712368160086e-10
Position 619: 3.5407001339828796e-10
Position 588: 1.7469859619672983e-10
Position 605: 1.6436916695051168e-10
Position 435: 6.882310143165447e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10416: 0.9684665412569531
Position 17293: 0.6826031399012941
Position 8696: 0.6778866982800648
Position 11306: 0.6118054434784213
Position 16337: 0.5269915630613221
Position 4622: 0.36083333985012356
Position 8286: 0.3522979517798004
Position 16284: 0.3269834477003905
Position 1075: 0.27492243578715914
Position 16718: 0.2146018913433216
Position 16788: 0.207950597271314
Position 2708: 0.1752991850594984
Position 12371: 0.1642130513019972
Position 11253: 0.15978073976412369
Position 4659: 0.1391447550984967
Position 13820: 0.11803219543809845
Position 6522: 0.11265911235908259
Position 15946: 0.11239360516122378
Position 15975: 0.09751057306771774
Position 16511: 0.0914052375356869
Position 1009: 0.0818761949209174
Position 1337: 0.07368270216093725
Position 4477: 0.06561282460715294
Position 10884: 0.06200425702024229
Position 2515: 0.05561422539078003
Position 10058: 0.053834347136501384
Position 2621: 0.05208688383468014
Position 11185: 0.046441643231209855
Position 3228: 0.04164250495411589
Position 16494: 0.03698063082321382
Position 10863: 0.03496111119695822
Position 1034: 0.034918218652288384
Position 10907: 0.03483836826925016
Position 13766: 0.031204142634477905
Position 10006: 0.03074693936833895
Position 1109: 0.02930905321780179
Position 15311: 0.029153881827345223
Position 2270: 0.028831742325841254
Position 11025: 0.0252940600143469
Position 8583: 0.025132088032235995
Position 6377: 0.024545640683577133
Position 1608: 0.022882289492501824
Position 2719: 0.021828287908637858
Position 16250: 0.021695051151950157
Position 3179: 0.021396326534495767
Position 11279: 0.02115653508298952
Position 16987: 0.01957905791814579
Position 10474: 0.017952078842998462
Position 16695: 0.015954303155760335
Position 17146: 0.015459150667149904
Position 16834: 0.014137631968630236
Position 10029: 0.013830073908766689
Position 8151: 0.013375979316431232
Position 10647: 0.011657516031354823
Position 13897: 0.011102015896222657
Position 2550: 0.010961953708489198
Position 10844: 0.01092385645347277
Position 3064: 0.010336561616825028
Position 617: 0.009630680845268847
Position 7936: 0.009307158402362663
Position 3100: 0.009213287782871477
Position 7682: 0.009011657356120773
Position 17494: 0.008657653742421136
Position 16340: 0.00823732810341162
Position 9019: 0.008077979355376196
Position 15872: 0.008050863130104403
Position 16224: 0.007509487912603855
Position 387: 0.007402107839764659
Position 16551: 0.006592357592468361
Position 8557: 0.00643972063410087
Position 16652: 0.0060743753315160446
Position 16202: 0.0055403083386066955
Position 2733: 0.005287594974795931
Position 4549: 0.005243712952518863
Position 290: 0.005214679546198683
Position 9404: 0.005076976694618988
Position 3128: 0.004850412840784553
Position 2642: 0.004630281062829163
Position 9434: 0.0046274184280107634
Position 13875: 0.0046164319392858
Position 10933: 0.004576123113277229
Position 16961: 0.004545561075861362
Position 13643: 0.004463043095270263
Position 2447: 0.004383536501508929
Position 17758: 0.004296695238607728
Position 14302: 0.004141821291939931
Position 14237: 0.0038510568080203813
Position 11283: 0.003767126559145776
Position 17694: 0.003626514706114126
Position 10420: 0.0035278352302973584
Position 10958: 0.003424408415031736
Position 3183: 0.0033552112710236517
Position 17016: 0.003309329928204997
Position 1080: 0.0033060995772901973
Position 10445: 0.003226239649839605
Position 17251: 0.0028453993809860623
Position 1604: 0.0026607918639964664
Position 16818: 0.002639243505581975
Position 11047: 0.002493689998138172
Position 4701: 0.00245239286112385
Position 949: 0.0024383543470649885
Position 12412: 0.00241689437401876
Position 2384: 0.002412238474673154
Position 4348: 0.0022787420312650334
Position 10804: 0.0022631975134412433
Position 9071: 0.0022029013137722063
Position 961: 0.0021184340738641776
Position 4747: 0.0019687923070737766
Position 4520: 0.0018745571611614976
Position 12482: 0.0018450067131288324
Position 10737: 0.0018384068277364342
Position 7108: 0.0017939696387262154
Position 1628: 0.0017699303939233033
Position 1170: 0.0017314300465682715
Position 11089: 0.0017021259022705045
Position 243: 0.0014595579499763823
Position 17112: 0.001383093295639922
Position 2235: 0.0012365512840736904
Position 12710: 0.0011728133054278323
Position 17586: 0.0011358220539665793
Position 2671: 0.0011332137922860086
Position 12888: 0.0010598809834041951
Position 10918: 0.000989401682472587
Position 14247: 0.0009819941403032646
Position 1434: 0.0009688048106470629
Position 17617: 0.0009592250354200987
Position 7663: 0.0009492228111478005
Position 3449: 0.0009278787250061128
Position 5825: 0.0009044749109730819
Position 17675: 0.0008456541201416809
Position 17021: 0.0007880394771104117
Position 11697: 0.0007758312292275398
Position 8560: 0.0007256269606019553
Position 2758: 0.0007075024160598494
Position 9487: 0.0006615456580055263
Position 11455: 0.0006534693443866028
Position 982: 0.0006508052471808138
Position 2310: 0.00062238450312469
Position 748: 0.00054830087535496
Position 5665: 0.0005445931219177772
Position 815: 0.0005201059955415728
Position 2495: 0.0004985907533349741
Position 584: 0.00047797594175380743
Position 899: 0.00046821048234265474
Position 860: 0.00045377654023572104
Position 972: 0.00043002271709013663
Position 16518: 0.0004087334660909048
Position 2565: 0.0004038263147161276
Position 2947: 0.0003620717361077352
Position 11449: 0.0003526649356959977
Position 17554: 0.00033371446621953833
Position 595: 0.0003325799658813845
Position 3206: 0.00031236786799001897
Position 5531: 0.00030352711508276075
Position 498: 0.00026335259636016314
Position 1530: 0.00021107809486693263
Position 501: 0.00017974868638191856
Position 1083: 0.00016614151137728066
Position 13185: 0.0001563926693292528
Position 12605: 0.00015543200784574456
Position 16610: 0.00015291934607711228
Position 938: 0.00015107932399463026
Position 3860: 0.0001499507855996584
Position 1111: 0.00013648680092567955
Position 11593: 0.00012543204697072074
Position 416: 0.00012199171155401008
Position 2281: 0.0001219151281713939
Position 1183: 0.00011772402566267962
Position 12395: 0.00011664662369402738
Position 1257: 0.00010267636695907741
Position 626: 8.55983455834632e-05
Position 547: 8.125533805284844e-05
Position 14701: 8.112936342520858e-05
Position 2109: 7.45369111209663e-05
Position 16625: 6.358935295604616e-05
Position 12415: 6.24314145805642e-05
Position 12557: 6.174055776701655e-05
Position 1371: 5.073349582854131e-05
Position 338: 5.010142655408702e-05
Position 2409: 4.993862328877912e-05
Position 11106: 4.9432272862403906e-05
Position 2138: 4.871072096633443e-05
Position 11092: 4.0271128384904685e-05
Position 260: 3.986766466321641e-05
Position 13108: 3.9301866152146786e-05
Position 1295: 3.89779152102715e-05
Position 215: 3.849687799425405e-05
Position 3886: 3.7167615616196744e-05
Position 907: 3.60945208839861e-05
Position 11352: 3.577164558676575e-05
Position 1340: 3.486289853810781e-05
Position 11539: 3.086926676158941e-05
Position 11477: 3.0391692222668828e-05
Position 11905: 2.6257577319587792e-05
Position 1664: 2.5994904961198404e-05
Position 1198: 2.3781974719024574e-05
Position 668: 2.3194222325478152e-05
Position 14559: 2.2349858988396098e-05
Position 210: 2.1882920924152426e-05
Position 1702: 2.1447334002799142e-05
Position 2112: 1.9756124140141484e-05
Position 553: 1.514689255101001e-05
Position 1344: 8.131454021324006e-06
Position 11743: 7.288659227242628e-06
Position 503: 7.044308302873155e-06
Position 12079: 6.632423725007189e-06
Position 690: 6.017602640768508e-06
Position 785: 5.386544480940031e-06
Position 1941: 3.910520037713258e-06
Position 1772: 3.6946258048501553e-06
Position 752: 3.5867341552430377e-06
Position 13469: 3.3020412149167443e-06
Position 2568: 2.2398701460482236e-06
Position 628: 2.104777454159681e-06
Position 1471: 1.4193651912476595e-06
Position 862: 1.295372623502903e-06
Position 828: 1.22222182934024e-06
Position 1438: 1.0773412582675288e-06
Position 639: 1.0300835372427029e-06
Position 1396: 1.0124142702027144e-06
Position 838: 1.006118055000874e-06
Position 650: 9.106826791848916e-07
Position 798: 8.982576103750411e-07
Position 1191: 8.717178734727919e-07
Position 12310: 8.481878043241582e-07
Position 5296: 6.608972569495283e-07
Position 577: 5.471629472790777e-07
Position 560: 4.247640678288388e-07
Position 720: 2.720368216722887e-07
Position 878: 2.3291963862221016e-07
Position 1390: 2.1775042119819554e-07
Position 232: 1.7255134827313722e-07
Position 791: 1.7115905849518817e-07
Position 634: 1.657761807266729e-07
Position 1206: 1.32818235426051e-07
Position 913: 1.1764783649380011e-07
Position 757: 6.440578099535184e-08
Position 787: 5.223371380297591e-08
Position 830: 5.1280341946099253e-08
Position 765: 4.1939963782893914e-08
Position 1752: 1.9365856005767834e-08
Position 1382: 1.4416945294149548e-08
Position 1448: 1.0389932038690176e-08
Position 773: 5.881618571129902e-09
Position 1685: 1.8827155873790802e-10
Position 140: 6.643044253077314e-12
Position 86: 2.8377576903384903e-13
Position 156: 1.4730592576758562e-13
Position 70: 7.134394385216842e-15
Position 115: 3.9744946853173686e-15
Position 117: 1.1307337323815354e-15
Position 111: 3.3647002713538397e-16
Position 127: 1.1919371290020986e-16
Position 121: 1.213972982952067e-17
