Gene = RGS7BP
Position 698: 1.5525562181120033e-07
Position 367: 1.364618414729907e-07
Position 1545: 1.2834553825109854e-07
Position 2053: 1.1334485342150602e-07
Position 556: 8.203907523665962e-09
Position 547: 4.483830597062374e-09
Position 1457: 8.006733227401119e-10
Position 645: 1.4641618741924202e-10
Position 573: 8.860797156289773e-12
Position 616: 1.9887289754521293e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9673023932073753
Position 9250: 0.9542082871730317
Position 391: 0.7290934782288122
Position 1411: 0.47062081637839037
Position 6206: 0.3607736733746637
Position 20444: 0.31848591938020027
Position 11312: 0.25701156283142645
Position 10318: 0.17853325757457178
Position 12289: 0.15972731440082
Position 10205: 0.13720481335773482
Position 597: 0.11026546079258871
Position 12754: 0.10034278313205648
Position 9878: 0.07717034618227951
Position 10274: 0.06763044997644194
Position 11335: 0.05807598899590933
Position 7765: 0.05423076920083659
Position 4611: 0.05263071851744304
Position 12816: 0.05171884849724984
Position 8651: 0.043640004354841846
Position 4678: 0.03442731749482662
Position 14403: 0.03290544678534262
Position 842: 0.03265477712721302
Position 4925: 0.029128891883840272
Position 5707: 0.028308414863184934
Position 18826: 0.02824629895481622
Position 11364: 0.025110242414423303
Position 10295: 0.023329248713826536
Position 13283: 0.021974886469629026
Position 645: 0.021571648072055225
Position 5008: 0.02146644752941377
Position 5642: 0.02135530919343534
Position 19443: 0.020859033660981338
Position 11917: 0.01862126137938124
Position 10332: 0.018434045853039323
Position 10292: 0.017723031761437764
Position 3044: 0.01693150855776116
Position 4980: 0.01635764869086495
Position 9281: 0.01626755055245898
Position 7202: 0.015967415212480615
Position 4420: 0.015373075742306574
Position 1283: 0.015256480620144513
Position 689: 0.014514094500180322
Position 10126: 0.014181387626842365
Position 2810: 0.012848197974429685
Position 1355: 0.01223284031446822
Position 2663: 0.011786982786706028
Position 4719: 0.01176392758263767
Position 10105: 0.009848901633470809
Position 1146: 0.009397028225395829
Position 396: 0.009014286886563014
Position 4922: 0.007717691065835995
Position 412: 0.007215619761675617
Position 659: 0.007122801378236321
Position 10056: 0.0063010338178570175
Position 4701: 0.005598360891442964
Position 11937: 0.005347729129486978
Position 4491: 0.0050998134452226685
Position 9884: 0.004350646998144115
Position 1982: 0.004235535758543429
Position 12527: 0.004186935896707208
Position 12548: 0.003909285851478184
Position 1485: 0.0038730562161585005
Position 9980: 0.0036344630112909865
Position 9176: 0.003582370426833157
Position 866: 0.003331091194493299
Position 18260: 0.003116640381052313
Position 2813: 0.0029498628798992127
Position 17315: 0.0027639946133219957
Position 4858: 0.0026865618172687592
Position 12680: 0.0026151830576542088
Position 4561: 0.002225010667477783
Position 4977: 0.0018570591521587763
Position 17201: 0.0018203816904294999
Position 10112: 0.0017420335110322717
Position 9559: 0.0012761779197892579
Position 2199: 0.0012225981792385878
Position 22018: 0.001199103996075374
Position 14979: 0.0011782650977455822
Position 755: 0.00110034995526385
Position 7507: 0.001097877388749785
Position 2751: 0.001086612634500697
Position 3636: 0.0010423505808651852
Position 3679: 0.0008537001919341288
Position 13807: 0.0007905948692213957
Position 3622: 0.0007654247218952379
Position 20870: 0.0006840745050221455
Position 3113: 0.0006742308628575916
Position 1957: 0.0006516026439499843
Position 168: 0.0005948451448724706
Position 1944: 0.0005906243018900102
Position 732: 0.0005491921658102478
Position 4063: 0.0005282038087634891
Position 12962: 0.00042325645801140197
Position 4184: 0.00037300696418887956
Position 3934: 0.00036764322535229397
Position 2328: 0.00034504383326164253
Position 847: 0.00031041152829718857
Position 10023: 0.00030550936242271617
Position 2090: 0.0002719651919763114
Position 5290: 0.0002576546344845338
Position 2216: 0.0002505716658606235
Position 723: 0.0002447739253721663
Position 2710: 0.00020550617236662127
Position 3548: 0.0001967970562335689
Position 4112: 0.00019622967190848322
Position 1204: 0.00018075356684419208
Position 5116: 0.00017459022518608738
Position 3068: 0.00015266968903971144
Position 931: 0.00014227299140892014
Position 1072: 0.0001365933393927251
Position 1861: 0.00012804035571864427
Position 1451: 0.00010665132053349225
Position 2342: 0.00010215214233471557
Position 3649: 0.00010133443383717827
Position 1421: 9.685668755519076e-05
Position 894: 9.287804120561173e-05
Position 579: 8.805852379370916e-05
Position 355: 7.700021818659675e-05
Position 1577: 7.18953159583717e-05
Position 1048: 7.027553720901321e-05
Position 432: 6.644714160517074e-05
Position 298: 5.300238719115112e-05
Position 363: 4.34615456545081e-05
Position 1786: 4.3453227322807976e-05
Position 10613: 3.896677796536934e-05
Position 257: 3.527427741133856e-05
Position 6789: 2.98681231242749e-05
Position 573: 2.9382579441484277e-05
Position 693: 2.7856080890030265e-05
Position 1045: 2.6201847379055737e-05
Position 1453: 2.6191969364634227e-05
Position 12574: 2.4874488696835948e-05
Position 6474: 2.2154210174532785e-05
Position 1241: 2.131373848818849e-05
Position 802: 2.0279907018636085e-05
Position 2886: 1.9320517315819798e-05
Position 844: 1.9074941824497945e-05
Position 6913: 1.884915098647165e-05
Position 414: 1.8662010496177483e-05
Position 9595: 1.7802487743902148e-05
Position 1436: 1.6806668364742753e-05
Position 1082: 1.4768794621864954e-05
Position 223: 1.3857825094552416e-05
Position 10433: 1.2779086084686464e-05
Position 330: 1.1581879101128381e-05
Position 1423: 1.1262396279944872e-05
Position 191: 1.0411268485686922e-05
Position 3007: 9.94074014396136e-06
Position 1051: 9.92236323965219e-06
Position 1034: 9.778509522116651e-06
Position 9561: 8.617121910709867e-06
Position 696: 7.363466617587283e-06
Position 1292: 6.77983095296911e-06
Position 1177: 4.9342095369284455e-06
Position 1317: 4.904668427981791e-06
Position 939: 4.790220173668157e-06
Position 906: 4.011897044090043e-06
Position 438: 3.975856219027706e-06
Position 799: 3.888145235083532e-06
Position 174: 3.879670722936777e-06
Position 704: 3.6938602099666982e-06
Position 7484: 3.4948925492235245e-06
Position 1189: 3.447212415502365e-06
Position 885: 3.0309975203768142e-06
Position 2870: 2.890769314706718e-06
Position 2458: 2.7327118245099255e-06
Position 2767: 2.607818692439846e-06
Position 195: 2.4395674386827155e-06
Position 400: 2.3954179670417588e-06
Position 419: 2.3570430550159895e-06
Position 6764: 2.2211514453553904e-06
Position 6636: 2.1873485732760833e-06
Position 141: 1.9243138822275818e-06
Position 1894: 1.9063111932305627e-06
Position 1549: 1.7207529044099232e-06
Position 806: 1.2779720831127582e-06
Position 901: 1.2709880981263405e-06
Position 1695: 8.367864794673385e-07
Position 708: 7.283910347765817e-07
Position 772: 5.961702121597536e-07
Position 145: 4.7467615218060974e-07
Position 117: 4.3097026184032264e-07
Position 2305: 3.9104260033568704e-07
Position 201: 2.098144447642114e-07
Position 1855: 7.194313995527261e-08
Position 2052: 6.170143443545587e-08
Position 1789: 5.7271950965178084e-08
Position 3115: 4.9618966966232636e-08
Position 1516: 4.732831204122571e-08
Position 2059: 3.280742649049121e-08
Position 470: 2.6329215384716005e-08
Position 915: 1.8196243641151952e-08
Position 448: 7.056804664011025e-09
Position 427: 4.764730984646633e-09
Position 487: 3.0235657919079986e-09
Position 450: 2.3618216698007576e-09
Position 210: 1.900197351968427e-09
Position 534: 8.638741389663574e-10
Position 908: 5.443970434994942e-10
Position 778: 4.848197925470027e-10
Position 123: 3.908222732472544e-10
Position 532: 2.748365617172131e-10
Position 547: 2.3911042037698294e-14
