Gene = PAM
Position 5894: 0.0011129541425055976
Position 1721: 0.0010987302347811065
Position 2303: 0.0009960187744537201
Position 6719: 0.0009772698997621647
Position 534: 0.0009634334990956695
Position 452: 0.0009565679297813296
Position 3795: 0.0009426041649646178
Position 9068: 0.0008927149866378027
Position 1852: 0.0008869534119273939
Position 1787: 0.000802592901752505
Position 1176: 0.00080077529215793
Position 272: 0.0007832055207308521
Position 9037: 0.0007677470278413729
Position 6038: 0.0007444093871380246
Position 5788: 0.0007421743515071299
Position 10352: 0.0007242540296085126
Position 7550: 0.0006567791882720545
Position 1537: 0.0006455326709310348
Position 5852: 0.000645427495662695
Position 1270: 0.0006364771623807877
Position 874: 0.0006144172746197563
Position 1873: 0.0005693359160948081
Position 7381: 0.000566870391400644
Position 3522: 0.0005505823741832729
Position 7210: 0.0005411212728772044
Position 8743: 0.0005363944857520122
Position 7316: 0.0005270923878785178
Position 1500: 0.0005270120584593798
Position 9534: 0.00048440807622508286
Position 127: 0.00047018580484462207
Position 10235: 0.0004482568429749992
Position 5911: 0.00044045752507344913
Position 3132: 0.00043612686660165107
Position 419: 0.0004294243313405297
Position 4653: 0.0004026140970260259
Position 5602: 0.0003598723822744953
Position 4215: 0.0003556735401589474
Position 8707: 0.00032844979666933827
Position 235: 0.00032465312592335377
Position 7459: 0.00027264435037119175
Position 3118: 0.0002707957828053913
Position 3354: 0.0002706853174597767
Position 5077: 0.0002606611570743787
Position 3697: 0.00025918557398884196
Position 3302: 0.0002532255462494335
Position 7229: 0.00021727908511582982
Position 5165: 0.00020797364846978093
Position 6177: 0.00020109973840510648
Position 2159: 0.00019143404893099027
Position 1027: 0.00019003863746775538
Position 6596: 0.00018684417489914665
Position 1467: 0.00018071640363431278
Position 556: 0.0001757164382795061
Position 3688: 0.00016501657189190396
Position 3678: 0.0001539925393573268
Position 232: 0.00015383732384893995
Position 1817: 0.00014941401349976517
Position 4440: 0.0001485322875246703
Position 2722: 0.00014159438364171119
Position 773: 0.00013866704056380793
Position 736: 0.00013775870996291572
Position 6785: 0.00013737604659083528
Position 1321: 0.00011659339919420495
Position 4232: 0.00011406080113333348
Position 3412: 9.334173276421684e-05
Position 1754: 9.313818614479633e-05
Position 3874: 7.46607683980479e-05
Position 5222: 7.325295565227793e-05
Position 999: 7.188783974428928e-05
Position 485: 7.113687482376268e-05
Position 6241: 6.701024812929352e-05
Position 344: 6.645378471300333e-05
Position 1750: 5.3679069642596356e-05
Position 5111: 4.8133445792428154e-05
Position 1966: 4.7955429515865e-05
Position 5417: 4.627974904786694e-05
Position 205: 4.406110199598688e-05
Position 1555: 4.291246412493198e-05
Position 1739: 3.9724448444898716e-05
Position 2332: 3.582064681803275e-05
Position 1383: 3.555454760047035e-05
Position 437: 3.540256640396463e-05
Position 1127: 3.4151937499837526e-05
Position 2139: 3.23445057992364e-05
Position 4802: 3.132247512342327e-05
Position 3120: 3.066137395005911e-05
Position 1546: 3.0655783359422276e-05
Position 3938: 2.924825885212819e-05
Position 4945: 2.913419243530909e-05
Position 3139: 2.6766297830433246e-05
Position 1507: 2.612486468273733e-05
Position 3833: 2.4475907844073617e-05
Position 2307: 2.4401242759989464e-05
Position 253: 2.3161058113857782e-05
Position 2225: 1.9891303205121322e-05
Position 1857: 1.9467249473245025e-05
Position 2103: 1.7635441600887686e-05
Position 1539: 1.6527307611244764e-05
Position 4927: 1.6219195746967797e-05
Position 2745: 1.511218846645518e-05
Position 1015: 1.4805315757301453e-05
Position 4636: 1.466674473012442e-05
Position 2705: 1.447848255711693e-05
Position 133: 1.4244183340425754e-05
Position 457: 1.224575296626426e-05
Position 5392: 1.1849204426489945e-05
Position 4752: 1.169640046650154e-05
Position 2167: 1.0259832819871107e-05
Position 1280: 8.144275142570964e-06
Position 4799: 7.018753118741142e-06
Position 488: 5.946598803761671e-06
Position 1142: 5.84740655472081e-06
Position 2396: 5.183438468072494e-06
Position 807: 3.3590254744951876e-06
Position 3818: 3.2897025898333407e-06
Position 590: 2.980695042126598e-06
Position 835: 2.9270759288540623e-06
Position 1658: 2.805820082711872e-06
Position 1736: 2.4582467128041897e-06
Position 3770: 2.3022555694484125e-06
Position 460: 2.2193195444068276e-06
Position 777: 2.2070932263701447e-06
Position 213: 2.198281838229021e-06
Position 1918: 2.145518250640702e-06
Position 525: 1.7336292165967655e-06
Position 317: 1.7197914293428372e-06
Position 274: 1.5290998031163393e-06
Position 4699: 1.4674260917330736e-06
Position 3285: 1.3197588320929238e-06
Position 603: 1.1874202072723823e-06
Position 3826: 9.971622886606056e-07
Position 3759: 9.168174182337153e-07
Position 2974: 8.325847898806621e-07
Position 3244: 4.086414582156838e-07
Position 1183: 1.1970304763032807e-07
Position 1980: 8.845757329214038e-08
Position 1441: 1.4184481915437193e-08
Position 1792: 1.1899992648682107e-08
Position 829: 7.384750889863648e-09
Position 1986: 6.826363154188265e-09
Position 2272: 4.919778583957373e-09
Position 613: 4.0800573981549605e-09
Position 629: 3.374377709505866e-09
Position 1512: 1.5267662462350568e-09
Position 3288: 9.894321345900068e-10
Position 626: 9.399397253213244e-10
Position 623: 7.457764971075158e-11
