Gene = TRAT1
Position 6396: 0.00044924415154959444
Position 8886: 0.00042571007643936746
Position 1218: 0.0003889558628198175
Position 13116: 0.0003634286597364782
Position 8236: 0.0003231802704901649
Position 9583: 0.00031877247286060006
Position 2368: 0.00030174114633937043
Position 4735: 0.0003000723754871078
Position 10091: 0.0002983259365894372
Position 12866: 0.000296962364756362
Position 5440: 0.0002927462532426724
Position 4243: 0.0002797244106856612
Position 1358: 0.00026683139031448075
Position 10306: 0.00026054796245100434
Position 2924: 0.0002412906138748333
Position 4942: 0.00021456553147760143
Position 1665: 0.0001980108650808752
Position 9486: 0.00019508527415915716
Position 1807: 0.0001863198750335512
Position 628: 0.0001740275526856506
Position 11545: 0.00017305147362509083
Position 2706: 0.0001707203800574707
Position 11829: 0.00016560190137683136
Position 136: 0.0001330783702031741
Position 9081: 0.00013040036500484427
Position 311: 0.00012892134298942898
Position 2816: 0.00011530296905933903
Position 561: 0.00011331834936257632
Position 1435: 0.00010865902983919977
Position 604: 0.0001015142446700867
Position 4026: 9.994535373483884e-05
Position 2858: 9.825214668435437e-05
Position 1384: 9.757388709175641e-05
Position 3271: 9.319926726414868e-05
Position 2914: 8.657979746680644e-05
Position 2104: 8.42319727562169e-05
Position 2292: 8.265369806722455e-05
Position 2052: 8.242309734799447e-05
Position 326: 6.542059218185742e-05
Position 3285: 5.7802775530291367e-05
Position 3233: 5.5645127193268443e-05
Position 1823: 5.536130668900111e-05
Position 5249: 5.4088381479941516e-05
Position 5275: 5.26861177572627e-05
Position 577: 4.688507517144663e-05
Position 6637: 4.251559573307986e-05
Position 2150: 4.164126841062603e-05
Position 2128: 4.0833910853914395e-05
Position 319: 4.063029102520747e-05
Position 3246: 3.403216122605736e-05
Position 2334: 3.2580417423124627e-05
Position 609: 3.0642816183234465e-05
Position 2500: 2.8894483041940277e-05
Position 330: 2.530411971814578e-05
Position 3132: 2.321866002353972e-05
Position 1364: 2.294628587815058e-05
Position 523: 2.1991495672341815e-05
Position 1170: 2.0351618086783353e-05
Position 333: 1.945663886061972e-05
Position 1887: 1.9345077668698443e-05
Position 5914: 1.758415194090095e-05
Position 632: 1.7373174240278504e-05
Position 526: 1.319581526483135e-05
Position 1510: 1.3127264466842885e-05
Position 1222: 1.253035471765296e-05
Position 2988: 1.1838114436598057e-05
Position 1635: 1.1643470526682069e-05
Position 1484: 1.1094627127697097e-05
Position 4206: 1.0855103495276487e-05
Position 2567: 7.489024366764283e-06
Position 202: 6.745815717514854e-06
Position 566: 6.514886886632883e-06
Position 1560: 5.30947421931659e-06
Position 2957: 4.029745844523269e-06
Position 2114: 3.7804077166255926e-06
Position 675: 3.774565633296876e-06
Position 1572: 3.4339568878701587e-06
Position 1316: 3.132806370665517e-06
Position 2441: 2.8246276681150406e-06
Position 618: 1.5866139078422067e-06
Position 151: 1.3588534567266068e-06
Position 2740: 1.17417872463325e-06
Position 2445: 6.901562001223578e-07
Position 2776: 6.534478941662059e-07
Position 4338: 1.7329712685604776e-07
Position 583: 1.517845664046247e-07
Position 8072: 1.262296692649392e-07
Position 856: 4.2480810313157564e-08
Position 228: 3.38524346240616e-08
Position 746: 3.086380162771302e-08
Position 298: 1.731387887430651e-08
Position 225: 1.6005738075671432e-08
Position 1449: 1.599160485103746e-08
Position 1201: 1.1495569692838329e-08
Position 166: 7.92108569163285e-09
Position 138: 6.924357645877839e-09
Position 505: 4.556456395022789e-09
Position 308: 4.1477109812306605e-09
Position 208: 3.995339685328868e-09
Position 477: 3.698808930890337e-09
Position 473: 3.628520447922853e-09
Position 1122: 3.345211140275509e-09
Position 656: 2.643324358550359e-09
Position 680: 2.5430961577038172e-09
Position 159: 2.14917138850434e-09
Position 658: 2.139339722518357e-09
Position 94: 1.9013284007556287e-09
Position 701: 1.5694247495022151e-09
Position 236: 1.8014731556072242e-10
Position 100: 1.4242688292729934e-10
Position 991: 9.344181433472754e-11
Position 1035: 9.095940191964181e-11
Position 169: 3.194774823015738e-11
Position 241: 7.869652326394602e-12
Position 105: 7.492977355752023e-12
Position 88: 1.674848844511307e-12
