Gene = NPPA
Position 1800: 4.639050234210923e-06
Position 488: 4.601021143951199e-06
Position 1116: 3.3339607183942263e-06
Position 1083: 3.3155411285761713e-06
Position 752: 2.55199244721641e-06
Position 388: 1.7944908390737565e-06
Position 645: 1.4162750664625739e-06
Position 493: 1.158958647757786e-06
Position 415: 1.0157668779594578e-06
Position 308: 7.854633869227794e-07
Position 497: 6.445589663742748e-07
Position 225: 4.037524115711714e-07
Position 127: 2.698095820206822e-07
Position 159: 1.8197311114270567e-07
Position 256: 7.3687213323747e-08
Position 1121: 4.19599922019056e-08
Position 103: 1.838569053762993e-08
Position 164: 1.6202042762998308e-08
Position 245: 1.4525648414841249e-08
Position 495: 1.1617481848451934e-08
Position 231: 4.036180108308709e-09
Position 638: 3.2143924370998165e-09
Position 236: 7.295725488361598e-10
Position 169: 5.218940565750853e-10
Position 675: 1.116539730375225e-10
Position 171: 3.195223061803801e-11
