Gene = LRWD1
Position 1364: 3.496043478360022e-05
Position 843: 2.8816239555428913e-05
Position 5265: 2.674976246649377e-05
Position 1022: 2.6685926855006766e-05
Position 2497: 2.5804569622106162e-05
Position 225: 2.5337463062312024e-05
Position 5360: 2.494261851792529e-05
Position 7605: 2.472940679981132e-05
Position 8097: 2.241955911678216e-05
Position 1919: 2.191459019112684e-05
Position 7577: 1.9884335606109914e-05
Position 7614: 1.8189307927943172e-05
Position 5149: 1.7796497464719975e-05
Position 838: 1.775860617370674e-05
Position 1127: 1.740477377187526e-05
Position 2178: 1.3262740086492429e-05
Position 2251: 1.1883425684685065e-05
Position 2247: 1.1612160022056124e-05
Position 2249: 1.1575018733073352e-05
Position 7478: 1.1164196956442738e-05
Position 4686: 1.1116415532772762e-05
Position 1754: 1.0876289182381602e-05
Position 2234: 1.0139627146670734e-05
Position 2253: 9.240317369311534e-06
Position 7617: 8.861610976698103e-06
Position 5328: 8.190121511189737e-06
Position 1057: 7.6032845513468855e-06
Position 728: 7.513491346978959e-06
Position 11: 7.422234055545522e-06
Position 738: 7.151403468086393e-06
Position 367: 6.160714481794898e-06
Position 3198: 5.735707316811203e-06
Position 3210: 5.469980517338055e-06
Position 542: 5.200879566515519e-06
Position 5250: 5.138102585699518e-06
Position 605: 4.517014273936999e-06
Position 2978: 4.307252664048248e-06
Position 351: 4.0503193865347385e-06
Position 8019: 4.007801254334796e-06
Position 348: 2.938312086021561e-06
Position 5210: 2.108557733779968e-06
Position 686: 1.7762088256172348e-06
Position 2358: 1.634308475726426e-06
Position 2899: 1.5344675539844514e-06
Position 7816: 1.520247447401489e-06
Position 7937: 1.410394010210072e-06
Position 2814: 1.317141255933965e-06
Position 1068: 1.254608090212219e-06
Position 1366: 1.0957905947958064e-06
Position 2490: 9.74010929967684e-07
Position 260: 9.277825924134344e-07
Position 1024: 9.245538696739483e-07
Position 56: 9.051887989842876e-07
Position 1422: 8.878555414493884e-07
Position 8046: 8.228098530110336e-07
Position 1074: 6.908711378071045e-07
Position 619: 6.17147304656142e-07
Position 836: 6.026458692666993e-07
Position 317: 5.688555859797484e-07
Position 1243: 5.61962978066928e-07
Position 891: 4.2108638456567595e-07
Position 72: 3.799972233676844e-07
Position 936: 3.6556729050102933e-07
Position 1475: 2.9578179237809376e-07
Position 8043: 2.7312793425897813e-07
Position 359: 2.300322836496287e-07
Position 1225: 1.8458844573536458e-07
Position 1379: 1.4864656111054147e-07
Position 597: 1.049007572028585e-07
Position 1801: 9.54257144059471e-08
Position 1011: 6.895587170171746e-08
Position 1911: 6.330042365315308e-08
Position 1752: 6.093645372471091e-08
Position 602: 4.8246114465489356e-08
Position 1816: 2.8279451183453075e-08
Position 5000: 4.373994975164313e-09
Position 2255: 1.481200919727786e-09
Position 1169: 1.111885631378373e-09
Position 14: 4.3401339750468316e-10
Position 7801: 7.938835132889161e-11
Position 378: 7.039678979174161e-11
Position 4773: 2.1436223825367416e-11
Position 323: 5.671016580454305e-12
Position 612: 4.039575871627899e-12
Position 7781: 3.1720676310204726e-12
Position 553: 1.2537456546674723e-12
Position 1670: 4.585772192630029e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7762: 0.9973433926499711
Position 1224: 0.9972914376613504
Position 4644: 0.9917629431265678
Position 7524: 0.9882696415553411
Position 4812: 0.9794686540872605
Position 7979: 0.9648384263214898
Position 3333: 0.9608254762441577
Position 7288: 0.9036385358499244
Position 2409: 0.903254295013809
Position 5446: 0.7979375525563259
Position 5746: 0.6211227066781432
Position 3132: 0.6126451564855409
Position 887: 0.5768908219831835
Position 3970: 0.43335878121597693
Position 2789: 0.41500619560869784
Position 2735: 0.24277288621223184
Position 5109: 0.2374707252307955
Position 951: 0.23183631802058818
Position 4270: 0.22075850062548563
Position 3624: 0.19260937580077092
Position 5154: 0.18043834964551142
Position 4010: 0.1776255681249483
Position 7121: 0.14159806716715956
Position 5200: 0.12234149823007266
Position 4315: 0.11839493250254673
Position 3925: 0.11509580511158261
Position 3638: 0.10286146903045292
Position 957: 0.08918043038554446
Position 3686: 0.08256506316117823
Position 5226: 0.06315391451290725
Position 6899: 0.0431252678105482
Position 3016: 0.03866215482593426
Position 4371: 0.03675766816809745
Position 2705: 0.03546054013438423
Position 2062: 0.03246627327962815
Position 8015: 0.029262388966414834
Position 1580: 0.02760143889282542
Position 5699: 0.02661299761021954
Position 3369: 0.023354043284298506
Position 1506: 0.02233310063893368
Position 2763: 0.022186662351624076
Position 3053: 0.02064282940370577
Position 3219: 0.019388353886142743
Position 6963: 0.01906616028092304
Position 3856: 0.016370850612419306
Position 602: 0.01604422736713045
Position 6995: 0.015507368277860405
Position 6454: 0.01456320148628985
Position 5250: 0.013021816702535719
Position 5247: 0.012896610574794354
Position 2036: 0.01279983555395382
Position 2294: 0.012650648800090465
Position 4816: 0.011979888344250183
Position 1670: 0.011228743196913983
Position 3887: 0.010251193753316791
Position 4249: 0.009412669036789884
Position 2307: 0.008961066504715443
Position 6895: 0.008781068273493656
Position 7180: 0.008718463648826858
Position 1074: 0.008335786767650859
Position 1047: 0.008257586041609909
Position 7101: 0.008150385070063076
Position 3176: 0.007810913857107329
Position 6415: 0.007273302427889672
Position 3928: 0.006555128570410393
Position 1673: 0.006327019751733202
Position 987: 0.006076593917709097
Position 5082: 0.005771026927519479
Position 7191: 0.005763548572546599
Position 7039: 0.005365369531782555
Position 3188: 0.005252366616280193
Position 2416: 0.005145181000455015
Position 6322: 0.005131192460903143
Position 867: 0.0048437113388412525
Position 4418: 0.00478848963401981
Position 5068: 0.00442544851737537
Position 3545: 0.004110400103946037
Position 6838: 0.003591283557298005
Position 7944: 0.003427021282181771
Position 4190: 0.0033248057577148697
Position 6581: 0.003311067524774061
Position 4279: 0.003307095906523197
Position 7014: 0.0032742278285405263
Position 1870: 0.0030517274734277746
Position 4193: 0.003017380413793459
Position 3566: 0.0030138205578856604
Position 5498: 0.0030091977091750645
Position 2985: 0.002915914129526207
Position 6472: 0.0028896777996460354
Position 2460: 0.0028483183651811235
Position 1724: 0.0026117443366958848
Position 1530: 0.002535390241709735
Position 1461: 0.0024724362140111956
Position 895: 0.0021847074631761703
Position 5395: 0.002166370965798142
Position 3119: 0.0020713576790182156
Position 346: 0.0017980433578594281
Position 5056: 0.0017560429798457108
Position 3898: 0.001749060252346071
Position 6917: 0.001712778637530705
Position 2430: 0.0017094659884312954
Position 7319: 0.001698652938488046
Position 3662: 0.0013798109502762012
Position 5681: 0.00137890272694419
Position 8204: 0.0013754765911074892
Position 4517: 0.0013738189773565596
Position 2321: 0.001369109071721992
Position 4346: 0.001349515159916064
Position 3137: 0.0012891625082830306
Position 3577: 0.0011999383484700271
Position 3192: 0.001185364554222085
Position 4661: 0.0011704784060680056
Position 3517: 0.0011283653127644065
Position 3160: 0.0010771464364192945
Position 2827: 0.0010539920243424527
Position 3086: 0.0009879814555159956
Position 2455: 0.000984872162310149
Position 7794: 0.0009665855209344637
Position 3985: 0.000951602722307876
Position 3982: 0.0009268463574477797
Position 2574: 0.0008976974508925718
Position 4697: 0.0008558118133251708
Position 2038: 0.0008395853454535667
Position 3559: 0.0007903846026246252
Position 4107: 0.0007623445338208892
Position 7254: 0.0007356534661842049
Position 1604: 0.0007151991425739148
Position 5760: 0.0007044333871749941
Position 6578: 0.0006888111043908293
Position 2600: 0.0006545763327762915
Position 7594: 0.0006327204500738072
Position 1272: 0.0006287951020045794
Position 638: 0.0006276577324450938
Position 5463: 0.0006199491868509133
Position 5408: 0.0005970899004463634
Position 7570: 0.0005929345870433009
Position 5293: 0.0005820860780071284
Position 1699: 0.0005649855144577487
Position 2711: 0.0005392390977398656
Position 1308: 0.0005367383254959349
Position 1876: 0.0005349062237756903
Position 3524: 0.000497929578591821
Position 6713: 0.0004964725757819516
Position 2807: 0.0004445274247404589
Position 7219: 0.0004422889423834419
Position 915: 0.00042935811960553323
Position 7205: 0.0004202881261108753
Position 6373: 0.0004136806788794856
Position 4611: 0.0004115694386719242
Position 2949: 0.0003968090762836049
Position 4335: 0.0003826762953632378
Position 5567: 0.00038239546094571357
Position 2684: 0.00037434978282578304
Position 2834: 0.00036923844899996864
Position 6512: 0.0003636987630359591
Position 7820: 0.00036144511032672714
Position 1648: 0.0003440930516778816
Position 6634: 0.00033851587773739113
Position 3520: 0.00033820203768763205
Position 7208: 0.00033761592154772717
Position 5509: 0.00032843840039038785
Position 1512: 0.0003037680536283733
Position 5123: 0.00028914106426495
Position 7504: 0.00028462038812516555
Position 5118: 0.00028001000960345895
Position 7941: 0.00026971795888038475
Position 426: 0.00025487821026868934
Position 2810: 0.00024334592180635952
Position 2211: 0.00023646656478742525
Position 2310: 0.00022177091046680203
Position 1903: 0.00022096498419339907
Position 1872: 0.0002126687654256366
Position 1932: 0.00021074819692460834
Position 3707: 0.0002104761165961188
Position 6518: 0.00019999139688621934
Position 7450: 0.0001979244271667614
Position 831: 0.00019632498275789516
Position 2351: 0.0001914799001562318
Position 2490: 0.00018938015343850174
Position 7532: 0.00018898178275306127
Position 7669: 0.000186440194127813
Position 7611: 0.00018192146508229628
Position 7791: 0.0001784463876299978
Position 7988: 0.0001686983671530106
Position 7767: 0.00016727813714490923
Position 5459: 0.0001671818750428223
Position 5070: 0.00016582843592576765
Position 644: 0.00015204512251480335
Position 8043: 0.00015170645519969533
Position 841: 0.00015156570668792467
Position 1970: 0.00015126984075227397
Position 1083: 0.00014400963534449282
Position 2318: 0.000135532734992119
Position 4571: 0.00012730563473055534
Position 2501: 0.00012577467592185212
Position 3377: 0.00012392959866112976
Position 5632: 0.00011917920301571812
Position 4544: 0.00011910782302706399
Position 3345: 0.0001101177988728089
Position 5339: 0.00010923519677927181
Position 374: 0.0001086517873284256
Position 1752: 0.00010742717904145777
Position 4903: 0.00010590926280874241
Position 4168: 0.00010091750636044242
Position 2946: 9.923059722950001e-05
Position 1675: 9.90797228101933e-05
Position 3057: 9.679567055064848e-05
Position 7564: 9.558973973948032e-05
Position 1620: 9.444806006154134e-05
Position 800: 9.320272461641619e-05
Position 3090: 8.997654940725729e-05
Position 2169: 8.874236370953008e-05
Position 753: 8.727788388976478e-05
Position 468: 7.995479100511441e-05
Position 2658: 7.597426945680354e-05
Position 7997: 7.520691184057115e-05
Position 5476: 7.403294979942104e-05
Position 2365: 7.047709018852577e-05
Position 4084: 6.766135425620143e-05
Position 2531: 6.6728541394403e-05
Position 2523: 6.542975750716767e-05
Position 2626: 6.29752514598397e-05
Position 2824: 6.216482449945692e-05
Position 1679: 6.210732207169635e-05
Position 4465: 5.520342697839659e-05
Position 8100: 5.4927656244755644e-05
Position 3082: 5.4051137145667206e-05
Position 3031: 5.08618677109998e-05
Position 1468: 4.942544920197373e-05
Position 3351: 4.730265703439734e-05
Position 1415: 4.437616238724252e-05
Position 6440: 4.397876345434106e-05
Position 3781: 4.3601477392800785e-05
Position 3713: 4.157581611518692e-05
Position 1243: 4.13459075234271e-05
Position 2368: 3.925650172215554e-05
Position 5520: 3.77679045398296e-05
Position 3096: 3.773179032265782e-05
Position 7947: 3.756994002690466e-05
Position 2893: 3.728743631384876e-05
Position 4283: 3.728356925991664e-05
Position 5030: 3.615171569469946e-05
Position 2997: 3.464338947613654e-05
Position 719: 3.443474389200164e-05
Position 4712: 3.37612492465613e-05
Position 2100: 3.318094034136447e-05
Position 7574: 2.848237291348562e-05
Position 678: 2.7906987569151128e-05
Position 1994: 2.7479801313350705e-05
Position 3784: 2.7009818535786977e-05
Position 3491: 2.69997004557031e-05
Position 3241: 2.696129465742368e-05
Position 2682: 2.6561465086142313e-05
Position 348: 2.6443193249692528e-05
Position 2457: 2.6340453905802012e-05
Position 903: 2.6061124226015278e-05
Position 3100: 2.391924551698051e-05
Position 5027: 2.3125896348087516e-05
Position 4498: 2.2639968325777717e-05
Position 3254: 2.225936521982484e-05
Position 2989: 2.1020126237263012e-05
Position 3068: 2.096678995805921e-05
Position 2925: 1.9421545518624884e-05
Position 7855: 1.9341148550092684e-05
Position 6670: 1.8683382005827518e-05
Position 3225: 1.8279740562804614e-05
Position 622: 1.7196670367559524e-05
Position 5084: 1.6787048887778883e-05
Position 960: 1.6767741895285068e-05
Position 439: 1.644049740557153e-05
Position 1587: 1.6298051118267143e-05
Position 8169: 1.5353967772558e-05
Position 2469: 1.5216855113069264e-05
Position 3534: 1.4239644579655846e-05
Position 1089: 1.3203960833232551e-05
Position 2667: 1.2409796313440492e-05
Position 3526: 1.19701572424754e-05
Position 500: 9.50838278604007e-06
Position 7468: 8.807323663439512e-06
Position 7741: 8.661729087765886e-06
Position 1908: 8.62448351614862e-06
Position 8027: 8.46309372843792e-06
Position 8138: 8.300371103477585e-06
Position 5309: 7.900020109883152e-06
Position 3230: 7.794591223112753e-06
Position 612: 7.777926392547607e-06
Position 401: 7.615709582178719e-06
Position 1982: 7.464599208112443e-06
Position 1179: 7.333964072241095e-06
Position 3396: 7.279058650135683e-06
Position 683: 7.082497213108962e-06
Position 1097: 6.315083554395249e-06
Position 2335: 6.216094902431164e-06
Position 1953: 6.177194514910538e-06
Position 850: 6.121392052146112e-06
Position 1162: 6.057565314911567e-06
Position 2083: 6.031441220564925e-06
Position 3801: 5.995779392622347e-06
Position 506: 5.95010934575091e-06
Position 2475: 5.910734291477238e-06
Position 408: 5.7472604448254e-06
Position 809: 5.6413387471608996e-06
Position 696: 5.158624405101236e-06
Position 6834: 5.101133725641013e-06
Position 3757: 4.965651024670404e-06
Position 199: 4.852151434308178e-06
Position 1542: 4.741113818588926e-06
Position 3553: 4.470824846967967e-06
Position 655: 4.412941756304934e-06
Position 7836: 4.129489074084606e-06
Position 7833: 3.760846389665786e-06
Position 6238: 3.5223461084952658e-06
Position 470: 3.4565005141657337e-06
Position 2904: 3.2615149911934275e-06
Position 661: 3.2548105890252843e-06
Position 2544: 3.0693101101055187e-06
Position 7952: 2.8133951287367977e-06
Position 184: 2.7311880141308333e-06
Position 553: 2.5824533033074386e-06
Position 1430: 2.472792161390756e-06
Position 692: 2.1712813582534553e-06
Position 7863: 2.145325050977616e-06
Position 1442: 2.123657321714984e-06
Position 2871: 1.980309082892627e-06
Position 2851: 1.8086519259811248e-06
Position 1373: 1.743240363825555e-06
Position 1185: 1.5675229727253754e-06
Position 5015: 1.5017520967799387e-06
Position 4939: 1.364355496552902e-06
Position 430: 1.3199350502454102e-06
Position 7957: 1.20786502831722e-06
Position 8120: 1.0413146769183753e-06
Position 559: 1.0371412468021507e-06
Position 201: 9.873035700926892e-07
Position 443: 9.010336588390758e-07
Position 486: 8.51159657375191e-07
Position 3308: 7.746582993773834e-07
Position 217: 7.517215341165846e-07
Position 5295: 6.917344225270812e-07
Position 4437: 6.476546246238515e-07
Position 85: 5.291259784859238e-07
Position 451: 5.253519719973597e-07
Position 818: 4.6308843302061724e-07
Position 791: 4.457640391918512e-07
Position 550: 3.930593726611074e-07
Position 6348: 3.7635763684145324e-07
Position 653: 2.8289990546742666e-07
Position 686: 2.534765665393584e-07
Position 3381: 1.8415588445370073e-07
Position 1340: 1.7378754465048775e-07
Position 236: 1.6623809453539958e-07
Position 1127: 1.6085114878989935e-07
Position 2108: 1.3875552286829532e-07
Position 619: 1.3151315352290972e-07
Position 6391: 1.2932268640025946e-07
Position 7875: 1.2564691112875714e-07
Position 8144: 1.2436759905189693e-07
Position 1104: 1.2094290878965042e-07
Position 225: 1.1124649097043313e-07
Position 1284: 1.0817497888978474e-07
Position 668: 8.631221281875852e-08
Position 728: 7.56090831959329e-08
Position 1144: 7.29528575601647e-08
Position 481: 7.242453120932232e-08
Position 520: 5.0464853390914624e-08
Position 530: 4.751590301311403e-08
Position 510: 2.4381772058714454e-08
Position 1418: 2.41544088080343e-08
Position 1314: 2.209113200275246e-08
Position 88: 1.8372393106899542e-08
Position 130: 1.6599931679004518e-08
Position 1337: 9.476283978801116e-09
Position 1537: 9.306606019015708e-09
Position 1427: 8.26815139494296e-09
Position 1196: 8.06370289912155e-09
Position 1629: 7.287331273360531e-09
Position 1444: 5.539700148528451e-09
Position 94: 5.104135221912737e-09
Position 288: 4.488575473874325e-09
Position 2888: 4.455134631209774e-09
Position 1613: 4.413312609763078e-09
Position 542: 4.308508918498003e-09
Position 246: 2.9839636116431333e-09
Position 3405: 2.939192264286053e-09
Position 703: 2.6613112550414158e-09
Position 1376: 9.500085413033304e-10
Position 1402: 5.884533467382115e-10
Position 1329: 2.1293128790677168e-10
Position 1394: 3.113056500277306e-11
Position 290: 2.111650528932537e-11
Position 232: 9.465612472603094e-12
Position 238: 5.329182908167208e-12
Position 512: 1.3119402269408477e-12
Position 285: 8.574276846714217e-13
Position 491: 1.5158650831091875e-13
Position 254: 1.3972798476569415e-13
