Gene = CARNMT1
Position 7862: 0.00014743772060584704
Position 2249: 0.00010078442941569127
Position 1210: 9.62502539663948e-05
Position 3978: 9.394807720194543e-05
Position 11239: 9.009410521291857e-05
Position 972: 7.645484161014717e-05
Position 2343: 6.838272860651966e-05
Position 1740: 6.355161982199969e-05
Position 1497: 6.174490448192664e-05
Position 488: 5.435512238964927e-05
Position 1217: 5.17588709240202e-05
Position 1341: 5.083758215588575e-05
Position 2415: 4.8140193860633956e-05
Position 3813: 4.7832612256490114e-05
Position 3669: 4.513774621117906e-05
Position 627: 3.913051373897237e-05
Position 1182: 3.8284970248939136e-05
Position 291: 3.643769751219722e-05
Position 1110: 2.5478136235050387e-05
Position 2598: 2.4061479306333164e-05
Position 530: 2.3556829573313932e-05
Position 947: 2.2980654699735747e-05
Position 688: 2.2387286350457988e-05
Position 670: 1.9420571100023694e-05
Position 5876: 1.7598440727782133e-05
Position 862: 1.507541574194234e-05
Position 412: 1.4363730834348962e-05
Position 1576: 1.3954530017110716e-05
Position 1627: 1.2989961919747003e-05
Position 717: 1.2249506490935178e-05
Position 6245: 1.0089121137088868e-05
Position 4894: 9.885787550039783e-06
Position 2107: 9.579546419027546e-06
Position 795: 9.426083536646981e-06
Position 2502: 8.970694954324497e-06
Position 3275: 7.728163430834978e-06
Position 1519: 6.630095912134789e-06
Position 1279: 6.209564119857986e-06
Position 4919: 5.818849298462042e-06
Position 310: 5.682510036708168e-06
Position 1973: 4.908325180888938e-06
Position 693: 4.263826053870383e-06
Position 4610: 3.65820066292474e-06
Position 2566: 3.5640520935952508e-06
Position 1419: 3.3131857647424302e-06
Position 2223: 3.1071510823966904e-06
Position 793: 2.3869239576322435e-06
Position 690: 2.3857046464942323e-06
Position 1460: 1.9664811585930715e-06
Position 2631: 1.7847934239647184e-06
Position 2081: 1.6433794198762818e-06
Position 1323: 1.4817992273235638e-06
Position 1017: 1.3585090923732541e-06
Position 2533: 1.3234810958541565e-06
Position 801: 1.1343597109780519e-06
Position 1179: 9.251312149582371e-07
Position 1019: 8.66903781466095e-07
Position 1039: 7.989157785371694e-07
Position 873: 5.006883965296877e-07
Position 2905: 4.582355255239982e-07
Position 1319: 3.0441842895576957e-07
Position 926: 2.656089135731185e-07
Position 200: 2.563471153502724e-07
Position 632: 2.0169455232406432e-07
Position 317: 1.5118128696952062e-07
Position 2547: 1.200985973285311e-07
Position 323: 6.507904911449918e-08
Position 980: 5.8675865617628105e-08
Position 1747: 5.781348015775489e-08
Position 356: 5.3427797824135905e-08
Position 326: 3.1619937376830795e-08
Position 4279: 1.6216973317801875e-08
Position 864: 1.0024353768177562e-08
Position 1768: 9.643462699300994e-09
Position 320: 9.050799154749976e-09
Position 331: 7.268761111281153e-09
Position 329: 6.7395039854261134e-09
Position 1599: 4.954302314849864e-09
Position 1630: 3.125893680274639e-09
Position 1616: 3.0976445518041523e-09
Position 1812: 2.780155425145154e-09
Position 1888: 1.6883768682066803e-09
Position 1934: 1.5868677933329229e-09
Position 1645: 7.307655227738706e-10
Position 387: 2.8554383289377526e-11
Position 226: 1.4528058842828843e-11
Position 245: 1.412953092009714e-11
Position 118: 1.1170968572912222e-11
Position 158: 7.756244738345787e-12
Position 216: 5.268008531237893e-12
Position 2595: 1.3244350804551699e-12
Position 240: 2.93947725738776e-13
Position 116: 2.23259905623627e-13
Position 81: 1.3627938702760008e-13
Position 213: 7.683516180760863e-14
Position 139: 7.545827004134479e-14
Position 87: 7.0343325611605e-14
Position 233: 5.797649191459667e-14
Position 230: 4.473497768830112e-14
Position 338: 4.228004045816499e-14
Position 390: 3.9680514495487015e-14
Position 344: 3.2297222094324654e-14
Position 90: 1.1395157848959415e-14
Position 125: 5.785333213629976e-15
Position 133: 5.829481331831148e-16
Position 129: 1.9460974294202033e-16
