Gene = C1QTNF3-AMACR
Position 3675: 0.00010681663413658323
Position 6640: 9.411114994478915e-05
Position 1965: 9.246962327997711e-05
Position 10791: 9.084731809951459e-05
Position 3655: 8.841490609299218e-05
Position 6253: 8.649188749190213e-05
Position 1968: 8.180292736973583e-05
Position 6760: 8.110575158541304e-05
Position 1416: 7.851338823216598e-05
Position 4996: 7.772516892364049e-05
Position 2398: 7.383659117634983e-05
Position 7667: 7.378967633601631e-05
Position 3420: 7.175876297540813e-05
Position 254: 6.697459171534695e-05
Position 1761: 6.445324048029518e-05
Position 2665: 6.295577470537947e-05
Position 9591: 6.199844822681482e-05
Position 2795: 5.749196226688021e-05
Position 1162: 5.5904710440944015e-05
Position 3431: 5.515116584604184e-05
Position 1212: 5.178617729684396e-05
Position 1351: 4.953213386210483e-05
Position 1813: 4.479686400616948e-05
Position 3280: 4.4138904587695944e-05
Position 8824: 4.29445624077927e-05
Position 5712: 4.0977974998981736e-05
Position 5682: 4.045023976249134e-05
Position 6073: 4.015043690533334e-05
Position 1332: 3.898799466641034e-05
Position 1724: 3.8131483661719105e-05
Position 6317: 3.764368106180364e-05
Position 5952: 3.2076458106049686e-05
Position 454: 3.038964061268225e-05
Position 3185: 3.0376428683030082e-05
Position 476: 3.0317597223381126e-05
Position 2506: 2.677016352584564e-05
Position 1367: 2.5948228918828842e-05
Position 2643: 2.2871993851577294e-05
Position 202: 2.2225216581024133e-05
Position 7329: 2.177165647210943e-05
Position 609: 2.0407182272931614e-05
Position 4184: 1.8600442577378132e-05
Position 6633: 1.8364503716463325e-05
Position 2167: 1.6629388389500495e-05
Position 3295: 1.6015110237666958e-05
Position 1263: 1.5477830691037405e-05
Position 1255: 1.4916746065854184e-05
Position 404: 1.4509482615958991e-05
Position 1074: 1.3857109365445033e-05
Position 6012: 1.3453453257047124e-05
Position 6896: 1.2804059181244211e-05
Position 6899: 1.242816273839044e-05
Position 1444: 1.1835463757247525e-05
Position 2270: 1.1765651878236592e-05
Position 2937: 9.965396556699687e-06
Position 862: 9.787654838302172e-06
Position 2434: 9.364380192319723e-06
Position 205: 9.005261822205637e-06
Position 707: 8.724949396066845e-06
Position 1677: 8.560983276632307e-06
Position 4774: 8.12037851611601e-06
Position 5163: 8.088155916681961e-06
Position 2451: 7.979550186237856e-06
Position 3447: 7.238155662411671e-06
Position 290: 7.10264730170514e-06
Position 3203: 6.643474855381884e-06
Position 5400: 6.095220918819722e-06
Position 314: 5.968917326434784e-06
Position 2237: 5.098132146377961e-06
Position 2492: 4.998638468129795e-06
Position 2183: 4.647069430209409e-06
Position 422: 4.636961553592285e-06
Position 1298: 4.102288984988006e-06
Position 3434: 2.804832537000851e-06
Position 174: 1.9468915490615417e-06
Position 520: 1.6321317649950552e-06
Position 1779: 1.4789307006441333e-06
Position 1874: 1.4157793358549633e-06
Position 1489: 1.3331691860408859e-06
Position 1707: 1.3025378084235052e-06
Position 2019: 1.2158670715962072e-06
Position 786: 1.048859914776286e-06
Position 800: 8.583628201171426e-07
Position 529: 7.822571229184554e-07
Position 3732: 1.1065742946329665e-07
Position 4030: 9.985948205290714e-08
Position 1026: 6.7496339234818e-08
Position 1425: 5.857129623219933e-08
Position 1271: 4.928836335107684e-08
Position 359: 4.591686533412807e-08
Position 2562: 4.0633891941610773e-08
Position 1294: 3.60885752401438e-08
Position 372: 2.8753768673890353e-08
Position 282: 1.7280446003292582e-08
Position 1218: 1.4115820469543964e-08
Position 887: 1.2278448390515587e-08
Position 343: 1.1347096013216448e-08
Position 298: 9.974037491537463e-09
Position 1376: 9.396865311040851e-09
Position 274: 8.221865524365271e-09
Position 1086: 6.246119145115055e-09
Position 426: 5.626094711520857e-09
Position 2107: 4.7620606830283625e-09
Position 182: 1.0798655004511937e-09
Position 216: 1.6648907340084085e-10
