Gene = HEMK1
Position 196: 4.924928062151427e-08
Position 565: 1.2147514738238048e-08
Position 664: 1.1562627019320318e-08
Position 1025: 9.351562579816067e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10691: 0.8361395895125424
Position 12088: 0.737821573544935
Position 11228: 0.7308822629396559
Position 9668: 0.6924650286953131
Position 7899: 0.6402568037891433
Position 10352: 0.6094293647296135
Position 10963: 0.542688135730574
Position 227: 0.5043029259471383
Position 8673: 0.5004266120694163
Position 2557: 0.46659419682887077
Position 17663: 0.44235674528306335
Position 8356: 0.4308001437817996
Position 11556: 0.37002396431324514
Position 1569: 0.3556802117814586
Position 5674: 0.3390152498796781
Position 2962: 0.3050647164195449
Position 11397: 0.25729660897235035
Position 3718: 0.2546257078504351
Position 1566: 0.18934637694763332
Position 17024: 0.18603833472435835
Position 8469: 0.17481204568799566
Position 2924: 0.17241429615141868
Position 1998: 0.16301223111056054
Position 12103: 0.16291521004879492
Position 12372: 0.1592088972435745
Position 14923: 0.14464439392959855
Position 12337: 0.14021322309530346
Position 15796: 0.1362007204718361
Position 3381: 0.1186931669403161
Position 703: 0.11821669066496462
Position 23619: 0.11669339489946154
Position 10567: 0.11451776675269629
Position 16006: 0.09806727249764073
Position 12425: 0.09746684000655552
Position 16657: 0.0948092124314451
Position 12278: 0.09312693468855372
Position 16138: 0.08815315697772048
Position 12459: 0.08528931204859881
Position 14677: 0.07307696637034669
Position 2032: 0.07228410108795678
Position 20032: 0.06930490061726567
Position 17609: 0.0682629447807165
Position 1854: 0.0670596592919238
Position 2605: 0.06558889146977864
Position 11962: 0.06549921399040709
Position 9537: 0.062087604063415854
Position 2563: 0.06127386353130981
Position 14882: 0.05885757604280813
Position 10646: 0.05702884214506366
Position 8119: 0.05589074676125306
Position 1224: 0.05588159621544206
Position 12406: 0.05324265231276233
Position 15187: 0.05043367272424498
Position 10856: 0.04770868986468379
Position 13409: 0.04750766828808486
Position 15832: 0.04528568858307563
Position 305: 0.04181109650176253
Position 20079: 0.040406090966504354
Position 10966: 0.04020929826676862
Position 11580: 0.037764962879258325
Position 1778: 0.03760398928958409
Position 18027: 0.037462991928612605
Position 16365: 0.03708166897234498
Position 2947: 0.03611337091657024
Position 11617: 0.032195516092691584
Position 4491: 0.030206418580956306
Position 22081: 0.030135893295384283
Position 2441: 0.030021643326726
Position 10895: 0.029190259926552147
Position 2590: 0.02701778541819331
Position 12503: 0.02564213554899412
Position 10977: 0.02517370256260891
Position 14643: 0.02451390727730165
Position 12403: 0.024191158611861652
Position 17418: 0.024079555476863284
Position 10497: 0.019327753775016686
Position 1398: 0.018322532041061032
Position 727: 0.018069913820724714
Position 15632: 0.01653719387687009
Position 2071: 0.01610777373834704
Position 3614: 0.01567447591116934
Position 7882: 0.014789780372963466
Position 13026: 0.013840526079216417
Position 12248: 0.012606684796512162
Position 10257: 0.011189419257495446
Position 3210: 0.011021556886593984
Position 11614: 0.010724614663949191
Position 11408: 0.009142594592045581
Position 3655: 0.008786550255831629
Position 1502: 0.008183186386184881
Position 12710: 0.008134611865497045
Position 15264: 0.0077262085328476775
Position 1455: 0.0070947246769149635
Position 1331: 0.007075257778442142
Position 2887: 0.007010664755721523
Position 2903: 0.00666073506166733
Position 14589: 0.006046296237808117
Position 9742: 0.006032641445816614
Position 9502: 0.0060303238477259
Position 11011: 0.0059313970225922125
Position 3399: 0.005695143282955236
Position 9372: 0.005662676363241868
Position 10019: 0.0051900953725044895
Position 2524: 0.004943532166311115
Position 9921: 0.004904273544188833
Position 9636: 0.004840843691570547
Position 2836: 0.0047062411246828455
Position 3402: 0.0044772122220910985
Position 12925: 0.004192533644188746
Position 8686: 0.0041706627091541585
Position 949: 0.003935189890816898
Position 8186: 0.003790242073899261
Position 12068: 0.0037897145736551447
Position 10823: 0.003514266486474566
Position 12928: 0.0034939292314729344
Position 14333: 0.0034833231552100882
Position 1192: 0.0033154724553137254
Position 7021: 0.003037432352909359
Position 14031: 0.002800139375332097
Position 1909: 0.0026060568797717145
Position 252: 0.002581974582240953
Position 12753: 0.0025538840752095094
Position 13828: 0.0024886059242680563
Position 10866: 0.0022155435944592444
Position 18660: 0.0018858601983554007
Position 10980: 0.0018437464475762157
Position 568: 0.0018342465711140349
Position 1381: 0.0018139635398378851
Position 2414: 0.0016553594393624946
Position 12118: 0.0015428243687924737
Position 3565: 0.0013980359821703773
Position 502: 0.0013032655433875579
Position 14716: 0.0012382575365868646
Position 1488: 0.001220688562801438
Position 1826: 0.0011990883902721547
Position 14228: 0.0011936145701099648
Position 14126: 0.001177924397849533
Position 3515: 0.0010604346480399215
Position 1892: 0.0010013919384659845
Position 2299: 0.0009983415809098255
Position 10661: 0.0009441562388818378
Position 11062: 0.0009198213470613091
Position 10826: 0.0009189622924343675
Position 1144: 0.0009028325822165537
Position 871: 0.0008696222982548475
Position 14927: 0.0008674208256841477
Position 507: 0.0007973440037608442
Position 1370: 0.0007960705025519683
Position 15328: 0.0007241575193609046
Position 8506: 0.0006690715263137757
Position 241: 0.0006412303524890356
Position 874: 0.0006398569215833612
Position 11363: 0.0006369091091926675
Position 12846: 0.0005820994703474952
Position 4281: 0.0005714307842621116
Position 1266: 0.0005187648532916373
Position 12150: 0.0004995123315897851
Position 258: 0.0004703640314156102
Position 1864: 0.00046567518471212095
Position 2614: 0.0004455542813600329
Position 15673: 0.00043911420891433445
Position 1060: 0.000432742379184418
Position 4202: 0.00040735008777745193
Position 1571: 0.0004045576686903746
Position 11835: 0.000375844147459634
Position 1889: 0.00037480633585972305
Position 709: 0.00036791180057492684
Position 2079: 0.00034822686435664283
Position 321: 0.0003231207164432001
Position 11436: 0.00030284162070250923
Position 1877: 0.0002887456722140494
Position 681: 0.0002836433741854512
Position 14506: 0.0002485209058760176
Position 1906: 0.00024449188487674507
Position 965: 0.00023611799419370316
Position 1513: 0.00023274816058854958
Position 2310: 0.0002218888343263573
Position 11196: 0.00019432640351610005
Position 1248: 0.0001937825006749225
Position 14059: 0.00019349737539835487
Position 292: 0.00017069893548123124
Position 999: 0.00016142753667316694
Position 11190: 0.000151500188952636
Position 1599: 0.00014856228405139867
Position 12288: 0.00014419249274997943
Position 1459: 0.00013429740223683397
Position 900: 9.420233700438565e-05
Position 1283: 8.328462162539861e-05
Position 269: 6.249296051660303e-05
Position 208: 5.032070791048546e-05
Position 2365: 4.967991629263906e-05
Position 3484: 4.8689661601052474e-05
Position 519: 4.4205858585395754e-05
Position 2264: 3.716358847607778e-05
Position 477: 3.427420777075847e-05
Position 575: 3.363563169770355e-05
Position 1304: 3.268879283115561e-05
Position 985: 1.697798193646955e-05
Position 190: 9.138704321766235e-06
Position 807: 8.560848320955038e-06
Position 418: 8.320498040770529e-06
Position 371: 6.4051539892616925e-06
Position 12305: 4.893830804224405e-06
Position 951: 4.750113996617805e-06
Position 579: 4.6758269437027114e-06
Position 176: 4.424197828870845e-06
Position 12318: 4.083345215680037e-06
Position 876: 3.992733508666372e-06
Position 1073: 2.7014309148726284e-06
Position 739: 1.1431251110341721e-06
Position 410: 1.0469494324367074e-06
Position 422: 7.930295322807194e-07
Position 1336: 6.530038310652128e-07
Position 880: 4.7611156807619434e-07
Position 790: 3.6508007513056165e-07
Position 1025: 3.288036069780334e-07
Position 1094: 1.1514161008240739e-07
Position 338: 1.1496900060744329e-07
Position 1114: 1.1303158916027774e-07
Position 381: 1.0557597613261869e-07
Position 633: 8.265397086404385e-08
Position 435: 6.260578964224239e-08
Position 192: 2.1834837014606925e-08
Position 631: 1.5840355028633213e-08
Position 196: 9.178660048814866e-09
Position 109: 7.736879621072851e-09
Position 185: 7.473339288071145e-09
Position 793: 7.265308783440828e-09
Position 334: 6.421022202239535e-09
Position 645: 3.7006254220878677e-09
Position 734: 2.8769108039561985e-09
Position 527: 2.6943948157930746e-09
Position 531: 1.8721597936769485e-09
Position 819: 9.88572364846688e-10
Position 113: 3.53513884998447e-10
Position 136: 3.0703035895541314e-10
Position 121: 2.4328249715202535e-10
Position 529: 1.0531601992378496e-10
