Gene = PAEP
Position 239: 2.0301484652160263e-05
Position 1703: 1.8693881273180125e-05
Position 419: 1.745433389555428e-05
Position 3508: 1.7289338209847013e-05
Position 695: 1.64502534924865e-05
Position 3274: 1.3553784207933495e-05
Position 1219: 1.2361703323168806e-05
Position 225: 9.134956757246565e-06
Position 359: 7.725252111990906e-06
Position 658: 6.687326722853244e-06
Position 932: 6.263623097046341e-06
Position 244: 5.886248712015485e-06
Position 920: 5.750156970196898e-06
Position 268: 5.6561558080916786e-06
Position 217: 5.311714951350815e-06
Position 1431: 5.111873587022363e-06
Position 758: 4.278994216683836e-06
Position 1149: 3.4592711368325736e-06
Position 716: 1.5966147622383945e-06
Position 3521: 1.322568580635633e-06
Position 212: 1.1259723101564119e-06
Position 275: 1.0339534389493205e-06
Position 926: 9.205499073888352e-07
Position 1083: 6.323996427661731e-07
Position 1122: 4.758059412041653e-07
Position 1119: 4.3523009435257554e-07
Position 1128: 3.778957739163944e-07
Position 2609: 1.9609294959503194e-07
Position 2380: 1.6185936466634308e-07
Position 1987: 4.9997967211114023e-08
Position 2358: 4.5924364172303904e-08
Position 1394: 4.890982013248118e-09
Position 2447: 1.7043251970784224e-09
Position 176: 8.306126948836892e-10
Position 194: 1.4774360638277772e-10
Position 146: 7.20958288600138e-11
Position 112: 1.4608724631989823e-11
Position 139: 1.4709145183395536e-12
Position 121: 1.3625994030700303e-12
Position 156: 1.1469457063438412e-12
Position 118: 3.0531095876895604e-13
Position 130: 2.4815484654202086e-15
