Gene = ITGB3BP
Position 3234: 0.0005672594577239225
Position 419: 0.0005263984691648496
Position 6431: 0.0005252498672598408
Position 10590: 0.0005167400363830073
Position 5710: 0.0004685986050308895
Position 6993: 0.00042856522165857225
Position 3389: 0.0004258796197801389
Position 5099: 0.00041143636765466555
Position 3168: 0.00040301291514661285
Position 1058: 0.0003952464973371342
Position 6921: 0.00039377773850705515
Position 3155: 0.0003611378368354722
Position 1382: 0.00032034335749168687
Position 879: 0.0003153471770172469
Position 6248: 0.00029359579118661206
Position 8296: 0.00029297387266012626
Position 3038: 0.0002896364319389984
Position 6019: 0.00028788716195950165
Position 1460: 0.0002862095918954683
Position 2806: 0.00028056828624241565
Position 3462: 0.00025268332265224744
Position 3609: 0.00024437680907069134
Position 5067: 0.0002309577265491812
Position 3627: 0.00022560987212839689
Position 1576: 0.00021509706134128262
Position 3191: 0.00020525345723623433
Position 1110: 0.00019255888478592533
Position 3703: 0.0001841436429237765
Position 7176: 0.00018207940590420692
Position 2372: 0.00017417475263753436
Position 4304: 0.0001734073931184092
Position 7214: 0.0001655870673088304
Position 4413: 0.00016220823347349418
Position 4983: 0.00014293760955061017
Position 3630: 0.00013709744948399357
Position 5104: 0.00013435133777609047
Position 3006: 0.00013369151097968336
Position 3573: 0.00013163136750609733
Position 4410: 0.00012606342600431894
Position 2608: 0.0001235977739451645
Position 7416: 0.0001227884013608925
Position 869: 0.0001195555832650598
Position 3570: 0.00010938200454539672
Position 2149: 0.00010386850402745342
Position 2715: 9.622926328590182e-05
Position 4174: 9.102220027493856e-05
Position 3211: 9.100597529937364e-05
Position 1556: 9.020474139920119e-05
Position 1643: 8.830432062129022e-05
Position 3061: 7.040806629817658e-05
Position 2326: 6.882023458177091e-05
Position 2386: 6.703416345071409e-05
Position 5855: 6.082167591426438e-05
Position 2390: 5.7772724947980134e-05
Position 2708: 5.5764148726595394e-05
Position 2571: 5.5018137208032724e-05
Position 5849: 5.4528923222102774e-05
Position 745: 5.4496894915571886e-05
Position 3093: 5.418454782717528e-05
Position 4952: 5.159885950468073e-05
Position 3647: 4.0906563852645304e-05
Position 2677: 4.037306389845131e-05
Position 1847: 3.8396278774724174e-05
Position 4822: 3.7848945434953417e-05
Position 4124: 3.781565101463877e-05
Position 427: 3.47222403344633e-05
Position 4875: 3.4236960898815624e-05
Position 1619: 3.232052329555536e-05
Position 1552: 3.163934384990967e-05
Position 314: 3.1527108504478824e-05
Position 3058: 3.094994490134354e-05
Position 384: 2.7582439173677552e-05
Position 341: 2.7005308366191614e-05
Position 767: 2.590054509335982e-05
Position 497: 2.5653132314847867e-05
Position 512: 2.518882941334763e-05
Position 1796: 2.3608230864358455e-05
Position 718: 2.2583323205065566e-05
Position 1841: 2.2401364615392784e-05
Position 538: 2.111975422997481e-05
Position 1203: 1.7965139268510246e-05
Position 1817: 1.7172370437419967e-05
Position 1162: 1.4384531756408137e-05
Position 1124: 1.4296082275739668e-05
Position 1442: 1.4045492130430415e-05
Position 1973: 1.3520736098718537e-05
Position 2644: 1.3202750280567265e-05
Position 2672: 1.2716277934196264e-05
Position 839: 1.0816607911285951e-05
Position 1486: 9.802079441784873e-06
Position 2078: 9.05277412710706e-06
Position 2951: 8.743297368602272e-06
Position 2924: 8.554665627859073e-06
Position 372: 7.918989586233757e-06
Position 2407: 7.628348010228777e-06
Position 946: 6.970654056912195e-06
Position 1930: 6.648254727803428e-06
Position 585: 6.230086063576311e-06
Position 2492: 6.169659914049322e-06
Position 2861: 5.866044108488076e-06
Position 1910: 5.633390324577875e-06
Position 3042: 4.158380513104385e-06
Position 2449: 3.6157559994118587e-06
Position 2022: 2.40374224256412e-06
Position 2039: 1.5346654995752273e-06
Position 1874: 1.4390145012080583e-06
Position 2472: 1.3781117751600746e-06
Position 105: 1.3022290745513242e-06
Position 2456: 1.2559626383245713e-06
Position 1907: 1.1826339384866977e-06
Position 1997: 4.4211260028282625e-07
Position 852: 4.2761810301403027e-07
Position 953: 2.919244288077095e-07
Position 1265: 1.66404141753069e-07
Position 4080: 1.3202090691544517e-07
Position 2176: 9.10553917464898e-08
Position 161: 5.435647184065902e-08
Position 660: 4.586955543125726e-08
Position 906: 2.6753625938160446e-08
Position 731: 2.2864066603206797e-08
Position 672: 2.043712043317111e-08
Position 886: 1.4500256549765214e-08
Position 276: 1.3683405745871178e-08
Position 158: 1.1770773782821325e-08
Position 134: 8.25361329674974e-09
Position 651: 5.868850372155049e-09
Position 394: 3.1703541232442996e-09
Position 137: 2.986556038528423e-09
Position 640: 2.789626886368223e-09
Position 399: 2.0045210897308353e-10
Position 142: 4.3572222273560664e-12
Position 139: 3.064038480411709e-12
Position 517: 6.999697776466191e-13
Position 473: 2.8086386805162156e-13
Position 396: 7.941239144274785e-16
Position 90: 2.020169995470321e-17
