Gene = RSRP1
Position 5092: 0.03239642427742383
Position 4593: 0.030407584173179614
Position 722: 0.03034464693160976
Position 926: 0.02832557257673102
Position 966: 0.025250065151649476
Position 758: 0.016827918845515318
Position 3829: 0.013779959358268843
Position 680: 0.012840910454232314
Position 5105: 0.009004659936538262
Position 3042: 0.006006896674659411
Position 3791: 0.005913009683529752
Position 4223: 0.005800101489380084
Position 4324: 0.00519060829500932
Position 707: 0.004770525892816533
Position 3897: 0.004562146981385149
Position 824: 0.003980426002877163
Position 3812: 0.003797306233189368
Position 725: 0.003789614339514611
Position 1413: 0.00259909850213578
Position 4452: 0.0025620695566315626
Position 2979: 0.002061915576626404
Position 659: 0.0018038559850510612
Position 4596: 0.001630645811176905
Position 3294: 0.0016111005514855513
Position 356: 0.0016099893314705286
Position 1858: 0.001541762918800834
Position 4343: 0.0015396258069797575
Position 4085: 0.0014895868330452877
Position 597: 0.0014252780360975916
Position 3149: 0.0014243529690266279
Position 2950: 0.00134620402867266
Position 2846: 0.0012534684282562278
Position 1159: 0.001039170846386151
Position 4488: 0.00100121078856285
Position 860: 0.0009722550577766753
Position 531: 0.0009676637428940008
Position 4428: 0.0008802599133915727
Position 4844: 0.0008277707203701364
Position 2256: 0.0008131006867123352
Position 2906: 0.0007916620116789348
Position 3338: 0.0007848538173276125
Position 4054: 0.0007714865389641396
Position 2292: 0.0006823024722869038
Position 4600: 0.0006125753726631507
Position 768: 0.0005839282267866495
Position 308: 0.000566746192949485
Position 493: 0.0005300020440357356
Position 4823: 0.00045152243045530805
Position 4267: 0.00044900366563075837
Position 1354: 0.00043589431604872385
Position 2926: 0.00043511903046463036
Position 4191: 0.0003914293906046722
Position 536: 0.0003627419359953299
Position 4530: 0.0002683670316682434
Position 4620: 0.00025659883946794863
Position 4165: 0.0002510994468593427
Position 1249: 0.0002491088752005992
Position 4789: 0.0002396327742435718
Position 527: 0.00022965210250095255
Position 3757: 0.000217616137068346
Position 1200: 0.00021088410403170886
Position 4235: 0.0001935562578265527
Position 1979: 0.00018735788916824836
Position 3904: 0.00018601809159872143
Position 3836: 0.00018521345208017228
Position 322: 0.00017629156131329808
Position 3719: 0.00014394684722539153
Position 941: 0.0001434419560736597
Position 3361: 0.0001415434474721063
Position 4513: 0.00014141362179843434
Position 1180: 0.00012862887498562873
Position 183: 0.000127465294643318
Position 1171: 0.00011154456391654928
Position 3942: 0.000111171802644666
Position 1360: 0.00010795756494070612
Position 2878: 0.00010336122188182825
Position 2988: 9.755060268437808e-05
Position 4767: 9.562842365275181e-05
Position 155: 9.461032173171851e-05
Position 3108: 9.058423078697917e-05
Position 5056: 9.034352142707223e-05
Position 4108: 8.651773972588555e-05
Position 4283: 8.085618656271736e-05
Position 1323: 7.688240379883661e-05
Position 2316: 7.663505490516902e-05
Position 4875: 7.607466264160159e-05
Position 2241: 7.557487774364847e-05
Position 4889: 7.511740056646595e-05
Position 549: 7.083791370997864e-05
Position 838: 6.785032342860231e-05
Position 2178: 6.186644234307014e-05
Position 1501: 6.00311121655078e-05
Position 806: 5.894977944705265e-05
Position 5208: 5.620197796696891e-05
Position 1013: 5.226133956885459e-05
Position 1005: 5.0441830611300646e-05
Position 842: 4.734488947936267e-05
Position 3666: 4.129218612931826e-05
Position 4862: 4.008864392844963e-05
Position 2268: 3.8423912801573003e-05
Position 159: 3.779571956511493e-05
Position 3669: 3.657467529265379e-05
Position 119: 3.555311679673002e-05
Position 5166: 3.414813825587982e-05
Position 1010: 3.079531234147608e-05
Position 4859: 2.94481392306614e-05
Position 5022: 2.859037176111458e-05
Position 2296: 2.6431094394654407e-05
Position 731: 2.5931121258079508e-05
Position 4658: 2.5876688768535273e-05
Position 4682: 2.581544955796636e-05
Position 4850: 2.5475067722416175e-05
Position 441: 2.5258769056157286e-05
Position 4828: 2.5115218497186882e-05
Position 738: 2.5082679557159725e-05
Position 4370: 2.4861052506894257e-05
Position 4722: 2.32932064953302e-05
Position 779: 2.1251673831624565e-05
Position 1067: 2.1246183948144216e-05
Position 411: 2.0883425534775907e-05
Position 1002: 2.0512502664030994e-05
Position 3729: 1.8740588995218212e-05
Position 4981: 1.8696279182416445e-05
Position 4434: 1.792855862162813e-05
Position 743: 1.6980549140832917e-05
Position 603: 1.667415286517265e-05
Position 863: 1.61655137747299e-05
Position 638: 1.4393433386704487e-05
Position 3166: 1.4318233776823286e-05
Position 4864: 1.413395030391213e-05
Position 4269: 1.3647072318477092e-05
Position 600: 1.3028652744999062e-05
Position 4121: 1.281947617878682e-05
Position 3410: 1.1568321495643133e-05
Position 3612: 1.1490641442318962e-05
Position 2937: 1.1414343455177875e-05
Position 662: 1.0980335328384505e-05
Position 2788: 1.0970833855293725e-05
Position 3134: 1.0871967442029393e-05
Position 3569: 9.614339365423736e-06
Position 1707: 8.738932761035977e-06
Position 2499: 8.257448718116057e-06
Position 3495: 6.266363934176009e-06
Position 774: 6.225338066401131e-06
Position 1230: 5.491007572098151e-06
Position 5014: 5.444419915739379e-06
Position 335: 4.503873982397461e-06
Position 3260: 4.457948179028815e-06
Position 3545: 3.3631755960554906e-06
Position 3652: 3.3177274282026357e-06
Position 5145: 3.3033343880961463e-06
Position 555: 2.686574210371924e-06
Position 2743: 2.1015016360335706e-06
Position 116: 1.8757904559991104e-06
Position 2445: 1.652313481721858e-06
Position 190: 1.5629962954685823e-06
Position 2463: 1.1805508634367267e-06
Position 2016: 8.575244416299383e-07
Position 2698: 6.89188298650248e-07
Position 2155: 6.132293838267212e-07
Position 734: 5.804733947510999e-07
Position 500: 5.643749514796505e-07
Position 2916: 2.8909581472434496e-07
Position 2993: 1.7603163688282197e-07
Position 2594: 1.6933571458237684e-07
Position 505: 1.316364270625905e-07
Position 3537: 1.210828332296079e-07
Position 2496: 9.177950778317109e-08
Position 129: 8.723047646628047e-08
Position 171: 8.502913694022071e-08
Position 2853: 8.27604529316774e-08
Position 1205: 6.39747903202598e-08
Position 3178: 3.981522381984943e-08
Position 344: 2.983002550874249e-08
Position 261: 2.6023349543574642e-08
Position 239: 2.2796487249566824e-08
Position 543: 1.2544761916559287e-08
Position 3511: 1.0275259659505333e-08
Position 1282: 6.974226161307371e-09
Position 250: 4.6887930761131035e-09
Position 194: 4.3600478693852045e-09
Position 215: 3.6310463294758808e-09
Position 264: 4.4693718246839645e-10
Position 268: 3.000332647072044e-10
