Gene = ATP6V1F
Position 554: 0.00039996098709644916
Position 358: 0.00039359943350595125
Position 1125: 0.0003879744962636717
Position 2140: 0.00036295161107398967
Position 1083: 0.0003498301267014629
Position 2113: 0.0003484225328028382
Position 2638: 0.00033943557867141907
Position 1794: 0.00028785606782485415
Position 1247: 0.0002640853751511985
Position 3000: 0.00024467542886371095
Position 2641: 0.00023367866191404215
Position 2920: 0.00020989875118215446
Position 740: 0.0001835357229607045
Position 530: 0.0001815525221542408
Position 2606: 0.0001667731536869706
Position 945: 0.00016585293233786368
Position 1107: 0.00015934849311331027
Position 463: 0.00013536007839315523
Position 1600: 0.00013153435985848347
Position 1637: 0.00012738531105259976
Position 885: 0.0001258633294734524
Position 408: 0.0001244105212346939
Position 168: 0.0001197700001530418
Position 1762: 9.536552401482447e-05
Position 2317: 9.277844560275578e-05
Position 2154: 9.094886089080246e-05
Position 2926: 9.002892112084599e-05
Position 2698: 8.324265457530198e-05
Position 2662: 6.889365859512504e-05
Position 982: 6.493381337604609e-05
Position 1622: 5.1340654393800276e-05
Position 339: 4.6729254737677254e-05
Position 1694: 4.591684898357054e-05
Position 2766: 4.4827499951569066e-05
Position 939: 4.353544314940667e-05
Position 2896: 4.122668412854303e-05
Position 1869: 4.022066934857512e-05
Position 198: 3.769773759217477e-05
Position 2741: 3.457558054713182e-05
Position 2674: 3.065524462492793e-05
Position 2721: 2.955738359517189e-05
Position 2464: 2.7482558456095667e-05
Position 1032: 2.574773760854827e-05
Position 717: 1.742091840252625e-05
Position 2377: 1.7353130632801225e-05
Position 686: 1.5187747319157954e-05
Position 2833: 1.4592368304272014e-05
Position 1563: 1.4536636161989926e-05
Position 2034: 1.2812579973318312e-05
Position 417: 1.226352938063135e-05
Position 2876: 1.1675966159878887e-05
Position 2752: 1.1492980898094074e-05
Position 1405: 1.02760309605572e-05
Position 1604: 9.909598619647112e-06
Position 285: 9.666408287044363e-06
Position 115: 8.329227675784756e-06
Position 1412: 7.715643010060013e-06
Position 2881: 7.146770598315848e-06
Position 226: 6.71547518005308e-06
Position 120: 6.606499589281307e-06
Position 1220: 5.171180631645137e-06
Position 842: 4.984956401369727e-06
Position 1831: 4.3624236085394685e-06
Position 323: 4.2254833037459045e-06
Position 2815: 3.633131668048087e-06
Position 471: 3.095216576774238e-06
Position 106: 2.7833471600663295e-06
Position 488: 2.5173770634669224e-06
Position 1650: 2.2713335561292474e-06
Position 1893: 1.8918866106131358e-06
Position 96: 1.7633111583034192e-06
Position 2325: 1.5502511415205828e-06
Position 426: 1.0489457820902138e-06
Position 690: 1.0113655040389118e-06
Position 303: 6.41437093085585e-07
Position 219: 6.364113762827913e-07
Position 641: 6.139575098115951e-07
Position 608: 4.5757014008214845e-07
Position 253: 4.10736745339143e-07
Position 1047: 3.876971341369294e-07
Position 159: 3.630477503238634e-07
Position 752: 3.0317374662196625e-07
Position 1159: 2.759438583324088e-07
Position 635: 2.53739279511849e-07
Position 987: 1.9711471921159994e-07
Position 593: 1.6050549673073465e-07
Position 483: 1.1742289997997982e-07
Position 583: 1.0159288385358905e-07
Position 791: 1.0141101979439202e-07
Position 621: 9.384002951563992e-08
Position 1092: 8.239964591572727e-08
Position 829: 7.852992289641941e-08
Position 492: 6.644151299870956e-08
Position 600: 4.740483936488812e-08
Position 755: 4.086175421991432e-08
Position 747: 3.508869815963031e-08
Position 1104: 3.236237282872837e-08
Position 602: 2.5779969125577597e-08
Position 296: 8.846758125681197e-09
Position 89: 8.413050950998764e-09
Position 893: 2.9736614272869628e-09
Position 637: 1.6537557207898562e-09
Position 473: 1.1034116807119168e-09
Position 647: 3.2141158065708114e-10
Position 643: 1.382572147239746e-14
Position 628: 1.0303163431572415e-14
