Gene = CPT2
Position 3750: 0.0010856098893028566
Position 224: 0.0010741063258216683
Position 8212: 0.0010121582125535214
Position 1010: 0.000939936326381131
Position 9455: 0.0008766033038669446
Position 1727: 0.0008612125219961463
Position 1029: 0.0008422434728966379
Position 2548: 0.0007052698748718268
Position 412: 0.0006809173255433292
Position 7467: 0.0005754813231565034
Position 14581: 0.0005484441698008873
Position 4628: 0.0004873880396008167
Position 3261: 0.0004508938628166265
Position 7295: 0.00044332358615659356
Position 1966: 0.0004216190804025148
Position 8657: 0.0003782548906675247
Position 382: 0.000362205410194061
Position 8537: 0.00029573573991294134
Position 5244: 0.00026175204465144164
Position 124: 0.00023866595041696366
Position 4509: 0.00023417559687158318
Position 300: 0.00019716801373285145
Position 2425: 0.00018718706903021027
Position 4428: 0.00014984522561555376
Position 3630: 0.00014876261860622891
Position 518: 0.00010979808153399652
Position 6017: 8.787440899783743e-05
Position 345: 8.435130698886003e-05
Position 2224: 8.114597442892492e-05
Position 5435: 7.956606217801566e-05
Position 2109: 7.418279038641298e-05
Position 2173: 6.64623582556887e-05
Position 1376: 5.6742766718245425e-05
Position 90: 4.6004086738855954e-05
Position 4611: 4.294802186522724e-05
Position 1464: 3.799963238859514e-05
Position 4365: 3.79471481492541e-05
Position 564: 2.8592385888032215e-05
Position 684: 2.329099348396447e-05
Position 961: 1.9663958823319872e-05
Position 423: 1.8147248407010823e-05
Position 1428: 1.3980260666993534e-05
Position 613: 1.3353964813141886e-05
Position 83: 1.3126826589669337e-05
Position 177: 1.1365339107910867e-05
Position 425: 8.927781047216636e-06
Position 1104: 7.347771135621687e-06
Position 1234: 6.0734010045475365e-06
Position 7234: 4.484527008816256e-06
Position 143: 3.1265610773550898e-06
Position 6603: 2.278985307618583e-06
Position 751: 2.217756092855149e-06
Position 5863: 2.0857718963806584e-06
Position 1389: 1.4654318214884683e-06
Position 457: 4.794888878562945e-07
Position 6731: 4.213650184992259e-07
Position 812: 3.4101442702787943e-07
Position 759: 2.2523523079486885e-07
Position 579: 6.145027960183745e-08
Position 183: 4.6401444392290474e-08
Position 732: 4.579972298253182e-08
Position 455: 3.1046788355794104e-08
Position 6157: 2.7634646766768617e-08
Position 632: 2.786472110817533e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4289: 0.9726357168537719
Position 5893: 0.9609838122993399
Position 8093: 0.705950170127719
Position 13585: 0.5915584844219286
Position 7520: 0.43455309292342725
Position 502: 0.3818147058122525
Position 16834: 0.312645857022222
Position 1586: 0.2838226081726411
Position 16181: 0.2740040186158424
Position 14445: 0.21525648223179447
Position 16351: 0.2085067088545785
Position 7488: 0.20218574106330137
Position 873: 0.17257663603148082
Position 6086: 0.1695108658418671
Position 5282: 0.1357533638312059
Position 17077: 0.11316104860812355
Position 8038: 0.11292748711999141
Position 7628: 0.09314139427663827
Position 1956: 0.08733146224900709
Position 5154: 0.07268360949005469
Position 1183: 0.058439005825075746
Position 1153: 0.047253095693048405
Position 4627: 0.039792502981088676
Position 5778: 0.03630774561331946
Position 7374: 0.035208697267221145
Position 4624: 0.032895613833137216
Position 11735: 0.03272610023013979
Position 894: 0.03241753598505317
Position 11775: 0.03074245047397269
Position 947: 0.02747727591334981
Position 14661: 0.026546154395122742
Position 1296: 0.025976321897349927
Position 8019: 0.025647075318175033
Position 8334: 0.025221034087854057
Position 919: 0.02087494874521846
Position 5126: 0.020171241596379168
Position 2035: 0.018623719954338563
Position 8419: 0.01823590214105734
Position 10623: 0.017075107236046612
Position 2945: 0.016981497767822543
Position 1376: 0.01355891607124086
Position 462: 0.013481131938693557
Position 1328: 0.013190527376047997
Position 4479: 0.012811056147933906
Position 1871: 0.012720263601345247
Position 9320: 0.012706629218872341
Position 13934: 0.011775658891781551
Position 14484: 0.01168696133748288
Position 1805: 0.01057847438827472
Position 8270: 0.01034284574651773
Position 1002: 0.010165467831039365
Position 9292: 0.009011183840116037
Position 838: 0.008956775735020774
Position 12142: 0.008640485249030175
Position 1603: 0.00861159835702615
Position 7644: 0.008410937351282954
Position 15132: 0.008372822832589232
Position 5494: 0.008244131986607386
Position 1341: 0.007951450349627553
Position 13106: 0.007774829891111869
Position 591: 0.0074200500638854534
Position 2309: 0.007394789104981846
Position 5157: 0.006695828502411936
Position 4665: 0.006358445463231597
Position 5310: 0.006324876146592338
Position 12291: 0.006008093488494219
Position 2971: 0.005701254443936255
Position 1128: 0.005537242856464745
Position 12429: 0.004756432533818111
Position 6782: 0.0047267146888197616
Position 2075: 0.004640366722436053
Position 10330: 0.004512960753356513
Position 986: 0.004481131530514388
Position 372: 0.004348517968809849
Position 338: 0.004239417356476265
Position 8650: 0.004064077271929561
Position 13737: 0.002961311834622229
Position 4261: 0.0027073327851919416
Position 10457: 0.002688465510247383
Position 5448: 0.0025209699086187875
Position 3541: 0.0023759047529113716
Position 9799: 0.002237725310890341
Position 13044: 0.0021767258309613423
Position 1456: 0.0020599739482733514
Position 9431: 0.0020306224684721237
Position 5086: 0.0019989745995400605
Position 3121: 0.0019823970516403273
Position 2255: 0.0018519188417527614
Position 12002: 0.001705498535037409
Position 177: 0.0016833940775737135
Position 2902: 0.00164166268072076
Position 579: 0.001626959207604322
Position 5615: 0.001567414278016306
Position 7405: 0.0014681110947873338
Position 13539: 0.0014407962242565233
Position 613: 0.0014294768124486843
Position 239: 0.00128054807928996
Position 12448: 0.0012441009245556843
Position 12055: 0.0011249959624287263
Position 951: 0.0010526434463953133
Position 1209: 0.0010508621909539803
Position 3198: 0.0009967501201359945
Position 7710: 0.0009864765571284432
Position 8720: 0.0009519349808041992
Position 7600: 0.0009474399143613425
Position 7094: 0.0009382053803795798
Position 2951: 0.0008945473011605548
Position 1610: 0.0008844739031167512
Position 7186: 0.0008824990327638412
Position 4537: 0.0008742827501549086
Position 7064: 0.0008270515818715545
Position 11525: 0.0008196176488335249
Position 14993: 0.0008037694011804896
Position 843: 0.0007994909513369844
Position 2223: 0.0007864555358924781
Position 8550: 0.0007689530264696482
Position 469: 0.0006881252993720332
Position 5523: 0.0006692807658784661
Position 13444: 0.0006571870122765868
Position 2202: 0.0005783487020309789
Position 4903: 0.0005625088789336082
Position 4967: 0.0005106947781168535
Position 1162: 0.0005056344535348923
Position 4570: 0.0005050435552259289
Position 773: 0.0005013161643361789
Position 4906: 0.00048736605247908074
Position 2004: 0.0004820807106265999
Position 1768: 0.00046831427379156906
Position 199: 0.0004142203406102942
Position 7993: 0.00039471282816499873
Position 6703: 0.00035946168384479887
Position 341: 0.00035782849517003196
Position 14933: 0.00035631137291102714
Position 6809: 0.00034100973074129525
Position 622: 0.00032785046788950733
Position 1671: 0.0003237337738297261
Position 4934: 0.00031854459851170046
Position 11215: 0.0003101766353607297
Position 3136: 0.0003013674446132822
Position 11057: 0.00027756580177133326
Position 1224: 0.000261710679575251
Position 7527: 0.00025754197847777745
Position 1550: 0.00023763129154078566
Position 652: 0.00021361628494516452
Position 2470: 0.00020504650373013818
Position 8881: 0.00020184900532967326
Position 4685: 0.00017931469696777223
Position 572: 0.00017581674936413525
Position 1824: 0.000162646107965383
Position 4312: 0.00015788766028682118
Position 5901: 0.00015691075629201983
Position 5754: 0.0001493478545860437
Position 6088: 0.00013953009709645822
Position 6107: 0.0001383561908133013
Position 1959: 0.00012515561129396337
Position 10206: 0.00011347680564429097
Position 4165: 0.00011205089000573125
Position 4689: 0.00010727768389066773
Position 4818: 0.00010297016881959899
Position 1462: 9.211314798408228e-05
Position 2813: 9.161316923565781e-05
Position 812: 9.0999760550749e-05
Position 751: 8.857031560013331e-05
Position 2658: 8.8164614841513e-05
Position 9972: 8.440315543767911e-05
Position 5327: 8.259551739868744e-05
Position 1219: 8.093667424882933e-05
Position 9001: 6.787840598349432e-05
Position 151: 5.4197978985985265e-05
Position 1039: 5.002933744819073e-05
Position 732: 5.002510395539388e-05
Position 8308: 4.942211310652407e-05
Position 131: 3.7638922275654286e-05
Position 7956: 3.058080043501808e-05
Position 5785: 2.904284195422467e-05
Position 8053: 2.8742134893053762e-05
Position 300: 2.836557789612899e-05
Position 345: 2.4886433322154036e-05
Position 4514: 2.4194919146032325e-05
Position 9380: 2.2293642590692403e-05
Position 1619: 2.172563001289412e-05
Position 4487: 1.8832907919194926e-05
Position 3909: 1.879861959762956e-05
Position 8553: 1.7479347426166842e-05
Position 852: 1.6568852284309277e-05
Position 6538: 1.597250113144527e-05
Position 423: 1.594431187271402e-05
Position 317: 1.558944430916996e-05
Position 4112: 1.5329782212694274e-05
Position 8361: 1.5149256277716088e-05
Position 797: 1.3777487665781914e-05
Position 1082: 1.2989995681468647e-05
Position 1528: 1.1243093797305401e-05
Position 4084: 1.0557346943103044e-05
Position 627: 1.0398766044051937e-05
Position 961: 1.0273251762757294e-05
Position 1407: 1.023352870679846e-05
Position 401: 9.7627776097531e-06
Position 8379: 9.746734601580826e-06
Position 4579: 9.303573431411959e-06
Position 5975: 8.265901222816653e-06
Position 5466: 7.92228419738666e-06
Position 1651: 7.250307021466961e-06
Position 1558: 6.232667311673114e-06
Position 1428: 5.806757354301364e-06
Position 709: 5.7135098630815e-06
Position 1394: 5.649132252693077e-06
Position 90: 4.732388685688847e-06
Position 205: 4.290564037858269e-06
Position 1415: 4.18452261774252e-06
Position 657: 3.838891044768378e-06
Position 1552: 3.0249473731089134e-06
Position 4109: 2.9520200646431362e-06
Position 4139: 2.8765404296699767e-06
Position 1644: 2.4576944257968642e-06
Position 787: 1.8736215005386928e-06
Position 5733: 1.2589115197004686e-06
Position 5653: 7.731272346257735e-07
Position 5756: 7.575722150027222e-07
Position 244: 6.241119624994057e-07
Position 6481: 5.657640896098718e-07
Position 409: 5.503960750052153e-07
Position 357: 4.158018997029344e-07
Position 321: 3.391745867655955e-07
Position 398: 2.7629530693436313e-07
Position 382: 2.4871084741585486e-07
Position 6745: 2.1500140486971788e-07
Position 2816: 2.0063145321895642e-07
Position 6893: 1.6226337977303446e-07
Position 208: 1.5441504994495302e-07
Position 6812: 1.3040856797442255e-07
Position 6568: 8.739313935402839e-08
Position 6585: 6.095450394426381e-08
Position 99: 2.935281238289008e-08
Position 2173: 2.923572678140608e-08
Position 412: 1.5807260236256224e-08
Position 106: 1.2579549550943626e-08
Position 261: 4.400440041469306e-09
Position 249: 3.5429735649005045e-09
Position 268: 3.3538980520744354e-09
Position 253: 2.0300871621926723e-09
Position 258: 2.11367276340741e-11
Position 6036: 4.016276942058049e-12
Position 666: 2.4199231667106284e-17
