Gene = MXRA8
Position 4302: 0.5094413893789945
Position 4905: 0.2969598048998851
Position 3382: 0.23321025846664437
Position 5097: 0.19518430625309285
Position 5600: 0.17238123716724743
Position 4398: 0.15878561138348896
Position 5202: 0.13956729560656866
Position 1830: 0.07729795777633842
Position 2810: 0.04628567236031212
Position 5501: 0.04580083952201829
Position 5779: 0.04211413233312036
Position 2898: 0.03762939023711477
Position 5028: 0.033214479024139654
Position 1536: 0.03160491337992352
Position 4099: 0.02676080684499417
Position 3000: 0.022398849688572208
Position 4377: 0.021836429972821026
Position 2680: 0.02048075928355291
Position 4801: 0.020091834605640714
Position 2733: 0.018698551786150902
Position 2919: 0.016426458517772444
Position 2651: 0.012671607234137456
Position 2604: 0.012590121536259295
Position 3684: 0.008735742089968962
Position 1498: 0.008431596261368995
Position 2874: 0.007522899676596733
Position 1228: 0.0073289637655499775
Position 5318: 0.0072667754630282855
Position 3980: 0.007213165916655154
Position 4096: 0.006746679957473571
Position 1244: 0.005991915911466111
Position 4432: 0.0047178118966098295
Position 2741: 0.004392508818323688
Position 3693: 0.003803916555568279
Position 3936: 0.003478567280073739
Position 3158: 0.0033823684118393657
Position 3513: 0.0033487855143833553
Position 4170: 0.0033153223533880817
Position 2698: 0.0031827699349416287
Position 5236: 0.003132433479679696
Position 2043: 0.0030176347953129105
Position 3705: 0.0029100229568810687
Position 3534: 0.0028269323260269185
Position 4290: 0.0027005277137006553
Position 2507: 0.002668852818428712
Position 285: 0.0026226552149691395
Position 3795: 0.002607744079196856
Position 1634: 0.002115383225507617
Position 2555: 0.0016504023545651592
Position 4466: 0.0014739106055459343
Position 1811: 0.0014480905820780992
Position 437: 0.0014166791052577035
Position 1430: 0.0013129150102815937
Position 4266: 0.0012990281616415324
Position 893: 0.0011937535860514327
Position 4962: 0.001178402160241504
Position 1747: 0.001134281663466849
Position 1036: 0.0010762345303374746
Position 5262: 0.0010461369024950455
Position 2122: 0.0009933440816702244
Position 2582: 0.0009314194892982636
Position 4325: 0.0009155049948379591
Position 5372: 0.0009060665167941666
Position 946: 0.0008979652095433308
Position 5481: 0.0008640576718418232
Position 5612: 0.0008221061894338864
Position 2371: 0.000794006223387855
Position 3951: 0.0007025629131086079
Position 4075: 0.0006691369569182369
Position 1540: 0.0006572456880701995
Position 361: 0.0006492617095033372
Position 3317: 0.0006094041801114554
Position 2073: 0.0006040607556615507
Position 2440: 0.0005724203677085622
Position 5111: 0.0005647809638752754
Position 2459: 0.0005594172723338833
Position 1250: 0.0005446698584454508
Position 5071: 0.0005320336337260083
Position 974: 0.0005189835865228965
Position 386: 0.00048178115875674253
Position 5382: 0.0004430770064288734
Position 4077: 0.00044080768460254277
Position 4322: 0.00043672241201763996
Position 3830: 0.000423511181920431
Position 4959: 0.00042254515250871494
Position 5732: 0.00042081303748415496
Position 2153: 0.00041602022223663715
Position 4862: 0.0004095585654793854
Position 5524: 0.00040343366890353073
Position 4767: 0.00035672914210544386
Position 5272: 0.00035129911090415816
Position 5409: 0.0003393750759181775
Position 5624: 0.00032420822525776213
Position 2837: 0.00029704196423177223
Position 898: 0.00029321728663670067
Position 2314: 0.0002558002535383357
Position 5290: 0.00023715707324832342
Position 5827: 0.00023334253281318893
Position 5692: 0.00022165276616376253
Position 1148: 0.00021143599139174335
Position 1246: 0.00020549290499917813
Position 1469: 0.00020376074237970904
Position 1311: 0.00019238836164433654
Position 1639: 0.00019127361339217982
Position 1574: 0.0001894360413556247
Position 703: 0.00018628328596258277
Position 1715: 0.00018168962643229773
Position 2486: 0.0001802168527881654
Position 4629: 0.0001790089702254781
Position 1134: 0.00017841734208455155
Position 1854: 0.00017727580746915877
Position 2248: 0.00017461662645394433
Position 257: 0.00017142867426282252
Position 988: 0.0001606015649493748
Position 261: 0.00015212779487951285
Position 4869: 0.00014841244473162905
Position 4807: 0.0001381814474680498
Position 1184: 0.00012375900989594382
Position 5448: 0.00011523152367269074
Position 3504: 0.00011135675969838483
Position 5446: 0.00011131881410321295
Position 2200: 0.0001109005417127403
Position 2420: 0.00010966950915836962
Position 921: 0.00010279760569472042
Position 4652: 0.00010099278907707706
Position 1335: 9.392013643208931e-05
Position 4916: 9.299860605101437e-05
Position 2092: 9.254925797775018e-05
Position 4874: 8.633292683689761e-05
Position 450: 8.31046714736557e-05
Position 4634: 8.026478584131814e-05
Position 1978: 7.492804567879108e-05
Position 5296: 7.212620065164243e-05
Position 5343: 6.713321655116766e-05
Position 5116: 6.572009540571107e-05
Position 3501: 5.3093174967053515e-05
Position 3200: 5.018817866094932e-05
Position 175: 4.962861415923813e-05
Position 4485: 4.5592241059269286e-05
Position 4668: 4.428937978881934e-05
Position 4450: 4.416239327626038e-05
Position 5727: 4.3885687948608335e-05
Position 3836: 3.875379236678686e-05
Position 4774: 3.6093371479867465e-05
Position 1308: 3.5292948833904465e-05
Position 5073: 3.155774996222741e-05
Position 1562: 2.9644875658536078e-05
Position 3278: 2.906667637781002e-05
Position 172: 2.5312814427908517e-05
Position 3847: 2.4861314443302205e-05
Position 4919: 2.4547167803373465e-05
Position 195: 2.4302303292732212e-05
Position 4931: 2.3972066482240882e-05
Position 5358: 2.1329952529963032e-05
Position 3259: 2.1133565119654796e-05
Position 5390: 1.8895390346417737e-05
Position 5687: 1.6250285522789828e-05
Position 5400: 1.5921345102941665e-05
Position 5248: 1.4678728980912685e-05
Position 5301: 1.4276187270230624e-05
Position 2564: 1.3762202248857633e-05
Position 3257: 1.2758257378347856e-05
Position 4588: 1.1789463833900393e-05
Position 3417: 1.1130708054086535e-05
Position 4474: 1.0261032540116337e-05
Position 1358: 8.604862607868042e-06
Position 5746: 8.258600176380641e-06
Position 3883: 6.848986707523364e-06
Position 1266: 5.998391525621553e-06
Position 1365: 5.420926984986425e-06
Position 4548: 4.808833875267146e-06
Position 687: 2.7184110410429177e-06
Position 4501: 2.573624660704525e-06
Position 1504: 2.1444248576839397e-06
Position 1162: 2.133368614889579e-06
Position 1410: 2.0488815355391462e-06
Position 1093: 1.9570308971031447e-06
Position 714: 1.896296126061986e-06
Position 326: 1.774573421791922e-06
Position 1260: 1.6831623030511468e-06
Position 4528: 1.604861049721112e-06
Position 1155: 1.5157578142099223e-06
Position 1682: 1.508740344551814e-06
Position 749: 1.4077082436198657e-06
Position 1299: 1.4035625936545224e-06
Position 4681: 1.3923576480006134e-06
Position 3853: 1.197951735784798e-06
Position 522: 9.380479660765507e-07
Position 1446: 9.365497958529569e-07
Position 185: 7.761754752572146e-07
Position 295: 7.742454715480457e-07
Position 1391: 7.29192988417536e-07
Position 533: 6.163094190644649e-07
Position 1727: 5.887941352145096e-07
Position 620: 5.24420342000954e-07
Position 1297: 4.6618837786364486e-07
Position 1546: 4.526071078136475e-07
Position 554: 4.503157340938953e-07
Position 809: 3.9786010372570246e-07
Position 4641: 3.3672841724369884e-07
Position 239: 3.1635600114218703e-07
Position 178: 1.9680848997268089e-07
Position 1279: 1.916831772950338e-07
Position 4632: 1.8539621711482434e-07
Position 4488: 1.803368860165848e-07
Position 1041: 1.591812339077624e-07
Position 162: 1.5793852771801514e-07
Position 272: 1.4973409879687004e-07
Position 752: 1.3986276164338504e-07
Position 1383: 1.3802180854445418e-07
Position 1190: 1.3671168569952005e-07
Position 1916: 1.0805927647343317e-07
Position 497: 8.877760136096055e-08
Position 733: 8.5833791003064e-08
Position 838: 6.247821910785352e-08
Position 1668: 5.0438729221061725e-08
Position 202: 4.413293295040199e-08
Position 1767: 3.700681791790515e-08
Position 729: 3.684882507215439e-08
Position 1016: 1.025975918198483e-08
Position 835: 5.5993904283010414e-09
Position 407: 3.563670893552745e-09
Position 289: 3.4386857414476338e-09
Position 1101: 3.3295657354666062e-09
Position 228: 3.2982123431999048e-09
Position 300: 2.9120430948336834e-09
Position 569: 2.6783550225116e-09
Position 226: 2.6252496834621905e-09
Position 490: 2.4450305524280625e-09
Position 200: 2.06617748655544e-09
Position 571: 1.2082562016816104e-09
Position 309: 8.898461277470053e-10
Position 636: 2.1582887237667e-11
Position 390: 1.892872936469556e-11
Position 665: 1.882219105084778e-11
Position 241: 1.2667705193593753e-11
Position 398: 1.0881193844775915e-11
Position 545: 7.197625885898016e-12
Position 577: 3.2958315135611323e-12
Position 551: 3.0637803426445976e-12
Position 312: 2.11158455329613e-12
Position 302: 1.953004431834055e-12
Position 561: 1.5832477176490188e-12
Position 588: 4.17134580950442e-13
