Gene = MRTO4
Position 4253: 5.722201158134416e-05
Position 4948: 5.6011647635651504e-05
Position 1819: 5.227496447435735e-05
Position 6844: 5.0303780562707415e-05
Position 4316: 4.937209363123893e-05
Position 6384: 4.872373609783517e-05
Position 5005: 4.781626014115063e-05
Position 4473: 4.7709767139256294e-05
Position 3483: 4.68738134180991e-05
Position 6176: 4.560841568892696e-05
Position 7376: 4.4031881543197014e-05
Position 5971: 4.333726676723945e-05
Position 6370: 4.3105876767654404e-05
Position 5276: 4.304500707686036e-05
Position 1933: 4.251845026649083e-05
Position 7219: 4.2338769326297803e-05
Position 390: 4.084397607050124e-05
Position 5865: 4.082457894736832e-05
Position 3349: 4.076237769807745e-05
Position 3013: 4.0188341185831034e-05
Position 5160: 3.745970537930772e-05
Position 3029: 3.5340380630810776e-05
Position 4309: 3.16260581707889e-05
Position 6408: 3.0459642074803838e-05
Position 4300: 2.9087695376294365e-05
Position 5115: 2.7497246052948427e-05
Position 793: 2.73039982860916e-05
Position 4209: 2.681170423384563e-05
Position 4982: 2.324314974823745e-05
Position 6648: 2.3152743304430777e-05
Position 4960: 2.205669173932531e-05
Position 7159: 2.15218302663046e-05
Position 6695: 2.0780511916519345e-05
Position 1760: 2.0019147849716742e-05
Position 4847: 1.9987413849177777e-05
Position 6441: 1.817562651720711e-05
Position 5484: 1.77202112579325e-05
Position 6258: 1.5143033564609104e-05
Position 5469: 1.4085670285079854e-05
Position 6346: 1.3178045450745935e-05
Position 6691: 1.2830571224407935e-05
Position 6798: 1.2468261270462494e-05
Position 2480: 1.2320394087716679e-05
Position 4871: 1.2215981762595937e-05
Position 4831: 1.1933728027352856e-05
Position 1490: 1.109472482361968e-05
Position 2471: 1.0020363979053519e-05
Position 5974: 9.667717082839658e-06
Position 2541: 9.243696431558101e-06
Position 5606: 9.008050285072043e-06
Position 2546: 8.928144363666534e-06
Position 2358: 8.781323945791014e-06
Position 5420: 8.669618374132388e-06
Position 6975: 8.043979940222428e-06
Position 2377: 7.706371133401252e-06
Position 1669: 7.44077295644249e-06
Position 5388: 7.338323122447742e-06
Position 2416: 6.16601861294758e-06
Position 6343: 5.953847497883674e-06
Position 1274: 5.5281834586527894e-06
Position 292: 5.509647551366334e-06
Position 2841: 5.114317400949768e-06
Position 6402: 4.987122458294554e-06
Position 231: 4.599187179067202e-06
Position 1999: 4.429964589263744e-06
Position 1798: 4.188753205945125e-06
Position 6999: 3.858402982978044e-06
Position 4144: 3.801020072311464e-06
Position 4884: 3.5401987993944514e-06
Position 499: 3.5231911872552685e-06
Position 5592: 3.501167395019783e-06
Position 2414: 3.318873476626227e-06
Position 5938: 3.15005944355409e-06
Position 2017: 3.1484633417967593e-06
Position 2089: 2.7064296943230312e-06
Position 533: 2.4967231084698476e-06
Position 1378: 2.385202491161553e-06
Position 3296: 2.2153141221473346e-06
Position 5862: 1.8727997977508603e-06
Position 1213: 1.639539462550376e-06
Position 5359: 1.0984005715187238e-06
Position 5334: 8.352214259584402e-07
Position 6620: 6.724352670760966e-07
Position 6561: 5.753218744356547e-07
Position 1601: 5.747348116582945e-07
Position 1721: 5.147536125210124e-07
Position 3045: 5.050276697752984e-07
Position 5847: 4.371691944097855e-07
Position 2976: 4.3703933140896684e-07
Position 7212: 4.117725518509531e-07
Position 6606: 4.0208213017002716e-07
Position 1571: 3.538415324992014e-07
Position 2625: 2.0066081645756028e-07
Position 2732: 1.8969866678165364e-07
Position 2200: 1.6227887431741296e-07
Position 163: 1.5868246384699306e-07
Position 379: 1.581233954233918e-07
Position 6543: 1.5598583510737798e-07
Position 2062: 1.1280169299191718e-07
Position 233: 1.045285466405919e-07
Position 1242: 7.690829279825343e-08
Position 5123: 7.674886018367977e-08
Position 212: 7.319779972124346e-08
Position 1278: 6.735245651040402e-08
Position 195: 6.437706293857403e-08
Position 6331: 6.281600683419401e-08
Position 6261: 6.011353101183195e-08
Position 7265: 5.3092946533585156e-08
Position 7245: 5.22931305855113e-08
Position 807: 4.442170919143323e-08
Position 1555: 4.088993105846752e-08
Position 4699: 3.5009997253714965e-08
Position 1014: 3.445441113783588e-08
Position 1762: 3.232216062476022e-08
Position 6201: 2.8157595263709173e-08
Position 800: 2.645950136971756e-08
Position 1131: 2.3952619129077343e-08
Position 927: 1.953018359574515e-08
Position 5109: 1.8078705135271285e-08
Position 169: 1.740327223353665e-08
Position 1757: 1.594813260650512e-08
Position 855: 1.5692307702376043e-08
Position 4043: 1.2855381604637223e-08
Position 4048: 1.2717536901433466e-08
Position 6789: 6.06219825188919e-09
Position 311: 5.096848926536412e-09
Position 220: 4.972068500910994e-09
Position 173: 3.91763735419941e-09
Position 528: 2.1258380845943223e-09
Position 1030: 2.1136162376407835e-09
Position 1046: 1.6001004542948392e-09
Position 206: 1.2111881419094695e-09
Position 7612: 1.0682936549129391e-09
Position 7487: 1.0547774823018593e-09
Position 4661: 9.140372674677812e-10
Position 167: 7.848724771079073e-10
Position 1307: 6.417476949625589e-10
Position 143: 6.295205659626944e-10
Position 1095: 5.767793605274148e-10
Position 1192: 5.690004249842267e-10
Position 7310: 4.6037925820350203e-10
Position 180: 3.5073750771012795e-10
Position 1364: 3.086670964381839e-10
Position 148: 2.9002698604255315e-10
Position 1515: 1.8540500677995378e-10
Position 320: 1.1503822258818299e-10
Position 4582: 1.1191612939689069e-10
Position 1304: 8.012006811767155e-11
Position 324: 6.362810798417745e-11
Position 7267: 6.330543672094395e-11
Position 358: 3.6485976143011364e-11
Position 139: 1.8449577839665692e-11
Position 340: 1.7830314647816218e-11
Position 334: 6.955342163828919e-12
