Gene = MMACHC
Position 8800: 1.0169513913091741e-05
Position 5005: 1.0026005421365016e-05
Position 9802: 9.94579110183091e-06
Position 8476: 8.520971315855799e-06
Position 8201: 8.069683149341775e-06
Position 10997: 7.476833142535956e-06
Position 10715: 6.217638674507413e-06
Position 1540: 6.203354848409129e-06
Position 1390: 4.918528064120012e-06
Position 422: 4.121282341263301e-06
Position 8482: 2.918729891962143e-06
Position 909: 2.8922742565333517e-06
Position 8371: 2.845215889801386e-06
Position 268: 2.4926299597950925e-06
Position 2711: 1.8822094765201043e-06
Position 8285: 1.5613695337101254e-06
Position 1067: 1.0173229639819405e-06
Position 1505: 9.489011611292405e-07
Position 1525: 8.963771694387691e-07
Position 97: 8.51131742515759e-07
Position 365: 7.306904872089866e-07
Position 1912: 5.813104478221918e-07
Position 61: 5.249663540555413e-07
Position 835: 4.4027546617101954e-07
Position 1929: 3.257659204646392e-07
Position 678: 1.8251976742105536e-07
Position 747: 1.4999014900812087e-07
Position 1703: 1.362048224950433e-07
Position 688: 1.0102235512658994e-07
Position 606: 9.249148054283953e-08
Position 904: 8.0491589160748e-08
Position 510: 5.834951580509071e-08
Position 1144: 5.6751386810928135e-08
Position 498: 4.581592085177605e-08
Position 675: 4.556305162258385e-08
Position 200: 4.0655266083108836e-08
Position 475: 4.007646401557642e-08
Position 911: 3.582844192587791e-08
Position 672: 1.721366972158848e-08
Position 329: 1.694897198267822e-08
Position 541: 1.0138904879725626e-08
Position 381: 9.61915490684528e-09
Position 453: 8.743013525405799e-09
Position 969: 7.578066835696026e-09
Position 292: 3.846347847391763e-09
Position 554: 3.760593755140106e-09
Position 467: 1.5554596733751756e-09
Position 233: 1.3640636345782133e-09
Position 266: 6.610850361319844e-10
Position 492: 5.619420001151511e-10
Position 469: 4.744227360768079e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8158: 0.9324648319234805
Position 7302: 0.8283817842523522
Position 12046: 0.25523398860735785
Position 10588: 0.19108254774773825
Position 11727: 0.14217440306177767
Position 12070: 0.08853505014803459
Position 11771: 0.08823458723646534
Position 8742: 0.0857646397860217
Position 10924: 0.0653365762462528
Position 11139: 0.04943190336623557
Position 3652: 0.0461478934351435
Position 7333: 0.043824944940157366
Position 11910: 0.041318446620657034
Position 13179: 0.03830854732611361
Position 6176: 0.03647677755007747
Position 11251: 0.028978745315882036
Position 6005: 0.027856369017441516
Position 7354: 0.024929521018969118
Position 8224: 0.024038616579138947
Position 6300: 0.022551153933684096
Position 8587: 0.020946925166122888
Position 1621: 0.01925807098681855
Position 5108: 0.01923052605188151
Position 11735: 0.017141333034315587
Position 8896: 0.0159773902943838
Position 255: 0.015961678117242955
Position 1113: 0.015347647406208777
Position 7425: 0.01531975177124271
Position 3054: 0.01507132992631379
Position 462: 0.01478387057151777
Position 11689: 0.012884565271223619
Position 3038: 0.012471170089267266
Position 7382: 0.011631932200140837
Position 3199: 0.009393386336781433
Position 10815: 0.00911101005803056
Position 12767: 0.008214822039124235
Position 10491: 0.007947136402768083
Position 12550: 0.007640589472434069
Position 2128: 0.006852278428911513
Position 907: 0.006792062257981483
Position 11319: 0.006687550690699515
Position 11656: 0.006428650993526458
Position 3913: 0.006401886752463243
Position 12720: 0.0063601226399538505
Position 2887: 0.005976998641280269
Position 5104: 0.005891295772798032
Position 12532: 0.005744644946999032
Position 1493: 0.005737067189121295
Position 3008: 0.005611130326847522
Position 11856: 0.005522921517081916
Position 8949: 0.0052470451772674885
Position 7672: 0.005205054612750384
Position 3403: 0.005176365955136045
Position 8160: 0.004793627265291918
Position 2671: 0.0046559084913928685
Position 8131: 0.0046355527024116916
Position 11092: 0.0044162808927029696
Position 6478: 0.0040838537791997405
Position 6033: 0.0038976882839421717
Position 3604: 0.003733971284594364
Position 6057: 0.0035475813132810705
Position 2696: 0.0035013512478841748
Position 8060: 0.003437852921133217
Position 10848: 0.0033318688015627498
Position 12641: 0.00323554691962495
Position 8416: 0.0031073592578669752
Position 8843: 0.0029486226818239676
Position 11340: 0.002902867219271529
Position 9622: 0.002837830103324887
Position 3720: 0.002810879291621425
Position 8386: 0.0027088145326520387
Position 10282: 0.002693347284400329
Position 3097: 0.002651294312413144
Position 3655: 0.002647366601672116
Position 12955: 0.002578768852517381
Position 7955: 0.002546816402755198
Position 484: 0.0024509604348117615
Position 6615: 0.0023420100678574933
Position 9268: 0.0023126132227863265
Position 10706: 0.0022779347240731353
Position 6204: 0.002271118041790745
Position 5602: 0.00222052050694476
Position 8752: 0.002207381239694199
Position 9204: 0.0022031751792226067
Position 9542: 0.002191709893785631
Position 241: 0.0021734669175043184
Position 9385: 0.002140023625890779
Position 13279: 0.002134052440160528
Position 7568: 0.0020253503472388392
Position 12840: 0.002021311405968723
Position 9780: 0.001998944986218261
Position 2976: 0.0019089421048717299
Position 921: 0.001904868440946458
Position 9709: 0.0018238983772494285
Position 3818: 0.0017475832303080066
Position 12815: 0.001744803661986607
Position 1243: 0.0016855854941468585
Position 4522: 0.0016697837559066118
Position 8797: 0.001656158760518845
Position 8870: 0.0016087624176536921
Position 10307: 0.0015936706863415872
Position 9405: 0.0015877452402520294
Position 11108: 0.0015108437701731063
Position 4643: 0.0013460752786490838
Position 9087: 0.0012949528665669005
Position 9545: 0.0012798646250215618
Position 563: 0.0012667687296546877
Position 6453: 0.0011900804453165881
Position 3799: 0.0011898249406766827
Position 1077: 0.0011675550952574688
Position 6188: 0.0011658667073134589
Position 8592: 0.0011410384244851174
Position 10675: 0.0011217502063232197
Position 3066: 0.001061681516897836
Position 3815: 0.0010431462637829657
Position 8176: 0.000985931589654603
Position 3616: 0.0009421367997502754
Position 11800: 0.0009335081572220221
Position 9688: 0.0009162356986965947
Position 10986: 0.0009116026047197306
Position 2235: 0.0008816505399975051
Position 5451: 0.0008795553772006178
Position 11816: 0.0008548137999609517
Position 3932: 0.0008385901968178801
Position 7860: 0.0008295741483128105
Position 518: 0.0008138570495981251
Position 1571: 0.0007963294766208152
Position 13148: 0.0007878422108545549
Position 1187: 0.0007791909280877038
Position 2375: 0.0007542514985516763
Position 8664: 0.0007379305754860876
Position 4071: 0.0007275258064486067
Position 3540: 0.0007256971317386698
Position 12303: 0.000716023578391805
Position 9381: 0.0007131631860151243
Position 11584: 0.0006986249318911286
Position 12052: 0.000694172015729744
Position 6117: 0.0006797977063376558
Position 9685: 0.0006567032102865198
Position 6764: 0.0006530527943589806
Position 10554: 0.0006503360671494293
Position 9226: 0.000643174627062338
Position 11067: 0.0006166270133394805
Position 12796: 0.0005947043882251771
Position 1038: 0.0005884694745282781
Position 10246: 0.0005810314350435325
Position 10628: 0.0005552405843366831
Position 8686: 0.0005481667822006574
Position 2915: 0.0005450089422164236
Position 8090: 0.0005330462569772083
Position 9090: 0.0005261692539846234
Position 10900: 0.0005218631497297774
Position 8639: 0.0005091166082974947
Position 4558: 0.000489843223658357
Position 113: 0.0004898127942670085
Position 1642: 0.0004846987290202913
Position 8055: 0.0004766673864071528
Position 4648: 0.0004744459484071812
Position 7278: 0.00047170868898133524
Position 8370: 0.00046701691880671447
Position 2835: 0.0004583212635820514
Position 4120: 0.0004577617014987132
Position 11436: 0.00044535978529610006
Position 10314: 0.00043805176693444484
Position 9636: 0.00043416213379281123
Position 10625: 0.00043162816285518825
Position 1262: 0.000426473692656212
Position 9271: 0.0004092919273623953
Position 990: 0.00040565681073207984
Position 11456: 0.0003955211593287207
Position 1598: 0.00039232268466235824
Position 6261: 0.00038886024615323624
Position 3477: 0.00038348369156236136
Position 7930: 0.00038117774630109006
Position 3843: 0.00037768903556333614
Position 2268: 0.0003740376313688918
Position 9571: 0.0003670021695457498
Position 4112: 0.00036658272689328337
Position 2335: 0.00035542957291994655
Position 10687: 0.0003428607009560323
Position 10171: 0.00033607800357029517
Position 10366: 0.00033454550552024356
Position 11615: 0.0003213584098291034
Position 7413: 0.0003157707644704886
Position 8200: 0.0003043544895517899
Position 11881: 0.00030360827461536796
Position 259: 0.00029983872248747265
Position 5897: 0.00029943793552715124
Position 12361: 0.0002989860861373315
Position 3589: 0.00029777771447333606
Position 10786: 0.0002941637685812431
Position 2838: 0.0002932302806508445
Position 1420: 0.00029298897183415264
Position 8168: 0.00028732116815761776
Position 3114: 0.00028132743601385745
Position 10289: 0.00027714656795587984
Position 6862: 0.00027345609802169454
Position 1546: 0.0002672114469280215
Position 6010: 0.00026376700642080175
Position 3857: 0.00026354027290919854
Position 10896: 0.00026320477609218483
Position 3970: 0.0002631761528929358
Position 4812: 0.00025708025581551116
Position 9462: 0.00025579068942002204
Position 2442: 0.00025109575340512123
Position 3070: 0.00023928023420533517
Position 10078: 0.0002341534721891117
Position 11920: 0.0002311502378347806
Position 2421: 0.0002278100875650677
Position 285: 0.00022671220316887222
Position 6157: 0.00022247086848994012
Position 8702: 0.00020841564036446682
Position 7826: 0.00020216307061543472
Position 1137: 0.00019552523817444357
Position 11291: 0.00019397576772467969
Position 5477: 0.00019344504188279567
Position 10258: 0.0001920840641151651
Position 740: 0.0001898997382702713
Position 12229: 0.0001884229462432444
Position 2862: 0.00018735379985158838
Position 2595: 0.00018219125438853804
Position 10960: 0.00017759936127433924
Position 8518: 0.00017562693144910135
Position 6064: 0.00017451723485235442
Position 11267: 0.00015849786372574325
Position 116: 0.0001504024885248514
Position 2100: 0.00015035084915142671
Position 2929: 0.00014981465145586133
Position 9748: 0.00014889185317287193
Position 8821: 0.00014796071406704216
Position 8803: 0.00014750791283529472
Position 9949: 0.00013920992347338105
Position 1454: 0.00013488769551924665
Position 4406: 0.00013347244691570587
Position 7809: 0.00013232275143663466
Position 8815: 0.00013174321159052646
Position 8618: 0.0001295585048243542
Position 2466: 0.0001292596941911361
Position 11070: 0.00012114706817351116
Position 9107: 0.00011439405678406029
Position 11218: 0.00010609748254792502
Position 467: 0.0001057228214485968
Position 1116: 0.00010346542802581598
Position 1963: 0.00010185576153042366
Position 2237: 9.751468220867614e-05
Position 292: 9.533012640893468e-05
Position 1540: 9.470918705038017e-05
Position 8426: 9.433154729431633e-05
Position 1654: 9.121003192111762e-05
Position 3765: 9.099153065165331e-05
Position 2273: 8.865472567006069e-05
Position 1190: 8.569208768343535e-05
Position 10135: 7.822620592450732e-05
Position 2568: 7.502548226853778e-05
Position 7692: 7.404842203062827e-05
Position 10249: 7.395342117150455e-05
Position 8602: 6.896026494627846e-05
Position 8952: 6.535287123500114e-05
Position 10496: 6.459292854360687e-05
Position 2615: 6.412335884006969e-05
Position 7538: 6.186238054982026e-05
Position 1315: 6.114127707257535e-05
Position 9027: 6.0019586456542877e-05
Position 1944: 5.860622375884439e-05
Position 10543: 5.8418607774090104e-05
Position 9751: 5.580787243990886e-05
Position 9844: 5.5494297173807786e-05
Position 9034: 5.469791484716985e-05
Position 8872: 5.1579064493150155e-05
Position 8635: 4.907988853808173e-05
Position 138: 4.7913606922457793e-05
Position 8962: 4.677115686335912e-05
Position 9286: 4.526651715054769e-05
Position 264: 4.361232270320732e-05
Position 945: 3.788728421981654e-05
Position 1522: 3.785288043461885e-05
Position 8444: 3.1831394115855634e-05
Position 387: 3.076161842388781e-05
Position 8106: 2.6525063505055097e-05
Position 7695: 2.202602445541708e-05
Position 3632: 1.8218408672034568e-05
Position 5494: 1.7398717362944253e-05
Position 2012: 1.635947892429618e-05
Position 8525: 1.1090237812567779e-05
Position 5168: 1.0939605811783268e-05
Position 3252: 1.0292040482223211e-05
Position 11029: 1.0022781704695259e-05
Position 8507: 8.57945957897945e-06
Position 1499: 8.46234544010853e-06
Position 2287: 8.232766006599358e-06
Position 1450: 8.221570299036582e-06
Position 889: 8.127265371719147e-06
Position 8613: 8.102583000303237e-06
Position 3573: 7.324021958838921e-06
Position 2151: 6.223366803213051e-06
Position 948: 6.058084430256131e-06
Position 1043: 4.4176993999596715e-06
Position 3944: 4.395444331683631e-06
Position 490: 4.142306257313552e-06
Position 997: 3.849764079731019e-06
Position 2956: 3.459762047692355e-06
Position 1346: 3.231891234393253e-06
Position 1807: 3.1183927413924536e-06
Position 1356: 3.0392656988993315e-06
Position 153: 2.789051277982152e-06
Position 2066: 2.678442909528239e-06
Position 697: 2.5487371351358043e-06
Position 580: 2.192620487837576e-06
Position 3242: 2.1773392054590217e-06
Position 4478: 2.033974162371499e-06
Position 1510: 1.7922862615393508e-06
Position 2186: 1.6423169443036139e-06
Position 8448: 1.5989435479839062e-06
Position 345: 1.5279233246103378e-06
Position 298: 1.4223086897647668e-06
Position 1886: 1.368383914711485e-06
Position 4092: 1.363874088537128e-06
Position 522: 1.297164734441767e-06
Position 2677: 1.2210565037639597e-06
Position 746: 1.1681631287610936e-06
Position 2452: 1.0198885265656857e-06
Position 2172: 8.971396138371562e-07
Position 8021: 7.704879446745681e-07
Position 498: 7.431930498065508e-07
Position 1259: 6.56158527616737e-07
Position 1144: 6.449830621750124e-07
Position 2318: 6.077083483286929e-07
Position 2357: 5.981397513358399e-07
Position 777: 5.170168488517907e-07
Position 2347: 4.613810257964481e-07
Position 952: 3.1979793086508184e-07
Position 1400: 2.775471771941146e-07
Position 665: 2.657923853550188e-07
Position 1359: 2.4420423081022415e-07
Position 1027: 1.9163433174340648e-07
Position 1289: 1.6059097100325503e-07
Position 1317: 1.2485659813805146e-07
Position 360: 1.2097122654766618e-07
Position 1768: 1.1366352783612835e-07
Position 426: 1.0882697390537666e-07
Position 1052: 1.0206962410357668e-07
Position 718: 9.481495788465158e-08
Position 200: 8.090547734868838e-08
Position 1284: 7.56706546222729e-08
Position 8486: 7.440640815088264e-08
Position 574: 4.7245028691425894e-08
Position 969: 4.357305467957756e-08
Position 753: 4.30524270231221e-08
Position 782: 3.9261447081635815e-08
Position 835: 3.762261414395916e-08
Position 1377: 3.74995802394218e-08
Position 1436: 3.464426058719583e-08
Position 1992: 3.404499615353111e-08
Position 1608: 2.8887305997380714e-08
Position 1389: 2.867774110227238e-08
Position 1056: 2.49547109605694e-08
Position 714: 1.7359665765506738e-08
Position 309: 1.4568702292316947e-08
Position 492: 1.3712172536496005e-08
Position 530: 1.3638901502297905e-08
Position 312: 7.738911997976427e-09
Position 1196: 6.837908541915844e-09
Position 1002: 6.502801475055077e-09
Position 206: 6.412687601804954e-09
Position 306: 5.180000938116682e-09
Position 708: 4.35941137657724e-09
Position 963: 3.128424545362191e-09
Position 1000: 2.604255114632043e-09
Position 436: 2.1913300374609616e-09
Position 796: 1.7238791223895394e-09
Position 8311: 1.3791558481241853e-09
Position 318: 1.3703517645445281e-09
Position 365: 1.3676814339654686e-09
Position 598: 1.226969001811285e-09
Position 300: 2.622569373363541e-10
Position 617: 4.3012706683547175e-11
Position 612: 3.904918400416941e-11
Position 606: 1.832315433797052e-11
Position 83: 1.5614900519536074e-11
Position 1466: 5.670178270563873e-12
